,PR.AXIS_RECTANGULARITY_num,RADIUS_RATIO_num,SKEWNESS_ABOUT_MAJOR_num,Class_cat,MAX.LENGTH_RECTANGULARITY_num,PR.AXIS_ASPECT_RATIO_num,DISTANCE_CIRCULARITY_num,COMPACTNESS_num,SCALED_VARIANCE_MINOR_num,SCATTER_RATIO_num
674,19.0,180.0,69.0,saab,129.0,67.0,80.0,92.0,353.0,154.0
675,25.0,230.0,72.0,opel,182.0,70.0,109.0,100.0,752.0,226.0
676,19.0,158.0,80.0,bus,145.0,68.0,73.0,82.0,337.0,151.0
677,22.0,207.0,75.0,bus,159.0,71.0,80.0,105.0,579.0,195.0
678,19.0,122.0,84.0,bus,144.0,56.0,70.0,86.0,324.0,148.0
679,19.0,183.0,74.0,bus,136.0,73.0,76.0,89.0,373.0,157.0
680,20.0,162.0,74.0,van,155.0,66.0,76.0,95.0,381.0,162.0
681,20.0,194.0,69.0,bus,148.0,70.0,70.0,96.0,427.0,167.0
682,20.0,137.0,76.0,van,158.0,58.0,73.0,90.0,373.0,161.0
683,27.0,199.0,82.0,bus,169.0,57.0,109.0,110.0,928.0,251.0
684,20.0,184.0,71.0,bus,131.0,66.0,74.0,99.0,414.0,164.0
685,19.0,120.0,85.0,bus,143.0,53.0,66.0,85.0,321.0,149.0
686,18.0,146.0,64.0,opel,134.0,59.0,69.0,88.0,252.0,130.0
687,28.0,235.0,86.0,bus,171.0,67.0,107.0,106.0,987.0,262.0
688,17.0,121.0,82.0,saab,125.0,57.0,52.0,89.0,220.0,122.0
689,22.0,197.0,64.0,saab,162.0,60.0,105.0,105.0,545.0,191.0
690,20.0,186.0,61.0,saab,139.0,62.0,85.0,94.0,430.0,169.0
691,19.0,170.0,71.0,bus,146.0,70.0,71.0,86.0,321.0,146.0
692,23.0,206.0,65.0,saab,159.0,63.0,100.0,108.0,576.0,196.0
693,20.0,133.0,77.0,van,161.0,55.0,75.0,90.0,369.0,160.0
694,21.0,197.0,64.0,saab,143.0,62.0,92.0,100.0,489.0,180.0
695,18.0,125.0,81.0,van,143.0,52.0,66.0,92.0,275.0,139.0
696,19.0,156.0,70.0,saab,129.0,59.0,82.0,89.0,351.0,153.0
697,19.0,184.0,71.0,bus,131.0,70.0,75.0,92.0,363.0,154.0
698,19.0,152.0,74.0,bus,142.0,64.0,71.0,83.0,331.0,149.0
699,20.0,165.0,73.0,opel,147.0,60.0,83.0,93.0,417.0,167.0
700,24.0,192.0,71.0,opel,166.0,58.0,98.0,106.0,693.0,217.0
701,23.0,200.0,72.0,saab,155.0,62.0,103.0,108.0,635.0,206.0
702,21.0,177.0,67.0,opel,152.0,59.0,83.0,96.0,438.0,171.0
703,18.0,162.0,63.0,van,145.0,64.0,78.0,93.0,281.0,137.0
704,24.0,177.0,73.0,opel,166.0,55.0,104.0,99.0,657.0,210.0
705,24.0,201.0,73.0,saab,171.0,64.0,102.0,110.0,669.0,213.0
706,18.0,250.0,99.0,van,145.0,105.0,70.0,82.0,289.0,139.0
707,17.0,136.0,64.0,van,132.0,58.0,58.0,92.0,222.0,122.0
708,20.0,137.0,76.0,van,160.0,56.0,82.0,94.0,367.0,159.0
709,21.0,197.0,67.0,opel,141.0,65.0,96.0,95.0,474.0,178.0
710,25.0,201.0,79.0,bus,165.0,61.0,98.0,102.0,766.0,225.0
711,23.0,206.0,72.0,saab,164.0,65.0,102.0,100.0,587.0,198.0
712,23.0,195.0,67.0,saab,149.0,61.0,100.0,105.0,586.0,198.0
713,25.0,211.0,69.0,saab,168.0,63.0,108.0,107.0,704.0,219.0
714,19.0,186.0,67.0,bus,144.0,72.0,70.0,94.0,361.0,153.0
715,25.0,225.0,73.0,opel,165.0,68.0,109.0,100.0,731.0,222.0
716,21.0,184.0,63.0,saab,140.0,59.0,88.0,97.0,459.0,175.0
717,20.0,202.0,70.0,bus,149.0,74.0,74.0,96.0,408.0,163.0
718,25.0,172.0,74.0,opel,166.0,53.0,110.0,104.0,711.0,219.0
719,24.0,199.0,72.0,saab,168.0,65.0,101.0,104.0,667.0,213.0
720,20.0,172.0,71.0,opel,134.0,61.0,76.0,91.0,415.0,167.0
721,24.0,234.0,68.0,saab,168.0,70.0,108.0,105.0,687.0,215.0
722,20.0,163.0,73.0,van,156.0,68.0,85.0,94.0,357.0,157.0
723,22.0,195.0,65.0,opel,150.0,61.0,100.0,105.0,557.0,193.0
724,20.0,160.0,68.0,van,157.0,63.0,85.0,94.0,367.0,158.0
725,18.0,138.0,69.0,van,135.0,55.0,76.0,91.0,256.0,132.0
726,23.0,214.0,64.0,saab,152.0,64.0,105.0,102.0,600.0,201.0
727,19.0,190.0,67.0,bus,145.0,70.0,68.0,96.0,372.0,155.0
728,18.0,127.0,70.0,opel,125.0,56.0,72.0,85.0,233.0,127.0
729,23.0,232.0,71.0,opel,153.0,71.0,96.0,103.0,633.0,205.0
730,25.0,200.0,74.0,opel,178.0,61.0,107.0,101.0,730.0,225.0
731,26.0,170.0,82.0,bus,160.0,52.0,103.0,103.0,816.0,236.0
732,18.0,167.0,71.0,van,148.0,69.0,73.0,85.0,307.0,143.0
733,28.0,181.0,85.0,bus,169.0,52.0,102.0,114.0,968.0,257.0
734,18.0,114.0,87.0,van,139.0,53.0,55.0,88.0,249.0,132.0
735,19.0,144.0,71.0,opel,127.0,54.0,77.0,86.0,352.0,154.0
736,23.0,217.0,68.0,saab,162.0,67.0,104.0,102.0,621.0,204.0
737,24.0,160.0,81.0,bus,165.0,51.0,93.0,105.0,703.0,217.0
738,24.0,204.0,77.0,bus,156.0,63.0,98.0,100.0,719.0,218.0
739,19.0,166.0,67.0,van,150.0,66.0,85.0,96.0,355.0,155.0
740,24.0,199.0,67.0,saab,162.0,60.0,104.0,109.0,691.0,215.0
741,19.0,165.0,70.0,bus,134.0,66.0,74.0,87.0,318.0,145.0
742,18.0,145.0,67.0,opel,138.0,55.0,78.0,90.0,284.0,138.0
743,23.0,203.0,68.0,saab,152.0,65.0,101.0,98.0,584.0,197.0
744,19.0,174.0,69.0,van,148.0,68.0,88.0,96.0,354.0,155.0
745,19.0,141.0,84.0,bus,145.0,62.0,69.0,85.0,341.0,152.0
746,18.0,142.0,69.0,van,142.0,58.0,66.0,91.0,268.0,134.0
747,19.0,123.0,81.0,bus,147.0,53.0,68.0,80.0,327.0,150.0
748,19.0,169.0,67.0,van,147.0,66.0,85.0,93.0,339.0,151.0
749,22.0,209.0,70.0,saab,156.0,69.0,90.0,93.0,506.0,183.0
750,21.0,170.0,68.0,saab,139.0,58.0,78.0,96.0,455.0,174.0
751,17.0,115.0,81.0,van,124.0,56.0,51.0,85.0,207.0,119.0
752,20.0,199.0,72.0,bus,127.0,73.0,73.0,100.0,401.0,162.0
753,19.0,162.0,63.0,saab,133.0,60.0,72.0,91.0,334.0,150.0
754,18.0,148.0,68.0,van,142.0,61.0,64.0,91.0,249.0,129.0
755,17.0,125.0,69.0,van,134.0,55.0,58.0,86.0,204.0,117.0
756,22.0,202.0,71.0,saab,160.0,65.0,95.0,95.0,559.0,193.0
757,19.0,142.0,72.0,saab,140.0,56.0,72.0,91.0,327.0,149.0
758,19.0,137.0,81.0,bus,151.0,60.0,68.0,81.0,333.0,152.0
759,20.0,138.0,77.0,van,170.0,57.0,84.0,94.0,351.0,156.0
760,22.0,197.0,64.0,opel,148.0,62.0,92.0,107.0,526.0,188.0
761,23.0,201.0,62.0,saab,162.0,60.0,100.0,115.0,573.0,196.0
762,18.0,152.0,75.0,van,145.0,64.0,69.0,90.0,272.0,135.0
763,24.0,225.0,71.0,opel,164.0,71.0,98.0,102.0,682.0,214.0
764,24.0,172.0,73.0,saab,168.0,55.0,106.0,103.0,660.0,212.0
765,19.0,123.0,81.0,bus,146.0,54.0,70.0,84.0,332.0,151.0
766,20.0,191.0,67.0,saab,136.0,65.0,78.0,98.0,430.0,169.0
767,19.0,166.0,69.0,bus,134.0,66.0,70.0,88.0,332.0,148.0
768,23.0,199.0,73.0,opel,146.0,65.0,101.0,91.0,574.0,196.0
769,19.0,162.0,63.0,saab,128.0,61.0,83.0,91.0,298.0,142.0
770,19.0,120.0,80.0,bus,146.0,53.0,68.0,80.0,333.0,151.0
771,23.0,212.0,64.0,opel,155.0,64.0,105.0,97.0,602.0,201.0
772,22.0,204.0,72.0,opel,161.0,67.0,93.0,92.0,536.0,189.0
773,19.0,139.0,78.0,bus,142.0,59.0,70.0,87.0,327.0,149.0
774,18.0,146.0,69.0,van,135.0,60.0,72.0,94.0,262.0,133.0
775,20.0,188.0,74.0,bus,129.0,68.0,75.0,97.0,450.0,171.0
776,22.0,201.0,73.0,saab,143.0,66.0,101.0,96.0,552.0,192.0
777,26.0,154.0,82.0,bus,164.0,47.0,98.0,106.0,838.0,237.0
778,24.0,199.0,68.0,saab,156.0,60.0,103.0,111.0,663.0,211.0
779,18.0,111.0,80.0,van,141.0,48.0,64.0,96.0,258.0,134.0
780,23.0,206.0,70.0,saab,150.0,64.0,96.0,109.0,586.0,198.0
781,18.0,151.0,63.0,van,142.0,62.0,64.0,88.0,253.0,130.0
782,22.0,211.0,71.0,opel,141.0,70.0,98.0,87.0,535.0,189.0
783,24.0,201.0,71.0,saab,170.0,62.0,96.0,107.0,694.0,218.0
784,17.0,116.0,74.0,van,126.0,54.0,52.0,87.0,196.0,115.0
785,19.0,123.0,85.0,bus,145.0,56.0,66.0,85.0,319.0,148.0
786,25.0,213.0,70.0,saab,172.0,68.0,103.0,107.0,709.0,219.0
787,18.0,126.0,71.0,van,137.0,52.0,70.0,93.0,238.0,127.0
788,24.0,203.0,72.0,saab,165.0,62.0,100.0,115.0,697.0,217.0
789,20.0,160.0,71.0,saab,131.0,59.0,85.0,90.0,396.0,163.0
790,19.0,120.0,87.0,bus,145.0,54.0,66.0,85.0,320.0,148.0
791,18.0,150.0,69.0,van,143.0,64.0,68.0,86.0,285.0,138.0
792,23.0,163.0,69.0,opel,164.0,52.0,104.0,100.0,631.0,206.0
793,22.0,191.0,73.0,bus,147.0,63.0,88.0,98.0,563.0,192.0
794,19.0,165.0,72.0,bus,140.0,67.0,76.0,87.0,327.0,148.0
795,18.0,114.0,86.0,van,140.0,53.0,53.0,83.0,247.0,132.0
796,17.0,130.0,64.0,opel,130.0,55.0,63.0,85.0,219.0,122.0
797,23.0,211.0,64.0,saab,167.0,61.0,108.0,111.0,636.0,207.0
798,24.0,185.0,75.0,opel,173.0,59.0,100.0,103.0,684.0,216.0
799,19.0,180.0,72.0,bus,131.0,71.0,76.0,92.0,350.0,152.0
800,19.0,147.0,71.0,van,144.0,62.0,80.0,88.0,318.0,146.0
801,18.0,128.0,75.0,opel,130.0,56.0,60.0,84.0,261.0,132.0
802,20.0,191.0,66.0,opel,143.0,66.0,80.0,89.0,396.0,162.0
803,21.0,205.0,70.0,bus,152.0,71.0,84.0,93.0,476.0,176.0
804,23.0,206.0,64.0,opel,161.0,62.0,101.0,104.0,587.0,198.0
805,19.0,148.0,80.0,bus,144.0,64.0,68.0,81.0,330.0,150.0
806,19.0,155.0,69.0,saab,149.0,56.0,82.0,88.0,357.0,154.0
807,24.0,174.0,73.0,saab,163.0,56.0,105.0,103.0,650.0,210.0
808,19.0,139.0,74.0,bus,146.0,59.0,68.0,83.0,336.0,150.0
809,19.0,120.0,81.0,saab,128.0,55.0,55.0,79.0,295.0,142.0
810,24.0,197.0,75.0,opel,172.0,63.0,103.0,97.0,677.0,215.0
811,18.0,127.0,69.0,opel,131.0,54.0,69.0,83.0,274.0,135.0
812,20.0,192.0,70.0,bus,131.0,69.0,72.0,98.0,427.0,166.0
813,20.0,132.0,78.0,van,164.0,56.0,77.0,90.0,354.0,157.0
814,19.0,123.0,83.0,bus,146.0,55.0,66.0,85.0,326.0,150.0
815,19.0,154.0,88.0,bus,147.0,69.0,68.0,81.0,335.0,151.0
816,20.0,157.0,74.0,van,167.0,64.0,85.0,90.0,375.0,161.0
817,25.0,204.0,71.0,saab,172.0,64.0,108.0,104.0,707.0,220.0
818,22.0,202.0,71.0,opel,143.0,65.0,96.0,95.0,534.0,189.0
819,22.0,192.0,70.0,saab,138.0,63.0,98.0,93.0,508.0,185.0
820,18.0,123.0,75.0,saab,127.0,53.0,71.0,87.0,277.0,137.0
821,25.0,231.0,73.0,opel,172.0,74.0,96.0,104.0,713.0,220.0
822,19.0,170.0,64.0,van,145.0,65.0,82.0,95.0,314.0,145.0
823,23.0,213.0,68.0,opel,163.0,67.0,105.0,105.0,597.0,200.0
824,25.0,196.0,72.0,opel,173.0,60.0,96.0,106.0,717.0,221.0
825,20.0,149.0,74.0,opel,133.0,57.0,84.0,86.0,358.0,156.0
826,21.0,193.0,64.0,opel,154.0,62.0,92.0,95.0,478.0,178.0
827,25.0,177.0,72.0,opel,188.0,54.0,100.0,99.0,726.0,224.0
828,18.0,125.0,73.0,van,144.0,53.0,66.0,89.0,254.0,131.0
829,20.0,139.0,75.0,van,162.0,56.0,82.0,95.0,365.0,159.0
830,19.0,173.0,65.0,bus,129.0,66.0,70.0,97.0,346.0,151.0
831,20.0,185.0,68.0,bus,153.0,70.0,70.0,100.0,406.0,162.0
832,24.0,204.0,71.0,saab,159.0,61.0,109.0,108.0,665.0,212.0
833,20.0,154.0,71.0,saab,148.0,56.0,83.0,92.0,382.0,160.0
834,18.0,114.0,86.0,saab,126.0,53.0,51.0,82.0,268.0,135.0
835,29.0,183.0,85.0,bus,174.0,51.0,105.0,111.0,1018.0,265.0
836,18.0,139.0,73.0,van,148.0,58.0,66.0,87.0,294.0,140.0
837,20.0,169.0,67.0,saab,148.0,60.0,77.0,94.0,373.0,158.0
838,19.0,142.0,71.0,van,149.0,57.0,76.0,95.0,339.0,151.0
839,18.0,157.0,65.0,van,144.0,64.0,72.0,90.0,283.0,137.0
840,18.0,140.0,62.0,opel,120.0,56.0,66.0,93.0,251.0,130.0
841,20.0,183.0,72.0,saab,134.0,64.0,87.0,93.0,422.0,169.0
842,20.0,163.0,72.0,van,159.0,66.0,84.0,89.0,368.0,159.0
843,25.0,222.0,70.0,saab,173.0,67.0,101.0,106.0,721.0,222.0
844,18.0,146.0,66.0,saab,124.0,58.0,78.0,86.0,270.0,135.0
845,17.0,123.0,73.0,van,128.0,55.0,66.0,85.0,212.0,120.0
