,Contraceptive_method_used_cat,Wifes_age_num,Wifes_education_cat,Husbands_education_cat,Number_of_children_ever_born_num,Wifes_religion_cat,Wifes_now_working%3F_cat,Husbands_occupation_cat,Standard-of-living_index_cat,Media_exposure_cat
1244,2,34,3,4,3,0,1,1,4,0
1245,2,38,3,4,7,0,1,2,3,0
1246,2,21,4,4,1,1,1,1,4,0
1247,2,43,1,3,4,1,1,1,4,0
1248,2,44,3,3,9,1,1,1,1,0
1249,2,24,4,4,1,1,1,2,4,0
1250,2,27,4,4,1,1,0,3,3,0
1251,2,34,3,4,4,1,1,3,3,0
1252,2,29,3,4,2,1,1,1,4,0
1253,2,26,4,4,1,1,0,2,3,0
1254,2,37,4,4,7,1,1,1,4,0
1255,2,21,3,4,3,1,1,1,4,0
1256,2,47,4,4,4,0,1,2,4,0
1257,2,41,4,4,3,1,0,2,3,0
1258,2,29,3,4,3,1,1,1,3,0
1259,2,25,4,4,1,1,0,1,4,0
1260,2,33,4,4,2,0,0,1,3,0
1261,2,23,4,4,1,0,1,1,4,0
1262,2,32,4,4,4,1,1,2,3,0
1263,2,45,4,4,3,1,1,1,4,0
1264,2,37,4,4,4,1,1,1,4,0
1265,2,35,2,4,4,0,1,3,2,0
1266,2,37,4,4,3,1,1,3,4,0
1267,2,35,4,4,5,1,1,2,4,0
1268,2,23,4,4,1,1,1,3,3,0
1269,2,38,2,2,8,1,1,2,2,0
1270,2,41,4,4,4,0,0,2,4,0
1271,2,35,1,2,9,1,0,3,1,0
1272,2,29,4,4,3,1,1,3,2,0
1273,2,26,3,3,2,1,1,1,3,0
1274,2,22,3,3,2,1,1,3,3,0
1275,2,30,2,3,5,1,1,3,1,1
1276,2,36,4,4,3,1,1,3,3,0
1277,2,26,3,4,3,1,1,1,4,0
1278,2,32,4,4,2,1,0,3,4,0
1279,2,39,4,4,3,0,1,2,4,0
1280,2,29,3,4,3,1,1,1,3,0
1281,2,40,4,4,5,1,1,1,3,0
1282,2,43,3,3,6,1,0,3,2,0
1283,2,44,3,4,6,1,1,3,2,0
1284,2,24,4,4,2,1,1,2,4,0
1285,2,42,4,4,3,1,0,1,4,0
1286,2,33,3,4,2,1,1,1,4,0
1287,2,24,4,4,1,0,1,2,3,0
1288,2,28,3,4,2,0,1,2,3,0
1289,2,32,2,1,5,1,0,2,2,0
1290,2,26,2,2,4,1,1,3,4,0
1291,2,27,4,4,1,1,1,1,4,0
1292,2,41,3,4,3,0,1,2,4,0
1293,2,28,3,4,2,0,1,3,3,0
1294,2,23,4,4,1,1,0,3,4,0
1295,2,31,2,2,4,1,1,4,3,1
1296,2,33,4,4,3,0,1,2,4,0
1297,2,35,4,4,5,1,1,1,4,0
1298,2,39,3,4,5,1,1,3,4,0
1299,2,27,4,4,2,1,1,1,3,0
1300,2,48,4,4,3,0,1,1,4,0
1301,2,25,3,1,2,1,0,3,4,0
1302,2,38,4,4,4,1,1,2,4,0
1303,2,48,4,4,7,1,0,1,4,0
1304,2,34,4,4,4,1,0,3,3,0
1305,2,36,3,3,4,1,1,1,3,0
1306,2,34,4,4,3,1,0,3,4,0
1307,2,42,4,4,4,0,0,2,4,0
1308,2,45,3,3,5,0,1,1,3,0
1309,2,37,4,4,4,0,1,2,4,0
1310,2,38,4,4,3,0,0,2,4,0
1311,2,42,3,3,4,0,1,3,4,0
1312,2,42,2,4,5,0,1,2,3,0
1313,2,41,4,4,6,1,1,1,4,0
1314,2,43,4,4,5,0,1,1,4,0
1315,2,34,4,4,2,0,0,3,2,0
1316,2,44,2,3,1,0,1,2,4,0
1317,2,41,4,4,4,0,1,1,4,0
1318,2,36,4,4,3,1,1,1,4,0
1319,2,34,1,2,5,1,1,3,4,0
1320,3,32,3,2,5,1,1,3,3,0
1321,3,34,3,3,6,1,1,1,4,0
1322,3,24,4,4,2,1,0,3,3,0
1323,3,21,3,3,1,0,1,3,2,0
1324,3,38,4,3,9,1,1,3,3,0
1325,3,39,4,4,3,1,0,1,4,0
1326,3,35,2,2,6,1,0,2,2,1
1327,3,30,2,3,7,1,1,3,3,0
1328,3,17,3,4,1,1,1,3,3,0
1329,3,32,2,4,3,1,1,3,4,0
1330,3,43,4,4,5,0,1,1,4,0
1331,3,31,2,2,4,1,1,3,3,0
1332,3,24,1,2,3,1,1,3,2,0
1333,3,26,2,4,3,1,1,1,3,0
1334,3,35,3,4,4,1,0,1,4,0
1335,3,46,3,4,4,1,0,3,4,0
1336,3,29,2,3,3,1,1,3,3,0
1337,3,21,3,4,1,1,0,3,4,0
1338,3,31,4,4,5,1,0,1,4,0
1339,3,24,4,4,2,1,1,3,3,0
1340,3,24,2,4,3,1,1,3,3,0
1341,3,36,4,4,4,1,1,1,3,0
1342,3,37,2,3,9,1,1,3,3,0
1343,3,37,3,3,6,1,1,3,3,0
1344,3,37,3,3,11,1,1,1,2,0
1345,3,44,4,4,4,0,1,2,3,0
1346,3,35,2,3,6,1,1,2,3,0
1347,3,25,4,4,3,1,1,3,3,0
1348,3,21,4,4,2,1,1,2,3,0
1349,3,24,1,2,3,1,1,3,2,0
1350,3,16,2,3,1,1,1,3,1,0
1351,3,21,3,2,1,1,1,3,1,1
1352,3,25,2,4,2,1,1,2,4,0
1353,3,26,4,4,1,1,0,2,4,0
1354,3,43,4,4,2,1,1,1,4,0
1355,3,24,4,4,1,1,1,1,4,0
1356,3,30,3,4,3,0,1,3,3,0
1357,3,30,2,3,3,1,1,3,3,0
1358,3,26,4,4,2,1,1,3,3,0
1359,3,29,2,4,4,1,1,3,2,0
1360,3,24,3,4,4,1,1,3,1,0
1361,3,29,3,3,2,1,1,3,2,0
1362,3,29,1,2,1,1,1,3,3,0
1363,3,22,4,4,1,1,1,2,4,0
1364,3,30,3,3,4,1,0,3,2,0
1365,3,24,4,4,1,1,1,2,3,0
1366,3,25,4,4,2,1,1,1,2,0
1367,3,44,4,4,5,1,0,1,4,0
1368,3,28,2,3,3,1,1,2,4,0
1369,3,22,3,3,1,1,1,3,2,0
1370,3,30,2,2,6,1,0,2,3,0
1371,3,25,3,4,3,1,1,2,4,0
1372,3,25,4,4,2,1,1,3,3,0
1373,3,33,4,4,2,1,0,1,4,0
1374,3,33,3,3,4,1,0,2,3,0
1375,3,26,3,3,2,1,0,2,2,0
1376,3,29,3,4,5,1,1,3,3,0
1377,3,32,3,3,4,1,1,2,1,0
1378,3,30,4,4,1,1,0,3,2,0
1379,3,37,4,4,1,0,1,1,4,0
1380,3,31,1,2,4,1,1,3,3,0
1381,3,36,1,2,4,1,1,3,1,1
1382,3,36,2,2,7,1,0,2,2,1
1383,3,26,3,4,2,1,0,2,4,0
1384,3,36,4,4,3,1,1,1,4,0
1385,3,28,4,4,1,1,1,2,4,0
1386,3,33,4,4,5,1,1,3,3,0
1387,3,25,3,4,2,1,0,2,4,0
1388,3,31,4,4,2,0,1,1,4,0
1389,3,38,4,4,4,1,0,1,4,0
1390,3,35,1,2,5,1,1,3,3,0
1391,3,33,4,4,3,0,0,2,4,0
1392,3,30,2,2,2,1,1,3,2,0
1393,3,20,3,3,2,1,1,2,2,1
1394,3,18,3,3,1,1,1,2,2,0
1395,3,30,3,2,3,1,1,3,3,0
1396,3,35,2,3,6,1,0,3,2,0
1397,3,22,3,3,2,1,1,3,1,0
1398,3,28,2,4,7,1,1,3,3,0
1399,3,21,3,3,1,1,1,3,1,0
1400,3,27,3,4,4,1,1,3,4,0
1401,3,30,3,4,3,1,1,3,3,0
1402,3,25,3,4,2,1,1,3,3,0
1403,3,26,4,4,3,1,1,3,2,0
1404,3,37,2,4,5,1,1,1,4,0
1405,3,47,1,3,9,1,0,3,3,0
1406,3,36,1,1,5,1,1,3,3,0
1407,3,36,2,3,6,1,1,2,4,0
1408,3,36,4,4,3,1,1,2,4,0
1409,3,28,4,4,4,1,1,3,4,0
1410,3,21,4,4,2,1,1,3,3,0
1411,3,25,4,4,2,1,1,2,3,0
1412,3,30,3,4,3,1,1,3,4,0
1413,3,22,3,3,3,1,1,3,3,0
1414,3,23,4,3,2,1,0,2,3,0
1415,3,36,3,4,9,1,1,3,4,0
1416,3,28,4,3,2,1,1,3,2,0
1417,3,46,2,2,5,1,1,2,4,0
1418,3,47,4,4,5,1,1,3,2,0
1419,3,41,1,4,5,1,0,2,4,0
1420,3,44,4,4,5,1,1,3,4,0
1421,3,34,2,3,3,0,1,3,2,1
1422,3,37,2,3,6,1,1,3,4,0
1423,3,34,4,4,2,0,1,1,4,0
1424,3,22,2,4,2,1,1,3,2,0
1425,3,33,2,3,4,1,1,2,3,0
1426,3,21,3,4,3,1,1,3,1,0
1427,3,31,4,4,4,1,0,3,4,0
1428,3,41,4,3,5,1,0,3,4,0
1429,3,30,4,3,4,1,1,3,3,0
1430,3,32,2,4,5,1,1,3,4,0
1431,3,27,4,4,2,0,0,2,4,0
1432,3,26,4,4,1,0,0,2,4,0
1433,3,42,4,4,5,0,1,2,4,0
1434,3,24,4,4,1,1,1,1,3,0
1435,3,37,4,4,6,1,1,1,4,0
1436,3,30,2,3,5,1,0,3,4,0
1437,3,27,4,4,1,1,1,1,4,0
1438,3,34,2,4,6,1,1,3,3,0
1439,3,32,3,4,5,0,1,1,4,0
1440,3,28,4,4,1,0,0,2,4,0
1441,3,29,3,3,1,0,0,2,4,0
1442,3,42,4,4,3,0,1,2,4,0
1443,3,21,2,2,0,0,1,4,4,0
1444,3,22,4,4,2,1,1,3,4,0
1445,3,36,4,4,3,0,1,3,4,0
1446,3,45,2,3,3,0,0,2,4,0
1447,3,34,4,4,2,0,0,2,4,0
1448,3,35,2,3,5,1,1,3,3,0
1449,3,19,4,4,1,1,1,2,3,0
1450,3,27,4,4,4,1,1,3,3,0
1451,3,37,2,4,4,1,0,2,3,0
1452,3,26,3,2,4,1,1,3,4,0
1453,3,28,1,3,5,1,1,3,4,0
1454,3,31,3,4,5,1,1,1,4,0
1455,3,32,2,2,6,1,1,2,3,0
1456,3,40,2,2,4,0,0,2,4,0
1457,3,27,3,3,5,1,1,2,4,0
1458,3,27,2,2,3,1,1,2,2,1
1459,3,37,4,4,5,0,0,2,4,0
1460,3,22,4,3,1,1,1,2,2,0
1461,3,27,4,4,4,1,1,1,2,1
1462,3,21,4,4,1,0,1,2,4,0
1463,3,30,1,3,2,1,1,3,4,0
1464,3,23,2,2,1,1,1,2,4,0
1465,3,25,2,4,3,1,1,1,3,0
1466,3,42,2,4,6,1,1,2,4,0
1467,3,29,4,4,3,1,1,1,4,0
1468,3,33,4,4,2,1,0,2,4,0
1469,3,33,4,4,3,1,1,1,4,0
1470,3,39,3,3,8,1,0,1,4,0
1471,3,33,3,3,4,1,0,2,2,0
1472,3,17,3,3,1,1,1,2,4,0
