,housing_cat,other_parties_cat,credit_history_cat,num_dependents_num,job_cat,other_payment_plans_cat,existing_credits_num,purpose_cat,duration_num,savings_status_cat
658,own,none,no credits/all paid,1.0,skilled,none,2.0,business,30.0,<100
659,own,none,critical/other existing credit,1.0,skilled,none,1.0,furniture/equipment,18.0,<100
660,rent,none,existing paid,1.0,skilled,none,1.0,radio/tv,12.0,<100
661,own,none,existing paid,1.0,skilled,none,1.0,new car,12.0,no known savings
662,own,none,existing paid,1.0,skilled,none,2.0,furniture/equipment,21.0,<100
663,own,none,delayed previously,1.0,high qualif/self emp/mgmt,stores,2.0,furniture/equipment,6.0,<100
664,own,none,critical/other existing credit,1.0,unskilled resident,none,1.0,education,6.0,<100
665,own,co applicant,critical/other existing credit,1.0,high qualif/self emp/mgmt,bank,2.0,other,24.0,<100
666,own,none,all paid,2.0,skilled,stores,1.0,furniture/equipment,30.0,>=1000
667,own,none,all paid,1.0,skilled,stores,1.0,business,48.0,<100
668,rent,co applicant,critical/other existing credit,1.0,skilled,none,2.0,new car,12.0,<100
669,own,none,critical/other existing credit,1.0,skilled,none,1.0,radio/tv,30.0,<100
670,own,none,critical/other existing credit,1.0,unskilled resident,none,2.0,business,24.0,100<=X<500
671,own,none,existing paid,1.0,skilled,none,2.0,business,36.0,100<=X<500
672,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,new car,60.0,<100
673,own,none,critical/other existing credit,1.0,skilled,none,1.0,new car,6.0,500<=X<1000
674,own,none,delayed previously,2.0,unskilled resident,bank,1.0,business,21.0,500<=X<1000
675,rent,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,1.0,radio/tv,30.0,<100
676,own,none,critical/other existing credit,1.0,skilled,none,1.0,furniture/equipment,24.0,<100
677,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,72.0,100<=X<500
678,rent,none,existing paid,1.0,unskilled resident,bank,1.0,radio/tv,24.0,<100
679,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,18.0,<100
680,own,none,existing paid,1.0,skilled,none,1.0,education,6.0,<100
681,for free,none,existing paid,1.0,skilled,none,1.0,radio/tv,12.0,no known savings
682,own,none,delayed previously,1.0,skilled,bank,2.0,radio/tv,15.0,<100
683,for free,none,critical/other existing credit,1.0,skilled,none,3.0,radio/tv,24.0,<100
684,own,none,delayed previously,2.0,unskilled resident,none,2.0,business,36.0,100<=X<500
685,for free,none,existing paid,2.0,skilled,none,1.0,new car,60.0,no known savings
686,own,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,10.0,no known savings
687,for free,none,delayed previously,1.0,skilled,none,1.0,new car,36.0,100<=X<500
688,own,co applicant,existing paid,1.0,skilled,none,1.0,radio/tv,9.0,100<=X<500
689,own,none,existing paid,2.0,skilled,none,1.0,new car,12.0,>=1000
690,own,none,critical/other existing credit,1.0,skilled,none,2.0,furniture/equipment,15.0,<100
691,own,none,existing paid,1.0,unskilled resident,none,1.0,repairs,15.0,100<=X<500
692,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,24.0,100<=X<500
693,own,none,critical/other existing credit,2.0,unskilled resident,none,2.0,new car,6.0,no known savings
694,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,24.0,<100
695,rent,none,existing paid,1.0,skilled,none,1.0,used car,6.0,500<=X<1000
696,own,guarantor,existing paid,1.0,skilled,none,2.0,radio/tv,12.0,<100
697,own,none,critical/other existing credit,1.0,unemp/unskilled non res,none,1.0,new car,12.0,<100
698,own,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,18.0,<100
699,rent,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,education,15.0,<100
700,rent,none,existing paid,1.0,unskilled resident,none,1.0,furniture/equipment,12.0,500<=X<1000
701,for free,none,critical/other existing credit,1.0,skilled,none,2.0,used car,48.0,<100
702,for free,none,existing paid,1.0,skilled,none,1.0,radio/tv,24.0,100<=X<500
703,own,none,delayed previously,1.0,skilled,stores,2.0,business,30.0,100<=X<500
704,own,none,existing paid,2.0,skilled,none,1.0,business,27.0,<100
705,for free,none,existing paid,1.0,skilled,none,1.0,new car,15.0,500<=X<1000
706,own,none,existing paid,1.0,skilled,none,1.0,new car,48.0,100<=X<500
707,rent,none,no credits/all paid,1.0,skilled,none,2.0,furniture/equipment,12.0,<100
708,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,9.0,<100
709,own,none,existing paid,2.0,unskilled resident,none,1.0,radio/tv,9.0,<100
710,own,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,bank,2.0,radio/tv,18.0,500<=X<1000
711,for free,none,all paid,1.0,skilled,none,1.0,education,6.0,<100
712,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,used car,21.0,no known savings
713,own,none,critical/other existing credit,1.0,unskilled resident,none,2.0,radio/tv,9.0,<100
714,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,new car,60.0,<100
715,own,none,critical/other existing credit,1.0,skilled,none,2.0,used car,30.0,no known savings
716,own,none,critical/other existing credit,2.0,skilled,none,2.0,radio/tv,30.0,no known savings
717,for free,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,radio/tv,18.0,<100
718,own,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,24.0,no known savings
719,own,none,no credits/all paid,1.0,skilled,bank,2.0,used car,20.0,100<=X<500
720,own,none,no credits/all paid,1.0,high qualif/self emp/mgmt,none,2.0,radio/tv,9.0,<100
721,rent,none,all paid,2.0,skilled,bank,1.0,education,6.0,>=1000
722,own,none,existing paid,1.0,unskilled resident,none,1.0,new car,12.0,<100
723,own,none,existing paid,1.0,unskilled resident,none,1.0,radio/tv,9.0,500<=X<1000
724,rent,none,existing paid,1.0,skilled,none,1.0,new car,27.0,<100
725,own,none,critical/other existing credit,1.0,unskilled resident,bank,2.0,new car,6.0,>=1000
726,own,none,critical/other existing credit,1.0,unskilled resident,none,2.0,radio/tv,15.0,500<=X<1000
727,rent,none,existing paid,1.0,skilled,bank,2.0,radio/tv,18.0,<100
728,rent,none,all paid,1.0,skilled,none,1.0,business,48.0,<100
729,own,none,critical/other existing credit,1.0,skilled,none,2.0,business,24.0,>=1000
730,own,none,delayed previously,1.0,skilled,none,1.0,radio/tv,24.0,<100
731,rent,none,existing paid,2.0,unskilled resident,none,1.0,radio/tv,24.0,<100
732,own,guarantor,existing paid,1.0,unskilled resident,none,1.0,radio/tv,8.0,<100
733,rent,none,existing paid,1.0,skilled,none,1.0,used car,24.0,>=1000
734,own,none,critical/other existing credit,2.0,skilled,none,1.0,new car,4.0,<100
735,own,none,all paid,1.0,unemp/unskilled non res,bank,1.0,domestic appliance,36.0,no known savings
736,rent,none,existing paid,1.0,high qualif/self emp/mgmt,none,2.0,used car,24.0,<100
737,own,none,existing paid,2.0,unskilled resident,none,1.0,new car,18.0,100<=X<500
738,own,none,critical/other existing credit,2.0,high qualif/self emp/mgmt,none,2.0,new car,6.0,<100
739,rent,none,no credits/all paid,1.0,unskilled resident,none,2.0,business,30.0,100<=X<500
740,own,none,all paid,1.0,skilled,bank,1.0,new car,24.0,100<=X<500
741,own,none,all paid,1.0,unskilled resident,stores,1.0,radio/tv,10.0,<100
742,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,21.0,no known savings
743,own,none,all paid,1.0,skilled,stores,1.0,furniture/equipment,24.0,500<=X<1000
744,own,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,2.0,furniture/equipment,39.0,no known savings
745,own,none,critical/other existing credit,1.0,unskilled resident,bank,2.0,business,13.0,<100
746,rent,none,existing paid,1.0,skilled,none,1.0,new car,15.0,<100
747,own,none,existing paid,1.0,unskilled resident,none,1.0,new car,12.0,<100
748,own,none,existing paid,1.0,skilled,none,1.0,used car,21.0,no known savings
749,own,none,existing paid,1.0,skilled,none,1.0,used car,15.0,<100
750,own,none,existing paid,1.0,skilled,bank,1.0,furniture/equipment,6.0,<100
751,own,none,existing paid,1.0,unskilled resident,none,1.0,new car,18.0,<100
752,rent,none,existing paid,1.0,unskilled resident,none,1.0,business,12.0,100<=X<500
753,own,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,30.0,<100
754,for free,none,delayed previously,2.0,skilled,none,2.0,repairs,12.0,>=1000
755,rent,none,existing paid,1.0,skilled,none,1.0,new car,24.0,no known savings
756,own,none,critical/other existing credit,2.0,unemp/unskilled non res,none,3.0,new car,6.0,<100
757,for free,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,15.0,no known savings
758,own,guarantor,existing paid,1.0,skilled,none,1.0,new car,24.0,<100
759,own,none,critical/other existing credit,1.0,skilled,none,2.0,new car,12.0,<100
760,own,none,critical/other existing credit,1.0,skilled,none,1.0,new car,15.0,no known savings
761,rent,none,critical/other existing credit,1.0,skilled,none,2.0,furniture/equipment,18.0,<100
762,own,none,existing paid,1.0,unskilled resident,none,1.0,radio/tv,12.0,<100
763,for free,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,1.0,new car,21.0,no known savings
764,own,none,critical/other existing credit,1.0,skilled,none,2.0,new car,24.0,100<=X<500
765,own,guarantor,existing paid,1.0,unskilled resident,bank,2.0,radio/tv,12.0,<100
766,own,none,existing paid,1.0,unskilled resident,none,1.0,furniture/equipment,30.0,<100
767,rent,none,existing paid,1.0,skilled,none,1.0,used car,10.0,no known savings
768,rent,none,critical/other existing credit,1.0,skilled,none,3.0,furniture/equipment,12.0,<100
769,own,none,critical/other existing credit,1.0,unskilled resident,none,2.0,radio/tv,12.0,<100
770,rent,none,existing paid,1.0,skilled,none,1.0,used car,24.0,no known savings
771,own,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,2.0,education,36.0,<100
772,own,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,1.0,used car,21.0,<100
773,own,none,critical/other existing credit,1.0,skilled,bank,2.0,radio/tv,24.0,100<=X<500
774,for free,none,critical/other existing credit,1.0,unemp/unskilled non res,bank,3.0,new car,12.0,500<=X<1000
775,rent,none,existing paid,1.0,skilled,none,1.0,new car,24.0,no known savings
776,own,none,critical/other existing credit,1.0,skilled,none,2.0,new car,36.0,<100
777,own,guarantor,existing paid,1.0,skilled,none,1.0,radio/tv,18.0,<100
778,own,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,2.0,used car,36.0,>=1000
779,own,none,existing paid,1.0,skilled,none,1.0,repairs,18.0,<100
780,own,guarantor,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,39.0,<100
781,own,none,critical/other existing credit,1.0,skilled,none,1.0,new car,24.0,>=1000
782,own,none,no credits/all paid,1.0,unskilled resident,none,1.0,retraining,12.0,<100
783,own,none,existing paid,1.0,unskilled resident,bank,1.0,new car,12.0,100<=X<500
784,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,used car,20.0,no known savings
785,own,none,existing paid,1.0,unskilled resident,none,1.0,business,18.0,>=1000
786,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,22.0,500<=X<1000
787,own,none,critical/other existing credit,2.0,skilled,none,2.0,used car,48.0,no known savings
788,for free,none,delayed previously,1.0,skilled,none,1.0,education,48.0,<100
789,own,none,critical/other existing credit,1.0,skilled,bank,1.0,education,40.0,<100
790,own,none,existing paid,2.0,skilled,none,1.0,business,21.0,<100
791,own,none,existing paid,2.0,high qualif/self emp/mgmt,none,1.0,used car,24.0,no known savings
792,own,none,critical/other existing credit,1.0,skilled,none,2.0,furniture/equipment,6.0,no known savings
793,for free,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,24.0,<100
794,rent,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,24.0,500<=X<1000
795,rent,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,9.0,100<=X<500
796,for free,none,existing paid,2.0,skilled,none,1.0,used car,18.0,no known savings
797,rent,none,critical/other existing credit,1.0,unskilled resident,none,2.0,furniture/equipment,12.0,<100
798,own,none,delayed previously,1.0,skilled,none,2.0,new car,24.0,no known savings
799,own,none,existing paid,1.0,unemp/unskilled non res,none,1.0,new car,9.0,no known savings
800,for free,none,critical/other existing credit,2.0,skilled,none,2.0,education,24.0,<100
801,rent,guarantor,critical/other existing credit,1.0,unskilled resident,bank,2.0,radio/tv,18.0,<100
802,own,none,critical/other existing credit,1.0,skilled,none,2.0,furniture/equipment,20.0,<100
803,own,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,12.0,no known savings
804,rent,none,existing paid,1.0,unemp/unskilled non res,none,1.0,new car,12.0,no known savings
805,own,none,existing paid,1.0,skilled,none,1.0,new car,36.0,<100
806,own,none,existing paid,1.0,unskilled resident,none,1.0,radio/tv,6.0,<100
807,own,none,critical/other existing credit,1.0,skilled,none,4.0,radio/tv,12.0,no known savings
808,for free,none,all paid,1.0,high qualif/self emp/mgmt,bank,1.0,used car,42.0,<100
809,rent,none,no credits/all paid,1.0,unemp/unskilled non res,none,2.0,new car,15.0,<100
810,own,none,existing paid,1.0,skilled,none,1.0,business,8.0,<100
811,own,guarantor,existing paid,1.0,unskilled resident,bank,1.0,radio/tv,6.0,<100
812,own,none,critical/other existing credit,1.0,skilled,none,2.0,used car,36.0,<100
813,own,none,existing paid,1.0,skilled,none,1.0,domestic appliance,48.0,<100
814,for free,none,existing paid,2.0,skilled,none,1.0,new car,48.0,<100
815,rent,none,delayed previously,1.0,skilled,none,1.0,new car,36.0,<100
816,own,none,existing paid,1.0,skilled,none,1.0,domestic appliance,6.0,500<=X<1000
817,rent,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,6.0,<100
818,own,co applicant,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,other,36.0,<100
819,own,none,existing paid,1.0,skilled,bank,1.0,radio/tv,18.0,<100
820,own,none,existing paid,1.0,skilled,none,2.0,new car,12.0,<100
821,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,12.0,<100
822,own,none,existing paid,2.0,skilled,bank,1.0,furniture/equipment,36.0,<100
823,own,none,critical/other existing credit,1.0,unskilled resident,none,2.0,new car,8.0,<100
824,own,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,2.0,furniture/equipment,18.0,<100
825,own,none,critical/other existing credit,1.0,skilled,none,2.0,new car,21.0,<100
826,rent,none,critical/other existing credit,1.0,skilled,bank,3.0,new car,18.0,<100
827,own,none,no credits/all paid,2.0,skilled,stores,2.0,business,18.0,<100
828,for free,none,existing paid,1.0,skilled,none,1.0,used car,36.0,no known savings
829,for free,none,delayed previously,2.0,skilled,none,1.0,business,48.0,no known savings
830,own,none,delayed previously,2.0,skilled,none,2.0,business,24.0,500<=X<1000
831,rent,none,existing paid,1.0,skilled,none,1.0,new car,18.0,<100
832,rent,none,no credits/all paid,1.0,skilled,none,2.0,business,45.0,<100
833,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,24.0,no known savings
834,own,none,existing paid,1.0,unskilled resident,none,1.0,radio/tv,15.0,<100
835,own,none,no credits/all paid,1.0,skilled,bank,2.0,new car,12.0,<100
836,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,12.0,no known savings
837,rent,none,existing paid,2.0,unskilled resident,none,1.0,furniture/equipment,4.0,<100
838,own,none,critical/other existing credit,1.0,skilled,none,2.0,used car,24.0,<100
839,own,co applicant,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,24.0,<100
840,own,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,36.0,<100
841,own,none,delayed previously,1.0,unskilled resident,stores,2.0,used car,21.0,<100
842,own,none,existing paid,1.0,skilled,none,1.0,repairs,18.0,<100
843,own,none,all paid,1.0,skilled,bank,1.0,business,24.0,<100
844,own,none,existing paid,2.0,skilled,bank,3.0,furniture/equipment,18.0,<100
845,own,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,21.0,no known savings
846,rent,none,existing paid,1.0,skilled,none,2.0,new car,18.0,no known savings
847,own,none,existing paid,1.0,skilled,none,1.0,new car,24.0,<100
848,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,9.0,<100
849,own,none,existing paid,1.0,unskilled resident,stores,1.0,radio/tv,12.0,<100
850,rent,guarantor,critical/other existing credit,1.0,skilled,bank,2.0,new car,20.0,<100
851,own,none,critical/other existing credit,1.0,skilled,none,2.0,used car,24.0,no known savings
852,for free,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,15.0,<100
853,for free,none,all paid,2.0,unskilled resident,none,2.0,new car,18.0,<100
854,own,none,delayed previously,2.0,skilled,none,2.0,new car,36.0,<100
855,own,none,existing paid,1.0,skilled,none,1.0,new car,24.0,100<=X<500
856,own,none,existing paid,1.0,skilled,none,1.0,retraining,10.0,no known savings
857,for free,none,critical/other existing credit,1.0,skilled,none,1.0,furniture/equipment,15.0,<100
858,own,none,existing paid,1.0,skilled,none,1.0,new car,15.0,<100
859,rent,guarantor,existing paid,2.0,skilled,none,1.0,new car,9.0,100<=X<500
860,own,none,critical/other existing credit,1.0,skilled,none,2.0,used car,24.0,>=1000
861,own,none,delayed previously,1.0,skilled,none,1.0,business,18.0,<100
862,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,24.0,<100
863,own,none,critical/other existing credit,2.0,unskilled resident,stores,2.0,furniture/equipment,27.0,>=1000
864,rent,none,existing paid,1.0,unskilled resident,bank,1.0,furniture/equipment,10.0,<100
865,rent,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,15.0,500<=X<1000
866,own,none,existing paid,1.0,skilled,stores,1.0,radio/tv,18.0,<100
867,own,none,critical/other existing credit,1.0,skilled,stores,1.0,furniture/equipment,12.0,<100
868,own,none,existing paid,1.0,skilled,none,2.0,business,36.0,no known savings
869,rent,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,12.0,<100
870,own,none,delayed previously,1.0,skilled,none,2.0,furniture/equipment,36.0,500<=X<1000
871,own,none,critical/other existing credit,2.0,skilled,none,2.0,new car,6.0,<100
872,own,none,critical/other existing credit,1.0,skilled,none,2.0,business,24.0,100<=X<500
873,own,none,existing paid,1.0,skilled,none,1.0,domestic appliance,15.0,no known savings
874,own,co applicant,existing paid,2.0,unskilled resident,none,1.0,furniture/equipment,12.0,<100
875,own,none,critical/other existing credit,1.0,skilled,none,2.0,new car,11.0,>=1000
876,for free,co applicant,all paid,1.0,high qualif/self emp/mgmt,bank,1.0,radio/tv,18.0,<100
877,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,36.0,<100
878,for free,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,new car,9.0,<100
879,own,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,30.0,no known savings
880,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,used car,24.0,<100
881,for free,none,existing paid,1.0,skilled,none,1.0,used car,24.0,no known savings
882,own,none,critical/other existing credit,1.0,skilled,none,2.0,new car,30.0,no known savings
883,own,none,critical/other existing credit,1.0,unemp/unskilled non res,none,2.0,radio/tv,18.0,<100
884,own,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,24.0,<100
885,own,none,existing paid,1.0,skilled,none,1.0,education,12.0,<100
886,own,none,critical/other existing credit,2.0,skilled,none,2.0,business,24.0,no known savings
887,own,none,existing paid,1.0,skilled,none,1.0,business,48.0,<100
888,own,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,2.0,new car,36.0,<100
889,rent,guarantor,all paid,2.0,skilled,bank,2.0,used car,28.0,no known savings
890,own,none,critical/other existing credit,2.0,high qualif/self emp/mgmt,stores,4.0,business,27.0,<100
891,own,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,15.0,<100
892,own,none,critical/other existing credit,1.0,unskilled resident,bank,2.0,new car,12.0,<100
893,own,none,critical/other existing credit,1.0,skilled,none,2.0,used car,36.0,<100
894,own,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,18.0,no known savings
895,own,none,delayed previously,2.0,high qualif/self emp/mgmt,stores,1.0,used car,36.0,no known savings
896,rent,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,radio/tv,21.0,<100
897,own,none,critical/other existing credit,1.0,skilled,none,1.0,furniture/equipment,12.0,>=1000
898,rent,none,existing paid,1.0,unskilled resident,bank,1.0,furniture/equipment,15.0,no known savings
899,own,co applicant,existing paid,1.0,skilled,none,1.0,furniture/equipment,18.0,<100
900,rent,guarantor,critical/other existing credit,1.0,skilled,bank,1.0,new car,16.0,<100
901,own,none,critical/other existing credit,1.0,skilled,none,2.0,new car,20.0,no known savings
902,for free,none,critical/other existing credit,1.0,skilled,none,2.0,used car,36.0,no known savings
903,rent,none,existing paid,1.0,skilled,none,1.0,radio/tv,15.0,no known savings
904,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,radio/tv,24.0,<100
905,rent,none,existing paid,2.0,high qualif/self emp/mgmt,none,1.0,radio/tv,12.0,<100
906,own,co applicant,existing paid,1.0,unskilled resident,none,1.0,new car,21.0,no known savings
907,own,none,existing paid,1.0,skilled,none,1.0,education,36.0,no known savings
908,own,none,delayed previously,1.0,unskilled resident,none,2.0,used car,15.0,<100
909,own,none,existing paid,1.0,unskilled resident,none,1.0,new car,9.0,no known savings
910,own,none,delayed previously,1.0,skilled,none,2.0,radio/tv,36.0,<100
911,own,none,critical/other existing credit,1.0,unskilled resident,bank,1.0,furniture/equipment,24.0,<100
912,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,30.0,no known savings
913,own,none,existing paid,1.0,skilled,none,1.0,business,11.0,>=1000
914,rent,none,all paid,1.0,skilled,none,1.0,business,24.0,<100
915,own,none,no credits/all paid,1.0,high qualif/self emp/mgmt,bank,1.0,other,48.0,<100
916,own,co applicant,existing paid,2.0,skilled,none,1.0,used car,10.0,100<=X<500
917,own,none,existing paid,1.0,high qualif/self emp/mgmt,bank,1.0,new car,6.0,<100
918,own,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,24.0,100<=X<500
919,rent,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,furniture/equipment,24.0,<100
920,own,none,critical/other existing credit,1.0,skilled,none,2.0,furniture/equipment,18.0,<100
921,own,none,delayed previously,1.0,high qualif/self emp/mgmt,none,1.0,radio/tv,48.0,500<=X<1000
922,rent,none,existing paid,1.0,skilled,none,1.0,radio/tv,9.0,<100
923,rent,none,existing paid,2.0,skilled,none,1.0,new car,12.0,<100
924,own,none,all paid,1.0,skilled,bank,1.0,furniture/equipment,24.0,<100
925,own,none,all paid,1.0,skilled,bank,2.0,new car,12.0,<100
926,rent,none,critical/other existing credit,1.0,skilled,none,1.0,furniture/equipment,18.0,<100
927,for free,none,existing paid,2.0,skilled,stores,3.0,used car,48.0,<100
928,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,30.0,no known savings
929,own,none,delayed previously,2.0,unskilled resident,none,2.0,new car,12.0,<100
930,own,co applicant,existing paid,1.0,unskilled resident,none,1.0,furniture/equipment,24.0,<100
931,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,9.0,<100
932,own,none,critical/other existing credit,1.0,skilled,none,2.0,new car,9.0,<100
933,own,none,critical/other existing credit,2.0,skilled,none,2.0,radio/tv,12.0,500<=X<1000
934,own,none,existing paid,1.0,skilled,bank,1.0,radio/tv,12.0,<100
935,own,none,delayed previously,1.0,high qualif/self emp/mgmt,stores,2.0,radio/tv,30.0,100<=X<500
936,own,none,existing paid,1.0,unskilled resident,none,1.0,radio/tv,9.0,<100
937,rent,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,radio/tv,6.0,<100
938,for free,none,existing paid,1.0,skilled,none,1.0,education,60.0,<100
939,own,none,critical/other existing credit,2.0,high qualif/self emp/mgmt,none,2.0,used car,24.0,no known savings
940,own,none,existing paid,2.0,high qualif/self emp/mgmt,none,1.0,new car,12.0,no known savings
941,own,none,existing paid,2.0,unskilled resident,none,1.0,new car,10.0,<100
942,own,none,existing paid,1.0,skilled,stores,1.0,furniture/equipment,24.0,no known savings
943,own,none,critical/other existing credit,2.0,unskilled resident,none,3.0,new car,4.0,<100
944,rent,guarantor,existing paid,1.0,skilled,none,1.0,furniture/equipment,15.0,<100
945,own,none,no credits/all paid,1.0,skilled,none,2.0,new car,48.0,500<=X<1000
946,for free,none,all paid,2.0,skilled,none,1.0,furniture/equipment,24.0,500<=X<1000
947,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,1.0,new car,12.0,no known savings
948,own,co applicant,existing paid,2.0,unskilled resident,none,1.0,furniture/equipment,18.0,<100
949,own,none,existing paid,1.0,skilled,none,2.0,radio/tv,24.0,100<=X<500
950,own,none,critical/other existing credit,2.0,unemp/unskilled non res,none,3.0,business,18.0,<100
951,own,none,delayed previously,1.0,skilled,none,2.0,business,36.0,<100
952,rent,none,existing paid,1.0,skilled,none,1.0,used car,24.0,500<=X<1000
953,own,none,existing paid,1.0,high qualif/self emp/mgmt,none,2.0,furniture/equipment,36.0,<100
954,own,guarantor,existing paid,1.0,skilled,none,1.0,new car,12.0,<100
955,rent,none,critical/other existing credit,1.0,high qualif/self emp/mgmt,none,2.0,radio/tv,24.0,>=1000
956,own,none,critical/other existing credit,1.0,unskilled resident,stores,2.0,radio/tv,30.0,no known savings
957,own,none,critical/other existing credit,1.0,unskilled resident,none,3.0,radio/tv,9.0,<100
958,own,none,existing paid,1.0,unskilled resident,none,1.0,new car,28.0,<100
959,for free,none,existing paid,1.0,skilled,none,1.0,furniture/equipment,24.0,100<=X<500
960,rent,none,critical/other existing credit,1.0,skilled,none,2.0,radio/tv,6.0,<100
961,own,none,delayed previously,1.0,skilled,none,2.0,new car,21.0,<100
962,own,none,existing paid,1.0,skilled,none,1.0,new car,15.0,no known savings
963,own,none,existing paid,1.0,skilled,bank,2.0,radio/tv,24.0,500<=X<1000
964,own,none,existing paid,1.0,unskilled resident,none,1.0,repairs,6.0,<100
965,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,30.0,no known savings
966,own,none,critical/other existing credit,1.0,unskilled resident,none,2.0,radio/tv,27.0,500<=X<1000
967,rent,none,existing paid,1.0,high qualif/self emp/mgmt,bank,1.0,radio/tv,15.0,<100
968,rent,none,existing paid,1.0,skilled,none,1.0,radio/tv,42.0,no known savings
969,own,none,critical/other existing credit,2.0,unskilled resident,none,2.0,new car,11.0,<100
970,own,guarantor,existing paid,1.0,skilled,none,1.0,repairs,15.0,100<=X<500
971,own,none,existing paid,2.0,unskilled resident,none,1.0,new car,24.0,<100
972,rent,co applicant,all paid,1.0,unemp/unskilled non res,none,2.0,new car,24.0,<100
973,rent,co applicant,existing paid,1.0,skilled,none,1.0,business,60.0,<100
974,own,none,critical/other existing credit,1.0,skilled,none,1.0,radio/tv,30.0,<100
975,own,none,existing paid,1.0,unskilled resident,none,1.0,radio/tv,24.0,500<=X<1000
976,own,guarantor,existing paid,1.0,skilled,none,1.0,radio/tv,6.0,<100
977,own,none,delayed previously,1.0,skilled,none,2.0,business,18.0,no known savings
978,own,none,delayed previously,2.0,unskilled resident,none,2.0,new car,24.0,<100
979,rent,none,all paid,1.0,skilled,none,1.0,new car,15.0,100<=X<500
980,own,none,critical/other existing credit,1.0,skilled,none,1.0,furniture/equipment,30.0,<100
981,rent,none,existing paid,1.0,high qualif/self emp/mgmt,bank,1.0,business,48.0,<100
982,own,none,existing paid,1.0,high qualif/self emp/mgmt,bank,1.0,new car,21.0,100<=X<500
983,own,none,existing paid,2.0,skilled,none,1.0,used car,36.0,<100
984,own,none,critical/other existing credit,1.0,unskilled resident,none,2.0,furniture/equipment,24.0,<100
985,rent,none,critical/other existing credit,1.0,skilled,none,2.0,furniture/equipment,15.0,<100
986,own,none,no credits/all paid,1.0,skilled,none,2.0,business,42.0,<100
987,own,none,existing paid,1.0,skilled,none,1.0,radio/tv,13.0,100<=X<500
