,lenght_num,area_num,eccen_num,blackand_num,height_num,p_and_num
1492,99,792,12.375,524,8,0.662
1493,81,729,9.0,395,9,0.542
1494,69,414,11.5,308,6,0.744
1495,80,640,10.0,348,8,0.544
1496,128,896,18.286,594,7,0.663
1497,10,10,10.0,10,1,1.0
1498,11,8844,0.014,2058,804,0.233
1499,129,774,21.5,437,6,0.565
1500,52,260,10.4,141,5,0.542
1501,12,60,2.4,45,5,0.75
1502,21,105,4.2,77,5,0.733
1503,6,30,1.2,29,5,0.967
1504,38,190,7.6,188,5,0.989
1505,13,65,2.6,54,5,0.831
1506,6,30,1.2,23,5,0.767
1507,15,75,3.0,71,5,0.947
1508,53,265,10.6,162,5,0.611
1509,34,170,6.8,103,5,0.606
1510,30,150,6.0,142,5,0.947
1511,25,150,4.167,133,6,0.887
1512,2,12,0.333,12,6,1.0
1513,12,96,1.5,74,8,0.771
1514,14,98,2.0,72,7,0.735
1515,14,98,2.0,97,7,0.99
1516,8,56,1.143,56,7,1.0
1517,9,63,1.286,62,7,0.984
1518,4,28,0.571,16,7,0.571
1519,32,224,4.571,176,7,0.786
1520,29,261,3.222,185,9,0.709
1521,4,20,0.8,17,5,0.85
1522,8,40,1.6,39,5,0.975
1523,11,44,2.75,42,4,0.955
1524,50,300,8.333,173,6,0.577
1525,28,168,4.667,63,6,0.375
1526,43,215,8.6,172,5,0.8
1527,75,375,15.0,325,5,0.867
1528,18,72,4.5,48,4,0.667
1529,16,144,1.778,69,9,0.479
1530,79,790,7.9,332,10,0.42
1531,158,1422,17.556,761,9,0.535
1532,114,114,114.0,114,1,1.0
1533,41,41,41.0,41,1,1.0
1534,6,24,1.5,19,4,0.792
1535,49,294,8.167,186,6,0.633
1536,32,192,5.333,134,6,0.698
1537,37,259,5.286,184,7,0.71
1538,19,114,3.167,109,6,0.956
1539,28,168,4.667,147,6,0.875
1540,12,72,2.0,47,6,0.653
1541,28,112,7.0,112,4,1.0
1542,33,33,33.0,33,1,1.0
1543,29,406,2.071,204,14,0.502
1544,106,106,106.0,106,1,1.0
1545,12,120,1.2,47,10,0.392
1546,16,144,1.778,72,9,0.5
1547,16,144,1.778,78,9,0.542
1548,11,88,1.375,42,8,0.477
1549,27,189,3.857,75,7,0.397
1550,6,36,1.0,20,6,0.556
1551,13,78,2.167,70,6,0.897
1552,41,287,5.857,187,7,0.652
1553,41,287,5.857,217,7,0.756
1554,7,42,1.167,35,6,0.833
1555,13,78,2.167,68,6,0.872
1556,41,246,6.833,228,6,0.927
1557,40,240,6.667,236,6,0.983
1558,7,42,1.167,33,6,0.786
1559,12,48,3.0,48,4,1.0
1560,41,287,5.857,247,7,0.861
1561,40,240,6.667,239,6,0.996
1562,12,12,12.0,12,1,1.0
1563,11,66,1.833,53,6,0.803
1564,12,48,3.0,48,4,1.0
1565,41,246,6.833,209,6,0.85
1566,40,280,5.714,192,7,0.686
1567,23,207,2.556,105,9,0.507
1568,23,207,2.556,118,9,0.57
1569,17,136,2.125,77,8,0.566
1570,37,259,5.286,179,7,0.691
1571,54,378,7.714,234,7,0.619
1572,32,160,6.4,158,5,0.988
1573,13,65,2.6,61,5,0.938
1574,17,102,2.833,76,6,0.745
1575,13,78,2.167,68,6,0.872
1576,14,84,2.333,75,6,0.893
1577,14,84,2.333,78,6,0.929
1578,17,102,2.833,97,6,0.951
1579,13,65,2.6,45,5,0.692
1580,13,65,2.6,54,5,0.831
1581,14,56,3.5,41,4,0.732
1582,24,144,4.0,111,6,0.771
1583,13,78,2.167,73,6,0.936
1584,41,287,5.857,183,7,0.638
1585,41,287,5.857,225,7,0.784
1586,27,27,27.0,27,1,1.0
1587,41,41,41.0,41,1,1.0
1588,12,120,1.2,67,10,0.558
1589,21,189,2.333,97,9,0.513
1590,15,135,1.667,75,9,0.556
1591,17,153,1.889,81,9,0.529
1592,19,190,1.9,62,10,0.326
1593,12,120,1.2,38,10,0.317
1594,16,128,2.0,77,8,0.602
1595,16,112,2.286,59,7,0.527
1596,22,22,22.0,22,1,1.0
1597,9,27,3.0,27,3,1.0
1598,58,580,5.8,130,10,0.224
1599,182,1274,26.0,790,7,0.62
1600,73,657,8.111,285,9,0.434
1601,107,963,11.889,658,9,0.683
1602,18,162,2.0,116,9,0.716
1603,125,875,17.857,751,7,0.858
1604,53,530,5.3,414,10,0.781
1605,43,344,5.375,248,8,0.721
1606,8,56,1.143,54,7,0.964
1607,30,240,3.75,200,8,0.833
1608,59,354,9.833,245,6,0.692
1609,7,42,1.167,33,6,0.786
1610,17,85,3.4,82,5,0.965
1611,3,15,0.6,15,5,1.0
1612,6,42,0.857,37,7,0.881
1613,33,231,4.714,171,7,0.74
1614,19,133,2.714,133,7,1.0
1615,17,119,2.429,93,7,0.782
1616,16,112,2.286,78,7,0.696
1617,19,171,2.111,110,9,0.643
1618,18,126,2.571,90,7,0.714
1619,6,36,1.0,28,6,0.778
1620,11,55,2.2,48,5,0.873
1621,16,80,3.2,80,5,1.0
1622,8,40,1.6,39,5,0.975
1623,29,203,4.143,136,7,0.67
1624,21,189,2.333,143,9,0.757
1625,46,414,5.111,305,9,0.737
1626,8,72,0.889,72,9,1.0
1627,55,495,6.111,400,9,0.808
1628,23,184,2.875,153,8,0.832
1629,49,343,7.0,252,7,0.735
1630,17,85,3.4,80,5,0.941
1631,3,15,0.6,13,5,0.867
1632,26,208,3.25,168,8,0.808
1633,27,216,3.375,184,8,0.852
1634,14,98,2.0,98,7,1.0
1635,18,126,2.571,82,7,0.651
1636,9,63,1.286,57,7,0.905
1637,4,28,0.571,27,7,0.964
1638,14,98,2.0,88,7,0.898
1639,19,133,2.714,102,7,0.767
1640,27,216,3.375,165,8,0.764
1641,4,28,0.571,28,7,1.0
1642,38,266,5.429,226,7,0.85
1643,33,231,4.714,196,7,0.848
1644,9,63,1.286,54,7,0.857
1645,6,42,0.857,42,7,1.0
1646,30,210,4.286,166,7,0.79
1647,8,56,1.143,41,7,0.732
1648,46,414,5.111,238,9,0.575
1649,220,1980,24.444,1501,9,0.758
1650,38,304,4.75,222,8,0.73
1651,251,2259,27.889,1517,9,0.672
1652,151,1510,15.1,1162,10,0.77
1653,29,203,4.143,170,7,0.837
1654,13,91,1.857,59,7,0.648
1655,54,378,7.714,230,7,0.608
1656,7,49,1.0,42,7,0.857
1657,11,77,1.571,65,7,0.844
1658,49,441,5.444,328,9,0.744
1659,27,189,3.857,179,7,0.947
1660,21,147,3.0,138,7,0.939
1661,19,133,2.714,133,7,1.0
1662,41,328,5.125,173,8,0.527
1663,63,504,7.875,350,8,0.694
1664,47,376,5.875,264,8,0.702
1665,56,504,6.222,304,9,0.603
1666,22,198,2.444,138,9,0.697
1667,5,45,0.556,39,9,0.867
1668,22,132,3.667,132,6,1.0
1669,16,112,2.286,79,7,0.705
1670,81,648,10.125,383,8,0.591
1671,15,75,3.0,70,5,0.933
1672,5,25,1.0,25,5,1.0
1673,135,1215,15.0,761,9,0.626
1674,21,147,3.0,125,7,0.85
1675,87,609,12.429,359,7,0.589
1676,8,56,1.143,56,7,1.0
1677,35,245,5.0,245,7,1.0
1678,14,98,2.0,83,7,0.847
1679,11,77,1.571,71,7,0.922
1680,13,91,1.857,76,7,0.835
1681,9,63,1.286,51,7,0.81
1682,41,287,5.857,223,7,0.777
1683,46,322,6.571,322,7,1.0
1684,20,140,2.857,106,7,0.757
1685,14,70,2.8,66,5,0.943
1686,262,2620,26.2,1587,10,0.606
1687,49,490,4.9,368,10,0.751
1688,21,147,3.0,107,7,0.728
1689,49,441,5.444,302,9,0.685
1690,23,161,3.286,152,7,0.944
1691,5,35,0.714,20,7,0.571
1692,37,333,4.111,235,9,0.706
1693,17,102,2.833,84,6,0.824
1694,11,66,1.833,47,6,0.712
1695,6,36,1.0,34,6,0.944
1696,214,1926,23.778,1440,9,0.748
1697,43,301,6.143,285,7,0.947
1698,56,504,6.222,311,9,0.617
1699,11,77,1.571,76,7,0.987
1700,33,231,4.714,196,7,0.848
1701,23,184,2.875,162,8,0.88
1702,23,161,3.286,161,7,1.0
1703,11,77,1.571,71,7,0.922
1704,20,140,2.857,122,7,0.871
1705,49,343,7.0,247,7,0.72
1706,38,380,3.8,209,10,0.55
1707,15,105,2.143,105,7,1.0
1708,66,462,9.429,427,7,0.924
1709,54,486,6.0,414,9,0.852
1710,49,441,5.444,349,9,0.791
1711,11,88,1.375,73,8,0.83
1712,36,252,5.143,242,7,0.96
1713,29,203,4.143,190,7,0.936
1714,11,77,1.571,74,7,0.961
1715,26,182,3.714,182,7,1.0
1716,9,63,1.286,61,7,0.968
1717,31,217,4.429,171,7,0.788
1718,9,63,1.286,60,7,0.952
1719,27,216,3.375,148,8,0.685
1720,4,32,0.5,32,8,1.0
1721,5,40,0.625,38,8,0.95
1722,5,25,1.0,25,5,1.0
1723,15,105,2.143,103,7,0.981
1724,37,259,5.286,259,7,1.0
1725,9,63,1.286,57,7,0.905
1726,11,77,1.571,77,7,1.0
1727,19,133,2.714,122,7,0.917
1728,8,56,1.143,50,7,0.893
1729,55,495,6.111,346,9,0.699
1730,29,203,4.143,192,7,0.946
1731,4,28,0.571,24,7,0.857
1732,14,98,2.0,96,7,0.98
1733,17,119,2.429,109,7,0.916
1734,38,266,5.429,170,7,0.639
1735,23,184,2.875,102,8,0.554
1736,41,369,4.556,244,9,0.661
1737,33,198,5.5,168,6,0.848
1738,4,24,0.667,24,6,1.0
1739,19,114,3.167,81,6,0.711
1740,49,294,8.167,204,6,0.694
1741,13,91,1.857,78,7,0.857
1742,13,91,1.857,89,7,0.978
1743,30,210,4.286,183,7,0.871
1744,14,98,2.0,98,7,1.0
1745,14,98,2.0,77,7,0.786
1746,18,126,2.571,122,7,0.968
1747,7,49,1.0,49,7,1.0
1748,26,182,3.714,169,7,0.929
1749,17,102,2.833,102,6,1.0
1750,9,54,1.5,43,6,0.796
1751,26,156,4.333,152,6,0.974
1752,5,25,1.0,25,5,1.0
1753,48,432,5.333,296,9,0.685
1754,31,217,4.429,185,7,0.853
1755,42,294,6.0,248,7,0.844
1756,46,322,6.571,240,7,0.745
1757,11,55,2.2,55,5,1.0
1758,21,189,2.333,147,9,0.778
1759,58,522,6.444,277,9,0.531
1760,49,441,5.444,288,9,0.653
1761,8,72,0.889,53,9,0.736
1762,22,198,2.444,185,9,0.934
1763,32,224,4.571,180,7,0.804
1764,19,171,2.111,115,9,0.673
1765,18,108,3.0,85,6,0.787
1766,15,105,2.143,88,7,0.838
1767,16,112,2.286,107,7,0.955
1768,32,288,3.556,263,9,0.913
1769,56,392,8.0,236,7,0.602
1770,16,128,2.0,118,8,0.922
1771,7,42,1.167,33,6,0.786
1772,33,198,5.5,161,6,0.813
1773,10,60,1.667,45,6,0.75
1774,25,150,4.167,118,6,0.787
1775,19,171,2.111,167,9,0.977
1776,29,261,3.222,232,9,0.889
1777,49,441,5.444,318,9,0.721
1778,13,91,1.857,85,7,0.934
1779,57,456,7.125,364,8,0.798
1780,54,432,6.75,336,8,0.778
1781,11,88,1.375,88,8,1.0
1782,24,168,3.429,111,7,0.661
1783,38,266,5.429,183,7,0.688
1784,23,207,2.556,169,9,0.816
1785,49,441,5.444,303,9,0.687
1786,43,301,6.143,243,7,0.807
1787,8,56,1.143,45,7,0.804
1788,19,133,2.714,130,7,0.977
1789,7,35,1.4,34,5,0.971
1790,6,30,1.2,30,5,1.0
1791,262,2620,26.2,1575,10,0.601
1792,17,119,2.429,94,7,0.79
1793,9,63,1.286,47,7,0.746
1794,40,280,5.714,272,7,0.971
1795,48,336,6.857,276,7,0.821
1796,25,200,3.125,176,8,0.88
1797,13,91,1.857,91,7,1.0
1798,16,112,2.286,112,7,1.0
1799,38,266,5.429,254,7,0.955
1800,7,35,1.4,35,5,1.0
1801,9,90,0.9,90,10,1.0
1802,47,470,4.7,367,10,0.781
1803,16,128,2.0,121,8,0.945
1804,6,48,0.75,39,8,0.813
1805,26,182,3.714,166,7,0.912
1806,65,585,7.222,460,9,0.786
1807,18,126,2.571,104,7,0.825
1808,21,168,2.625,108,8,0.643
1809,13,65,2.6,65,5,1.0
1810,93,744,11.625,400,8,0.538
1811,21,147,3.0,119,7,0.81
1812,27,189,3.857,33,7,0.175
1813,44,308,6.286,226,7,0.734
1814,19,133,2.714,83,7,0.624
1815,24,168,3.429,143,7,0.851
1816,39,273,5.571,233,7,0.853
1817,11,77,1.571,72,7,0.935
1818,15,105,2.143,93,7,0.886
1819,13,91,1.857,91,7,1.0
1820,4,28,0.571,28,7,1.0
1821,18,126,2.571,120,7,0.952
1822,13,91,1.857,76,7,0.835
1823,40,280,5.714,219,7,0.782
1824,47,423,5.222,327,9,0.773
1825,7,49,1.0,48,7,0.98
1826,11,77,1.571,75,7,0.974
1827,30,270,3.333,215,9,0.796
1828,20,140,2.857,123,7,0.879
1829,11,77,1.571,56,7,0.727
1830,23,161,3.286,136,7,0.845
1831,9,63,1.286,60,7,0.952
1832,13,91,1.857,85,7,0.934
1833,19,133,2.714,89,7,0.669
1834,28,140,5.6,114,5,0.814
1835,32,160,6.4,138,5,0.863
1836,24,120,4.8,114,5,0.95
1837,19,95,3.8,89,5,0.937
1838,54,486,6.0,360,9,0.741
1839,39,351,4.333,219,9,0.624
1840,57,399,8.143,263,7,0.659
1841,10,70,1.429,70,7,1.0
1842,32,224,4.571,186,7,0.83
1843,6,36,1.0,36,6,1.0
1844,21,126,3.5,126,6,1.0
1845,7,42,1.167,32,6,0.762
1846,5,35,0.714,29,7,0.829
1847,13,91,1.857,77,7,0.846
1848,9,63,1.286,54,7,0.857
1849,35,245,5.0,230,7,0.939
1850,14,98,2.0,95,7,0.969
1851,11,77,1.571,61,7,0.792
1852,20,140,2.857,140,7,1.0
1853,31,217,4.429,182,7,0.839
1854,23,161,3.286,109,7,0.677
1855,39,273,5.571,200,7,0.733
1856,7,49,1.0,43,7,0.878
1857,39,312,4.875,257,8,0.824
1858,54,378,7.714,302,7,0.799
1859,32,224,4.571,186,7,0.83
1860,51,357,7.286,280,7,0.784
1861,48,336,6.857,219,7,0.652
1862,13,91,1.857,90,7,0.989
1863,8,56,1.143,38,7,0.679
1864,17,119,2.429,106,7,0.891
1865,10,70,1.429,58,7,0.829
1866,11,77,1.571,70,7,0.909
1867,13,130,1.3,104,10,0.8
1868,11,66,1.833,63,6,0.955
1869,19,133,2.714,112,7,0.842
1870,14,98,2.0,77,7,0.786
1871,20,160,2.5,130,8,0.813
1872,26,156,4.333,136,6,0.872
1873,30,240,3.75,161,8,0.671
1874,10,80,1.25,74,8,0.925
1875,13,91,1.857,77,7,0.846
1876,39,273,5.571,233,7,0.853
1877,18,90,3.6,78,5,0.867
1878,16,96,2.667,73,6,0.76
1879,27,189,3.857,159,7,0.841
1880,8,56,1.143,44,7,0.786
1881,17,119,2.429,113,7,0.95
1882,11,77,1.571,71,7,0.922
1883,11,77,1.571,60,7,0.779
1884,23,161,3.286,126,7,0.783
1885,7,49,1.0,49,7,1.0
1886,8,56,1.143,49,7,0.875
1887,13,78,2.167,52,6,0.667
1888,16,112,2.286,79,7,0.705
1889,28,168,4.667,131,6,0.78
1890,34,238,4.857,139,7,0.584
1891,18,126,2.571,79,7,0.627
1892,11,77,1.571,56,7,0.727
1893,21,147,3.0,134,7,0.912
1894,14,98,2.0,74,7,0.755
1895,52,364,7.429,287,7,0.788
1896,14,14,14.0,14,1,1.0
1897,18,90,3.6,73,5,0.811
1898,36,180,7.2,173,5,0.961
1899,11,77,1.571,73,7,0.948
1900,29,261,3.222,195,9,0.747
1901,37,333,4.111,195,9,0.586
1902,16,112,2.286,103,7,0.92
1903,26,208,3.25,162,8,0.779
1904,11,77,1.571,56,7,0.727
1905,13,65,2.6,61,5,0.938
1906,7,35,1.4,35,5,1.0
1907,14,70,2.8,70,5,1.0
1908,30,210,4.286,186,7,0.886
1909,9,63,1.286,39,7,0.619
1910,16,112,2.286,107,7,0.955
1911,11,77,1.571,47,7,0.61
1912,27,189,3.857,189,7,1.0
1913,7,49,1.0,39,7,0.796
1914,21,147,3.0,116,7,0.789
1915,33,231,4.714,207,7,0.896
1916,17,119,2.429,108,7,0.908
1917,12,84,1.714,68,7,0.81
1918,19,133,2.714,125,7,0.94
1919,30,210,4.286,210,7,1.0
1920,8,56,1.143,43,7,0.768
1921,11,77,1.571,65,7,0.844
1922,24,216,2.667,127,9,0.588
1923,24,168,3.429,130,7,0.774
1924,20,140,2.857,105,7,0.75
1925,30,270,3.333,253,9,0.937
1926,19,95,3.8,85,5,0.895
1927,11,55,2.2,55,5,1.0
1928,16,112,2.286,71,7,0.634
1929,7,35,1.4,35,5,1.0
1930,22,154,3.143,110,7,0.714
1931,17,153,1.889,99,9,0.647
1932,33,330,3.3,186,10,0.564
1933,14,98,2.0,94,7,0.959
1934,18,126,2.571,123,7,0.976
1935,5,35,0.714,35,7,1.0
1936,41,287,5.857,222,7,0.774
1937,20,180,2.222,104,9,0.578
1938,6,42,0.857,42,7,1.0
1939,4,28,0.571,24,7,0.857
1940,14,98,2.0,96,7,0.98
1941,15,120,1.875,109,8,0.908
1942,21,147,3.0,105,7,0.714
1943,72,648,8.0,355,9,0.548
1944,21,147,3.0,110,7,0.748
1945,38,266,5.429,194,7,0.729
1946,11,77,1.571,72,7,0.935
1947,32,224,4.571,174,7,0.777
1948,36,252,5.143,220,7,0.873
1949,63,630,6.3,389,10,0.617
1950,43,301,6.143,256,7,0.85
1951,24,168,3.429,102,7,0.607
1952,19,171,2.111,117,9,0.684
1953,30,210,4.286,160,7,0.762
1954,7,49,1.0,44,7,0.898
1955,11,66,1.833,66,6,1.0
1956,28,252,3.111,194,9,0.77
1957,20,140,2.857,121,7,0.864
1958,14,98,2.0,81,7,0.827
1959,11,66,1.833,55,6,0.833
1960,19,114,3.167,103,6,0.904
1961,32,224,4.571,193,7,0.862
1962,10,60,1.667,51,6,0.85
1963,14,84,2.333,84,6,1.0
1964,24,216,2.667,101,9,0.468
1965,24,144,4.0,112,6,0.778
1966,11,66,1.833,64,6,0.97
1967,8,40,1.6,39,5,0.975
1968,20,140,2.857,140,7,1.0
1969,4,28,0.571,19,7,0.679
1970,51,357,7.286,311,7,0.871
1971,11,77,1.571,74,7,0.961
1972,44,352,5.5,237,8,0.673
1973,24,144,4.0,110,6,0.764
1974,38,266,5.429,199,7,0.748
1975,4,28,0.571,25,7,0.893
1976,25,175,3.571,141,7,0.806
1977,22,154,3.143,124,7,0.805
1978,21,147,3.0,134,7,0.912
1979,27,216,3.375,188,8,0.87
1980,13,91,1.857,76,7,0.835
1981,8,56,1.143,56,7,1.0
1982,33,231,4.714,228,7,0.987
1983,9,81,1.0,61,9,0.753
1984,11,99,1.222,77,9,0.778
1985,40,280,5.714,263,7,0.939
1986,11,77,1.571,77,7,1.0
1987,31,310,3.1,202,10,0.652
1988,38,380,3.8,176,10,0.463
1989,43,387,4.778,234,9,0.605
1990,7,49,1.0,49,7,1.0
1991,21,147,3.0,109,7,0.741
1992,11,77,1.571,75,7,0.974
1993,14,84,2.333,84,6,1.0
1994,13,78,2.167,71,6,0.91
1995,10,60,1.667,58,6,0.967
1996,6,30,1.2,29,5,0.967
1997,12,60,2.4,60,5,1.0
1998,49,490,4.9,318,10,0.649
1999,13,78,2.167,66,6,0.846
2000,11,66,1.833,63,6,0.955
2001,13,78,2.167,78,6,1.0
2002,16,128,2.0,86,8,0.672
2003,11,66,1.833,52,6,0.788
2004,30,180,5.0,144,6,0.8
2005,20,80,5.0,74,4,0.925
2006,22,88,5.5,86,4,0.977
2007,21,105,4.2,83,5,0.79
2008,29,261,3.222,160,9,0.613
2009,34,238,4.857,180,7,0.756
2010,6,42,0.857,41,7,0.976
2011,41,287,5.857,207,7,0.721
2012,46,322,6.571,320,7,0.994
2013,8,64,1.0,56,8,0.875
2014,14,98,2.0,98,7,1.0
2015,20,100,4.0,99,5,0.99
2016,20,180,2.222,90,9,0.5
2017,7,56,0.875,44,8,0.786
2018,17,136,2.125,82,8,0.603
2019,19,152,2.375,110,8,0.724
2020,19,152,2.375,129,8,0.849
2021,14,98,2.0,83,7,0.847
2022,16,112,2.286,112,7,1.0
2023,14,98,2.0,83,7,0.847
2024,11,77,1.571,69,7,0.896
2025,33,231,4.714,195,7,0.844
2026,36,252,5.143,236,7,0.937
2027,251,2510,25.1,1293,10,0.515
2028,6,42,0.857,27,7,0.643
2029,19,133,2.714,54,7,0.406
2030,15,90,2.5,75,6,0.833
2031,6,36,1.0,36,6,1.0
2032,17,119,2.429,108,7,0.908
2033,20,140,2.857,92,7,0.657
2034,24,168,3.429,119,7,0.708
2035,19,133,2.714,88,7,0.662
2036,7,42,1.167,36,6,0.857
2037,11,77,1.571,64,7,0.831
2038,42,294,6.0,168,7,0.571
2039,14,70,2.8,60,5,0.857
2040,22,154,3.143,136,7,0.883
2041,4,32,0.5,11,8,0.344
2042,11,77,1.571,77,7,1.0
2043,34,238,4.857,223,7,0.937
2044,6,42,0.857,42,7,1.0
2045,45,405,5.0,326,9,0.805
2046,16,112,2.286,109,7,0.973
2047,11,77,1.571,59,7,0.766
2048,74,518,10.571,354,7,0.683
2049,31,217,4.429,146,7,0.673
2050,11,77,1.571,74,7,0.961
2051,47,376,5.875,227,8,0.604
2052,56,392,8.0,325,7,0.829
2053,24,168,3.429,128,7,0.762
2054,40,320,5.0,211,8,0.659
2055,27,162,4.5,160,6,0.988
2056,44,264,7.333,182,6,0.689
2057,26,234,2.889,121,9,0.517
2058,20,140,2.857,119,7,0.85
2059,19,114,3.167,106,6,0.93
2060,25,150,4.167,150,6,1.0
2061,11,66,1.833,64,6,0.97
2062,16,112,2.286,86,7,0.768
2063,33,165,6.6,149,5,0.903
2064,37,370,3.7,169,10,0.457
2065,11,110,1.1,60,10,0.545
2066,17,153,1.889,89,9,0.582
2067,5,45,0.556,28,9,0.622
2068,26,182,3.714,114,7,0.626
2069,21,147,3.0,123,7,0.837
2070,11,77,1.571,63,7,0.818
2071,86,602,12.286,422,7,0.701
2072,33,231,4.714,203,7,0.879
2073,9,63,1.286,47,7,0.746
2074,11,99,1.222,73,9,0.737
2075,22,198,2.444,151,9,0.763
2076,47,329,6.714,236,7,0.717
2077,11,77,1.571,50,7,0.649
2078,19,133,2.714,97,7,0.729
2079,25,175,3.571,124,7,0.709
2080,207,1449,29.571,1117,7,0.771
2081,51,357,7.286,325,7,0.91
2082,26,156,4.333,106,6,0.679
2083,28,252,3.111,153,9,0.607
2084,13,78,2.167,61,6,0.782
2085,11,66,1.833,47,6,0.712
2086,30,240,3.75,160,8,0.667
2087,12,72,2.0,65,6,0.903
2088,11,44,2.75,44,4,1.0
2089,20,140,2.857,98,7,0.7
2090,43,301,6.143,241,7,0.801
2091,19,133,2.714,110,7,0.827
2092,41,287,5.857,232,7,0.808
2093,11,77,1.571,75,7,0.974
2094,15,105,2.143,105,7,1.0
2095,65,585,7.222,427,9,0.73
2096,11,77,1.571,74,7,0.961
2097,44,396,4.889,307,9,0.775
2098,7,49,1.0,47,7,0.959
2099,23,161,3.286,135,7,0.839
2100,7,49,1.0,49,7,1.0
2101,11,66,1.833,54,6,0.818
2102,6,24,1.5,24,4,1.0
2103,4,16,1.0,15,4,0.938
2104,17,85,3.4,73,5,0.859
2105,40,200,8.0,187,5,0.935
2106,38,228,6.333,190,6,0.833
2107,19,133,2.714,133,7,1.0
2108,18,126,2.571,90,7,0.714
2109,23,161,3.286,126,7,0.783
2110,7,49,1.0,49,7,1.0
2111,41,369,4.556,274,9,0.743
2112,24,216,2.667,197,9,0.912
2113,39,351,4.333,244,9,0.695
2114,52,468,5.778,336,9,0.718
2115,26,234,2.889,186,9,0.795
2116,45,315,6.429,223,7,0.708
2117,8,40,1.6,38,5,0.95
2118,12,60,2.4,59,5,0.983
2119,9,45,1.8,45,5,1.0
2120,48,384,6.0,214,8,0.557
2121,43,215,8.6,215,5,1.0
2122,40,240,6.667,175,6,0.729
2123,17,119,2.429,104,7,0.874
2124,34,306,3.778,151,9,0.493
2125,59,413,8.429,272,7,0.659
2126,91,819,10.111,599,9,0.731
2127,103,927,11.444,615,9,0.663
2128,13,65,2.6,60,5,0.923
2129,13,78,2.167,76,6,0.974
2130,32,160,6.4,160,5,1.0
2131,28,140,5.6,133,5,0.95
2132,6,30,1.2,30,5,1.0
2133,3,15,0.6,15,5,1.0
2134,23,161,3.286,151,7,0.938
2135,5,35,0.714,31,7,0.886
2136,13,78,2.167,69,6,0.885
2137,12,72,2.0,68,6,0.944
2138,18,162,2.0,115,9,0.71
2139,10,70,1.429,54,7,0.771
2140,11,77,1.571,73,7,0.948
2141,30,270,3.333,162,9,0.6
2142,33,231,4.714,174,7,0.753
2143,44,308,6.286,140,7,0.455
2144,157,1413,17.444,763,9,0.54
2145,11,77,1.571,70,7,0.909
2146,19,114,3.167,90,6,0.789
2147,18,108,3.0,108,6,1.0
2148,16,96,2.667,96,6,1.0
2149,7,35,1.4,33,5,0.943
2150,4,20,0.8,16,5,0.8
2151,26,182,3.714,154,7,0.846
2152,35,245,5.0,230,7,0.939
2153,37,259,5.286,200,7,0.772
2154,48,432,5.333,319,9,0.738
2155,86,774,9.556,400,9,0.517
2156,4,20,0.8,20,5,1.0
2157,27,135,5.4,120,5,0.889
2158,15,105,2.143,87,7,0.829
2159,26,182,3.714,132,7,0.725
2160,20,140,2.857,83,7,0.593
2161,17,119,2.429,93,7,0.782
2162,82,738,9.111,415,9,0.562
2163,65,455,9.286,385,7,0.846
2164,92,828,10.222,531,9,0.641
2165,48,432,5.333,284,9,0.657
2166,52,364,7.429,349,7,0.959
2167,43,215,8.6,191,5,0.888
2168,4,20,0.8,14,5,0.7
2169,20,180,2.222,111,9,0.617
2170,14,84,2.333,52,6,0.619
2171,11,77,1.571,77,7,1.0
2172,13,91,1.857,82,7,0.901
2173,30,210,4.286,199,7,0.948
2174,31,217,4.429,148,7,0.682
2175,262,2620,26.2,1715,10,0.655
2176,36,252,5.143,169,7,0.671
2177,18,126,2.571,126,7,1.0
2178,11,77,1.571,77,7,1.0
2179,25,175,3.571,175,7,1.0
2180,33,231,4.714,221,7,0.957
2181,17,153,1.889,151,9,0.987
2182,6,48,0.75,48,8,1.0
2183,13,91,1.857,75,7,0.824
2184,18,126,2.571,106,7,0.841
2185,38,266,5.429,167,7,0.628
2186,262,2358,29.111,1657,9,0.703
2187,19,114,3.167,101,6,0.886
2188,32,160,6.4,159,5,0.994
2189,23,115,4.6,115,5,1.0
2190,5,25,1.0,18,5,0.72
2191,41,328,5.125,217,8,0.662
2192,10,70,1.429,57,7,0.814
2193,54,378,7.714,332,7,0.878
2194,16,144,1.778,118,9,0.819
2195,8,48,1.333,42,6,0.875
2196,11,77,1.571,76,7,0.987
2197,18,126,2.571,124,7,0.984
2198,53,477,5.889,323,9,0.677
2199,53,371,7.571,344,7,0.927
2200,107,963,11.889,811,9,0.842
2201,17,136,2.125,120,8,0.882
2202,32,256,4.0,204,8,0.797
2203,33,198,5.5,173,6,0.874
2204,16,144,1.778,103,9,0.715
2205,11,99,1.222,93,9,0.939
2206,25,225,2.778,205,9,0.911
2207,14,126,1.556,113,9,0.897
2208,14,98,2.0,88,7,0.898
2209,10,70,1.429,70,7,1.0
2210,50,450,5.556,311,9,0.691
2211,16,144,1.778,110,9,0.764
2212,23,161,3.286,133,7,0.826
2213,16,144,1.778,132,9,0.917
2214,18,162,2.0,159,9,0.981
2215,31,186,5.167,151,6,0.812
2216,68,408,11.333,274,6,0.672
2217,23,161,3.286,135,7,0.839
2218,41,328,5.125,286,8,0.872
2219,47,329,6.714,251,7,0.763
2220,20,120,3.333,113,6,0.942
2221,13,117,1.444,103,9,0.88
2222,55,495,6.111,345,9,0.697
2223,37,222,6.167,180,6,0.811
2224,9,63,1.286,53,7,0.841
