,mcg_num,gvh_num,alm_num,mit_num,erl_num,pox_num,vac_num,nuc_num,class_protein_localization_cat
732,0.49,0.52,0.53,0.7,0.5,0.0,0.51,0.22,MIT
733,0.49,0.45,0.53,0.16,0.5,0.0,0.49,0.31,CYT
734,0.51,0.46,0.57,0.25,0.5,0.0,0.53,0.22,CYT
735,0.49,0.45,0.46,0.18,0.5,0.0,0.49,0.31,CYT
736,0.52,0.46,0.51,0.18,0.5,0.0,0.5,0.22,CYT
737,0.55,0.59,0.52,0.1,0.5,0.0,0.53,0.22,CYT
738,0.39,0.58,0.5,0.1,0.5,0.0,0.51,0.25,CYT
739,0.7,0.84,0.49,0.28,1.0,0.0,0.58,0.22,ERL
740,0.33,0.38,0.45,0.19,0.5,0.0,0.54,0.37,NUC
741,0.61,0.46,0.44,0.47,0.5,0.0,0.5,0.37,NUC
742,0.41,0.48,0.38,0.13,0.5,0.0,0.51,0.35,ME3
743,0.37,0.42,0.6,0.13,0.5,0.0,0.51,0.22,NUC
744,0.45,0.58,0.59,0.44,0.5,0.0,0.56,0.22,MIT
745,0.74,0.89,0.32,0.24,0.5,0.0,0.54,0.32,ME1
746,0.28,0.46,0.26,0.18,0.5,0.0,0.39,0.22,VAC
747,0.51,0.46,0.49,0.21,0.5,0.0,0.55,0.22,VAC
748,0.8,0.82,0.57,0.26,0.5,0.0,0.57,0.27,VAC
749,0.46,0.49,0.45,0.28,0.5,0.0,0.55,0.22,VAC
750,0.4,0.36,0.55,0.15,0.5,0.0,0.53,0.22,VAC
751,0.67,0.46,0.58,0.3,0.5,0.0,0.57,0.27,NUC
752,0.5,0.32,0.49,0.49,0.5,0.0,0.48,0.32,MIT
753,0.45,0.53,0.47,0.43,0.5,0.0,0.5,0.27,MIT
754,0.75,0.6,0.43,0.35,0.5,0.0,0.45,0.27,MIT
755,0.56,0.68,0.52,0.39,0.5,0.0,0.36,0.22,MIT
756,0.48,0.45,0.59,0.35,0.5,0.0,0.55,0.3,MIT
757,0.26,0.28,0.6,0.2,0.5,0.0,0.54,0.31,MIT
758,0.59,0.45,0.58,0.21,0.5,0.0,0.49,0.22,MIT
759,0.48,0.52,0.49,0.35,0.5,0.5,0.51,0.22,MIT
760,0.59,0.58,0.47,0.61,0.5,0.0,0.44,0.3,MIT
761,0.5,0.57,0.62,0.25,0.5,0.0,0.51,0.22,MIT
762,0.57,0.49,0.5,0.2,0.5,0.0,0.51,0.28,CYT
763,0.62,0.43,0.49,0.29,0.5,0.0,0.5,0.27,CYT
764,0.45,0.41,0.49,0.14,1.0,0.0,0.53,0.3,CYT
765,0.47,0.49,0.6,0.15,0.5,0.0,0.38,0.22,CYT
766,0.41,0.48,0.54,0.24,0.5,0.0,0.37,0.51,NUC
767,0.46,0.46,0.53,0.23,0.5,0.0,0.51,0.22,CYT
768,0.48,0.42,0.48,0.19,0.5,0.0,0.58,0.22,CYT
769,0.43,0.45,0.53,0.19,0.5,0.0,0.56,0.22,CYT
770,0.28,0.36,0.55,0.15,0.5,0.0,0.57,0.22,CYT
771,0.48,0.46,0.58,0.26,0.5,0.0,0.44,0.22,NUC
772,0.74,0.72,0.5,0.28,0.5,0.0,0.5,0.27,EXC
773,0.74,0.72,0.5,0.28,0.5,0.0,0.49,0.27,EXC
774,0.38,0.62,0.52,0.14,0.5,0.0,0.53,0.22,CYT
775,0.77,0.72,0.48,0.26,0.5,0.0,0.51,0.22,EXC
776,0.44,0.42,0.57,0.22,0.5,0.0,0.5,0.25,NUC
777,0.74,0.74,0.51,0.27,0.5,0.0,0.5,0.22,EXC
778,0.39,0.81,0.35,0.28,0.5,0.0,0.51,0.45,ME3
779,0.53,0.54,0.43,0.18,0.5,0.0,0.53,0.31,NUC
780,0.38,0.45,0.37,0.19,0.5,0.0,0.52,0.3,ME3
781,0.4,0.37,0.54,0.13,0.5,0.0,0.48,0.22,NUC
782,0.31,0.3,0.34,0.19,0.5,0.0,0.55,0.3,ME3
783,0.5,0.42,0.57,0.49,0.5,0.0,0.48,0.27,NUC
784,0.59,0.61,0.51,0.62,0.5,0.0,0.51,0.38,MIT
785,0.45,0.4,0.43,0.22,0.5,0.0,0.51,0.48,NUC
786,0.47,0.54,0.53,0.77,0.5,0.0,0.52,0.36,MIT
787,0.77,0.78,0.51,0.28,0.5,0.0,0.33,0.22,EXC
788,0.74,0.71,0.52,0.3,0.5,0.0,0.27,0.22,EXC
789,0.77,0.73,0.51,0.27,0.5,0.0,0.34,0.22,EXC
790,0.47,0.61,0.5,0.23,0.5,0.0,0.49,0.22,ME3
791,0.78,0.69,0.44,0.26,0.5,0.0,0.54,0.22,ME1
792,0.49,0.6,0.3,0.34,0.5,0.0,0.5,0.43,ME3
793,0.27,0.56,0.3,0.14,0.5,0.0,0.52,0.39,ME3
794,0.4,0.39,0.33,0.17,0.5,0.0,0.51,0.31,VAC
795,0.55,0.51,0.54,0.2,0.5,0.0,0.56,0.22,CYT
796,0.95,0.71,0.27,0.39,0.5,0.0,0.31,0.22,ME2
797,0.97,0.71,0.29,0.42,0.5,0.0,0.35,0.22,ME2
798,0.44,0.43,0.34,0.21,0.5,0.0,0.55,0.4,ME3
799,0.39,0.49,0.3,0.19,0.5,0.0,0.52,0.31,ME3
800,0.38,0.48,0.51,0.13,0.5,0.0,0.5,0.32,NUC
801,0.37,0.51,0.39,0.18,0.5,0.0,0.51,0.27,ME3
802,0.27,0.49,0.36,0.26,0.5,0.0,0.49,0.26,ME3
803,0.49,0.48,0.52,0.2,0.5,0.0,0.55,0.22,NUC
804,0.36,0.39,0.54,0.16,0.5,0.0,0.5,0.28,NUC
805,0.54,0.53,0.48,0.14,0.5,0.0,0.49,0.33,NUC
806,0.37,0.48,0.5,0.26,0.5,0.0,0.52,0.39,NUC
807,0.25,0.39,0.5,0.23,0.5,0.0,0.5,0.28,NUC
808,0.49,0.71,0.54,0.13,0.5,0.0,0.58,0.22,NUC
809,0.56,0.5,0.56,0.26,0.5,0.0,0.53,0.27,NUC
810,0.41,0.53,0.41,0.15,0.5,0.0,0.54,0.25,NUC
811,0.5,0.45,0.53,0.21,0.5,0.0,0.28,0.22,NUC
812,0.46,0.37,0.48,0.36,0.5,0.0,0.48,0.22,POX
813,0.66,0.55,0.34,0.2,0.5,0.0,0.62,0.22,ME3
814,0.42,0.65,0.58,0.34,0.5,0.0,0.5,0.22,MIT
815,0.45,0.47,0.53,0.15,0.5,0.0,0.52,0.27,CYT
816,0.42,0.28,0.51,0.23,0.5,0.0,0.53,0.27,NUC
817,0.51,0.48,0.46,0.29,0.5,0.0,0.54,0.22,CYT
818,0.75,0.69,0.48,0.13,0.5,0.0,0.57,0.4,VAC
819,0.69,0.7,0.5,0.3,0.5,0.0,0.54,0.22,VAC
820,0.63,0.55,0.53,0.51,0.5,0.0,0.55,0.22,VAC
821,0.55,0.63,0.54,0.16,0.5,0.0,0.45,0.27,CYT
822,0.46,0.62,0.54,0.25,0.5,0.0,0.46,0.22,CYT
823,0.53,0.59,0.48,0.14,0.5,0.0,0.51,0.22,CYT
824,0.42,0.53,0.57,0.17,0.5,0.0,0.49,0.22,CYT
825,0.52,0.46,0.56,0.2,0.5,0.0,0.5,0.22,CYT
826,0.53,0.43,0.57,0.24,0.5,0.0,0.39,0.28,CYT
827,0.33,0.35,0.56,0.19,0.5,0.0,0.5,0.22,NUC
828,0.45,0.48,0.56,0.56,0.5,0.0,0.47,0.22,NUC
829,0.56,0.48,0.5,0.17,0.5,0.0,0.51,0.26,CYT
830,0.77,0.57,0.45,0.17,0.5,0.0,0.53,0.22,CYT
831,0.56,0.59,0.54,0.18,0.5,0.0,0.48,0.46,NUC
832,0.33,0.39,0.52,0.09,0.5,0.0,0.47,0.28,NUC
833,0.48,0.41,0.54,0.39,0.5,0.0,0.51,0.22,NUC
834,0.3,0.3,0.46,0.32,0.5,0.0,0.45,0.22,NUC
835,0.38,0.26,0.6,0.1,0.5,0.0,0.48,0.44,NUC
836,0.68,0.39,0.5,0.15,0.5,0.0,0.48,0.37,NUC
837,0.62,0.41,0.52,0.17,0.5,0.0,0.48,0.22,NUC
838,0.52,0.37,0.48,0.13,0.5,0.0,0.55,0.22,NUC
839,0.32,0.48,0.49,0.17,0.5,0.0,0.47,0.22,NUC
840,0.34,0.35,0.58,0.2,0.5,0.0,0.46,0.32,NUC
841,0.33,0.21,0.53,0.15,1.0,0.0,0.52,0.5,NUC
842,0.49,0.45,0.57,0.24,0.5,0.0,0.47,0.38,NUC
843,0.4,0.28,0.48,0.06,0.5,0.0,0.49,0.42,NUC
844,0.51,0.39,0.56,0.25,0.5,0.0,0.51,0.33,NUC
845,0.45,0.45,0.52,0.17,0.5,0.0,0.54,0.22,CYT
846,0.28,0.51,0.55,0.19,0.5,0.0,0.57,0.22,CYT
847,0.51,0.51,0.56,0.28,0.5,0.0,0.54,0.27,CYT
848,0.48,0.56,0.49,0.32,0.5,0.0,0.5,0.22,CYT
849,0.59,0.46,0.48,0.46,0.5,0.0,0.49,0.22,CYT
850,0.51,0.46,0.4,0.65,0.5,0.0,0.49,0.22,MIT
851,0.37,0.44,0.51,0.56,0.5,0.0,0.5,0.38,NUC
852,0.81,0.55,0.35,0.34,0.5,0.0,0.51,0.22,ME2
853,0.53,0.45,0.53,0.18,0.5,0.0,0.42,0.22,CYT
854,0.45,0.27,0.5,0.33,0.5,0.0,0.53,0.26,CYT
855,0.36,0.33,0.38,0.15,0.5,0.0,0.55,0.36,ME3
856,0.48,0.5,0.56,0.11,0.5,0.0,0.33,0.22,CYT
857,0.35,0.47,0.53,0.19,0.5,0.0,0.48,0.22,CYT
858,0.48,0.48,0.56,0.18,0.5,0.0,0.58,0.22,CYT
859,0.6,0.59,0.47,0.47,0.5,0.0,0.53,0.22,MIT
860,0.45,0.53,0.51,0.42,0.5,0.0,0.52,0.22,MIT
861,0.29,0.4,0.41,0.48,0.5,0.0,0.53,0.3,NUC
862,0.58,0.53,0.33,0.26,0.5,0.0,0.51,0.22,ME3
863,0.46,0.43,0.5,0.24,0.5,0.0,0.48,0.31,CYT
864,0.43,0.46,0.5,0.21,0.5,0.0,0.49,0.34,CYT
865,0.61,0.55,0.51,0.26,0.5,0.0,0.52,0.22,CYT
866,0.5,0.62,0.52,0.3,0.5,0.0,0.56,0.22,MIT
867,0.49,0.45,0.54,0.4,0.5,0.0,0.55,0.22,MIT
868,0.64,0.53,0.59,0.14,0.5,0.0,0.53,0.22,MIT
869,0.57,0.6,0.54,0.17,0.5,0.0,0.52,0.22,MIT
870,0.38,0.31,0.59,0.19,0.5,0.0,0.46,0.22,MIT
871,0.68,0.53,0.44,0.31,0.5,0.0,0.51,0.22,MIT
872,0.24,0.41,0.47,0.16,0.5,0.0,0.51,0.38,NUC
873,0.61,0.39,0.53,0.14,0.5,0.0,0.43,0.26,NUC
874,0.39,0.16,0.59,0.08,0.5,0.0,0.51,0.27,NUC
875,0.33,0.28,0.5,0.4,0.5,0.0,0.46,0.61,NUC
876,0.51,0.55,0.56,0.18,0.5,0.0,0.5,0.38,NUC
877,0.39,0.44,0.54,0.24,0.5,0.0,0.51,0.49,NUC
878,0.43,0.48,0.53,0.18,0.5,0.0,0.46,0.22,NUC
879,0.47,0.43,0.48,0.16,0.5,0.0,0.46,0.27,NUC
880,0.52,0.5,0.51,0.2,0.5,0.0,0.51,0.22,NUC
881,0.33,0.28,0.52,0.15,0.5,0.0,0.51,0.86,NUC
882,0.36,0.48,0.5,0.13,0.5,0.0,0.49,0.6,NUC
883,0.45,0.54,0.49,0.29,0.5,0.0,0.49,0.25,NUC
884,0.55,0.59,0.53,0.15,0.5,0.0,0.49,0.22,NUC
885,0.31,0.39,0.55,0.28,0.5,0.0,0.46,0.31,NUC
886,0.43,0.41,0.51,0.34,0.5,0.0,0.49,0.28,NUC
887,0.64,0.5,0.53,0.1,0.5,0.0,0.51,0.22,NUC
888,0.41,0.52,0.56,0.26,0.5,0.0,0.48,0.32,NUC
889,0.48,0.47,0.59,0.41,0.5,0.0,0.56,0.27,NUC
890,0.49,0.49,0.51,0.29,0.5,0.0,0.52,0.71,NUC
891,0.41,0.52,0.51,0.22,0.5,0.0,0.52,0.44,NUC
892,0.51,0.61,0.5,0.23,0.5,0.0,0.52,0.61,NUC
893,0.59,0.47,0.51,0.53,0.5,0.0,0.53,0.26,CYT
894,0.4,0.6,0.5,0.16,0.5,0.0,0.51,0.22,CYT
895,0.54,0.53,0.53,0.17,0.5,0.0,0.51,0.39,NUC
896,0.61,0.46,0.54,0.11,0.5,0.0,0.47,0.22,CYT
897,0.66,0.55,0.54,0.18,0.5,0.0,0.43,0.22,CYT
898,0.53,0.46,0.54,0.37,0.5,0.0,0.51,0.3,NUC
899,0.41,0.41,0.43,0.61,0.5,0.0,0.53,0.22,MIT
900,0.58,0.31,0.6,0.12,0.5,0.0,0.47,0.33,NUC
901,0.49,0.67,0.5,0.28,0.5,0.0,0.43,0.22,NUC
902,0.44,0.33,0.55,0.16,0.5,0.0,0.49,0.22,NUC
903,0.44,0.45,0.53,0.19,0.5,0.0,0.41,0.28,NUC
904,0.57,0.55,0.52,0.16,0.5,0.0,0.49,0.39,NUC
905,0.45,0.66,0.39,0.11,0.5,0.0,0.54,0.22,ME3
906,0.32,0.49,0.53,0.28,0.5,0.0,0.5,0.5,NUC
907,0.35,0.42,0.56,0.28,0.5,0.0,0.47,0.22,NUC
908,0.46,0.41,0.58,0.1,0.5,0.0,0.48,0.22,NUC
909,0.57,0.51,0.58,0.22,0.5,0.0,0.51,0.22,NUC
910,0.47,0.47,0.54,0.19,0.5,0.0,0.51,0.33,NUC
911,0.34,0.58,0.5,0.26,0.5,0.0,0.51,0.22,NUC
912,0.55,0.45,0.58,0.25,0.5,0.0,0.49,0.22,NUC
913,0.4,0.66,0.34,0.21,0.5,0.0,0.52,0.26,NUC
914,0.42,0.21,0.59,0.3,0.5,0.0,0.47,0.27,NUC
915,0.6,0.48,0.46,0.32,0.5,0.0,0.4,0.33,CYT
916,0.64,0.44,0.51,0.35,0.5,0.0,0.53,0.22,CYT
917,0.35,0.4,0.44,0.25,0.5,0.0,0.53,0.57,NUC
918,0.55,0.38,0.64,0.42,0.5,0.0,0.47,0.22,MIT
919,0.45,0.43,0.5,0.25,0.5,0.0,0.47,0.22,MIT
920,0.47,0.53,0.48,0.51,0.5,0.0,0.54,0.22,MIT
921,0.45,0.49,0.57,0.25,0.5,0.0,0.48,0.22,NUC
922,0.45,0.52,0.5,0.12,0.5,0.0,0.6,0.22,CYT
923,0.56,0.51,0.32,0.49,0.5,0.0,0.48,0.22,NUC
924,0.37,0.58,0.5,0.22,0.5,0.0,0.47,0.22,NUC
925,0.47,0.45,0.51,0.33,0.5,0.0,0.46,0.26,NUC
926,0.5,0.36,0.64,0.37,0.5,0.0,0.37,0.33,NUC
927,0.43,0.44,0.64,0.19,0.5,0.0,0.38,0.33,NUC
928,0.38,0.4,0.59,0.25,0.5,0.0,0.44,0.22,CYT
929,0.39,0.39,0.59,0.25,0.5,0.0,0.45,0.22,CYT
930,0.54,0.55,0.56,0.14,0.5,0.0,0.5,0.25,CYT
931,0.45,0.5,0.57,0.29,0.5,0.0,0.44,0.11,CYT
932,0.45,0.5,0.57,0.29,0.5,0.0,0.44,0.11,CYT
933,0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,CYT
934,0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,CYT
935,0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16,CYT
936,0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16,CYT
937,0.51,0.39,0.58,0.19,0.5,0.0,0.47,0.22,CYT
938,0.72,0.51,0.52,0.08,0.5,0.0,0.54,0.22,NUC
939,0.35,0.41,0.53,0.27,0.5,0.0,0.47,0.29,NUC
940,0.56,0.49,0.54,0.15,0.5,0.0,0.5,0.35,NUC
941,0.57,0.37,0.43,0.27,0.5,0.0,0.53,0.28,NUC
942,0.57,0.49,0.61,0.26,0.5,0.0,0.52,0.22,NUC
943,0.48,0.45,0.63,0.19,0.5,0.0,0.58,0.22,NUC
944,0.34,0.48,0.47,0.19,0.5,0.0,0.5,0.3,NUC
945,0.54,0.57,0.55,0.18,0.5,0.0,0.5,0.22,NUC
946,0.38,0.44,0.55,0.44,0.5,0.0,0.47,0.51,NUC
947,0.4,0.3,0.57,0.13,0.5,0.0,0.46,0.22,NUC
948,0.27,0.31,0.55,0.13,0.5,0.0,0.5,0.22,NUC
949,0.52,0.46,0.56,0.25,0.5,0.0,0.52,0.22,NUC
950,0.44,0.5,0.55,0.24,0.5,0.0,0.48,0.22,NUC
951,0.34,0.47,0.48,0.32,0.5,0.0,0.42,0.22,NUC
952,0.5,0.56,0.63,0.25,0.5,0.0,0.42,0.22,NUC
953,0.46,0.53,0.47,0.37,0.5,0.0,0.51,0.36,NUC
954,0.31,0.6,0.65,0.18,0.5,0.0,0.46,0.22,NUC
955,0.57,0.42,0.63,0.22,0.5,0.0,0.68,0.32,NUC
956,0.37,0.45,0.53,0.14,0.5,0.0,0.49,0.22,NUC
957,0.38,0.38,0.54,0.24,0.5,0.0,0.54,0.22,NUC
958,0.36,0.49,0.55,0.21,0.5,0.0,0.55,0.33,NUC
959,0.29,0.4,0.5,0.16,0.5,0.0,0.51,0.34,NUC
960,0.37,0.3,0.51,0.15,0.5,0.0,0.58,0.26,NUC
961,0.35,0.33,0.48,0.42,0.5,0.0,0.47,0.43,CYT
962,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,CYT
963,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,CYT
964,0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11,CYT
965,0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11,CYT
966,0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31,CYT
967,0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31,CYT
968,0.61,0.53,0.59,0.17,0.5,0.0,0.44,0.28,CYT
969,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,CYT
970,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,CYT
971,0.44,0.56,0.52,0.18,0.5,0.0,0.5,0.11,CYT
972,0.36,0.56,0.52,0.18,0.5,0.0,0.45,0.16,CYT
973,0.37,0.44,0.64,0.48,0.5,0.0,0.36,0.27,CYT
974,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,CYT
975,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,CYT
976,0.44,0.36,0.64,0.45,0.5,0.0,0.53,0.11,CYT
977,0.58,0.45,0.55,0.27,0.5,0.0,0.48,0.11,CYT
978,0.63,0.64,0.45,0.26,0.5,0.0,0.43,0.22,CYT
979,0.63,0.64,0.45,0.26,0.5,0.0,0.43,0.22,CYT
980,0.43,0.33,0.67,0.12,0.5,0.0,0.45,0.23,CYT
981,0.43,0.33,0.67,0.12,0.5,0.0,0.43,0.23,CYT
982,0.58,0.44,0.5,0.26,0.5,0.0,0.52,0.22,CYT
983,0.38,0.43,0.53,0.22,0.5,0.0,0.48,0.11,CYT
984,0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22,CYT
985,0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22,CYT
986,0.34,0.34,0.65,0.4,0.5,0.0,0.32,0.16,CYT
987,0.34,0.34,0.65,0.4,0.5,0.0,0.32,0.16,CYT
988,0.43,0.22,0.79,0.79,0.5,0.0,0.22,0.0,CYT
989,0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,CYT
990,0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,CYT
991,0.56,0.35,0.47,0.41,0.5,0.0,0.5,0.22,CYT
992,0.56,0.35,0.47,0.35,0.5,0.0,0.52,0.22,CYT
993,0.54,0.44,0.55,0.48,0.5,0.0,0.47,0.22,CYT
994,0.35,0.39,0.56,0.2,0.5,0.0,0.49,0.41,CYT
995,0.48,0.46,0.58,0.16,0.5,0.0,0.45,0.22,CYT
996,0.48,0.55,0.48,0.1,0.5,0.0,0.55,0.22,CYT
997,0.66,0.6,0.52,0.19,0.5,0.0,0.69,0.22,CYT
998,0.69,0.54,0.55,0.23,0.5,0.0,0.73,0.22,CYT
999,0.73,0.6,0.47,0.2,0.5,0.0,0.72,0.22,CYT
1000,0.78,0.82,0.56,0.21,0.5,0.0,0.69,0.22,CYT
1001,0.42,0.49,0.49,0.36,0.5,0.0,0.57,0.26,MIT
1002,0.44,0.62,0.53,0.27,0.5,0.0,0.49,0.22,NUC
1003,0.56,0.61,0.52,0.19,0.5,0.0,0.52,0.32,NUC
1004,0.47,0.56,0.46,0.5,0.5,0.0,0.51,0.22,MIT
1005,0.46,0.33,0.45,0.22,0.5,0.0,0.41,0.37,CYT
1006,0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22,CYT
1007,0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22,CYT
1008,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,CYT
1009,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,CYT
1010,0.48,0.41,0.52,0.33,0.5,0.0,0.51,0.26,CYT
1011,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,CYT
1012,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,CYT
1013,0.42,0.5,0.64,0.13,0.5,0.0,0.49,0.22,CYT
1014,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,CYT
1015,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,CYT
1016,0.39,0.65,0.57,0.19,0.5,0.0,0.44,0.25,CYT
1017,0.39,0.65,0.57,0.19,0.5,0.0,0.43,0.25,CYT
1018,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,CYT
1019,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,CYT
1020,0.51,0.52,0.58,0.17,0.5,0.0,0.47,0.28,CYT
1021,0.57,0.48,0.54,0.22,0.5,0.0,0.5,0.11,CYT
1022,0.5,0.5,0.62,0.23,0.5,0.0,0.35,0.11,CYT
1023,0.41,0.49,0.65,0.28,0.5,0.0,0.59,0.57,CYT
1024,0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,CYT
1025,0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,CYT
1026,0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39,CYT
1027,0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39,CYT
1028,0.6,0.57,0.52,0.14,0.5,0.0,0.46,0.48,NUC
1029,0.42,0.38,0.52,0.29,0.5,0.0,0.42,0.22,NUC
1030,0.41,0.46,0.58,0.08,0.5,0.0,0.51,0.28,NUC
1031,0.49,0.4,0.58,0.23,0.5,0.0,0.47,0.27,CYT
1032,0.37,0.37,0.51,0.38,0.5,0.0,0.44,0.22,CYT
1033,0.57,0.5,0.4,0.08,0.5,0.0,0.47,0.22,ME3
1034,0.51,0.4,0.5,0.28,0.5,0.0,0.48,0.27,CYT
1035,0.34,0.25,0.55,0.28,0.5,0.0,0.51,0.49,CYT
1036,0.77,0.86,0.44,0.27,0.5,0.0,0.48,0.22,ME1
1037,0.59,0.54,0.53,0.14,0.5,0.0,0.48,0.22,CYT
1038,0.5,0.48,0.48,0.23,0.5,0.0,0.53,0.68,CYT
1039,0.39,1.0,0.38,0.41,0.5,0.0,0.5,0.27,MIT
1040,0.56,0.42,0.52,0.14,0.5,0.0,0.51,0.22,CYT
1041,0.39,0.46,0.33,0.18,0.5,0.0,0.53,0.22,ME3
1042,0.52,0.54,0.47,0.49,0.5,0.0,0.54,0.22,MIT
1043,0.46,0.49,0.55,0.18,0.5,0.0,0.56,0.22,NUC
1044,0.56,0.65,0.49,0.56,0.5,0.0,0.49,0.22,MIT
1045,0.53,0.51,0.55,0.57,0.5,0.0,0.46,0.22,MIT
1046,0.54,0.64,0.4,0.56,0.5,0.0,0.51,0.22,MIT
1047,0.47,0.58,0.47,0.52,0.5,0.0,0.54,0.22,MIT
1048,0.46,0.42,0.51,0.16,0.5,0.0,0.56,0.22,CYT
1049,0.6,0.51,0.49,0.18,0.5,0.0,0.53,0.38,CYT
1050,0.85,0.66,0.49,0.18,0.5,0.0,0.51,0.22,ME1
1051,0.55,0.52,0.44,0.2,0.5,0.0,0.56,0.22,ME2
1052,0.49,0.38,0.56,0.09,0.5,0.0,0.46,0.22,CYT
1053,0.38,0.4,0.53,0.12,0.5,0.0,0.55,0.22,CYT
1054,0.55,0.55,0.52,0.13,0.5,0.0,0.53,0.25,CYT
1055,0.46,0.44,0.58,0.17,0.5,0.0,0.55,0.22,CYT
1056,0.34,0.46,0.52,0.19,0.5,0.0,0.53,0.26,CYT
1057,0.58,0.56,0.46,0.14,0.5,0.0,0.51,0.22,CYT
1058,0.46,0.47,0.44,0.18,1.0,0.0,0.46,0.22,ME2
1059,0.44,0.71,0.5,0.21,0.5,0.0,0.54,0.27,CYT
1060,0.56,0.49,0.32,0.22,0.5,0.0,0.5,0.22,ME2
1061,0.41,0.49,0.47,0.09,0.5,0.0,0.49,0.22,CYT
1062,0.44,0.51,0.53,0.3,0.5,0.0,0.53,0.22,CYT
1063,0.54,0.51,0.56,0.15,0.5,0.0,0.54,0.31,CYT
1064,0.51,0.51,0.32,0.27,0.5,0.0,0.54,0.22,ME3
1065,0.46,0.38,0.51,0.2,0.5,0.0,0.51,0.22,CYT
1066,0.55,0.72,0.35,0.26,0.5,0.0,0.49,0.22,ME3
1067,0.54,0.44,0.35,0.19,0.5,0.0,0.51,0.27,ME3
1068,0.65,0.66,0.37,0.12,0.5,0.0,0.52,0.27,ME3
1069,0.41,0.4,0.56,0.17,0.5,0.0,0.56,0.22,CYT
1070,0.39,0.71,0.38,0.14,0.5,0.0,0.5,0.22,ME2
1071,0.37,0.42,0.46,0.15,0.5,0.0,0.51,0.31,ME2
1072,0.59,0.55,0.57,0.18,0.5,0.0,0.51,0.22,CYT
1073,0.48,0.51,0.5,0.24,0.5,0.0,0.54,0.38,CYT
1074,0.39,0.3,0.63,0.2,0.5,0.0,0.43,0.47,CYT
1075,0.47,0.52,0.54,0.25,0.5,0.0,0.54,0.29,MIT
1076,0.77,0.82,0.4,0.36,0.5,0.0,0.38,0.22,ME1
1077,0.52,0.55,0.39,0.09,1.0,0.0,0.55,0.25,ME3
1078,0.42,0.28,0.33,0.23,0.5,0.0,0.39,0.26,ME3
1079,0.47,0.37,0.46,0.28,0.5,0.0,0.52,0.99,NUC
1080,0.48,0.5,0.47,0.29,0.5,0.0,0.46,0.27,NUC
1081,0.3,0.33,0.55,0.12,0.5,0.0,0.53,0.38,CYT
1082,0.49,0.49,0.52,0.18,0.5,0.0,0.51,0.25,NUC
1083,0.54,0.59,0.57,0.34,0.5,0.0,0.49,0.22,NUC
1084,0.7,0.78,0.53,0.24,0.5,0.0,0.48,0.22,VAC
1085,0.85,0.69,0.34,0.31,0.5,0.0,0.57,0.3,ME1
1086,0.56,0.59,0.45,0.15,0.5,0.0,0.54,0.22,MIT
1087,0.47,0.56,0.53,0.44,0.5,0.0,0.53,0.22,MIT
1088,0.53,0.49,0.47,0.21,0.5,0.0,0.53,0.22,CYT
1089,0.7,0.57,0.34,0.19,0.5,0.0,0.53,0.27,ME2
1090,0.42,0.43,0.67,0.7,0.5,0.0,0.42,0.25,CYT
1091,0.47,0.44,0.53,0.18,0.5,0.0,0.47,0.29,NUC
1092,0.4,0.49,0.53,0.23,0.5,0.0,0.44,0.26,NUC
1093,0.45,0.65,0.51,0.17,0.5,0.0,0.49,0.22,NUC
1094,0.42,0.42,0.55,0.31,0.5,0.0,0.43,0.22,NUC
1095,0.45,0.41,0.53,0.49,0.5,0.0,0.49,0.31,NUC
