,a14_num,a19_num,a03_num,a29_num,a33_num,a28_num,a22_num,a27_num,a26_num,a32_num,a17_num,a24_num,a04_num,a02_num,a23_num,a25_num,a10_num,a31_num
304,-0.08447,0.97032,0.97032,0.97032,0.96575,-0.09252,0.10274,0.94043,0.06849,-0.08676,0.86758,-0.05251,-0.14384,0.0,0.92009,0.92466,0.18265,0.85388
305,0.28814,0.55932,0.52542,0.66102,0.76271,-0.00266,0.30508,0.67287,0.15254,-0.15254,0.54237,0.05085,-0.0339,0.0,0.86441,0.40678,-0.01695,0.83051
306,-0.08443,0.25,0.33333,0.19444,0.08333,-0.14256,-0.05556,0.41543,0.08333,-0.14809,0.55556,-0.02778,-0.25,0.0,0.52778,0.38889,0.13889,0.36924
307,1.0,-0.61382,0.51207,-1.0,-0.91903,0.09569,0.71699,-1.0,0.35175,-0.42226,-0.33081,0.47894,1.0,0.0,-0.885,-1.0,0.46427,-1.0
308,0.93778,-0.68358,0.75564,-0.63312,-0.19609,-0.32792,0.24956,-0.70352,-0.29099,-0.60454,-0.52742,0.02995,0.49638,0.0,-0.79147,-0.98988,0.70792,-0.34131
309,0.78497,-0.84014,0.83789,0.1469,0.48319,-0.62691,-0.31351,-0.05054,-0.67796,-0.39167,-0.7847,-0.48905,0.42904,0.0,-0.47412,-0.37298,0.82732,0.37093
310,0.83397,-0.93641,0.93658,0.2733,0.74828,-0.91221,-0.40949,-0.04578,-0.84951,-0.69613,-0.93104,-0.67464,0.35107,0.0,-0.65079,-0.36799,0.95776,0.54827
311,0.78766,-1.0,0.92436,0.48904,0.76066,-0.85137,-0.66278,0.19765,-0.88082,-0.46048,-0.94315,-0.78174,0.36924,0.0,-0.4601,-0.13486,0.76527,0.69886
312,-0.01731,1.0,1.0,1.0,1.0,-0.06823,-0.10108,1.0,-0.22978,-0.14194,1.0,-0.02685,0.16195,0.0,1.0,1.0,-0.12352,1.0
313,-0.14247,0.84013,0.95559,0.82427,0.78761,-0.01769,-0.16321,0.84132,-0.01664,-0.01957,0.95853,-0.08495,-0.00155,0.0,0.87492,0.85741,-0.51171,0.80634
314,0.72328,-0.69977,0.79378,0.1903,0.34572,-0.48707,-0.23503,0.01523,-0.5254,-0.23199,-0.75436,-0.38287,0.29492,0.0,-0.40637,-0.17437,0.83548,0.31008
315,0.6959,-0.81641,0.88085,0.40675,0.62765,-0.71504,-0.50022,0.17041,-0.75533,-0.36765,-0.85803,-0.68337,0.35232,0.0,-0.39766,-0.11147,0.90842,0.56626
316,0.58511,-0.76064,0.89589,0.74846,0.76862,-0.68593,-0.76197,0.53229,-0.85703,-0.07029,-0.92282,-0.88591,0.39286,0.0,-0.14895,0.21581,0.94415,0.83142
317,0.06329,0.87342,1.0,1.0,0.83544,-0.0554,0.06329,0.84637,-0.37975,0.02532,0.63291,0.25316,-0.24051,0.0,1.0,0.62025,0.01266,0.53165
318,0.04731,0.84034,0.7479,0.61345,0.5533,0.08296,0.07122,0.63728,0.08403,0.08757,0.64706,0.07577,0.0084,0.0,0.68895,0.66387,0.01681,0.58187
319,0.0432,0.95866,0.85013,0.87597,0.84258,0.0895,0.07047,0.86923,0.10853,0.10134,0.87339,0.07697,0.01809,0.0,0.8843,0.83721,0.0801,0.85198
320,-0.02187,0.99314,1.0,0.994,0.98971,-0.05527,-0.03881,0.99842,-0.04931,-0.06497,0.99528,-0.05039,-0.01179,0.0,1.0,1.0,-0.01565,0.99057
321,-0.01584,0.94257,0.89505,0.88119,0.86733,0.01611,0.00792,0.89002,0.02376,0.04158,0.93663,-0.01782,-0.03168,0.0,0.88713,0.89307,0.02772,0.87327
322,0.01064,0.89716,0.90071,0.94681,0.93617,0.03247,0.07801,0.94305,0.0461,0.01064,1.0,0.0922,0.01773,0.0,1.0,0.90071,0.05674,1.0
323,0.15152,0.51515,0.39394,0.33333,0.39394,0.06142,0.18182,0.46362,0.05929,0.0641,0.56156,-0.15152,-0.24242,0.0,0.30303,0.48526,0.09091,0.41856
324,0.67577,-0.69397,0.86689,0.32309,0.40956,-0.53127,-0.42207,0.1536,-0.59954,-0.19681,-0.77019,-0.57679,0.3595,0.0,-0.32537,-0.02844,0.85893,0.46189
325,0.62078,-0.73564,0.89563,0.52414,0.60073,-0.62296,-0.62443,0.33531,-0.73856,-0.17343,-0.8615,-0.73855,0.37917,0.0,-0.23428,0.06911,0.93345,0.61217
326,0.55086,-0.71863,0.90547,0.85977,0.75495,-0.61959,-0.85205,0.67538,-0.85368,0.098,-0.93001,-0.93788,0.41113,0.0,-0.0225,0.36318,0.9782,0.88654
327,0.36946,-0.46552,1.0,1.0,0.17758,-0.06831,-0.93596,0.85471,-0.4595,0.00246,-0.38916,-0.20443,1.0,0.0,0.25616,0.73792,0.93596,0.3867
328,0.0,-0.09091,1.0,0.9697,0.09091,0.12331,-0.57576,0.72961,-0.39394,0.36364,-0.33333,-0.42424,0.51515,0.0,0.57576,1.0,0.73062,0.24242
329,0.00915,0.94207,0.8811,0.90854,0.97561,0.02226,0.02439,0.89666,0.04878,0.05488,1.0,0.05488,0.0,0.0,0.91463,0.99695,0.01829,1.0
330,-0.00709,0.95035,0.82624,0.7766,0.92553,0.08165,0.00709,0.89527,0.15957,0.18085,0.93262,0.07092,0.08156,0.0,0.80496,0.91135,0.01064,0.92553
331,0.02912,0.95035,0.74468,0.74468,0.80774,0.06014,0.04743,0.83429,0.11348,0.068,0.95745,0.05178,0.10638,0.0,0.84931,0.87234,-0.01418,0.8171
332,0.00994,0.85714,0.87578,0.81988,0.80088,0.02033,0.01603,0.82111,-0.04348,0.02308,0.83851,0.01749,0.03727,0.0,0.83486,0.79503,0.0,0.80757
333,0.03552,0.98579,0.97513,0.94849,0.98934,0.06477,0.04796,0.9754,0.03552,0.06217,0.97869,0.05506,0.0071,0.0,0.94494,0.98401,0.01599,0.99112
334,0.0232,0.97901,1.0,0.97901,0.98674,0.016,0.00663,0.98033,-0.00663,0.02099,0.97569,0.02099,0.01105,0.0,0.98122,0.97127,-0.01436,0.98564
335,0.02908,1.0,1.0,0.99105,1.0,0.08763,0.09396,0.99989,0.10067,0.10067,0.98881,0.07383,-0.01342,0.0,0.95749,1.0,0.06264,1.0
336,0.58842,-0.69318,0.8842,0.44569,0.56286,-0.60678,-0.53924,0.26028,-0.69774,-0.21542,-0.83285,-0.68126,0.36724,0.0,-0.27377,0.00806,0.93182,0.54209
337,0.50949,-0.70163,0.90147,0.89415,0.70555,-0.55231,-0.88999,0.74105,-0.82154,0.20359,-0.91456,-0.94172,0.41786,0.0,0.05865,0.44483,0.96534,0.87893
338,0.24865,-0.30522,0.32789,0.31005,0.13376,-0.11498,-0.89991,0.39599,-0.1856,0.2054,-0.23227,-0.28916,0.11042,0.0,0.09345,0.28307,0.91993,0.21443
339,0.07111,-0.04759,0.65845,0.45185,-0.18533,0.23713,-0.76316,0.74758,-0.18645,0.76764,-0.47032,-0.52128,0.43617,0.0,0.56663,0.743,0.82139,0.20549
340,0.0916,0.18702,0.19466,-0.03817,-0.30153,0.31092,-0.11953,0.03913,0.24692,0.16794,-0.10305,-0.16031,0.05725,0.0,0.28626,0.21645,-0.18321,-0.16794
341,0.03073,0.93552,0.98002,0.95701,0.97247,0.07255,0.05524,0.96709,0.08107,0.08126,0.93929,0.06241,0.00075,0.0,1.0,0.94155,0.02394,0.9819
342,0.05029,0.78324,0.82254,0.74046,0.78439,-0.02731,-0.0237,0.76717,-0.0237,-0.0422,0.74798,-0.06012,-0.07572,0.0,0.78844,0.74451,-0.07514,0.70058
343,-0.06527,0.58213,0.35346,0.35588,0.28943,-0.09038,-0.08771,0.39146,-0.00564,-0.08637,0.42271,-0.08989,-0.13768,0.0,0.46241,0.45008,-0.06119,0.32232
344,0.00744,0.76531,0.76046,0.66161,0.63887,0.01375,0.01148,0.70886,-0.00303,0.01484,0.82777,0.01232,0.01092,0.0,0.75071,0.77138,0.02304,0.66298
345,-0.48907,0.78552,0.66667,0.87568,0.13934,0.17088,-0.44945,0.68656,0.06967,0.2459,0.76776,0.00683,-0.01366,0.0,1.0,0.60656,-0.00273,0.55328
346,0.06723,0.96639,0.83508,1.0,0.90546,0.00123,0.01155,0.83479,-0.04202,-0.10714,1.0,0.06618,0.08298,0.0,0.77521,0.95378,-0.04622,0.8666
347,0.0733,0.94834,0.95113,0.93159,0.91483,0.04925,0.08412,0.93522,0.01361,-0.00035,0.97173,0.10087,0.00419,0.0,0.93124,0.9452,0.01606,0.94066
348,0.04688,0.93784,0.94701,0.9212,0.92697,0.02542,0.07677,0.92489,0.03193,0.00442,0.94837,0.06148,-0.00034,0.0,0.8947,0.93988,0.02446,0.92459
349,-0.01436,0.80773,0.90608,0.82983,0.87403,-0.0776,0.01215,0.89147,-0.02099,-0.03757,0.91381,-0.0232,-0.01657,0.0,0.92155,0.9105,0.0011,0.96022
350,-0.00351,0.8717,0.8471,0.78207,0.85764,-0.04822,-0.0949,0.81147,-0.15114,-0.06678,0.85764,0.04394,0.13533,0.0,0.71002,0.86467,-0.09139,0.75747
