,attribute_40_num,attribute_42_num,attribute_2_num,attribute_49_num,attribute_51_num,attribute_26_num,attribute_34_num,attribute_36_num,attribute_41_num,attribute_39_num,attribute_24_num,attribute_54_num,attribute_46_num,attribute_3_num,attribute_27_num,attribute_59_num,attribute_21_num,attribute_10_num,attribute_53_num,attribute_19_num,attribute_33_num,attribute_57_num,attribute_17_num,attribute_52_num,attribute_50_num,attribute_47_num,attribute_31_num,attribute_48_num,attribute_38_num,attribute_56_num
182,0.4314,0.4393,0.0308,0.1054,0.0357,0.8614,0.3244,0.3157,0.3051,0.5716,0.5995,0.0102,0.1952,0.0539,0.9819,0.0031,0.765,0.3745,0.0019,0.4062,0.5977,0.0042,0.3426,0.0181,0.0251,0.1539,0.5403,0.2037,0.3881,0.004
183,0.4977,0.4697,0.0404,0.0947,0.031,0.8688,0.2755,0.3356,0.2613,0.6281,0.6958,0.0144,0.2216,0.0682,1.0,0.0043,0.8147,0.2952,0.0078,0.4351,0.4972,0.0109,0.3068,0.0237,0.0134,0.1401,0.5876,0.1888,0.4133,0.0012
184,0.4124,0.3651,0.0383,0.1085,0.0346,0.8254,0.2911,0.3156,0.1181,0.5993,0.7378,0.0145,0.092,0.0505,0.8917,0.0055,0.8959,0.5915,0.0199,0.5949,0.2382,0.0043,0.2937,0.0167,0.03,0.1227,0.3203,0.1785,0.3391,0.0045
185,0.5196,0.437,0.0625,0.0906,0.0329,0.8792,0.2908,0.2249,0.2321,0.6117,0.6911,0.0067,0.1901,0.0381,1.0,0.0033,0.8751,0.4117,0.0019,0.5443,0.4586,0.0057,0.3021,0.0141,0.0144,0.094,0.4934,0.1364,0.3958,0.0042
186,0.5529,0.5077,0.0191,0.1584,0.0054,0.7256,0.3409,0.1147,0.5988,0.3605,0.4864,0.0104,0.5904,0.0411,0.6624,0.007,0.489,0.3914,0.0201,0.345,0.4851,0.0062,0.2324,0.0078,0.051,0.4069,0.9273,0.2761,0.182,0.0031
187,0.2244,0.4449,0.0279,0.0971,0.0151,0.6325,0.3968,0.1519,0.3717,0.1029,0.4774,0.0018,0.2187,0.0103,0.8334,0.011,0.3504,0.2544,0.0024,0.2826,0.52,0.0009,0.198,0.0105,0.0224,0.184,0.5524,0.1477,0.1736,0.0092
188,0.2631,0.4512,0.0274,0.0716,0.0199,0.7707,0.3842,0.1149,0.3103,0.1583,0.528,0.0093,0.1092,0.0248,0.8754,0.006,0.3355,0.2119,0.0103,0.3259,0.5359,0.0021,0.1457,0.0096,0.0176,0.1485,0.4973,0.1385,0.1311,0.0044
189,0.2574,0.2777,0.0239,0.049,0.0223,0.7595,0.3263,0.1394,0.2258,0.1666,0.6094,0.0057,0.1234,0.015,0.8706,0.0022,0.4268,0.1923,0.0108,0.3572,0.3756,0.0034,0.2459,0.0121,0.0097,0.1554,0.5848,0.1057,0.1275,0.0079
190,0.2483,0.2715,0.021,0.0511,0.0189,0.7985,0.3524,0.1245,0.2437,0.2356,0.6292,0.0082,0.1883,0.0282,0.883,0.0048,0.4102,0.1567,0.006,0.2427,0.3921,0.0056,0.173,0.015,0.0155,0.1954,0.6167,0.1492,0.1626,0.0038
191,0.2407,0.3184,0.0252,0.031,0.0138,0.8337,0.2294,0.0922,0.2518,0.2452,0.6913,0.0044,0.1833,0.0167,0.9199,0.0001,0.3786,0.1533,0.0062,0.2989,0.2997,0.0054,0.216,0.0108,0.0143,0.1878,0.5967,0.1114,0.1743,0.0007
192,0.2046,0.2778,0.0267,0.0516,0.0185,0.7843,0.1729,0.0801,0.197,0.2404,0.686,0.0074,0.1665,0.0221,0.9021,0.0034,0.383,0.1859,0.0055,0.2778,0.2948,0.0037,0.2028,0.0072,0.0044,0.1807,0.6083,0.1245,0.1382,0.0084
193,0.2152,0.3154,0.0121,0.0336,0.0209,0.8395,0.3009,0.0985,0.2438,0.2736,0.6531,0.0047,0.194,0.038,0.918,0.0013,0.3906,0.1747,0.0094,0.2358,0.3903,0.0028,0.1318,0.0134,0.0177,0.1937,0.65,0.1082,0.2243,0.0042
194,0.1043,0.211,0.0108,0.0496,0.0089,0.9711,0.3204,0.044,0.1066,0.1652,0.7641,0.0026,0.0723,0.0267,0.988,0.0022,0.5071,0.2471,0.008,0.3241,0.3828,0.0071,0.2062,0.0083,0.0101,0.0912,0.6457,0.0812,0.203,0.0042
195,0.138,0.1475,0.0141,0.0546,0.0204,0.9836,0.1969,0.0317,0.0665,0.1066,0.8673,0.0072,0.2283,0.0309,1.0,0.0024,0.7531,0.2245,0.0093,0.4898,0.3115,0.0054,0.2143,0.0124,0.0219,0.1818,0.4901,0.1185,0.0907,0.0027
196,0.0426,0.1068,0.0017,0.0558,0.0281,0.9801,0.1653,0.114,0.0572,0.0621,0.9408,0.001,0.2265,0.027,0.9974,0.0017,0.8346,0.2282,0.0056,0.6218,0.204,0.0024,0.2298,0.0165,0.0142,0.1766,0.3857,0.1097,0.0941,0.0062
197,0.1282,0.1329,0.0421,0.0549,0.0166,0.9835,0.2196,0.0561,0.0386,0.1215,0.9129,0.0022,0.1985,0.0504,1.0,0.0027,0.7766,0.1847,0.0027,0.5233,0.2658,0.0025,0.2387,0.0132,0.0194,0.157,0.4181,0.0921,0.17,0.0016
198,0.1082,0.1197,0.0318,0.0477,0.0186,0.947,0.2017,0.0271,0.036,0.1072,0.8788,0.0084,0.2047,0.0422,1.0,0.0035,0.7616,0.2048,0.0071,0.5036,0.2869,0.0028,0.1781,0.0096,0.017,0.1716,0.4302,0.1069,0.1262,0.0026
199,0.1475,0.0469,0.0744,0.0321,0.0202,0.9562,0.2413,0.126,0.0438,0.1439,0.9173,0.01,0.1651,0.0367,1.0,0.0057,0.7934,0.2271,0.0103,0.6223,0.2835,0.0037,0.2298,0.0141,0.0056,0.1181,0.3997,0.072,0.0701,0.0026
200,0.146,0.1055,0.0387,0.0633,0.0137,0.9474,0.219,0.1327,0.0846,0.1416,1.0,0.0032,0.2335,0.0329,0.9474,0.0015,0.801,0.3193,0.0076,0.6487,0.2042,0.004,0.2758,0.015,0.0183,0.1964,0.3772,0.13,0.0618,0.0071
201,0.1127,0.102,0.0258,0.0501,0.013,0.8814,0.114,0.008,0.0873,0.0894,0.9261,0.0053,0.2012,0.0398,0.9301,0.0005,0.7969,0.266,0.0039,0.5599,0.1645,0.0045,0.287,0.012,0.0136,0.1688,0.3934,0.1037,0.0936,0.0046
202,0.1108,0.0585,0.0378,0.0732,0.0146,0.8494,0.2175,0.0434,0.1702,0.188,0.8313,0.0043,0.0581,0.0488,0.9168,0.0065,0.2802,0.3997,0.0045,0.2434,0.4959,0.0054,0.2088,0.0091,0.0275,0.0641,0.6472,0.1044,0.1979,0.0098
203,0.12,0.1036,0.0346,0.0858,0.0203,0.93,0.1472,0.0608,0.1201,0.1676,0.8453,0.0199,0.1085,0.0168,0.9987,0.0193,0.413,0.2684,0.0098,0.2034,0.416,0.0065,0.2732,0.0116,0.029,0.1521,0.6041,0.1363,0.1411,0.0101
204,0.0345,0.0824,0.0101,0.0647,0.0051,0.9912,0.2131,0.1297,0.1562,0.1768,0.9045,0.0135,0.008,0.0298,0.9448,0.0062,0.3272,0.2154,0.0093,0.212,0.5304,0.0034,0.1901,0.0061,0.0179,0.079,0.7691,0.1255,0.1226,0.0063
205,0.0325,0.0328,0.0437,0.0535,0.0155,0.9986,0.1786,0.1446,0.149,0.1929,0.8473,0.0051,0.0757,0.018,0.9699,0.0077,0.3164,0.2529,0.0029,0.1962,0.5197,0.014,0.1723,0.016,0.0235,0.1059,0.7717,0.1005,0.144,0.0089
206,0.0849,0.1367,0.0353,0.0489,0.0042,1.0,0.0969,0.0364,0.0492,0.1349,0.7622,0.0126,0.0985,0.049,0.9979,0.0036,0.5685,0.2354,0.0046,0.2828,0.2584,0.0034,0.207,0.0086,0.0241,0.1258,0.6893,0.0954,0.1823,0.0035
207,0.0768,0.2076,0.0363,0.0154,0.0181,1.0,0.1549,0.1869,0.0847,0.0959,0.8837,0.0047,0.147,0.0136,0.9375,0.0061,0.57,0.2354,0.0129,0.3714,0.1715,0.004,0.2177,0.0146,0.0116,0.0991,0.7622,0.0041,0.1713,0.0061
