,a13_num,a14_num,a26_num,a09_num,a28_num,a32_num,class_cat,a19_num,a12_num,a01_num,a16_num,a30_num,a25_num,a24_num,a10_num,a04_num,a06_num,a03_num
312,1.0,-0.01731,-0.22978,1.0,-0.06823,-0.14194,g,1.0,-0.01511,1.0,-0.06374,0.08299,1.0,-0.02685,-0.12352,0.16195,-0.05558,1.0
313,1.0,-0.14247,-0.01664,0.82809,-0.01769,-0.01957,g,0.84013,0.10368,1.0,-0.02542,-0.01867,0.85741,-0.08495,-0.51171,-0.00155,-0.13244,0.95559
314,-0.42911,0.72328,-0.5254,0.14177,-0.48707,-0.23199,g,-0.69977,0.78772,1.0,0.41471,-0.38059,-0.17437,-0.38287,0.83548,0.29492,0.52312,0.79378
315,-0.62635,0.6959,-0.75533,0.05832,-0.71504,-0.36765,g,-0.81641,0.8649,1.0,0.39309,-0.57649,-0.11147,-0.68337,0.90842,0.35232,0.65128,0.88085
316,-0.7766,0.58511,-0.85703,-0.04787,-0.68593,-0.07029,g,-0.76064,0.84605,1.0,0.25133,-0.40656,0.21581,-0.88591,0.94415,0.39286,0.71804,0.89589
317,0.92405,0.06329,-0.37975,0.88608,-0.0554,0.02532,g,0.87342,0.11392,1.0,-0.03797,-0.06329,0.62025,0.25316,0.01266,-0.24051,-0.20253,1.0
318,0.79093,0.04731,0.08403,0.86555,0.08296,0.08757,g,0.84034,0.05882,1.0,0.05407,0.01681,0.66387,0.07577,0.01681,0.0084,0.01659,0.7479
319,0.91161,0.0432,0.10853,0.92765,0.0895,0.10134,g,0.95866,0.1137,1.0,0.05018,0.08786,0.83721,0.07697,0.0801,0.01809,0.01456,0.85013
320,1.0,-0.02187,-0.04931,1.0,-0.05527,-0.06497,g,0.99314,-0.02809,1.0,-0.03087,-0.06304,1.0,-0.05039,-0.01565,-0.01179,-0.00343,1.0
321,0.94059,-0.01584,0.02376,0.92871,0.01611,0.04158,g,0.94257,-0.0099,1.0,0.03366,0.00198,0.89307,-0.01782,0.02772,-0.03168,0.05545,0.89505
322,0.97872,0.01064,0.0461,0.84752,0.03247,0.01064,g,0.89716,0.03546,1.0,0.03546,0.02482,0.90071,0.0922,0.05674,0.01773,-0.01773,0.90071
323,0.57576,0.15152,0.05929,0.63636,0.06142,0.0641,g,0.51515,-0.21212,1.0,0.0,-0.0303,0.48526,-0.15152,0.09091,-0.24242,0.0127,0.39394
324,-0.51763,0.67577,-0.59954,0.08646,-0.53127,-0.19681,g,-0.69397,0.86121,1.0,0.41524,-0.37088,-0.02844,-0.57679,0.85893,0.3595,0.66667,0.86689
325,-0.67274,0.62078,-0.73856,-0.04193,-0.62296,-0.17343,g,-0.73564,0.84414,1.0,0.30356,-0.42086,0.06911,-0.73855,0.93345,0.37917,0.69438,0.89563
326,-0.79657,0.55086,-0.85368,-0.13342,-0.61959,0.098,g,-0.71863,0.83263,1.0,0.15192,-0.28123,0.36318,-0.93788,0.9782,0.41113,0.74761,0.90547
327,-0.87192,0.36946,-0.4595,-0.27586,-0.06831,0.00246,g,-0.46552,0.37685,1.0,-0.08867,1.0,0.73792,-0.20443,0.93596,1.0,0.06158,1.0
328,-0.57576,0.0,-0.39394,-0.32104,0.12331,0.36364,g,-0.09091,0.48485,1.0,-0.12121,0.57576,1.0,-0.42424,0.73062,0.51515,0.33333,1.0
329,0.93902,0.00915,0.04878,0.90244,0.02226,0.05488,g,0.94207,0.01829,1.0,0.00305,0.00915,0.99695,0.05488,0.01829,0.0,-0.02744,0.8811
330,0.94681,-0.00709,0.15957,0.92908,0.08165,0.18085,g,0.95035,0.08865,1.0,0.0,0.06738,0.91135,0.07092,0.01064,0.08156,-0.08156,0.82624
331,0.87657,0.02912,0.11348,0.87234,0.06014,0.068,g,0.95035,0.10638,1.0,0.03382,-0.03546,0.87234,0.05178,-0.01418,0.10638,0.00982,0.74468
332,0.87021,0.00994,-0.04348,0.86335,0.02033,0.02308,g,0.85714,0.07453,1.0,0.01151,0.08696,0.79503,0.01749,0.0,0.03727,0.00343,0.87578
333,0.97158,0.03552,0.03552,0.9929,0.06477,0.06217,g,0.98579,0.02309,1.0,0.0373,0.08171,0.98401,0.05506,0.01599,0.0071,0.01954,0.97513
334,0.98343,0.0232,-0.00663,0.99448,0.016,0.02099,g,0.97901,-0.00221,1.0,0.00884,0.01547,0.97127,0.02099,-0.01436,0.01105,0.01105,1.0
335,0.95973,0.02908,0.10067,1.0,0.08763,0.10067,g,1.0,0.04474,1.0,0.06488,0.08501,1.0,0.07383,0.06264,-0.01342,0.01566,1.0
336,-0.60316,0.58842,-0.69774,0.02424,-0.60678,-0.21542,g,-0.69318,0.83713,1.0,0.38778,-0.43383,0.00806,-0.68126,0.93182,0.36724,0.67382,0.8842
337,-0.81857,0.50949,-0.82154,-0.20449,-0.55231,0.20359,g,-0.70163,0.81191,1.0,0.10345,-0.18725,0.44483,-0.94172,0.96534,0.41786,0.75725,0.90147
338,-0.63714,0.24865,-0.1856,-0.25131,-0.11498,0.2054,g,-0.30522,0.26664,1.0,-0.00337,0.05614,0.28307,-0.28916,0.91993,0.11042,0.29308,0.32789
339,-0.84211,0.07111,-0.18645,-0.32027,0.23713,0.76764,g,-0.04759,0.52408,1.0,-0.28723,0.59071,0.743,-0.52128,0.82139,0.43617,0.74804,0.65845
340,-0.4542,0.0916,0.24692,-0.18321,0.31092,0.16794,g,0.18702,0.06107,1.0,-0.30534,0.26336,0.21645,-0.16031,-0.18321,0.05725,0.25191,0.19466
341,0.97888,0.03073,0.08107,0.94721,0.07255,0.08126,g,0.93552,0.0213,1.0,0.02338,0.08088,0.94155,0.06241,0.02394,0.00075,0.0,0.98002
342,0.84624,0.05029,-0.0237,0.86821,-0.02731,-0.0422,g,0.78324,-0.11734,1.0,-0.07399,-0.0763,0.74451,-0.06012,-0.07514,-0.07572,0.00231,0.82254
343,0.62099,-0.06527,-0.00564,0.55717,-0.09038,-0.08637,g,0.58213,-0.10467,1.0,-0.07289,-0.10306,0.45008,-0.08989,-0.06119,-0.13768,-0.02423,0.35346
344,0.83096,0.00744,-0.00303,0.79988,0.01375,0.01484,g,0.76531,0.12068,1.0,0.00854,0.00849,0.77138,0.01232,0.02304,0.01092,0.00258,0.76046
345,0.40164,-0.48907,0.06967,0.75683,0.17088,0.2459,g,0.78552,-0.14071,1.0,0.58743,0.07787,0.60656,0.00683,-0.00273,-0.01366,0.06831,0.66667
346,0.81197,0.06723,-0.04202,0.90441,0.00123,-0.10714,g,0.96639,0.1313,1.0,-0.08929,0.12815,0.95378,0.06618,-0.04622,0.08298,-0.14706,0.83508
347,0.94171,0.0733,0.01361,0.9459,0.04925,-0.00035,g,0.94834,0.03281,1.0,-0.01326,0.08168,0.9452,0.10087,0.01606,0.00419,-0.02723,0.95113
348,0.92595,0.04688,0.03193,0.95584,0.02542,0.00442,g,0.93784,0.01766,1.0,-0.01461,0.02242,0.93988,0.06148,0.02446,-0.00034,-0.03227,0.94701
349,0.89061,-0.01436,-0.02099,0.85746,-0.0776,-0.03757,g,0.80773,-0.03315,1.0,-0.0453,-0.17238,0.9105,-0.0232,0.0011,-0.01657,-0.01989,0.90608
350,0.80668,-0.00351,-0.15114,0.88928,-0.04822,-0.06678,g,0.8717,0.06678,1.0,-0.01054,-0.00703,0.86467,0.04394,-0.09139,0.13533,-0.06151,0.8471
