,dwipd_cat,hdchk_cat,stlmt_cat,wkcti_cat,mulch_cat,blxwp_cat,wknck_cat,class_cat,wkovl_cat,skach_cat,dsopp_cat,bkblk_cat,spcop_cat,reskd_cat,skewr_cat,rxmsq_cat,skrxp_cat,bxqsq_cat
725,l,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,f
726,l,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
727,l,f,f,f,f,t,t,won,t,f,f,f,f,f,f,f,f,f
728,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
729,l,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,f
730,l,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
731,l,f,f,f,f,t,t,won,t,f,f,f,f,f,f,f,f,f
732,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
733,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
734,l,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
735,l,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
736,l,f,f,f,f,t,t,won,t,f,f,f,f,f,f,f,f,f
737,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
738,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
739,l,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
740,l,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
741,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
742,l,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,f
743,l,f,f,f,f,t,f,won,t,f,f,f,f,f,f,f,f,f
744,l,f,f,f,f,t,t,won,t,f,f,f,f,f,f,f,f,f
745,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
746,l,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,f
747,l,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,f
748,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
749,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
750,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
751,l,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
752,l,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
753,l,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
754,l,f,f,f,f,t,t,won,t,f,f,f,f,f,f,f,f,f
755,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
756,l,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
757,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
758,g,f,f,f,f,f,t,won,t,f,f,f,f,f,t,f,f,f
759,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
760,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
761,g,f,f,f,f,f,t,won,t,f,f,f,f,f,t,f,f,f
762,g,f,f,f,f,f,t,won,t,f,f,f,f,f,t,f,f,f
763,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
764,g,f,f,f,f,f,t,won,t,f,f,f,f,f,t,f,f,f
765,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
766,g,f,f,f,f,f,t,won,t,f,f,f,f,f,t,f,f,f
767,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
768,g,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,f
769,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
770,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
771,g,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,f
772,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
773,g,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,f
774,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
775,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
776,g,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,f
777,l,f,f,f,f,f,t,won,t,f,t,f,f,f,t,f,f,f
778,l,f,f,f,f,t,f,won,t,f,t,f,f,f,t,f,f,f
779,l,f,f,f,f,f,f,won,f,f,t,f,f,f,t,f,f,f
780,l,f,f,f,f,f,t,won,t,f,t,f,f,f,t,f,f,f
781,l,f,f,f,f,t,f,won,t,f,t,f,f,f,t,f,f,f
782,l,f,f,f,f,f,f,won,f,f,t,f,f,f,t,f,f,f
783,l,f,f,f,f,f,t,won,t,f,t,f,f,f,f,f,f,f
784,l,f,f,f,f,f,f,won,f,f,t,f,f,f,f,f,f,f
785,l,f,f,f,f,f,t,won,t,f,t,f,f,f,f,f,f,f
786,l,f,f,f,f,f,f,won,f,f,t,f,f,f,f,f,f,f
787,g,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
788,g,f,f,f,f,f,t,won,t,f,t,f,f,f,t,f,f,f
789,g,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,f
790,g,f,f,f,f,f,t,won,t,f,t,f,f,f,t,f,f,f
791,g,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
792,g,f,f,f,f,f,t,won,t,f,t,f,f,f,f,f,f,f
793,g,f,f,f,f,f,f,won,t,f,t,f,f,f,f,f,f,f
794,g,f,f,f,f,f,t,won,t,f,t,f,f,f,f,f,f,f
795,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
796,l,f,f,f,f,t,t,won,t,f,f,f,f,f,t,f,f,f
797,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
798,l,f,f,f,f,t,t,won,t,f,f,f,f,f,t,f,f,f
799,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
800,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
801,l,f,f,f,f,f,t,won,f,f,f,f,f,f,t,f,f,f
802,l,f,f,f,f,f,t,won,f,f,f,f,f,f,t,f,f,f
803,l,f,f,f,f,f,f,won,f,f,f,f,f,f,t,f,f,f
804,l,f,f,f,f,f,t,won,f,f,f,f,f,f,t,f,f,f
805,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
806,l,f,f,f,f,t,t,won,t,f,f,f,f,f,t,f,f,f
807,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
808,l,f,f,f,f,t,t,won,t,f,f,f,f,f,t,f,f,f
809,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,f
810,l,f,f,f,f,f,t,won,f,f,f,f,f,f,t,f,f,f
811,l,f,f,f,f,f,t,won,f,f,f,f,f,f,t,f,f,f
812,l,f,f,f,f,f,t,won,f,f,f,f,f,f,t,f,f,f
813,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
814,l,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,f
815,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
816,l,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,f
817,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
818,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
819,l,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
820,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
821,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
822,l,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,f
823,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,f
824,l,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,f
825,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,f
826,l,f,f,f,f,f,t,won,f,f,f,f,f,f,f,f,f,f
827,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
828,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
829,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
830,l,f,f,f,f,f,t,won,t,f,f,f,f,f,t,f,f,t
831,l,f,f,f,f,f,t,won,t,f,f,f,f,f,t,f,f,t
832,l,f,f,f,f,f,t,won,t,f,f,f,f,f,t,f,f,t
833,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
834,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
835,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
836,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
837,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
838,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
839,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
840,l,f,f,f,f,f,t,won,t,f,f,f,f,f,t,f,f,t
841,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
842,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
843,l,f,f,f,f,t,f,won,t,f,f,f,f,f,t,f,f,t
844,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
845,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
846,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
847,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
848,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
849,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
850,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
851,g,f,f,f,f,f,t,won,t,f,f,f,f,f,t,f,f,t
852,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
853,g,f,f,f,f,f,t,won,t,f,f,f,f,f,t,f,f,t
854,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,t,f,t
855,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
856,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
857,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
858,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
859,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
860,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
861,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
862,g,f,f,f,f,f,t,won,t,f,f,f,f,f,t,f,f,t
863,g,f,f,f,f,f,t,won,t,f,f,f,f,f,t,f,f,t
864,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
865,g,f,f,f,f,f,f,won,t,f,f,f,f,f,t,t,f,t
866,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
867,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
868,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
869,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
870,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
871,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
872,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
873,l,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,t
874,l,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,t
875,g,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,t
876,g,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,t
877,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
878,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
879,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
880,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
881,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
882,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
883,l,f,f,f,f,f,f,won,t,f,f,f,f,f,t,f,f,t
884,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
885,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
886,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
887,l,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,t
888,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
889,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
890,l,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,t
891,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
892,l,f,f,f,f,f,f,won,f,f,f,f,f,f,f,f,f,t
893,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
894,l,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,t
895,l,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,t
896,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
897,l,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,t
898,l,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
899,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
900,g,f,f,f,f,f,t,won,t,f,f,f,f,f,f,f,f,t
901,g,f,f,f,f,f,f,won,t,f,f,f,f,f,f,f,f,t
902,l,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,t
903,l,f,f,f,f,f,f,won,t,f,t,f,f,f,t,f,f,t
904,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
905,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
906,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
907,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
908,l,f,f,t,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
909,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
910,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
911,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
912,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
913,l,f,f,t,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
914,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
915,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
916,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
917,l,f,f,t,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
918,l,f,f,t,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
919,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
920,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
921,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
922,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,t,f
923,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
924,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
925,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
926,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
927,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
928,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
929,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
930,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
931,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
932,l,f,f,t,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
933,l,f,f,t,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
934,l,f,f,t,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
935,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
936,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
937,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
938,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
939,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
940,l,f,f,t,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
941,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
942,l,f,f,t,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
943,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
944,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
945,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
946,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
947,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
948,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
949,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
950,l,f,f,t,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
951,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
952,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
953,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,f
954,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,f
955,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,f
956,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,f
957,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,f
958,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,f
959,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,f
960,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
961,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
962,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
963,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
964,l,f,f,t,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
965,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,f
966,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,f
967,l,f,f,t,f,f,f,nowin,f,f,f,f,f,f,t,f,f,f
968,l,f,f,f,f,f,f,nowin,f,f,f,f,f,f,t,f,f,f
969,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
970,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
971,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
972,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
973,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
974,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
975,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
976,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
977,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
978,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
979,l,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
980,l,f,f,f,f,t,t,nowin,f,f,f,f,f,f,t,f,f,f
981,l,f,f,f,f,t,f,nowin,f,f,f,f,f,f,t,f,f,f
982,l,f,f,f,f,t,t,nowin,f,f,f,f,f,f,t,f,f,f
983,l,f,f,t,f,f,f,nowin,t,f,f,f,f,f,t,t,f,f
984,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,t,f,f
985,l,f,f,f,f,f,f,nowin,t,f,f,t,f,f,t,t,f,f
986,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
987,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
988,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
989,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
990,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
991,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
992,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
993,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
994,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
995,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
996,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
997,l,f,f,t,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
998,l,f,f,t,f,f,t,nowin,t,f,f,t,f,f,t,f,f,f
999,l,f,f,f,f,f,t,nowin,t,f,f,t,f,f,t,f,f,f
1000,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
1001,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
1002,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
1003,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
1004,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
1005,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
1006,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
1007,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,t,f,f,f
1008,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1009,l,f,f,f,f,t,t,nowin,f,f,f,f,f,f,t,f,f,f
1010,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1011,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1012,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1013,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1014,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1015,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1016,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1017,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1018,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,f,f,f,f
1019,l,f,f,f,t,f,t,nowin,f,f,f,f,f,f,f,f,f,f
1020,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,f,f,f,f
1021,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1022,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,f,t,f,f
1023,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,t,f,f
1024,l,f,f,f,f,f,f,nowin,t,f,f,f,f,f,f,t,f,f
1025,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,t,f,f
1026,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1027,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1028,l,f,f,f,t,f,t,nowin,f,f,f,f,f,f,f,f,f,f
1029,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,f,f,f,f
1030,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1031,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,f,f,f,f
1032,l,f,f,f,t,f,t,nowin,f,f,f,f,f,f,f,f,f,f
1033,l,f,f,f,t,f,t,nowin,f,f,f,f,f,f,f,f,f,f
1034,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1035,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1036,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1037,l,f,f,f,f,f,t,nowin,t,f,f,f,f,f,f,f,f,f
1038,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1039,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,f,f,f,f
1040,l,f,f,f,t,f,t,nowin,f,f,f,f,f,f,f,f,f,f
1041,l,f,f,f,f,f,t,nowin,f,f,f,f,f,f,f,f,f,f
1042,l,f,f,f,f,t,t,nowin,f,f,f,f,f,f,f,f,f,f
1043,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1044,l,f,f,f,f,t,t,nowin,f,f,f,f,f,f,f,f,f,f
1045,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1046,l,f,f,f,f,t,t,nowin,t,f,f,f,f,f,f,f,f,f
1047,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1048,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1049,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1050,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1051,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1052,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1053,g,f,f,f,t,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1054,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1055,g,f,f,f,f,f,t,nowin,t,f,f,f,f,f,t,f,f,f
1056,g,f,f,f,f,t,t,nowin,t,f,f,f,f,f,t,f,f,f
1057,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1058,g,f,f,t,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1059,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1060,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1061,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1062,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1063,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1064,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1065,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1066,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1067,g,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
1068,g,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
1069,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1070,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1071,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1072,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1073,g,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
1074,g,f,f,f,f,t,f,nowin,t,f,f,f,f,f,t,f,f,f
1075,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1076,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
1077,g,f,f,f,f,f,f,nowin,t,f,f,f,f,f,t,f,f,f
