,class_cat,input1_num,input2_num,input3_num,input4_num,input5_num,input6_num,input7_num,input8_num,input9_num,input10_num,input11_num,input12_num,input13_num,input14_num,input15_num,input16_num,input17_num,input18_num,input19_num,input20_num,input21_num,input22_num,input23_num,input24_num,input25_num,input26_num,input27_num,input28_num,input29_num,input30_num,input31_num,input32_num,input33_num,input34_num,input35_num,input36_num,input37_num,input38_num,input39_num,input40_num,input41_num,input42_num,input43_num,input44_num,input45_num,input46_num,input47_num,input48_num,input49_num,input50_num,input51_num,input52_num,input53_num,input54_num,input55_num,input56_num,input57_num,input58_num,input59_num,input60_num,input61_num,input62_num,input63_num,input64_num
2165,0,0.0,0.0,7.0,10.0,13.0,10.0,0.0,0.0,0.0,0.0,14.0,11.0,4.0,11.0,3.0,0.0,0.0,2.0,15.0,1.0,0.0,5.0,8.0,0.0,0.0,7.0,9.0,0.0,0.0,3.0,8.0,0.0,0.0,5.0,12.0,0.0,0.0,4.0,8.0,0.0,0.0,5.0,11.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,12.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,6.0,15.0,14.0,2.0,0.0,0.0
2166,2,0.0,7.0,16.0,15.0,2.0,0.0,0.0,0.0,0.0,13.0,10.0,12.0,11.0,0.0,0.0,0.0,0.0,13.0,4.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,15.0,12.0,11.0,7.0,0.0,0.0,5.0,16.0,16.0,15.0,14.0,16.0,1.0
2167,7,0.0,0.0,0.0,5.0,14.0,16.0,16.0,1.0,0.0,0.0,8.0,14.0,8.0,13.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,2.0,4.0,14.0,8.0,0.0,0.0,2.0,11.0,16.0,16.0,16.0,8.0,0.0,0.0,7.0,10.0,5.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0
2168,5,0.0,0.0,13.0,16.0,16.0,16.0,6.0,0.0,0.0,6.0,16.0,8.0,5.0,5.0,5.0,0.0,0.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,14.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,0.0,4.0,2.0,13.0,12.0,0.0,0.0,0.0,1.0,13.0,16.0,14.0,1.0,0.0,0.0
2169,4,0.0,0.0,0.0,2.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,7.0,0.0,4.0,5.0,0.0,0.0,8.0,12.0,0.0,1.0,15.0,5.0,0.0,4.0,16.0,2.0,0.0,11.0,10.0,0.0,0.0,12.0,15.0,12.0,12.0,16.0,1.0,0.0,0.0,9.0,12.0,12.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0
2170,3,0.0,0.0,9.0,15.0,16.0,3.0,0.0,0.0,0.0,5.0,15.0,10.0,16.0,4.0,0.0,0.0,0.0,0.0,2.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,16.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,6.0,0.0,0.0,0.0,5.0,5.0,4.0,13.0,8.0,0.0,0.0,0.0,14.0,16.0,16.0,15.0,3.0,0.0
2171,0,0.0,0.0,4.0,16.0,16.0,6.0,0.0,0.0,0.0,3.0,11.0,11.0,5.0,15.0,2.0,0.0,0.0,8.0,16.0,8.0,0.0,13.0,7.0,0.0,0.0,11.0,16.0,3.0,0.0,10.0,11.0,0.0,0.0,9.0,16.0,0.0,0.0,4.0,12.0,0.0,0.0,6.0,16.0,2.0,0.0,7.0,11.0,0.0,0.0,1.0,16.0,10.0,5.0,15.0,5.0,0.0,0.0,0.0,4.0,15.0,16.0,10.0,0.0,0.0
2172,8,0.0,0.0,2.0,11.0,15.0,5.0,0.0,0.0,0.0,0.0,12.0,8.0,9.0,9.0,0.0,0.0,0.0,0.0,12.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0,9.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,11.0,1.0,0.0,0.0,0.0,8.0,13.0,2.0,11.0,11.0,0.0,0.0,0.0,7.0,13.0,7.0,0.0,13.0,3.0,0.0,0.0,0.0,2.0,11.0,15.0,13.0,2.0,0.0
2173,5,0.0,0.0,6.0,9.0,12.0,16.0,10.0,0.0,0.0,0.0,11.0,13.0,5.0,4.0,4.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,16.0,14.0,12.0,14.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,0.0,0.0,12.0,13.0,0.0,1.0,13.0,2.0,0.0,0.0,0.0,6.0,16.0,16.0,7.0,0.0,0.0
2174,0,0.0,0.0,10.0,16.0,15.0,3.0,0.0,0.0,0.0,6.0,16.0,6.0,9.0,14.0,1.0,0.0,0.0,8.0,16.0,3.0,0.0,13.0,6.0,0.0,0.0,11.0,14.0,0.0,0.0,7.0,10.0,0.0,0.0,8.0,12.0,0.0,0.0,4.0,12.0,0.0,0.0,8.0,13.0,0.0,0.0,9.0,9.0,0.0,0.0,4.0,16.0,8.0,9.0,16.0,3.0,0.0,0.0,0.0,10.0,16.0,15.0,6.0,0.0,0.0
2175,8,0.0,0.0,1.0,12.0,15.0,6.0,0.0,0.0,0.0,0.0,5.0,13.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,6.0,0.0,0.0,0.0,0.0,10.0,15.0,4.0,13.0,3.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,10.0,10.0,8.0,15.0,1.0
2176,4,0.0,0.0,0.0,5.0,16.0,1.0,0.0,0.0,0.0,0.0,2.0,15.0,10.0,1.0,9.0,2.0,0.0,0.0,12.0,14.0,1.0,8.0,15.0,1.0,0.0,4.0,16.0,6.0,1.0,15.0,8.0,0.0,0.0,13.0,16.0,16.0,16.0,16.0,9.0,0.0,0.0,8.0,10.0,8.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,2.0,0.0,0.0
2177,2,0.0,3.0,15.0,16.0,12.0,1.0,0.0,0.0,0.0,12.0,14.0,12.0,16.0,7.0,0.0,0.0,0.0,12.0,6.0,0.0,14.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,5.0,16.0,7.0,0.0,0.0,0.0,0.0,3.0,14.0,16.0,9.0,6.0,4.0,0.0,0.0,3.0,15.0,16.0,16.0,16.0,12.0,0.0
2178,5,0.0,0.0,12.0,14.0,12.0,12.0,3.0,0.0,0.0,0.0,15.0,12.0,10.0,9.0,1.0,0.0,0.0,2.0,16.0,6.0,7.0,2.0,0.0,0.0,0.0,4.0,16.0,16.0,16.0,15.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,16.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,0.0,0.0,4.0,12.0,0.0,3.0,14.0,4.0,0.0,0.0,1.0,13.0,16.0,16.0,6.0,0.0,0.0
2179,2,0.0,3.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,16.0,2.0,0.0,0.0,0.0,0.0,8.0,9.0,16.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,7.0,0.0,0.0,0.0,0.0,1.0,14.0,16.0,16.0,13.0,9.0,1.0,0.0,4.0,16.0,11.0,8.0,8.0,11.0,2.0
2180,3,0.0,2.0,12.0,16.0,16.0,8.0,0.0,0.0,0.0,8.0,10.0,9.0,16.0,6.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,14.0,11.0,0.0,0.0,3.0,15.0,16.0,16.0,16.0,9.0,0.0
2181,4,0.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,3.0,7.0,1.0,0.0,0.0,6.0,15.0,4.0,5.0,16.0,6.0,0.0,5.0,16.0,5.0,0.0,13.0,14.0,0.0,0.0,11.0,16.0,12.0,12.0,16.0,8.0,0.0,0.0,6.0,9.0,8.0,12.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0
2182,7,0.0,0.0,0.0,10.0,16.0,15.0,3.0,0.0,0.0,0.0,6.0,13.0,10.0,16.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,8.0,14.0,15.0,8.0,0.0,0.0,1.0,15.0,16.0,13.0,3.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0
2183,5,0.0,2.0,15.0,9.0,10.0,8.0,6.0,0.0,0.0,10.0,16.0,16.0,16.0,12.0,8.0,0.0,0.0,8.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,16.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,2.0,0.0,0.0,10.0,12.0,6.0,10.0,16.0,1.0,0.0,0.0,1.0,13.0,16.0,14.0,5.0,0.0,0.0
2184,1,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,10.0,0.0,0.0,0.0,0.0,4.0,15.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,15.0,4.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,8.0,0.0
2185,8,0.0,0.0,12.0,16.0,15.0,1.0,0.0,0.0,0.0,2.0,16.0,6.0,16.0,2.0,0.0,0.0,0.0,1.0,16.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,5.0,0.0,0.0,0.0,0.0,2.0,15.0,16.0,12.0,1.0,0.0,0.0,0.0,10.0,12.0,2.0,11.0,12.0,0.0,0.0,0.0,8.0,13.0,4.0,0.0,13.0,9.0,0.0,0.0,0.0,7.0,15.0,16.0,16.0,6.0,0.0
2186,2,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,15.0,4.0,0.0,0.0,0.0,0.0,1.0,10.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,15.0,3.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,16.0,12.0,2.0,0.0,0.0,13.0,14.0,2.0,1.0,3.0,1.0
2187,1,0.0,0.0,0.0,1.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,15.0,0.0,0.0,0.0,0.0,3.0,9.0,16.0,15.0,0.0,0.0,0.0,7.0,16.0,15.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,4.0,0.0
2188,7,0.0,0.0,3.0,15.0,15.0,12.0,12.0,4.0,0.0,0.0,9.0,10.0,2.0,9.0,15.0,2.0,0.0,0.0,7.0,2.0,2.0,14.0,2.0,0.0,0.0,0.0,3.0,4.0,11.0,10.0,0.0,0.0,0.0,0.0,13.0,16.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0
2189,2,0.0,0.0,12.0,15.0,6.0,0.0,0.0,0.0,0.0,8.0,14.0,7.0,16.0,3.0,0.0,0.0,0.0,8.0,6.0,0.0,8.0,8.0,0.0,0.0,0.0,5.0,8.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,3.0,0.0,0.0,0.0,0.0,7.0,16.0,12.0,5.0,7.0,0.0,0.0,0.0,11.0,16.0,16.0,16.0,15.0,0.0
2190,0,0.0,0.0,7.0,12.0,12.0,6.0,0.0,0.0,0.0,0.0,16.0,11.0,15.0,15.0,2.0,0.0,0.0,4.0,12.0,0.0,1.0,10.0,6.0,0.0,0.0,8.0,10.0,0.0,0.0,10.0,6.0,0.0,0.0,4.0,12.0,0.0,0.0,8.0,8.0,0.0,0.0,3.0,13.0,0.0,0.0,9.0,7.0,0.0,0.0,2.0,15.0,4.0,5.0,15.0,2.0,0.0,0.0,0.0,9.0,16.0,16.0,9.0,0.0,0.0
2191,0,0.0,0.0,6.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,16.0,7.0,0.0,0.0,0.0,4.0,10.0,0.0,6.0,15.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,11.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,5.0,0.0,0.0,7.0,10.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0,15.0,4.0,1.0,12.0,4.0,0.0,0.0,0.0,8.0,16.0,16.0,11.0,0.0,0.0
2192,1,0.0,0.0,0.0,0.0,12.0,15.0,1.0,0.0,0.0,3.0,8.0,8.0,14.0,16.0,0.0,0.0,0.0,11.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,1.0,4.0,4.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,11.0,0.0
2193,2,0.0,0.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,4.0,14.0,7.0,14.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,10.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,12.0,12.0,4.0,0.0,0.0,0.0,14.0,14.0,12.0,12.0,6.0,0.0
2194,4,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,7.0,13.0,0.0,0.0,0.0,3.0,16.0,9.0,9.0,16.0,0.0,0.0,0.0,14.0,16.0,13.0,15.0,16.0,5.0,0.0,0.0,5.0,13.0,14.0,16.0,15.0,3.0,0.0,0.0,0.0,0.0,3.0,16.0,10.0,0.0,0.0
2195,0,0.0,0.0,7.0,14.0,10.0,2.0,0.0,0.0,0.0,1.0,16.0,12.0,15.0,8.0,0.0,0.0,0.0,7.0,13.0,0.0,5.0,13.0,2.0,0.0,0.0,8.0,12.0,0.0,0.0,10.0,6.0,0.0,0.0,8.0,12.0,0.0,0.0,8.0,8.0,0.0,0.0,6.0,13.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,14.0,10.0,6.0,14.0,6.0,0.0,0.0,0.0,5.0,16.0,16.0,9.0,0.0,0.0
2196,0,0.0,0.0,1.0,13.0,14.0,11.0,0.0,0.0,0.0,0.0,10.0,12.0,12.0,16.0,4.0,0.0,0.0,0.0,15.0,0.0,2.0,9.0,6.0,0.0,0.0,5.0,13.0,0.0,0.0,6.0,9.0,0.0,0.0,5.0,12.0,0.0,0.0,5.0,7.0,0.0,0.0,1.0,13.0,2.0,0.0,9.0,4.0,0.0,0.0,0.0,12.0,11.0,7.0,11.0,0.0,0.0,0.0,0.0,2.0,15.0,12.0,3.0,0.0,0.0
2197,8,0.0,1.0,8.0,16.0,16.0,11.0,0.0,0.0,0.0,6.0,15.0,10.0,14.0,16.0,4.0,0.0,0.0,6.0,13.0,2.0,7.0,15.0,2.0,0.0,0.0,0.0,11.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,11.0,15.0,15.0,8.0,0.0,0.0,0.0,1.0,16.0,3.0,6.0,16.0,4.0,0.0,0.0,0.0,14.0,9.0,4.0,13.0,8.0,0.0,0.0,0.0,5.0,15.0,16.0,15.0,4.0,0.0
2198,9,0.0,0.0,7.0,16.0,15.0,1.0,0.0,0.0,0.0,1.0,16.0,5.0,12.0,16.0,6.0,0.0,0.0,2.0,15.0,1.0,4.0,16.0,6.0,0.0,0.0,1.0,13.0,16.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,7.0,14.0,9.0,10.0,16.0,3.0,0.0,0.0,1.0,9.0,14.0,15.0,9.0,0.0,0.0
2199,4,0.0,0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,3.0,0.0,0.0,0.0,0.0,4.0,16.0,5.0,16.0,7.0,0.0,0.0,1.0,15.0,16.0,13.0,16.0,14.0,4.0,0.0,0.0,9.0,15.0,15.0,16.0,15.0,1.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0
2200,6,0.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,8.0,7.0,1.0,0.0,0.0,0.0,3.0,16.0,15.0,13.0,13.0,3.0,0.0,0.0,0.0,16.0,2.0,0.0,8.0,11.0,0.0,0.0,0.0,9.0,9.0,1.0,4.0,14.0,0.0,0.0,0.0,1.0,10.0,16.0,16.0,8.0,0.0
2201,0,0.0,0.0,6.0,15.0,9.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,16.0,7.0,0.0,0.0,0.0,4.0,13.0,0.0,7.0,16.0,1.0,0.0,0.0,6.0,12.0,0.0,0.0,13.0,8.0,0.0,0.0,7.0,12.0,0.0,0.0,12.0,8.0,0.0,0.0,6.0,13.0,0.0,0.0,12.0,8.0,0.0,0.0,2.0,15.0,10.0,8.0,15.0,4.0,0.0,0.0,0.0,5.0,12.0,13.0,6.0,0.0,0.0
2202,4,0.0,0.0,0.0,4.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,4.0,0.0,0.0,0.0,0.0,3.0,16.0,6.0,15.0,5.0,0.0,0.0,0.0,10.0,15.0,9.0,16.0,10.0,1.0,0.0,1.0,16.0,16.0,16.0,16.0,16.0,5.0,0.0,0.0,3.0,4.0,9.0,16.0,4.0,0.0,0.0
2203,7,0.0,0.0,4.0,10.0,12.0,12.0,11.0,1.0,0.0,0.0,8.0,10.0,11.0,16.0,10.0,0.0,0.0,0.0,0.0,2.0,7.0,15.0,1.0,0.0,0.0,0.0,5.0,16.0,16.0,15.0,5.0,0.0,0.0,0.0,3.0,11.0,13.0,8.0,4.0,0.0,0.0,0.0,1.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0
2204,3,0.0,0.0,6.0,13.0,13.0,6.0,0.0,0.0,0.0,1.0,14.0,5.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,16.0,3.0,0.0,0.0,1.0,5.0,0.0,0.0,16.0,4.0,0.0,0.0,1.0,16.0,4.0,5.0,15.0,3.0,0.0,0.0,0.0,6.0,16.0,14.0,5.0,0.0,0.0
2205,7,0.0,0.0,3.0,13.0,10.0,8.0,9.0,2.0,0.0,0.0,10.0,11.0,8.0,11.0,15.0,0.0,0.0,0.0,13.0,3.0,1.0,12.0,6.0,0.0,0.0,0.0,5.0,3.0,7.0,14.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,2.0,0.0,0.0,0.0
2206,4,0.0,0.0,0.0,1.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,1.0,0.0,0.0,0.0,0.0,5.0,16.0,8.0,1.0,0.0,0.0,0.0,0.0,10.0,16.0,11.0,15.0,0.0,0.0,0.0,5.0,16.0,11.0,15.0,15.0,3.0,0.0,0.0,12.0,16.0,16.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,0.0,0.0
2207,4,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,9.0,3.0,0.0,0.0,0.0,1.0,15.0,7.0,16.0,7.0,0.0,0.0,0.0,9.0,16.0,14.0,16.0,16.0,8.0,0.0,0.0,8.0,12.0,14.0,16.0,12.0,5.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0
2208,7,0.0,0.0,5.0,14.0,16.0,16.0,14.0,0.0,0.0,0.0,14.0,14.0,12.0,15.0,13.0,0.0,0.0,0.0,9.0,2.0,5.0,16.0,5.0,0.0,0.0,0.0,1.0,9.0,15.0,16.0,7.0,0.0,0.0,0.0,3.0,16.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,10.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,2.0,0.0,0.0,0.0
2209,8,0.0,0.0,3.0,13.0,13.0,14.0,6.0,0.0,0.0,2.0,15.0,8.0,16.0,15.0,11.0,0.0,0.0,3.0,14.0,3.0,5.0,15.0,4.0,0.0,0.0,1.0,13.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,13.0,13.0,14.0,9.0,0.0,0.0,0.0,4.0,12.0,0.0,6.0,11.0,0.0,0.0,0.0,3.0,14.0,5.0,7.0,15.0,0.0,0.0,0.0,0.0,7.0,15.0,15.0,9.0,0.0,0.0
2210,2,0.0,0.0,9.0,13.0,3.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,3.0,0.0,0.0,0.0,0.0,2.0,11.0,15.0,2.0,0.0,0.0,0.0,0.0,13.0,16.0,14.0,8.0,7.0,0.0,0.0,0.0,8.0,13.0,12.0,12.0,13.0,0.0
2211,1,0.0,0.0,1.0,7.0,16.0,12.0,0.0,0.0,0.0,0.0,3.0,15.0,16.0,12.0,0.0,0.0,0.0,5.0,13.0,16.0,16.0,9.0,0.0,0.0,0.0,5.0,14.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,6.0,14.0,13.0,5.0,0.0
2212,1,0.0,0.0,0.0,0.0,7.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,5.0,0.0,0.0,0.0,0.0,1.0,13.0,14.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,8.0,0.0
2213,5,0.0,4.0,13.0,16.0,16.0,12.0,0.0,0.0,0.0,5.0,14.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,16.0,8.0,6.0,1.0,0.0,0.0,0.0,2.0,16.0,13.0,14.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,12.0,0.0,0.0,2.0,15.0,16.0,16.0,14.0,3.0,0.0
2214,3,0.0,0.0,9.0,12.0,9.0,0.0,0.0,0.0,0.0,3.0,15.0,10.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,4.0,0.0,0.0,0.0,0.0,3.0,13.0,16.0,2.0,0.0,0.0,0.0,0.0,7.0,12.0,13.0,14.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,16.0,5.0,0.0,0.0,12.0,12.0,4.0,11.0,15.0,2.0,0.0,0.0,4.0,13.0,15.0,11.0,3.0,0.0,0.0
2215,3,0.0,0.0,8.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,2.0,10.0,16.0,3.0,0.0,0.0,0.0,0.0,5.0,9.0,9.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,7.0,12.0,1.0,1.0,14.0,7.0,0.0,0.0,0.0,8.0,16.0,16.0,10.0,1.0,0.0
2216,8,0.0,0.0,4.0,15.0,15.0,8.0,1.0,0.0,0.0,2.0,12.0,3.0,10.0,14.0,11.0,0.0,0.0,3.0,14.0,5.0,3.0,11.0,11.0,0.0,0.0,0.0,7.0,15.0,16.0,14.0,2.0,0.0,0.0,0.0,5.0,16.0,11.0,15.0,2.0,0.0,0.0,0.0,13.0,1.0,2.0,16.0,1.0,0.0,0.0,0.0,10.0,11.0,8.0,15.0,0.0,0.0,0.0,0.0,3.0,13.0,14.0,3.0,0.0,0.0
