,eccen_num,height_num,blackand_num,p_black_num,class_cat,mean_tr_num
1367,0.875,8,53,0.393,1,2.0
1368,1.5,10,108,0.247,1,1.61
1369,2.625,8,155,0.28,1,1.38
1370,3.5,8,217,0.299,1,1.6
1371,6.0,10,357,0.203,1,1.44
1372,1.714,7,72,0.369,1,1.55
1373,0.857,7,12,0.214,1,9.0
1374,1.0,7,49,0.367,1,1.38
1375,2.833,6,89,0.343,1,1.3
1376,0.49,100,1958,0.093,5,1.77
1377,1.875,16,226,0.133,5,2.29
1378,0.7,10,42,0.157,5,1.57
1379,6.75,8,322,0.245,1,1.29
1380,17.9,10,1356,0.2,1,1.41
1381,0.833,6,19,0.233,5,1.75
1382,3.125,8,200,0.33,1,1.65
1383,2.0,6,37,0.139,5,1.43
1384,0.605,81,1580,0.113,5,2.26
1385,27.1,10,2027,0.197,1,1.38
1386,27.1,10,1803,0.188,1,1.31
1387,1.0,6,15,0.194,5,3.5
1388,1.5,6,16,0.148,5,4.0
1389,27.2,10,1765,0.187,1,1.38
1390,3.238,21,156,0.052,5,5.69
1391,27.1,10,1942,0.199,1,1.42
1392,6.714,7,95,0.158,5,5.78
1393,0.615,13,80,0.154,5,1.07
1394,24.636,11,1872,0.198,1,1.52
1395,0.125,8,8,0.875,5,7.0
1396,1.125,8,23,0.125,5,4.5
1397,27.2,10,2101,0.211,1,1.43
1398,27.2,10,2139,0.206,1,1.4
1399,24.5,2,50,0.51,2,50.0
1400,1.429,7,62,0.286,1,1.82
1401,1.5,6,47,0.352,1,1.58
1402,1.25,8,54,0.313,1,1.92
1403,2.25,4,36,0.417,1,1.67
1404,3.125,8,165,0.28,1,1.6
1405,4.625,8,294,0.334,1,1.29
1406,5.1,10,429,0.22,1,1.29
1407,10.0,10,702,0.212,1,1.45
1408,3.875,8,216,0.298,1,1.45
1409,0.714,7,15,0.2,1,7.0
1410,30.0,8,1220,0.193,1,1.4
1411,1.571,7,67,0.351,1,1.8
1412,23.6,10,1349,0.183,1,1.31
1413,16.875,8,317,0.077,1,1.54
1414,34.0,8,1236,0.187,1,1.41
1415,7.75,8,312,0.218,1,1.57
1416,5.429,7,210,0.308,1,1.55
1417,34.0,8,1369,0.197,1,1.38
1418,26.1,10,1343,0.183,1,1.49
1419,33.875,8,1704,0.217,1,1.29
1420,30.625,8,1088,0.198,1,1.36
1421,27.2,10,1571,0.191,1,1.49
1422,24.727,11,1824,0.171,1,1.47
1423,27.1,10,1510,0.173,1,1.47
1424,13.5,8,534,0.235,1,1.41
1425,12.5,10,657,0.19,1,1.39
1426,4.0,6,110,0.292,1,1.56
1427,4.625,8,192,0.182,1,1.35
1428,12.25,8,677,0.282,1,1.42
1429,9.3,10,738,0.206,1,1.48
1430,3.286,7,137,0.373,1,1.71
1431,24.636,11,1616,0.162,1,1.36
1432,24.636,11,2001,0.176,1,1.39
1433,8.875,8,398,0.238,1,1.47
1434,6.0,10,364,0.223,1,1.47
1435,4.7,10,332,0.223,1,1.62
1436,1.0,7,49,0.429,1,1.91
1437,5.429,7,253,0.327,1,1.38
1438,2.4,5,44,0.267,1,1.78
1439,23.4,10,1437,0.188,1,1.38
1440,27.1,10,1632,0.187,1,1.35
1441,17.182,11,1275,0.174,1,1.41
1442,8.125,8,377,0.269,1,1.4
1443,14.7,10,809,0.168,1,1.29
1444,24.636,11,1784,0.168,1,1.35
1445,32.625,8,1615,0.218,1,1.34
1446,27.1,10,2084,0.193,1,1.28
1447,17.3,10,649,0.09,1,1.52
1448,19.7,10,1160,0.144,1,1.25
1449,28.667,9,1350,0.173,1,1.28
1450,12.0,8,368,0.111,1,1.35
1451,27.1,10,1556,0.176,1,1.39
1452,27.1,10,1878,0.193,1,1.37
1453,6.857,7,270,0.292,1,1.53
1454,22.091,11,914,0.117,1,1.41
1455,11.0,8,532,0.195,1,1.49
1456,9.75,8,465,0.244,1,1.35
1457,19.444,9,894,0.19,1,1.35
1458,2.429,7,87,0.328,1,1.44
1459,2.0,7,94,0.357,1,1.84
1460,5.75,8,291,0.285,1,1.42
1461,3.778,9,231,0.225,1,1.57
1462,1.0,7,46,0.347,1,1.89
1463,1.571,7,67,0.351,1,1.5
1464,2.0,7,85,0.357,1,1.75
1465,3.0,7,142,0.313,1,1.48
1466,1.143,7,43,0.25,1,1.56
1467,4.143,7,171,0.281,1,1.46
1468,27.1,10,1659,0.168,1,1.29
1469,8.875,8,218,0.136,1,1.31
1470,3.125,8,182,0.24,1,1.45
1471,26.444,9,1316,0.168,1,1.26
1472,31.167,6,663,0.188,1,1.26
1473,2.833,6,61,0.245,1,1.56
1474,2.5,6,67,0.278,1,1.92
1475,21.5,10,997,0.133,1,1.2
1476,9.364,11,653,0.156,1,1.44
1477,32.875,8,1156,0.154,1,1.19
1478,1.875,8,77,0.3,1,1.57
1479,3.25,8,129,0.264,1,1.45
1480,3.5,2,13,0.5,1,3.5
1481,1.0,7,31,0.286,1,1.56
1482,4.286,7,184,0.295,1,1.77
1483,2.571,7,121,0.31,1,1.39
1484,3.625,8,151,0.207,1,1.6
1485,3.333,6,95,0.175,1,1.5
1486,3.6,5,86,0.378,1,1.62
1487,1.6,5,40,0.425,1,1.89
1488,1.4,5,23,0.4,1,2.33
1489,2.4,5,53,0.383,1,1.92
1490,15.75,8,690,0.188,1,1.27
1491,2.625,8,117,0.262,1,1.52
1492,12.375,8,524,0.199,1,1.39
1493,9.0,9,395,0.187,1,1.49
1494,11.5,6,308,0.28,1,1.4
1495,10.0,8,348,0.184,1,1.4
1496,18.286,7,594,0.203,1,1.33
1497,10.0,1,10,0.8,1,4.0
1498,0.014,804,2058,0.191,4,15.64
1499,21.5,6,437,0.195,1,1.35
1500,10.4,5,141,0.208,1,1.35
1501,2.4,5,45,0.317,1,1.46
1502,4.2,5,77,0.295,1,1.48
1503,1.2,5,29,0.333,1,2.5
1504,7.6,5,188,0.426,1,1.42
1505,2.6,5,54,0.308,1,1.82
1506,1.2,5,23,0.367,1,3.67
1507,3.0,5,71,0.4,1,1.67
1508,10.6,5,162,0.223,1,1.28
1509,6.8,5,103,0.224,1,1.31
1510,6.0,5,142,0.36,1,1.26
1511,4.167,6,133,0.34,1,1.42
1512,0.333,6,12,0.583,1,7.0
1513,1.5,8,74,0.208,1,1.11
1514,2.0,7,72,0.255,1,1.56
1515,2.0,7,97,0.337,1,1.65
1516,1.143,7,56,0.357,1,2.86
1517,1.286,7,62,0.317,1,2.22
1518,0.571,7,16,0.357,1,5.0
1519,4.571,7,176,0.339,1,1.46
1520,3.222,9,185,0.234,1,1.3
1521,0.8,5,17,0.35,1,1.75
1522,1.6,5,39,0.425,1,1.55
1523,2.75,4,42,0.364,1,1.33
1524,8.333,6,173,0.213,1,1.31
1525,4.667,6,63,0.149,1,1.47
1526,8.6,5,172,0.233,1,1.35
1527,15.0,5,325,0.259,1,1.18
1528,4.5,4,48,0.333,1,1.71
1529,1.778,9,69,0.222,1,1.33
1530,7.9,10,332,0.163,1,1.25
1531,17.556,9,761,0.217,1,1.45
1532,114.0,1,114,0.939,2,21.4
1533,41.0,1,41,0.927,2,12.67
1534,1.5,4,19,0.333,1,2.0
1535,8.167,6,186,0.241,1,1.42
1536,5.333,6,134,0.292,1,1.37
1537,5.286,7,184,0.243,1,1.34
1538,3.167,6,109,0.254,1,1.16
1539,4.667,6,147,0.292,1,1.29
1540,2.0,6,47,0.319,1,2.09
1541,7.0,4,112,0.455,1,1.27
1542,33.0,1,33,0.667,2,3.67
1543,2.071,14,204,0.14,1,1.63
1544,106.0,1,106,0.858,2,15.17
1545,1.2,10,47,0.183,1,2.2
1546,1.778,9,72,0.16,1,1.92
1547,1.778,9,78,0.208,1,2.14
1548,1.375,8,42,0.159,1,1.75
1549,3.857,7,75,0.164,1,2.58
1550,1.0,6,20,0.306,1,3.67
1551,2.167,6,70,0.295,1,1.64
1552,5.857,7,187,0.209,1,1.36
1553,5.857,7,217,0.22,1,1.47
1554,1.167,6,35,0.405,1,1.89
1555,2.167,6,68,0.295,1,1.44
1556,6.833,6,228,0.232,1,1.3
1557,6.667,6,236,0.221,1,1.26
1558,1.167,6,33,0.31,1,1.86
1559,3.0,4,48,0.146,1,1.0
1560,5.857,7,247,0.213,1,1.33
1561,6.667,6,239,0.313,1,1.27
1562,12.0,1,12,0.583,1,1.75
1563,1.833,6,53,0.333,1,1.69
1564,3.0,4,48,0.292,1,1.4
1565,6.833,6,209,0.224,1,1.2
1566,5.714,7,192,0.229,1,1.28
1567,2.556,9,105,0.213,1,1.57
1568,2.556,9,118,0.246,1,1.82
1569,2.125,8,77,0.265,1,1.71
1570,5.286,7,179,0.301,1,1.81
1571,7.714,7,234,0.267,1,1.42
1572,6.4,5,158,0.431,1,1.47
1573,2.6,5,61,0.415,1,1.69
1574,2.833,6,76,0.255,1,1.18
1575,2.167,6,68,0.308,1,1.6
1576,2.333,6,75,0.274,1,1.64
1577,2.333,6,78,0.274,1,1.28
1578,2.833,6,97,0.382,1,1.63
1579,2.6,5,45,0.262,1,1.42
1580,2.6,5,54,0.246,1,1.33
1581,3.5,4,41,0.268,1,1.67
1582,4.0,6,111,0.257,1,1.42
1583,2.167,6,73,0.282,1,1.57
1584,5.857,7,183,0.185,1,1.51
1585,5.857,7,225,0.226,1,1.48
1586,27.0,1,27,0.407,2,1.83
1587,41.0,1,41,0.78,2,4.57
1588,1.2,10,67,0.225,1,2.7
1589,2.333,9,97,0.175,1,1.65
1590,1.667,9,75,0.178,1,1.6
1591,1.889,9,81,0.183,1,1.75
1592,1.9,10,62,0.142,1,3.0
1593,1.2,10,38,0.142,1,2.83
1594,2.0,8,77,0.242,1,1.94
1595,2.286,7,59,0.25,1,2.0
1596,22.0,1,22,0.5,2,1.83
1597,3.0,3,27,0.296,1,1.33
1598,5.8,10,130,0.081,1,1.62
1599,26.0,7,790,0.203,1,1.27
1600,8.111,9,285,0.174,1,1.44
1601,11.889,9,658,0.204,1,1.42
1602,2.0,9,116,0.278,1,1.67
1603,17.857,7,751,0.27,1,1.4
1604,5.3,10,414,0.215,1,1.44
1605,5.375,8,248,0.212,1,1.4
1606,1.143,7,54,0.375,1,1.62
1607,3.75,8,200,0.233,1,1.24
1608,9.833,6,245,0.268,1,1.27
1609,1.167,6,33,0.262,1,1.83
1610,3.4,5,82,0.4,1,1.31
1611,0.6,5,15,0.6,1,4.5
1612,0.857,7,37,0.476,1,1.82
1613,4.714,7,171,0.342,1,1.49
1614,2.714,7,133,0.406,1,1.69
1615,2.429,7,93,0.395,1,1.81
1616,2.286,7,78,0.304,1,1.36
1617,2.111,9,110,0.269,1,1.35
1618,2.571,7,90,0.27,1,1.36
1619,1.0,6,28,0.361,1,1.63
1620,2.2,5,48,0.345,1,1.46
1621,3.2,5,80,0.425,1,1.36
1622,1.6,5,39,0.6,1,2.18
1623,4.143,7,136,0.286,1,1.71
1624,2.333,9,143,0.243,1,1.31
1625,5.111,9,305,0.242,1,1.47
1626,0.889,9,72,0.264,1,1.27
1627,6.111,9,400,0.251,1,1.43
1628,2.875,8,153,0.277,1,1.7
1629,7.0,7,252,0.318,1,1.54
1630,3.4,5,80,0.412,1,1.75
1631,0.6,5,13,0.6,1,4.5
1632,3.25,8,168,0.25,1,1.37
1633,3.375,8,184,0.208,1,1.45
1634,2.0,7,98,0.327,1,1.6
1635,2.571,7,82,0.206,1,2.17
1636,1.286,7,57,0.349,1,2.2
1637,0.571,7,27,0.286,1,8.0
1638,2.0,7,88,0.296,1,1.61
1639,2.714,7,102,0.331,1,1.42
1640,3.375,8,165,0.269,1,1.29
1641,0.571,7,28,0.321,1,3.0
1642,5.429,7,226,0.301,1,1.45
1643,4.714,7,196,0.299,1,1.44
1644,1.286,7,54,0.365,1,1.77
1645,0.857,7,42,0.452,1,1.9
1646,4.286,7,166,0.352,1,1.54
1647,1.143,7,41,0.286,1,1.78
1648,5.111,9,238,0.242,1,1.43
1649,24.444,9,1501,0.23,1,1.44
1650,4.75,8,222,0.25,1,1.38
1651,27.889,9,1517,0.187,1,1.33
1652,15.1,10,1162,0.193,1,1.48
1653,4.143,7,170,0.305,1,1.48
1654,1.857,7,59,0.264,1,1.41
1655,7.714,7,230,0.254,1,1.39
1656,1.0,7,42,0.408,1,2.22
1657,1.571,7,65,0.312,1,1.5
1658,5.444,9,328,0.265,1,1.6
1659,3.857,7,179,0.28,1,1.33
1660,3.0,7,138,0.354,1,1.63
1661,2.714,7,133,0.346,1,1.44
1662,5.125,8,173,0.232,1,1.55
1663,7.875,8,350,0.256,1,1.52
1664,5.875,8,264,0.221,1,1.26
1665,6.222,9,304,0.21,1,1.26
1666,2.444,9,138,0.192,1,1.31
1667,0.556,9,39,0.244,1,2.2
1668,3.667,6,132,0.326,1,1.3
1669,2.286,7,79,0.259,1,1.38
1670,10.125,8,383,0.221,1,1.29
1671,3.0,5,70,0.36,1,1.35
1672,1.0,5,25,0.44,1,1.57
1673,15.0,9,761,0.249,1,1.56
1674,3.0,7,125,0.34,1,1.35
1675,12.429,7,359,0.232,1,1.27
1676,1.143,7,56,0.375,1,1.62
1677,5.0,7,245,0.31,1,1.55
1678,2.0,7,83,0.388,1,1.65
1679,1.571,7,71,0.364,1,1.75
1680,1.857,7,76,0.297,1,1.69
1681,1.286,7,51,0.317,1,1.54
1682,5.857,7,223,0.345,1,1.55
1683,6.571,7,322,0.354,1,1.46
1684,2.857,7,106,0.35,1,1.58
1685,2.8,5,66,0.414,1,1.38
1686,26.2,10,1587,0.179,1,1.36
1687,4.9,10,368,0.196,1,1.26
1688,3.0,7,107,0.327,1,1.41
1689,5.444,9,302,0.231,1,1.46
1690,3.286,7,152,0.248,1,1.21
1691,0.714,7,20,0.257,1,2.25
1692,4.111,9,235,0.213,1,1.54
1693,2.833,6,84,0.275,1,1.33
1694,1.833,6,47,0.303,1,1.54
1695,1.0,6,34,0.417,1,1.5
1696,23.778,9,1440,0.23,1,1.44
1697,6.143,7,285,0.246,1,1.32
1698,6.222,9,311,0.196,1,1.24
1699,1.571,7,76,0.312,1,1.2
1700,4.714,7,196,0.342,1,1.98
1701,2.875,8,162,0.31,1,1.84
1702,3.286,7,161,0.329,1,1.39
1703,1.571,7,71,0.351,1,1.59
1704,2.857,7,122,0.364,1,1.46
1705,7.0,7,247,0.3,1,1.34
1706,3.8,10,209,0.195,1,1.48
1707,2.143,7,105,0.314,1,1.57
1708,9.429,7,427,0.294,1,1.46
1709,6.0,9,414,0.27,1,1.49
1710,5.444,9,349,0.272,1,1.38
1711,1.375,8,73,0.25,1,1.29
1712,5.143,7,242,0.365,1,1.67
1713,4.143,7,190,0.36,1,1.4
1714,1.571,7,74,0.351,1,1.35
1715,3.714,7,182,0.352,1,1.36
1716,1.286,7,61,0.286,1,1.2
1717,4.429,7,171,0.276,1,1.25
1718,1.286,7,60,0.381,1,1.85
1719,3.375,8,148,0.236,1,1.31
1720,0.5,8,32,0.375,1,2.4
1721,0.625,8,38,0.375,1,1.67
1722,1.0,5,25,0.52,1,2.17
1723,2.143,7,103,0.229,1,1.41
1724,5.286,7,259,0.305,1,1.46
1725,1.286,7,57,0.302,1,1.46
1726,1.571,7,77,0.364,1,1.33
1727,2.714,7,122,0.361,1,1.5
1728,1.143,7,50,0.357,1,2.22
1729,6.111,9,346,0.259,1,1.47
1730,4.143,7,192,0.365,1,2.0
1731,0.571,7,24,0.25,1,2.33
1732,2.0,7,96,0.337,1,1.83
1733,2.429,7,109,0.286,1,1.31
1734,5.429,7,170,0.226,1,1.4
1735,2.875,8,102,0.239,1,1.76
1736,4.556,9,244,0.244,1,1.32
1737,5.5,6,168,0.268,1,1.39
1738,0.667,6,24,0.458,1,2.2
1739,3.167,6,81,0.36,1,1.58
1740,8.167,6,204,0.286,1,1.38
1741,1.857,7,78,0.297,1,1.17
1742,1.857,7,89,0.374,1,1.79
1743,4.286,7,183,0.305,1,1.64
1744,2.0,7,98,0.378,1,1.95
1745,2.0,7,77,0.337,1,1.38
1746,2.571,7,122,0.365,1,2.0
1747,1.0,7,49,0.245,1,1.71
1748,3.714,7,169,0.269,1,1.23
1749,2.833,6,102,0.324,1,1.32
1750,1.5,6,43,0.296,1,1.23
1751,4.333,6,152,0.34,1,1.33
1752,1.0,5,25,0.36,1,1.29
1753,5.333,9,296,0.273,1,1.42
1754,4.429,7,185,0.313,1,1.58
1755,6.0,7,248,0.333,1,1.46
1756,6.571,7,240,0.304,1,1.53
1757,2.2,5,55,0.455,1,1.67
1758,2.333,9,147,0.206,1,1.22
1759,6.444,9,277,0.203,1,1.34
1760,5.444,9,288,0.265,1,1.36
1761,0.889,9,53,0.222,1,1.78
1762,2.444,9,185,0.227,1,1.61
1763,4.571,7,180,0.232,1,1.3
1764,2.111,9,115,0.222,1,1.31
1765,3.0,6,85,0.306,1,1.32
1766,2.143,7,88,0.333,1,1.46
1767,2.286,7,107,0.304,1,1.13
1768,3.556,9,263,0.24,1,1.5
1769,8.0,7,236,0.227,1,1.25
1770,2.0,8,118,0.234,1,1.58
1771,1.167,6,33,0.262,1,1.38
1772,5.5,6,161,0.247,1,1.2
1773,1.667,6,45,0.333,1,1.54
1774,4.167,6,118,0.273,1,1.17
1775,2.111,9,167,0.251,1,1.34
1776,3.222,9,232,0.234,1,1.39
1777,5.444,9,318,0.247,1,1.51
1778,1.857,7,85,0.363,1,2.2
1779,7.125,8,364,0.268,1,1.45
1780,6.75,8,336,0.275,1,1.37
1781,1.375,8,88,0.318,1,1.4
1782,3.429,7,111,0.274,1,1.48
1783,5.429,7,183,0.259,1,1.5
1784,2.556,9,169,0.222,1,1.35
1785,5.444,9,303,0.222,1,1.27
1786,6.143,7,243,0.249,1,1.29
1787,1.143,7,45,0.357,1,2.0
1788,2.714,7,130,0.398,1,1.77
1789,1.4,5,34,0.429,1,1.36
1790,1.2,5,30,0.3,1,1.8
1791,26.2,10,1575,0.19,1,1.32
1792,2.429,7,94,0.353,1,1.56
1793,1.286,7,47,0.349,1,1.83
1794,5.714,7,272,0.336,1,1.57
1795,6.857,7,276,0.33,1,1.44
1796,3.125,8,176,0.285,1,1.36
1797,1.857,7,91,0.396,1,1.33
1798,2.286,7,112,0.339,1,1.41
1799,5.429,7,254,0.248,1,1.32
1800,1.4,5,35,0.457,1,2.0
1801,0.9,10,90,0.222,1,1.25
1802,4.7,10,367,0.198,1,1.29
1803,2.0,8,121,0.258,1,1.18
1804,0.75,8,39,0.313,1,1.88
1805,3.714,7,166,0.302,1,1.53
1806,7.222,9,460,0.222,1,1.35
1807,2.571,7,104,0.27,1,1.31
1808,2.625,8,108,0.232,1,1.3
1809,2.6,5,65,0.4,1,1.18
1810,11.625,8,400,0.185,1,1.24
1811,3.0,7,119,0.293,1,1.34
1812,3.857,7,33,0.079,1,2.5
1813,6.286,7,226,0.218,1,1.26
1814,2.714,7,83,0.248,1,1.5
1815,3.429,7,143,0.232,1,1.22
1816,5.571,7,233,0.253,1,1.33
1817,1.571,7,72,0.325,1,1.39
1818,2.143,7,93,0.229,1,1.6
1819,1.857,7,91,0.363,1,1.94
1820,0.571,7,28,0.286,1,2.0
1821,2.571,7,120,0.365,1,1.53
1822,1.857,7,76,0.33,1,1.43
1823,5.714,7,219,0.336,1,1.47
1824,5.222,9,327,0.279,1,1.53
1825,1.0,7,48,0.347,1,2.13
1826,1.571,7,75,0.403,1,1.48
1827,3.333,9,215,0.27,1,1.4
1828,2.857,7,123,0.257,1,1.13
1829,1.571,7,56,0.364,1,1.56
1830,3.286,7,136,0.329,1,1.66
1831,1.286,7,60,0.333,1,1.4
1832,1.857,7,85,0.308,1,1.65
1833,2.714,7,89,0.286,1,1.36
1834,5.6,5,114,0.307,1,1.3
1835,6.4,5,138,0.35,1,1.33
1836,4.8,5,114,0.375,1,1.45
1837,3.8,5,89,0.442,1,1.5
1838,6.0,9,360,0.191,1,1.24
1839,4.333,9,219,0.239,1,1.53
1840,8.143,7,263,0.273,1,1.3
1841,1.429,7,70,0.329,1,1.77
1842,4.571,7,186,0.277,1,1.41
1843,1.0,6,36,0.361,1,1.44
1844,3.5,6,126,0.349,1,1.33
1845,1.167,6,32,0.357,1,2.14
1846,0.714,7,29,0.371,1,1.86
1847,1.857,7,77,0.319,1,1.61
1848,1.286,7,54,0.381,1,2.0
1849,5.0,7,230,0.302,1,1.48
1850,2.0,7,95,0.357,1,1.52
1851,1.571,7,61,0.39,1,1.58
1852,2.857,7,140,0.379,1,1.61
1853,4.429,7,182,0.318,1,1.35
1854,3.286,7,109,0.286,1,1.59
1855,5.571,7,200,0.293,1,1.43
1856,1.0,7,43,0.245,1,1.71
1857,4.875,8,257,0.224,1,1.21
1858,7.714,7,302,0.235,1,1.53
1859,4.571,7,186,0.268,1,1.28
1860,7.286,7,280,0.322,1,1.49
1861,6.857,7,219,0.268,1,1.61
1862,1.857,7,90,0.286,1,1.73
1863,1.143,7,38,0.268,1,1.15
1864,2.429,7,106,0.227,1,1.5
1865,1.429,7,58,0.286,1,1.33
1866,1.571,7,70,0.286,1,1.29
1867,1.3,10,104,0.231,1,1.76
1868,1.833,6,63,0.364,1,1.33
1869,2.714,7,112,0.346,1,1.77
1870,2.0,7,77,0.214,1,1.11
1871,2.5,8,130,0.206,1,1.38
1872,4.333,6,136,0.288,1,1.29
1873,3.75,8,161,0.225,1,1.23
1874,1.25,8,74,0.238,1,1.73
1875,1.857,7,77,0.341,1,1.82
1876,5.571,7,233,0.33,1,1.43
1877,3.6,5,78,0.467,1,1.91
1878,2.667,6,73,0.198,1,2.38
1879,3.857,7,159,0.37,1,1.79
1880,1.143,7,44,0.357,1,1.54
1881,2.429,7,113,0.261,1,1.82
1882,1.571,7,71,0.364,1,2.0
1883,1.571,7,60,0.299,1,1.64
1884,3.286,7,126,0.342,1,1.45
1885,1.0,7,49,0.327,1,1.33
1886,1.143,7,49,0.339,1,2.38
1887,2.167,6,52,0.269,1,1.5
1888,2.286,7,79,0.286,1,1.88
1889,4.667,6,131,0.369,1,1.77
1890,4.857,7,139,0.273,1,1.55
1891,2.571,7,79,0.286,1,1.57
1892,1.571,7,56,0.351,1,1.5
1893,3.0,7,134,0.327,1,1.71
1894,2.0,7,74,0.286,1,1.56
1895,7.429,7,287,0.272,1,1.22
1896,14.0,1,14,0.571,1,2.67
1897,3.6,5,73,0.4,1,1.64
1898,7.2,5,173,0.406,1,1.35
1899,1.571,7,73,0.377,1,1.38
1900,3.222,9,195,0.287,1,1.53
1901,4.111,9,195,0.228,1,1.27
1902,2.286,7,103,0.295,1,1.18
1903,3.25,8,162,0.236,1,1.26
1904,1.571,7,56,0.299,1,1.35
1905,2.6,5,61,0.477,1,1.48
1906,1.4,5,35,0.543,1,2.11
1907,2.8,5,70,0.457,1,1.52
1908,4.286,7,186,0.3,1,1.43
1909,1.286,7,39,0.238,1,1.5
1910,2.286,7,107,0.286,1,1.68
1911,1.571,7,47,0.247,1,1.36
1912,3.857,7,189,0.286,1,1.32
1913,1.0,7,39,0.265,1,1.44
1914,3.0,7,116,0.333,1,1.4
1915,4.714,7,207,0.368,1,1.57
1916,2.429,7,108,0.336,1,1.48
1917,1.714,7,68,0.357,1,1.67
1918,2.714,7,125,0.406,1,1.74
1919,4.286,7,210,0.329,1,1.38
1920,1.143,7,43,0.268,1,1.07
1921,1.571,7,65,0.312,1,1.33
1922,2.667,9,127,0.218,1,1.38
1923,3.429,7,130,0.244,1,1.46
1924,2.857,7,105,0.257,1,1.33
1925,3.333,9,253,0.248,1,1.46
1926,3.8,5,85,0.389,1,1.32
1927,2.2,5,55,0.364,1,1.33
1928,2.286,7,71,0.241,1,1.93
1929,1.4,5,35,0.4,1,1.17
1930,3.143,7,110,0.247,1,1.23
1931,1.889,9,99,0.235,1,1.44
1932,3.3,10,186,0.182,1,1.4
1933,2.0,7,94,0.306,1,1.3
1934,2.571,7,123,0.278,1,1.35
1935,0.714,7,35,0.257,1,1.13
1936,5.857,7,222,0.328,1,1.42
1937,2.222,9,104,0.294,1,1.51
1938,0.857,7,42,0.381,1,2.29
1939,0.571,7,24,0.25,1,1.75
1940,2.0,7,96,0.408,1,1.74
1941,1.875,8,109,0.267,1,1.23
1942,3.0,7,105,0.32,1,1.68
1943,8.0,9,355,0.241,1,1.61
1944,3.0,7,110,0.279,1,1.52
1945,5.429,7,194,0.338,1,1.55
1946,1.571,7,72,0.364,1,1.4
1947,4.571,7,174,0.308,1,1.25
1948,5.143,7,220,0.302,1,1.36
1949,6.3,10,389,0.184,1,1.4
1950,6.143,7,256,0.292,1,1.33
1951,3.429,7,102,0.28,1,1.38
1952,2.111,9,117,0.292,1,1.52
1953,4.286,7,160,0.338,1,1.54
1954,1.0,7,44,0.306,1,1.36
1955,1.833,6,66,0.348,1,1.53
1956,3.111,9,194,0.25,1,1.47
1957,2.857,7,121,0.229,1,1.19
1958,2.0,7,81,0.265,1,1.18
1959,1.833,6,55,0.364,1,1.6
1960,3.167,6,103,0.307,1,1.59
1961,4.571,7,193,0.272,1,1.53
1962,1.667,6,51,0.317,1,1.19
1963,2.333,6,84,0.274,1,1.28
1964,2.667,9,101,0.213,1,1.28
1965,4.0,6,112,0.292,1,1.35
1966,1.833,6,64,0.303,1,1.33
1967,1.6,5,39,0.35,1,1.0
1968,2.857,7,140,0.329,1,1.48
1969,0.571,7,19,0.393,1,3.67
1970,7.286,7,311,0.325,1,1.66
1971,1.571,7,74,0.416,1,1.6
1972,5.5,8,237,0.284,1,1.43
1973,4.0,6,110,0.264,1,1.46
1974,5.429,7,199,0.286,1,1.69
1975,0.571,7,25,0.25,1,1.75
1976,3.571,7,141,0.189,1,1.22
1977,3.143,7,124,0.325,1,1.32
1978,3.0,7,134,0.388,1,1.84
1979,3.375,8,188,0.282,1,1.36
1980,1.857,7,76,0.33,1,1.58
1981,1.143,7,56,0.393,1,1.69
1982,4.714,7,228,0.351,1,1.53
1983,1.0,9,61,0.272,1,1.38
1984,1.222,9,77,0.253,1,1.92
1985,5.714,7,263,0.311,1,1.43
1986,1.571,7,77,0.299,1,1.77
1987,3.1,10,202,0.197,1,1.3
1988,3.8,10,176,0.187,1,1.37
1989,4.778,9,234,0.274,1,1.68
1990,1.0,7,49,0.286,1,1.27
1991,3.0,7,109,0.306,1,1.67
1992,1.571,7,75,0.377,1,1.61
1993,2.333,6,84,0.286,1,1.2
1994,2.167,6,71,0.333,1,1.37
1995,1.667,6,58,0.4,1,1.5
1996,1.2,5,29,0.433,1,1.63
1997,2.4,5,60,0.483,1,1.38
1998,4.9,10,318,0.165,1,1.35
1999,2.167,6,66,0.333,1,1.37
2000,1.833,6,63,0.394,1,1.53
2001,2.167,6,78,0.308,1,1.41
2002,2.0,8,86,0.211,1,1.42
2003,1.833,6,52,0.333,1,1.47
2004,5.0,6,144,0.311,1,1.22
2005,5.0,4,74,0.388,1,1.41
2006,5.5,4,86,0.432,1,1.46
2007,4.2,5,83,0.333,1,1.46
2008,3.222,9,160,0.23,1,1.3
2009,4.857,7,180,0.286,1,1.36
2010,0.857,7,41,0.452,1,1.73
2011,5.857,7,207,0.341,1,1.58
2012,6.571,7,320,0.354,1,1.46
2013,1.0,8,56,0.219,1,1.56
2014,2.0,7,98,0.347,1,2.0
2015,4.0,5,99,0.49,1,1.58
2016,2.222,9,90,0.233,1,1.62
2017,0.875,8,44,0.268,1,1.67
2018,2.125,8,82,0.199,1,3.0
2019,2.375,8,110,0.178,1,1.5
2020,2.375,8,129,0.184,1,1.47
2021,2.0,7,83,0.327,1,1.45
2022,2.286,7,112,0.259,1,2.07
2023,2.0,7,83,0.316,1,1.48
2024,1.571,7,69,0.364,1,1.47
2025,4.714,7,195,0.264,1,1.2
2026,5.143,7,236,0.278,1,1.25
2027,25.1,10,1293,0.179,1,1.37
2028,0.857,7,27,0.333,1,1.75
