,x27_num,x9_num,x14_num,class_cat,x2_num,x30_num,x13_num,x36_num,x17_num,x37_num,x38_num,x29_num,x24_num,x12_num,x16_num,x1_num,x33_num,x23_num,x25_num,x19_num
2142,0.86,2.18,5.71,2,-2.09,1.29,3.47,1.84,1.98,-0.01,0.9,0.86,-2.04,1.42,5.4,-1.54,0.1,-1.6,-0.13,1.42
2143,0.6,5.19,1.75,1,-0.21,-0.67,2.5,-2.05,-0.72,0.67,0.96,-0.04,1.04,4.44,1.39,-0.58,0.86,0.05,0.29,-0.01
2144,-0.37,4.03,2.41,1,0.74,0.81,3.67,-0.9,-0.52,-0.92,1.22,-1.47,0.52,3.49,0.16,0.17,-0.07,2.03,-0.56,-0.6
2145,-1.59,3.18,1.4,1,1.32,-0.74,0.75,0.59,-1.22,-0.78,-0.5,1.46,-0.17,2.08,-0.65,1.08,-0.1,1.44,-0.02,0.77
2146,-1.86,3.32,2.52,1,1.55,0.89,4.51,-0.09,-1.1,0.23,-1.55,-0.05,-1.89,3.83,-0.34,0.09,-1.42,-0.1,-1.36,-0.69
2147,-1.1,3.97,2.18,1,1.6,0.4,0.84,-0.46,-1.26,-1.39,-0.03,-1.23,0.05,2.66,0.9,-0.62,-0.43,-1.05,-0.75,-1.76
2148,-1.66,1.99,3.72,2,0.77,2.61,5.33,0.43,3.75,0.52,1.4,-0.16,0.87,5.49,3.34,-0.7,0.45,-0.61,-0.84,2.89
2149,1.02,5.12,-1.37,1,-0.19,-0.58,-1.05,0.24,-0.76,-0.87,-1.05,1.83,-0.33,2.05,-1.17,0.65,-1.53,-0.12,0.4,2.18
2150,1.43,3.59,2.37,1,-0.18,-0.97,1.17,-1.47,0.41,1.67,0.78,-1.15,1.03,2.8,2.47,-1.22,-0.12,0.37,-0.93,-0.82
2151,-0.5,3.78,1.98,0,-0.08,-0.39,3.0,1.51,0.67,-0.51,-0.02,0.4,-0.09,1.64,1.94,-1.3,0.3,0.02,-0.66,0.14
2152,-0.39,2.07,2.87,2,-0.13,-0.47,4.23,0.78,2.41,-1.07,-1.39,-0.26,-0.31,0.39,5.94,0.16,-0.33,-1.05,0.33,1.73
2153,0.72,4.36,1.71,1,1.8,1.64,0.17,0.64,-0.11,1.84,0.03,-0.16,1.11,2.3,0.12,0.22,-1.03,-0.68,-2.9,1.38
2154,-1.43,-1.18,2.74,0,1.35,2.36,1.42,-1.37,3.65,-0.56,0.6,0.36,-0.25,3.32,1.79,1.31,-2.95,0.14,-1.17,-0.75
2155,-0.17,2.65,1.87,1,1.25,-0.22,0.51,0.76,0.83,-0.28,-0.3,0.11,0.27,3.42,-1.19,0.78,1.23,0.7,-0.66,-1.38
2156,0.76,2.56,1.09,1,1.13,0.37,0.86,0.93,0.21,0.01,-0.06,0.38,-1.44,0.53,-0.01,-0.86,-0.16,0.6,-1.96,0.17
2157,-0.22,3.99,2.9,2,-0.1,0.45,3.15,0.16,-0.05,-0.47,0.88,-1.55,-1.52,4.88,1.85,-0.13,-2.8,-1.09,0.32,-1.58
2158,1.48,-0.1,1.15,0,2.03,-1.83,2.89,0.78,1.93,1.22,-0.41,0.04,-1.38,2.42,4.77,-1.15,-1.05,-0.06,-0.22,0.86
2159,0.08,0.64,4.49,2,-1.32,0.39,5.16,0.64,3.47,1.35,-0.18,0.81,-0.44,3.4,4.61,-0.19,-0.06,-0.27,1.11,1.03
2160,0.5,0.69,3.71,2,0.67,0.21,6.44,-1.67,2.34,-0.31,1.42,-0.04,-2.05,2.57,3.62,1.22,1.04,-0.1,1.45,1.93
2161,-0.71,4.12,1.43,1,0.96,0.3,2.07,-0.15,-1.79,0.28,-0.99,-1.05,0.22,3.75,0.31,-0.04,2.24,-0.54,0.59,0.64
2162,0.74,4.4,2.62,1,0.54,0.71,3.95,-0.25,1.15,0.38,0.88,0.98,0.69,4.56,2.38,-1.49,-0.23,-1.75,0.37,-0.3
2163,-0.07,3.41,3.12,1,-1.83,0.21,1.69,0.47,0.53,-1.88,0.27,-2.52,-0.03,3.07,0.86,-0.75,0.8,-0.65,0.95,-1.62
2164,-0.53,4.11,3.16,2,-1.05,-0.11,3.02,0.46,1.35,1.72,1.65,0.76,0.89,4.4,3.49,-0.01,0.46,-1.0,1.92,1.5
2165,0.08,5.57,1.27,1,-0.12,0.41,-0.75,0.56,-2.62,0.87,-0.24,0.26,0.06,3.07,-0.52,1.55,0.18,-0.75,0.18,-1.11
2166,0.58,4.53,-1.14,1,3.25,-0.37,0.11,-1.03,0.07,-1.65,-1.96,-0.56,0.67,2.87,0.23,-1.12,-0.26,-0.77,0.0,0.23
2167,1.83,3.06,0.33,0,0.98,-0.14,2.46,-0.19,2.43,0.01,0.3,-0.28,-0.25,0.93,-0.32,-0.05,-0.4,0.09,1.95,0.87
2168,0.37,4.5,2.66,1,0.23,-0.5,5.46,1.33,0.49,-2.15,0.91,-2.3,0.04,5.2,1.92,1.65,-1.47,1.78,1.25,-0.34
2169,-0.17,5.74,3.16,1,-0.4,-0.26,4.2,0.5,-0.46,-0.09,-1.28,1.46,-0.18,4.48,0.13,-1.03,-0.49,0.82,0.15,-0.64
2170,0.67,2.76,2.64,2,-0.47,0.58,4.73,-0.79,1.63,-0.95,0.26,-1.11,1.08,5.11,1.11,0.85,0.93,-0.43,0.69,-1.74
2171,0.19,3.25,3.45,2,-2.53,-0.84,4.05,0.74,1.09,0.49,1.17,0.65,1.12,5.76,1.9,0.18,0.66,0.7,-0.74,-0.1
2172,0.32,3.6,1.38,0,3.08,1.3,-0.65,1.29,2.16,1.49,-0.0,-0.66,0.43,-0.16,2.5,-0.55,-0.55,-0.34,0.03,0.09
2173,1.34,4.87,2.13,0,0.6,-1.04,1.65,0.41,-0.88,0.59,0.07,-0.79,-0.44,1.16,2.95,0.13,1.08,-0.84,-1.04,2.5
2174,0.45,2.57,2.89,1,-0.97,-0.06,6.63,0.63,-1.05,0.48,1.14,-0.68,-0.36,7.0,-0.19,0.41,-0.03,-1.69,-0.58,0.23
2175,0.51,0.45,3.71,0,1.13,0.05,2.04,-0.05,4.35,0.06,0.08,-0.12,-1.07,2.82,2.94,2.05,0.5,0.82,0.28,2.28
2176,1.92,1.29,4.73,2,0.05,0.59,4.63,0.81,3.93,0.45,0.48,-0.96,-0.62,1.75,5.55,0.38,0.48,-0.85,0.67,2.34
2177,0.82,3.76,1.94,1,-0.82,1.63,0.71,1.08,-0.57,-0.44,0.47,-1.02,0.59,3.28,0.74,0.45,1.8,2.19,1.37,2.69
2178,-1.03,1.87,-1.4,0,0.4,1.85,1.99,0.95,0.31,1.06,1.22,-1.33,2.25,-0.41,1.47,-0.29,-0.58,-0.36,-1.73,-1.13
2179,0.17,3.05,3.28,2,0.2,0.85,3.8,-0.55,-0.88,0.12,-0.18,0.0,1.72,5.13,1.7,-0.58,1.96,1.1,-0.72,1.45
2180,-0.61,2.43,5.1,2,0.1,1.79,5.79,0.45,3.93,0.84,0.79,-2.21,0.79,4.48,4.9,-0.69,0.49,0.36,0.28,-0.55
2181,0.66,3.97,3.28,2,-1.44,0.14,3.33,0.04,0.47,0.31,-0.59,-2.0,0.18,3.84,2.66,-1.11,-0.1,-1.74,0.03,1.59
2182,0.48,1.93,5.29,2,0.4,-0.67,3.71,0.21,4.08,0.11,-0.2,0.57,1.61,3.77,3.88,0.65,-0.86,0.31,-1.3,0.57
2183,-0.56,2.11,2.87,2,-0.46,-0.99,4.22,1.28,1.4,1.28,-1.04,-0.07,0.02,4.87,4.15,-1.08,-0.04,0.06,-0.5,1.9
2184,1.55,2.47,-0.49,0,1.15,0.12,-0.11,0.32,1.51,-0.07,1.5,0.36,-0.98,2.58,0.28,-0.27,1.0,-0.8,-0.82,-0.5
2185,-0.59,4.51,1.58,0,0.57,-0.16,-0.35,0.88,0.55,0.06,0.69,0.52,-0.5,3.21,0.72,0.38,-0.56,0.25,0.51,2.18
2186,0.31,4.43,2.44,1,0.05,-1.25,3.66,-1.65,-1.09,-0.84,1.71,0.74,1.35,5.54,1.53,0.24,-0.5,0.08,0.24,-0.24
2187,0.78,4.4,2.87,0,-0.43,-0.18,0.03,2.07,1.55,-0.53,2.08,0.08,-0.08,3.11,0.97,-0.46,-0.86,0.48,-1.14,1.84
2188,-0.68,-1.31,4.41,0,0.45,-1.24,3.31,0.45,3.83,-0.16,1.94,-0.01,0.89,3.11,4.15,0.01,0.75,0.77,0.63,0.06
2189,0.64,0.14,3.13,0,-0.3,0.8,3.11,1.27,5.46,0.16,-0.64,0.38,0.96,3.11,6.99,-2.01,-0.08,-0.74,-0.49,1.84
2190,-1.06,3.85,1.71,2,-0.96,-1.92,3.43,-0.68,-0.31,1.13,0.54,-0.01,-1.97,4.69,0.71,1.31,0.83,-1.17,0.8,1.93
2191,0.94,3.59,3.84,2,-0.39,-1.01,5.34,-0.95,3.24,-1.48,1.56,-0.13,1.78,5.53,0.65,0.46,-0.89,0.22,-1.35,0.01
2192,-0.5,4.58,2.77,1,0.26,-2.51,3.11,0.97,-0.21,-1.77,-0.06,0.29,0.27,1.17,-1.02,-1.38,-0.84,0.13,-0.03,-0.22
2193,-0.44,-0.23,3.82,0,-0.06,0.05,1.07,1.31,2.34,1.06,0.44,1.51,0.03,0.69,2.94,-0.99,-1.15,1.09,-0.51,1.49
2194,-0.55,1.3,2.95,0,0.31,-0.73,0.11,-0.93,1.3,-0.84,0.23,0.61,1.28,2.3,2.18,0.57,1.5,0.75,-2.36,-0.83
2195,-1.77,2.2,1.75,0,0.61,0.29,1.86,-1.41,2.79,-1.16,0.7,0.2,0.26,0.57,2.24,-0.99,0.32,0.93,0.47,0.82
2196,-1.46,0.06,3.85,2,0.01,-0.48,4.82,-1.41,2.81,-0.79,0.59,0.33,1.26,4.32,3.54,0.61,1.61,-1.42,1.04,2.31
2197,-1.32,1.89,6.29,2,1.95,-0.63,3.49,1.42,3.85,-1.22,0.18,-0.8,-0.87,2.08,4.32,-1.55,-0.07,0.69,0.54,0.87
2198,1.52,2.57,2.87,1,1.44,0.4,2.07,0.79,-1.29,-0.21,-0.63,1.27,0.3,3.3,3.02,-0.93,-1.43,-0.8,0.51,0.64
2199,1.19,2.33,3.67,0,0.31,0.81,3.83,-0.57,3.07,1.87,1.19,1.18,-0.1,2.86,4.41,0.88,0.74,-0.43,-0.03,1.75
2200,-0.41,1.1,2.6,0,-0.27,0.94,1.81,-0.38,2.91,-0.01,0.59,0.74,-0.02,2.06,2.88,-1.14,1.38,-0.65,-0.51,1.1
2201,1.33,1.55,2.93,2,-0.67,-0.34,3.25,-2.25,2.74,0.35,-0.6,0.63,-0.93,3.07,6.61,0.87,0.9,0.03,0.37,0.39
2202,0.85,3.92,2.55,1,1.53,1.62,3.67,-2.28,-0.31,-0.38,-1.37,-1.91,0.6,1.61,0.45,0.06,0.48,0.01,-0.32,0.91
2203,0.43,4.74,0.45,1,-0.52,-0.26,3.54,-0.44,-0.23,0.55,-0.04,1.26,-1.43,3.09,0.08,0.73,2.02,-0.27,-0.91,1.09
2204,0.7,2.59,1.09,2,-1.55,-1.6,3.5,0.16,1.4,-2.62,-0.85,1.07,0.47,5.76,1.46,-1.5,-1.2,-0.44,-0.19,0.6
2205,0.02,3.33,4.22,2,-0.71,1.24,5.21,-0.83,0.11,-0.45,0.87,-0.41,-0.71,4.18,1.69,0.23,0.16,-1.33,-0.39,2.1
2206,-0.12,2.14,1.77,0,0.77,-0.04,2.21,0.66,2.04,-0.18,-1.1,0.63,-0.68,2.29,-0.2,-1.34,-0.49,-1.52,0.43,-1.88
2207,0.09,2.28,-0.32,0,1.96,1.05,0.79,0.61,1.15,-1.82,-0.12,0.73,-0.1,1.84,1.21,-0.66,0.52,0.32,0.08,0.22
2208,0.86,2.28,2.02,0,-0.34,-0.73,0.67,0.26,0.93,-0.09,0.22,-0.52,-0.79,-0.29,1.34,-0.18,0.36,1.16,1.16,-0.51
2209,-0.1,4.31,1.01,1,0.06,0.34,2.39,-0.01,0.44,0.45,1.4,-0.07,0.33,2.48,0.77,0.47,-0.82,0.78,-1.15,1.04
2210,-0.55,4.14,2.68,1,0.3,-0.38,2.43,1.08,1.19,0.42,-0.77,-0.74,0.42,3.07,-1.17,-0.53,0.24,0.37,-0.58,1.02
2211,-0.03,3.47,3.47,2,1.55,-0.49,3.09,1.85,1.3,-0.71,-0.29,-0.74,-1.32,4.72,2.96,0.26,-0.07,2.76,-0.25,-1.52
2212,0.9,0.33,3.79,2,0.23,-0.51,2.92,-0.49,1.79,-0.91,-1.58,-1.22,-0.48,4.71,4.26,-0.92,0.47,0.95,-0.19,1.5
2213,-0.9,1.88,1.75,0,2.06,-1.36,0.17,1.06,0.1,0.72,-1.44,-1.01,-1.59,2.31,-0.26,-0.12,-0.43,-0.75,-0.28,0.25
2214,0.2,4.15,-0.31,1,0.31,-0.36,1.32,-0.9,-0.61,0.4,1.06,-0.48,1.5,1.6,-0.51,0.44,-0.58,-0.39,-1.8,0.58
2215,-0.36,2.15,3.36,0,-1.07,0.34,4.14,-0.01,2.77,-0.84,0.3,0.27,1.43,1.86,4.51,-0.75,1.55,0.91,0.67,1.85
2216,1.77,2.03,5.36,2,0.39,1.61,3.78,0.03,3.0,-1.5,-0.04,1.21,0.45,2.49,4.27,-0.29,0.07,-0.11,1.41,2.03
2217,1.54,2.02,1.42,0,1.48,-0.05,0.82,-0.77,4.78,-0.58,-0.11,-2.03,0.54,0.58,2.49,-0.33,0.34,-0.25,0.38,2.3
2218,-0.25,0.7,4.16,2,2.6,-1.74,3.97,0.06,3.92,0.3,-0.57,-0.27,-0.05,2.95,2.76,0.91,-0.87,0.29,0.94,2.79
2219,0.97,3.02,1.96,1,-0.6,-0.25,3.77,0.63,0.68,-0.26,-0.88,0.93,-0.34,4.31,1.64,0.36,0.94,0.66,0.32,-0.37
2220,-0.64,4.88,-0.53,0,2.35,0.1,1.02,2.55,0.1,0.3,-0.09,0.94,-0.13,1.36,-0.01,-0.79,0.13,-0.32,-0.48,-0.92
2221,0.93,4.57,3.31,2,-0.92,0.7,3.71,-0.01,2.27,-0.02,1.85,-0.58,-0.75,5.26,1.55,2.37,1.16,0.36,-0.02,2.52
2222,0.54,5.1,4.24,2,0.8,0.35,2.97,0.38,2.0,-0.4,-0.09,-0.11,-0.84,5.9,-0.03,-0.12,-0.64,-0.73,0.38,-0.18
2223,-0.17,0.0,4.29,0,-0.34,1.36,3.89,-1.42,2.26,1.3,1.08,-0.27,-0.5,1.85,3.15,-0.14,1.75,0.75,-0.94,0.73
2224,0.19,3.12,3.94,2,-1.06,-0.86,5.08,0.03,1.14,1.48,-0.47,0.57,-0.63,2.19,1.39,1.36,-0.73,0.1,0.39,0.36
2225,0.81,0.97,6.06,2,-1.79,0.2,3.44,0.14,2.32,-0.62,-0.73,0.68,0.64,3.76,6.06,1.85,1.56,0.27,0.29,1.87
2226,-0.62,3.15,1.81,1,-1.37,-1.18,0.08,-0.52,1.47,-0.75,-1.5,-1.39,-0.12,2.02,0.48,-0.34,0.01,-0.43,0.24,-1.63
2227,0.07,0.5,5.37,2,0.97,-0.86,4.08,1.16,4.34,-0.31,-1.2,-0.18,-1.26,2.86,7.67,-0.41,-0.66,-0.7,0.33,2.49
2228,0.28,2.34,4.12,2,-0.4,0.63,3.96,0.82,0.4,0.49,-1.37,1.55,-0.77,5.51,2.58,0.95,-1.12,-0.66,-1.49,2.0
2229,0.33,2.95,3.61,2,1.1,-0.47,3.49,-0.71,2.13,-1.51,0.22,0.99,0.97,6.11,3.02,-1.68,0.79,-0.48,0.84,1.29
2230,0.59,3.61,4.05,2,-0.52,-0.97,2.8,-0.86,2.07,-0.69,-0.02,-0.11,-1.51,5.48,1.73,-0.11,-1.78,-0.28,1.03,1.59
2231,-0.44,-0.19,4.19,2,-0.79,2.13,3.9,-0.1,5.0,-1.42,-1.03,0.33,0.19,4.6,4.38,-1.15,0.6,1.01,-0.44,2.15
2232,1.34,3.72,2.41,1,0.75,0.53,2.93,0.08,0.41,-0.93,0.03,-0.07,1.18,6.26,2.24,-0.23,1.34,-0.96,0.81,0.33
2233,1.93,5.66,5.24,1,-0.51,-1.4,4.1,-0.36,-2.22,1.58,-1.3,0.1,0.17,4.86,0.76,-1.51,-0.08,-1.16,1.48,-0.59
2234,0.08,3.3,1.6,0,0.57,-0.9,1.56,-2.64,0.59,2.07,1.05,-0.37,-0.4,2.02,0.38,0.57,-1.52,-0.77,0.48,-0.53
2235,1.26,0.08,3.46,2,-0.74,0.63,4.9,-1.14,3.29,1.07,1.22,-0.54,-2.22,1.8,7.1,0.46,-0.06,0.25,0.51,1.75
2236,1.13,5.09,0.19,1,1.32,-0.35,1.19,-0.29,1.33,-0.63,-1.43,1.2,-0.58,2.65,-1.27,-0.92,-0.46,-0.61,-1.06,0.65
2237,-0.52,1.1,3.16,2,-0.84,0.47,4.96,0.52,2.73,0.12,0.09,-0.12,-0.09,3.48,5.95,1.75,-1.05,0.63,1.97,0.19
2238,-2.19,3.6,2.29,1,0.3,-0.55,3.28,-0.31,1.41,0.26,2.09,-1.09,-1.61,4.34,-1.53,-0.76,1.2,2.29,-0.06,0.1
2239,-1.14,3.97,3.11,2,1.04,0.33,4.31,-1.09,0.35,-1.0,1.81,-0.49,-0.92,4.69,0.66,2.09,0.54,1.21,-0.68,-0.18
2240,0.61,4.65,-2.64,0,2.61,0.51,-1.05,2.38,0.2,-0.19,1.89,-0.41,1.43,2.27,0.69,0.76,-0.79,1.24,0.13,-1.39
2241,1.5,2.04,3.11,0,0.75,0.4,2.32,-2.76,1.53,-1.17,-0.25,0.71,0.05,2.36,3.78,0.69,-1.53,-0.88,-2.91,0.5
2242,-0.45,3.42,3.27,2,0.55,-0.43,5.11,1.46,2.41,1.17,-0.18,0.74,-0.17,3.12,3.49,-1.03,1.26,-0.85,0.48,0.07
2243,0.73,3.21,2.96,1,-0.3,0.15,2.74,0.6,-0.71,-1.98,0.63,-0.97,-0.51,3.13,1.62,-1.22,0.54,-0.2,0.26,0.18
2244,0.15,3.41,2.29,2,-0.49,-0.26,3.51,1.63,2.09,0.58,-1.26,0.26,0.76,5.02,2.56,1.39,0.07,0.56,0.04,0.68
2245,-1.77,3.79,2.15,1,2.09,-0.65,1.28,2.37,-1.05,-0.0,1.33,-0.69,-0.85,4.49,1.14,0.19,0.14,1.18,-0.96,0.58
2246,-0.06,4.81,1.52,1,0.46,1.11,2.38,-0.69,0.15,-0.96,-0.08,0.86,-0.9,4.72,0.35,0.75,0.22,0.52,1.13,0.11
2247,-0.25,1.6,4.32,1,1.25,-1.08,4.27,-1.29,-1.26,-1.38,-0.59,1.52,-1.38,3.41,0.42,-0.72,1.09,-0.63,-0.1,1.67
2248,-0.54,0.8,4.23,0,1.47,1.24,1.79,0.93,3.28,0.85,-1.24,-2.26,-0.57,1.5,3.77,-0.2,-0.53,0.68,0.38,0.38
2249,0.32,4.84,-0.59,1,1.13,-0.1,1.29,-0.39,-0.99,-1.23,2.48,-0.58,-0.17,-0.1,0.25,0.33,-1.55,0.09,0.62,-0.02
2250,-0.53,1.26,4.29,2,0.68,-0.95,5.39,1.17,2.67,-0.2,-1.37,-0.28,-0.03,4.7,3.7,-0.13,0.08,0.48,0.49,0.78
2251,-0.09,4.13,3.1,2,-0.45,0.53,5.88,-0.2,-1.42,0.16,-0.3,-0.54,0.48,4.02,-1.06,0.29,0.41,0.9,0.32,-0.29
2252,0.51,1.18,5.29,2,2.18,-0.48,2.83,-1.0,3.65,1.44,-0.44,0.05,-0.37,3.17,3.62,-0.85,0.4,-0.31,0.37,2.01
2253,0.11,1.98,1.87,0,0.42,1.73,0.0,0.62,-0.39,2.01,-0.5,0.98,0.31,0.76,0.04,-0.74,-1.26,-0.72,-1.79,-0.22
2254,-0.03,2.09,1.68,0,-0.12,-0.7,2.98,-0.38,4.04,-0.89,2.32,-0.62,2.1,0.68,1.46,0.36,-0.21,0.49,1.16,-0.17
2255,-0.74,4.8,2.1,1,0.68,-0.52,1.41,0.96,-1.47,-0.56,0.15,0.01,0.66,2.85,0.71,0.25,0.43,0.95,2.45,-0.12
2256,-0.33,3.81,3.01,2,-1.17,0.06,4.07,-0.11,1.07,1.48,0.97,0.43,-0.35,4.75,1.65,-0.67,0.91,-0.53,-0.52,0.77
2257,-0.01,4.53,0.38,1,-0.24,-0.99,0.09,0.72,-2.31,0.58,-0.76,-0.06,0.36,2.95,-1.49,0.77,-0.5,-0.26,0.06,0.29
2258,0.2,4.86,0.44,0,-1.1,0.82,0.37,-1.0,2.85,0.27,0.27,0.76,0.78,1.81,1.26,1.23,-2.82,0.24,-0.58,-0.66
2259,0.89,3.85,0.57,1,0.11,0.53,-0.02,-0.14,-0.86,0.42,-1.66,-0.19,-0.34,2.29,0.54,0.38,0.14,-0.27,0.12,0.62
2260,0.78,0.42,3.97,2,-1.73,-1.33,2.76,-0.85,2.82,-0.65,-0.22,0.2,-0.99,4.02,4.99,0.46,-1.24,0.16,0.0,1.56
2261,-2.08,4.54,3.27,2,-0.9,-0.85,2.3,-1.8,3.18,0.12,0.97,-0.37,0.92,2.86,1.31,0.74,-0.3,0.79,0.62,2.63
2262,1.62,-0.42,3.02,2,0.22,-0.64,2.19,0.69,0.81,-0.23,-1.39,1.0,-0.09,3.68,2.81,1.04,-1.01,0.33,0.98,1.2
2263,-0.9,3.13,1.13,0,-0.26,-0.26,0.96,-0.44,1.16,0.54,0.82,0.02,-1.17,0.71,0.69,-0.54,-1.38,1.56,-0.32,0.59
2264,-0.76,2.31,3.45,2,0.55,-0.49,3.23,0.91,2.41,1.5,0.16,2.31,-1.57,4.2,1.29,0.43,1.47,0.18,-0.75,2.0
2265,-0.0,3.89,4.0,1,0.97,1.39,4.22,-1.22,-0.97,-0.64,1.58,-0.76,1.96,4.01,2.02,0.83,-1.07,0.01,-0.56,0.26
2266,0.89,3.99,4.4,2,-0.09,0.85,4.74,0.17,1.04,1.45,-0.58,2.27,-1.38,5.58,2.72,-0.66,0.97,-0.36,0.16,1.73
2267,-1.06,0.7,4.21,0,0.55,0.24,1.39,0.1,2.12,-2.39,-0.09,0.86,-1.6,1.67,0.98,-0.92,-1.22,-0.66,0.39,-0.3
2268,0.99,5.58,2.82,1,-0.26,-0.84,3.89,0.64,0.66,0.22,0.04,-0.79,1.0,6.79,1.45,0.01,0.8,-1.56,0.13,1.55
2269,-0.98,1.79,4.79,0,0.76,1.21,2.9,0.05,4.31,-0.63,-1.39,-0.2,-0.31,2.28,2.19,0.1,-0.04,-2.56,1.34,1.76
2270,-0.71,3.19,3.74,1,-0.09,-0.58,3.59,3.17,-0.26,-1.4,0.79,-0.43,-1.01,4.03,0.69,1.51,-1.36,0.5,0.22,-1.52
2271,-0.4,1.47,4.43,0,-0.59,-0.77,0.16,-1.39,1.53,0.74,-0.13,1.69,0.45,0.3,2.5,-1.83,0.21,-0.11,0.36,0.8
2272,0.29,3.86,0.67,1,-0.1,-0.04,1.28,-0.43,0.27,-0.17,-0.81,-0.96,0.71,0.7,0.98,0.18,-0.58,-1.2,0.36,0.28
2273,-1.36,1.35,5.28,0,0.54,-0.27,3.26,0.7,3.14,0.12,-0.0,1.23,0.75,3.96,2.5,0.75,-0.23,-1.37,-0.2,3.32
2274,-1.11,3.7,1.43,0,1.01,-0.54,-0.04,-0.22,0.05,-0.29,1.25,0.22,0.44,0.05,1.17,0.91,-1.57,1.22,-1.16,-0.33
2275,-0.58,4.13,3.0,2,1.57,1.41,3.37,1.6,-0.56,0.78,1.04,-0.88,1.77,4.89,0.84,0.47,0.1,-2.22,0.55,-0.51
2276,-0.3,1.37,4.51,0,-1.32,0.29,3.29,1.76,4.34,-0.56,-0.51,-0.36,0.1,1.33,2.85,-0.42,-1.27,-0.98,0.71,1.3
2277,-0.91,1.54,3.85,0,0.52,-0.16,3.95,-0.54,3.68,0.51,-1.01,-1.0,-0.32,3.71,5.02,-0.33,-2.96,1.19,0.59,1.49
2278,-0.68,2.69,-0.52,0,2.3,-1.05,1.14,-1.07,1.12,1.67,0.34,-1.61,-1.43,1.09,0.03,1.43,2.19,0.12,-0.06,0.54
2279,-0.56,0.18,0.44,1,-0.87,-1.58,2.87,-1.42,-1.1,-0.19,-0.01,-0.43,-0.35,3.08,0.92,-1.8,-1.14,0.63,-0.49,0.2
2280,0.88,4.13,1.47,2,0.59,0.71,2.99,1.51,2.22,0.13,-0.91,1.23,-0.33,3.84,1.32,-0.33,-1.83,2.01,-0.63,0.08
2281,-0.81,0.41,4.05,2,-2.41,0.67,3.04,0.17,3.32,1.21,0.65,-0.38,1.11,3.3,3.63,-0.52,-0.13,1.17,0.94,1.9
2282,-0.91,2.33,3.15,2,-1.16,1.13,4.51,-0.02,0.9,-0.05,0.63,0.34,-0.51,4.66,2.07,-0.35,-0.83,0.27,-1.62,0.82
2283,0.12,-0.86,5.21,0,1.3,0.56,3.99,-0.24,3.61,0.44,1.5,0.91,0.82,5.39,4.13,-1.21,0.17,0.75,-2.81,2.66
2284,-0.21,3.86,2.48,1,-0.48,0.88,1.81,0.11,0.48,-0.74,1.53,-0.12,1.34,4.94,-0.11,-0.43,1.69,0.44,0.25,0.8
2285,0.74,2.37,3.17,0,-0.28,0.72,2.78,2.05,2.34,1.26,0.4,-0.88,-0.26,2.04,4.07,0.3,-1.98,1.28,0.94,0.53
2286,-0.33,2.53,4.57,2,0.72,-0.8,4.33,0.64,0.05,-0.61,0.42,0.89,0.67,5.58,0.55,-0.4,-1.11,-0.36,-0.4,0.45
2287,-1.36,4.1,3.5,1,-1.76,0.5,2.98,0.88,1.03,-1.3,-0.21,0.39,0.37,3.78,0.98,-2.1,-0.9,0.33,-0.19,-0.55
2288,0.18,3.76,-1.28,1,1.54,-0.33,1.04,-1.7,-1.25,1.38,-0.28,-0.42,-0.57,1.02,0.53,1.92,0.98,0.53,-0.51,0.62
2289,-0.48,1.83,3.25,0,-1.41,0.37,3.19,1.32,2.94,-1.34,-2.02,2.1,0.23,1.56,2.2,-0.07,-1.27,-1.2,1.38,1.01
2290,-1.29,2.26,1.71,1,0.99,0.34,1.7,-1.2,0.21,-0.81,0.22,0.48,-0.62,2.99,1.45,-0.96,-0.53,-0.16,1.58,-0.31
2291,0.75,4.81,3.31,2,-0.6,0.03,1.89,-1.02,-0.68,1.09,1.52,-0.14,0.72,5.31,1.18,1.62,-0.26,-1.06,-0.49,-0.27
2292,-0.08,1.76,3.1,2,1.91,0.72,4.09,0.42,1.68,0.82,-1.42,-0.18,-1.33,2.5,3.58,-1.08,0.67,1.16,-1.92,3.57
2293,-1.1,2.11,1.46,1,-0.1,-0.6,2.18,0.49,-1.57,-0.18,0.46,0.35,0.08,4.01,-1.15,-1.22,-1.06,-1.79,-0.31,-0.56
2294,-0.02,3.0,1.45,0,-0.25,-0.47,1.2,0.98,0.17,0.78,-0.22,1.43,-0.87,2.52,-0.15,-0.75,-0.5,0.86,0.08,-1.19
2295,-0.47,0.45,5.16,2,0.44,-0.22,5.37,-0.63,3.9,0.6,-0.89,-0.26,-0.06,1.5,5.42,-0.86,0.59,0.01,0.01,0.95
2296,-1.0,4.43,3.85,2,-0.06,-1.83,3.75,0.23,0.75,0.37,-0.67,-0.85,-0.26,3.34,1.87,0.76,1.03,-0.42,-0.03,-0.61
2297,-0.36,-0.2,2.35,0,-0.61,-0.68,2.64,0.36,3.61,-0.08,-0.89,0.39,0.76,3.85,4.39,1.16,0.56,0.06,0.23,3.45
2298,0.05,-0.17,5.12,2,-0.57,-0.93,3.07,-1.42,2.5,-1.49,0.66,0.86,-0.46,2.59,2.78,-2.26,1.13,0.81,1.2,2.28
2299,-0.57,3.98,4.52,0,0.54,-0.38,3.52,1.54,1.64,-1.77,0.22,-0.49,0.19,1.84,2.75,-1.04,0.7,-0.73,1.39,0.8
