,DISTANCE_CIRCULARITY_num,SKEWNESS_ABOUT_MINOR_num,MAX.LENGTH_ASPECT_RATIO_num,MAX.LENGTH_RECTANGULARITY_num,CIRCULARITY_num,SKEWNESS_ABOUT_MAJOR_num,RADIUS_RATIO_num,KURTOSIS_ABOUT_MAJOR_num,SCATTER_RATIO_num,COMPACTNESS_num
653,92.0,4.0,10.0,140.0,41.0,63.0,197.0,3.0,179.0,97.0
654,88.0,15.0,10.0,155.0,47.0,59.0,190.0,18.0,171.0,100.0
655,44.0,6.0,2.0,121.0,35.0,90.0,110.0,1.0,119.0,86.0
656,76.0,0.0,7.0,143.0,42.0,75.0,156.0,20.0,151.0,84.0
657,85.0,12.0,11.0,158.0,45.0,75.0,149.0,16.0,158.0,89.0
658,77.0,8.0,8.0,139.0,39.0,62.0,153.0,17.0,139.0,91.0
659,94.0,8.0,9.0,158.0,50.0,67.0,215.0,6.0,187.0,96.0
660,60.0,1.0,7.0,129.0,35.0,62.0,143.0,6.0,128.0,88.0
661,100.0,11.0,9.0,149.0,46.0,65.0,197.0,7.0,193.0,110.0
662,66.0,19.0,6.0,136.0,41.0,79.0,140.0,2.0,148.0,87.0
663,83.0,7.0,8.0,150.0,47.0,72.0,169.0,10.0,164.0,89.0
664,72.0,4.0,8.0,145.0,43.0,64.0,157.0,6.0,136.0,90.0
665,85.0,9.0,10.0,160.0,47.0,73.0,161.0,0.0,163.0,90.0
666,96.0,8.0,10.0,142.0,43.0,65.0,197.0,12.0,185.0,102.0
667,104.0,5.0,10.0,164.0,53.0,67.0,223.0,16.0,211.0,110.0
668,91.0,15.0,12.0,155.0,46.0,69.0,175.0,21.0,157.0,94.0
669,66.0,8.0,6.0,145.0,44.0,84.0,125.0,1.0,148.0,85.0
670,96.0,13.0,9.0,161.0,51.0,68.0,196.0,0.0,190.0,95.0
671,83.0,7.0,9.0,142.0,41.0,65.0,194.0,30.0,175.0,103.0
672,88.0,8.0,7.0,148.0,47.0,74.0,183.0,0.0,197.0,97.0
673,66.0,1.0,7.0,131.0,35.0,64.0,159.0,1.0,147.0,91.0
674,80.0,6.0,8.0,129.0,37.0,69.0,180.0,9.0,154.0,92.0
675,109.0,0.0,11.0,182.0,58.0,72.0,230.0,13.0,226.0,100.0
676,73.0,2.0,7.0,145.0,43.0,80.0,158.0,17.0,151.0,82.0
677,80.0,6.0,6.0,159.0,51.0,75.0,207.0,20.0,195.0,105.0
678,70.0,9.0,7.0,144.0,45.0,84.0,122.0,5.0,148.0,86.0
679,76.0,8.0,7.0,136.0,41.0,74.0,183.0,12.0,157.0,89.0
680,76.0,8.0,11.0,155.0,46.0,74.0,162.0,4.0,162.0,95.0
681,70.0,17.0,6.0,148.0,46.0,69.0,194.0,10.0,167.0,96.0
682,73.0,0.0,11.0,158.0,46.0,76.0,137.0,9.0,161.0,90.0
683,109.0,11.0,5.0,169.0,56.0,82.0,199.0,10.0,251.0,110.0
684,74.0,2.0,6.0,131.0,38.0,71.0,184.0,22.0,164.0,99.0
685,66.0,10.0,7.0,143.0,42.0,85.0,120.0,7.0,149.0,85.0
686,69.0,1.0,7.0,134.0,40.0,64.0,146.0,1.0,130.0,88.0
687,107.0,9.0,6.0,171.0,57.0,86.0,235.0,31.0,262.0,106.0
688,52.0,5.0,4.0,125.0,35.0,82.0,121.0,13.0,122.0,89.0
689,105.0,18.0,11.0,162.0,51.0,64.0,197.0,4.0,191.0,105.0
690,85.0,2.0,9.0,139.0,40.0,61.0,186.0,9.0,169.0,94.0
691,71.0,10.0,6.0,146.0,45.0,71.0,170.0,8.0,146.0,86.0
692,100.0,7.0,10.0,159.0,51.0,65.0,206.0,16.0,196.0,108.0
693,75.0,0.0,11.0,161.0,46.0,77.0,133.0,16.0,160.0,90.0
694,92.0,6.0,10.0,143.0,43.0,64.0,197.0,9.0,180.0,100.0
695,66.0,7.0,7.0,143.0,41.0,81.0,125.0,19.0,139.0,92.0
696,82.0,1.0,8.0,129.0,38.0,70.0,156.0,1.0,153.0,89.0
697,75.0,0.0,6.0,131.0,37.0,71.0,184.0,4.0,154.0,92.0
698,71.0,2.0,7.0,142.0,42.0,74.0,152.0,2.0,149.0,83.0
699,83.0,12.0,7.0,147.0,47.0,73.0,165.0,4.0,167.0,93.0
700,98.0,11.0,11.0,166.0,53.0,71.0,192.0,24.0,217.0,106.0
701,103.0,6.0,10.0,155.0,49.0,72.0,200.0,16.0,206.0,108.0
702,83.0,15.0,8.0,152.0,48.0,67.0,177.0,0.0,171.0,96.0
703,78.0,17.0,8.0,145.0,43.0,63.0,162.0,12.0,137.0,93.0
704,104.0,3.0,10.0,166.0,52.0,73.0,177.0,2.0,210.0,99.0
705,102.0,17.0,11.0,171.0,54.0,73.0,201.0,16.0,213.0,110.0
706,70.0,4.0,55.0,145.0,43.0,99.0,250.0,9.0,139.0,82.0
707,58.0,6.0,6.0,132.0,35.0,64.0,136.0,17.0,122.0,92.0
708,82.0,10.0,10.0,160.0,49.0,76.0,137.0,7.0,159.0,94.0
709,96.0,1.0,9.0,141.0,42.0,67.0,197.0,29.0,178.0,95.0
710,98.0,9.0,6.0,165.0,54.0,79.0,201.0,14.0,225.0,102.0
711,102.0,4.0,10.0,164.0,54.0,72.0,206.0,11.0,198.0,100.0
712,100.0,8.0,10.0,149.0,45.0,67.0,195.0,5.0,198.0,105.0
713,108.0,10.0,11.0,168.0,53.0,69.0,211.0,21.0,219.0,107.0
714,70.0,7.0,8.0,144.0,44.0,67.0,186.0,2.0,153.0,94.0
715,109.0,7.0,10.0,165.0,52.0,73.0,225.0,28.0,222.0,100.0
716,88.0,1.0,9.0,140.0,41.0,63.0,184.0,5.0,175.0,97.0
717,74.0,7.0,5.0,149.0,46.0,70.0,202.0,8.0,163.0,96.0
718,110.0,10.0,10.0,166.0,52.0,74.0,172.0,28.0,219.0,104.0
719,101.0,12.0,11.0,168.0,53.0,72.0,199.0,12.0,213.0,104.0
720,76.0,0.0,8.0,134.0,38.0,71.0,172.0,28.0,167.0,91.0
721,108.0,4.0,12.0,168.0,54.0,68.0,234.0,22.0,215.0,105.0
722,85.0,17.0,10.0,156.0,45.0,73.0,163.0,11.0,157.0,94.0
723,100.0,5.0,9.0,150.0,46.0,65.0,195.0,9.0,193.0,105.0
724,85.0,1.0,10.0,157.0,45.0,68.0,160.0,6.0,158.0,94.0
725,76.0,0.0,8.0,135.0,37.0,69.0,138.0,12.0,132.0,91.0
726,105.0,0.0,10.0,152.0,48.0,64.0,214.0,25.0,201.0,102.0
727,68.0,5.0,7.0,145.0,44.0,67.0,190.0,7.0,155.0,96.0
728,72.0,3.0,7.0,125.0,36.0,70.0,127.0,30.0,127.0,85.0
729,96.0,2.0,10.0,153.0,48.0,71.0,232.0,15.0,205.0,103.0
730,107.0,8.0,11.0,178.0,55.0,74.0,200.0,35.0,225.0,101.0
731,103.0,3.0,7.0,160.0,52.0,82.0,170.0,23.0,236.0,103.0
732,73.0,2.0,8.0,148.0,45.0,71.0,167.0,0.0,143.0,85.0
733,102.0,2.0,6.0,169.0,57.0,85.0,181.0,21.0,257.0,114.0
734,55.0,0.0,7.0,139.0,40.0,87.0,114.0,7.0,132.0,88.0
735,77.0,14.0,7.0,127.0,37.0,71.0,144.0,13.0,154.0,86.0
736,104.0,3.0,10.0,162.0,51.0,68.0,217.0,19.0,204.0,102.0
737,93.0,9.0,7.0,165.0,51.0,81.0,160.0,25.0,217.0,105.0
738,98.0,8.0,6.0,156.0,50.0,77.0,204.0,7.0,218.0,100.0
739,85.0,3.0,10.0,150.0,44.0,67.0,166.0,10.0,155.0,96.0
740,104.0,11.0,12.0,162.0,52.0,67.0,199.0,7.0,215.0,109.0
741,74.0,3.0,6.0,134.0,39.0,70.0,165.0,21.0,145.0,87.0
742,78.0,0.0,7.0,138.0,41.0,67.0,145.0,1.0,138.0,90.0
743,101.0,2.0,9.0,152.0,48.0,68.0,203.0,5.0,197.0,98.0
744,88.0,14.0,10.0,148.0,46.0,69.0,174.0,15.0,155.0,96.0
745,69.0,1.0,7.0,145.0,43.0,84.0,141.0,4.0,152.0,85.0
746,66.0,6.0,9.0,142.0,42.0,69.0,142.0,5.0,134.0,91.0
747,68.0,7.0,7.0,147.0,43.0,81.0,123.0,14.0,150.0,80.0
748,85.0,0.0,9.0,147.0,46.0,67.0,169.0,4.0,151.0,93.0
749,90.0,6.0,8.0,156.0,51.0,70.0,209.0,1.0,183.0,93.0
750,78.0,3.0,7.0,139.0,40.0,68.0,170.0,29.0,174.0,96.0
751,51.0,13.0,5.0,124.0,36.0,81.0,115.0,5.0,119.0,85.0
752,73.0,6.0,6.0,127.0,36.0,72.0,199.0,19.0,162.0,100.0
753,72.0,2.0,8.0,133.0,36.0,63.0,162.0,22.0,150.0,91.0
754,64.0,6.0,8.0,142.0,41.0,68.0,148.0,12.0,129.0,91.0
755,58.0,7.0,5.0,134.0,39.0,69.0,125.0,6.0,117.0,86.0
756,95.0,3.0,10.0,160.0,53.0,71.0,202.0,2.0,193.0,95.0
757,72.0,13.0,7.0,140.0,43.0,72.0,142.0,23.0,149.0,91.0
758,68.0,3.0,7.0,151.0,45.0,81.0,137.0,13.0,152.0,81.0
759,84.0,5.0,10.0,170.0,50.0,77.0,138.0,6.0,156.0,94.0
760,92.0,12.0,10.0,148.0,45.0,64.0,197.0,20.0,188.0,107.0
761,100.0,22.0,12.0,162.0,51.0,62.0,201.0,1.0,196.0,115.0
762,69.0,3.0,7.0,145.0,44.0,75.0,152.0,2.0,135.0,90.0
763,98.0,0.0,10.0,164.0,52.0,71.0,225.0,16.0,214.0,102.0
764,106.0,16.0,10.0,168.0,53.0,73.0,172.0,24.0,212.0,103.0
765,70.0,1.0,8.0,146.0,43.0,81.0,123.0,12.0,151.0,84.0
766,78.0,9.0,8.0,136.0,38.0,67.0,191.0,20.0,169.0,98.0
767,70.0,5.0,7.0,134.0,39.0,69.0,166.0,13.0,148.0,88.0
768,101.0,5.0,9.0,146.0,46.0,73.0,199.0,8.0,196.0,91.0
769,83.0,0.0,8.0,128.0,36.0,63.0,162.0,31.0,142.0,91.0
770,68.0,4.0,8.0,146.0,44.0,80.0,120.0,16.0,151.0,80.0
771,105.0,2.0,11.0,155.0,48.0,64.0,212.0,7.0,201.0,97.0
772,93.0,2.0,9.0,161.0,52.0,72.0,204.0,5.0,189.0,92.0
773,70.0,6.0,7.0,142.0,42.0,78.0,139.0,9.0,149.0,87.0
774,72.0,2.0,9.0,135.0,37.0,69.0,146.0,7.0,133.0,94.0
775,75.0,2.0,6.0,129.0,38.0,74.0,188.0,6.0,171.0,97.0
776,101.0,3.0,9.0,143.0,45.0,73.0,201.0,19.0,192.0,96.0
777,98.0,4.0,4.0,164.0,53.0,82.0,154.0,17.0,237.0,106.0
778,103.0,9.0,11.0,156.0,50.0,68.0,199.0,9.0,211.0,111.0
779,64.0,7.0,8.0,141.0,39.0,80.0,111.0,20.0,134.0,96.0
780,96.0,4.0,9.0,150.0,47.0,70.0,206.0,13.0,198.0,109.0
781,64.0,3.0,8.0,142.0,42.0,63.0,151.0,2.0,130.0,88.0
782,98.0,2.0,10.0,141.0,44.0,71.0,211.0,21.0,189.0,87.0
783,96.0,2.0,12.0,170.0,54.0,71.0,201.0,21.0,218.0,107.0
784,52.0,11.0,6.0,126.0,37.0,74.0,116.0,22.0,115.0,87.0
785,66.0,6.0,6.0,145.0,43.0,85.0,123.0,11.0,148.0,85.0
786,103.0,10.0,11.0,172.0,55.0,70.0,213.0,7.0,219.0,107.0
787,70.0,2.0,9.0,137.0,37.0,71.0,126.0,13.0,127.0,93.0
788,100.0,14.0,10.0,165.0,52.0,72.0,203.0,4.0,217.0,115.0
789,85.0,7.0,7.0,131.0,39.0,71.0,160.0,13.0,163.0,90.0
790,66.0,8.0,5.0,145.0,43.0,87.0,120.0,2.0,148.0,85.0
791,68.0,6.0,9.0,143.0,43.0,69.0,150.0,0.0,138.0,86.0
792,104.0,5.0,10.0,164.0,51.0,69.0,163.0,21.0,206.0,100.0
793,88.0,2.0,6.0,147.0,46.0,73.0,191.0,26.0,192.0,98.0
794,76.0,7.0,7.0,140.0,41.0,72.0,165.0,13.0,148.0,87.0
795,53.0,8.0,6.0,140.0,40.0,86.0,114.0,7.0,132.0,83.0
796,63.0,20.0,7.0,130.0,38.0,64.0,130.0,8.0,122.0,85.0
797,108.0,21.0,11.0,167.0,53.0,64.0,211.0,2.0,207.0,111.0
798,100.0,15.0,11.0,173.0,56.0,75.0,185.0,11.0,216.0,103.0
799,76.0,6.0,6.0,131.0,39.0,72.0,180.0,14.0,152.0,92.0
800,80.0,4.0,8.0,144.0,41.0,71.0,147.0,16.0,146.0,88.0
801,60.0,8.0,5.0,130.0,38.0,75.0,128.0,4.0,132.0,84.0
802,80.0,13.0,6.0,143.0,44.0,66.0,191.0,11.0,162.0,89.0
803,84.0,7.0,7.0,152.0,47.0,70.0,205.0,19.0,176.0,93.0
804,101.0,2.0,10.0,161.0,52.0,64.0,206.0,5.0,198.0,104.0
805,68.0,1.0,7.0,144.0,43.0,80.0,148.0,2.0,150.0,81.0
806,82.0,3.0,8.0,149.0,45.0,69.0,155.0,0.0,154.0,88.0
807,105.0,8.0,11.0,163.0,51.0,73.0,174.0,9.0,210.0,103.0
808,68.0,5.0,6.0,146.0,46.0,74.0,139.0,3.0,150.0,83.0
809,55.0,4.0,5.0,128.0,38.0,81.0,120.0,2.0,142.0,79.0
810,103.0,5.0,11.0,172.0,55.0,75.0,197.0,24.0,215.0,97.0
811,69.0,16.0,5.0,131.0,39.0,69.0,127.0,6.0,135.0,83.0
812,72.0,1.0,5.0,131.0,38.0,70.0,192.0,3.0,166.0,98.0
813,77.0,1.0,10.0,164.0,48.0,78.0,132.0,3.0,157.0,90.0
814,66.0,4.0,7.0,146.0,43.0,83.0,123.0,15.0,150.0,85.0
815,68.0,1.0,22.0,147.0,45.0,88.0,154.0,10.0,151.0,81.0
816,85.0,3.0,11.0,167.0,48.0,74.0,157.0,16.0,161.0,90.0
817,108.0,14.0,11.0,172.0,53.0,71.0,204.0,30.0,220.0,104.0
818,96.0,6.0,10.0,143.0,43.0,71.0,202.0,27.0,189.0,95.0
819,98.0,10.0,9.0,138.0,42.0,70.0,192.0,21.0,185.0,93.0
820,71.0,0.0,8.0,127.0,38.0,75.0,123.0,9.0,137.0,87.0
821,96.0,6.0,11.0,172.0,56.0,73.0,231.0,16.0,220.0,104.0
822,82.0,4.0,9.0,145.0,41.0,64.0,170.0,8.0,145.0,95.0
823,105.0,10.0,10.0,163.0,54.0,68.0,213.0,20.0,200.0,105.0
824,96.0,9.0,12.0,173.0,55.0,72.0,196.0,13.0,221.0,106.0
825,84.0,0.0,8.0,133.0,39.0,74.0,149.0,23.0,156.0,86.0
826,92.0,2.0,10.0,154.0,49.0,64.0,193.0,0.0,178.0,95.0
827,100.0,4.0,13.0,188.0,57.0,72.0,177.0,7.0,224.0,99.0
828,66.0,10.0,7.0,144.0,42.0,73.0,125.0,17.0,131.0,89.0
829,82.0,7.0,11.0,162.0,49.0,75.0,139.0,10.0,159.0,95.0
830,70.0,0.0,7.0,129.0,37.0,65.0,173.0,16.0,151.0,97.0
831,70.0,9.0,7.0,153.0,47.0,68.0,185.0,6.0,162.0,100.0
832,109.0,16.0,11.0,159.0,49.0,71.0,204.0,11.0,212.0,108.0
833,83.0,10.0,6.0,148.0,46.0,71.0,154.0,5.0,160.0,92.0
834,51.0,15.0,4.0,126.0,36.0,86.0,114.0,4.0,135.0,82.0
835,105.0,4.0,6.0,174.0,58.0,85.0,183.0,8.0,265.0,111.0
836,66.0,3.0,8.0,148.0,45.0,73.0,139.0,12.0,140.0,87.0
837,77.0,12.0,8.0,148.0,46.0,67.0,169.0,2.0,158.0,94.0
838,76.0,2.0,10.0,149.0,43.0,71.0,142.0,23.0,151.0,95.0
839,72.0,9.0,8.0,144.0,44.0,65.0,157.0,4.0,137.0,90.0
840,66.0,5.0,7.0,120.0,34.0,62.0,140.0,29.0,130.0,93.0
841,87.0,7.0,8.0,134.0,39.0,72.0,183.0,25.0,169.0,93.0
842,84.0,1.0,11.0,159.0,46.0,72.0,163.0,20.0,159.0,89.0
843,101.0,3.0,12.0,173.0,54.0,70.0,222.0,4.0,222.0,106.0
844,78.0,0.0,7.0,124.0,36.0,66.0,146.0,25.0,135.0,86.0
845,66.0,1.0,5.0,128.0,36.0,73.0,123.0,18.0,120.0,85.0
