,x3_num,x2_num,x23_num,x38_num,x17_num,x28_num,x19_num,x34_num,x30_num,x22_num,x21_num,x32_num,x27_num,x33_num,x29_num,x31_num,x40_num,x4_num,x14_num,x10_num
2349,-0.95,0.42,1.4,1.15,1.49,1.66,2.35,-0.13,0.5,0.64,-0.94,-0.09,-0.68,-0.15,0.78,0.63,1.4,-0.51,5.9,2.83
2350,0.6,1.63,1.06,1.54,-0.14,0.14,-1.36,-0.15,0.68,0.77,-0.09,0.07,1.47,0.7,0.23,-0.39,-0.16,1.07,1.04,4.04
2351,-0.07,-0.99,1.83,-1.28,0.34,0.27,-1.44,-0.18,2.14,1.42,1.26,0.11,-0.02,-1.04,0.15,0.66,-0.19,-1.19,2.09,5.54
2352,1.54,0.81,1.7,-1.12,3.19,-0.27,1.1,-1.16,-1.24,0.44,0.61,0.41,0.45,0.43,-0.39,1.08,-1.74,0.51,2.27,2.5
2353,-0.96,0.2,0.92,0.07,-0.71,0.43,1.6,-0.73,0.93,0.32,-0.1,1.77,0.88,-0.07,0.97,1.11,0.53,0.6,3.15,7.34
2354,0.75,0.84,-0.41,-0.32,4.67,1.23,1.51,0.34,-0.52,0.31,-0.08,1.34,-0.65,0.78,0.37,0.12,1.47,0.32,4.71,2.53
2355,3.83,0.61,1.77,-1.48,-0.29,-0.22,-1.4,-0.25,0.07,0.46,-1.59,0.45,-0.82,-0.77,-1.67,-1.65,-1.84,4.16,0.14,4.89
2356,1.19,-1.15,-2.0,1.47,-1.19,-0.15,1.71,0.67,0.1,1.13,0.99,-0.46,1.15,0.07,-0.7,2.19,0.51,4.1,0.93,3.65
2357,-0.31,-0.04,-0.27,0.45,4.08,1.66,1.05,0.84,0.07,-1.5,0.08,1.32,-1.67,0.39,2.54,1.66,-0.22,0.95,6.68,1.84
2358,0.82,0.25,-0.09,0.79,3.08,-0.15,1.32,-0.62,0.91,0.04,-1.3,-0.24,-1.92,-0.81,0.48,-0.29,0.96,2.33,3.85,1.69
2359,1.51,2.25,0.04,0.58,1.49,0.17,-0.71,2.48,0.61,-0.42,-0.6,0.11,1.52,-0.43,0.51,0.89,1.52,2.43,-0.77,3.46
2360,2.23,1.6,-0.08,-1.77,1.97,0.4,-0.46,-0.33,-0.52,1.19,-0.06,0.02,-0.26,1.2,-0.89,-0.04,-1.17,2.87,1.39,1.69
2361,-0.44,-2.03,2.76,-0.33,2.04,-1.28,0.77,0.33,1.29,1.65,-1.41,0.01,0.24,-1.79,-0.64,-0.42,-1.02,0.95,5.49,2.66
2362,0.64,1.84,-1.75,-0.6,0.91,0.27,1.87,-2.34,0.53,1.32,-1.54,-0.82,0.56,-0.68,-0.03,-0.22,2.35,3.1,0.93,2.54
2363,0.76,0.53,0.4,1.86,1.6,-0.42,1.1,0.85,-1.72,0.4,-1.77,-1.3,0.62,0.24,0.82,0.15,-0.07,-0.7,3.54,1.94
2364,2.52,1.04,-0.59,1.5,1.76,1.47,1.45,-0.62,0.39,0.01,0.41,0.39,0.34,-0.02,0.68,0.21,1.29,0.85,-0.05,1.24
2365,1.32,-0.86,-0.44,-0.26,0.69,-0.34,0.33,-0.17,0.71,1.18,-0.26,-0.19,1.47,0.78,-0.73,0.59,-0.0,3.73,0.42,3.9
2366,1.39,2.03,-0.73,0.48,0.63,0.71,-0.35,0.66,-1.42,1.67,0.47,2.06,0.31,-0.85,-0.19,0.1,0.58,3.84,1.0,1.9
2367,1.8,0.61,0.7,-0.11,0.69,1.88,1.29,0.36,0.37,-1.31,-0.15,0.64,-0.0,-0.84,-0.7,-1.02,-0.13,0.36,3.91,2.92
2368,-0.15,0.75,0.81,0.86,1.94,-1.19,-0.12,1.49,0.19,-0.65,3.32,0.4,0.92,-0.85,-1.25,1.08,-1.37,-0.04,3.97,1.5
2369,0.89,0.38,-0.15,-0.69,1.28,2.06,0.14,-1.15,0.37,-0.89,-0.35,0.9,-0.32,-1.1,-1.34,-1.09,-0.03,-0.71,3.32,3.91
2370,2.55,1.58,0.12,0.15,1.36,-0.67,1.81,0.2,0.78,0.09,1.05,1.11,1.4,-0.11,-0.13,-2.24,0.85,1.78,1.7,2.58
2371,1.5,0.8,0.09,0.09,1.51,0.45,0.25,0.1,-0.17,0.99,-1.03,-0.4,2.02,-0.14,0.04,0.84,-1.07,-0.73,4.68,4.72
2372,0.1,0.29,0.47,0.17,4.14,-1.67,1.81,-1.45,0.73,-0.31,0.51,1.22,-1.77,1.57,-2.79,-0.71,-0.87,0.93,2.84,2.44
2373,0.79,-0.96,0.57,-1.1,2.48,-1.13,1.3,1.06,0.85,1.33,-0.11,-0.55,-1.3,-0.17,0.3,1.86,0.35,2.12,3.48,2.67
2374,0.34,-0.77,0.96,-0.94,0.46,-0.29,0.53,0.94,-0.31,-0.67,-1.38,-0.09,0.26,0.02,-1.19,-0.2,-0.02,0.01,2.2,3.7
2375,-2.01,0.56,-1.64,-0.58,2.71,0.31,-1.44,0.67,-2.08,0.81,-0.12,-0.62,0.7,0.57,0.53,-1.59,-0.53,1.42,3.5,2.76
2376,2.9,0.39,1.88,1.01,2.56,0.04,0.4,0.32,0.38,0.96,0.12,-0.89,-0.8,0.71,0.82,1.99,-0.82,0.52,3.89,2.0
2377,2.48,2.76,1.2,-2.87,1.56,2.07,0.92,2.0,-0.81,0.87,0.65,1.45,-1.26,-1.24,-0.89,1.53,1.39,1.17,0.73,3.02
2378,2.56,1.29,-0.58,0.04,0.31,-0.15,0.82,-1.9,-1.06,-0.21,-0.09,1.05,0.04,1.53,0.2,0.54,0.02,3.23,-0.31,3.52
2379,1.61,2.27,0.54,-0.02,1.37,1.87,-0.15,0.65,0.63,0.19,-0.81,-0.47,-0.61,-0.02,-0.09,0.9,-1.13,1.04,1.92,4.22
2380,0.93,-0.22,-1.97,2.29,3.41,-0.56,2.65,0.62,-0.37,-0.57,1.58,1.08,-1.26,0.78,-0.19,0.48,0.22,0.13,5.68,2.05
2381,3.31,2.36,-1.95,-0.01,-0.21,0.42,-0.53,-1.45,0.15,-0.33,1.24,-0.6,-0.67,0.49,0.75,-1.22,0.78,2.96,0.12,2.75
2382,3.46,-0.37,-0.18,-0.54,3.41,0.45,2.99,1.62,-1.45,-1.47,0.48,0.18,-0.37,-0.21,0.19,-1.08,-1.72,1.43,0.93,3.22
2383,1.04,0.57,-0.67,0.46,0.39,0.94,0.45,-0.83,0.35,0.07,1.17,0.78,0.8,-0.4,-1.45,-0.47,-0.47,2.2,0.1,4.42
2384,0.59,0.71,0.13,-1.5,2.73,-1.32,2.05,0.73,0.67,-1.08,1.12,0.48,-0.44,-0.75,-0.16,-0.48,-0.66,2.78,2.97,1.41
2385,2.63,3.14,0.15,2.35,0.55,-0.58,-0.22,1.55,-0.63,0.82,-1.0,-0.37,-0.73,0.83,1.48,1.3,-1.05,4.16,-1.54,3.71
2386,-0.63,1.09,-0.99,1.49,-0.59,-0.54,1.44,0.14,1.19,1.83,-2.01,0.32,0.38,0.58,-0.14,-0.39,0.69,-0.35,2.87,4.42
2387,0.96,-0.89,0.76,-1.51,-0.07,-0.58,1.45,-1.74,-0.03,0.56,0.04,-0.23,-0.17,1.62,-0.29,-1.03,-2.12,0.2,4.87,4.23
2388,0.46,1.63,0.27,1.1,-0.06,0.35,-0.42,-0.48,-0.26,0.02,1.28,1.31,-0.4,-0.22,1.72,-1.0,0.27,0.62,0.98,4.61
2389,0.75,-0.58,-0.68,0.19,1.75,1.27,0.38,0.23,-0.12,2.55,-0.27,0.39,0.24,-1.06,0.92,-1.49,-0.26,0.51,2.65,3.83
2390,2.31,-0.75,0.52,0.19,-0.22,-0.02,-1.07,-1.6,-2.39,0.19,-0.38,-0.0,0.74,0.55,-1.21,-0.53,0.75,2.42,0.41,2.35
2391,1.37,0.35,0.57,0.28,-0.15,-0.29,-1.04,-0.3,0.79,1.3,0.75,-0.18,-0.97,-1.58,1.05,-0.71,1.01,1.08,0.33,5.04
2392,-0.67,-0.84,0.2,1.21,-0.01,0.23,-0.13,-0.92,0.25,-0.77,-0.81,-0.73,-0.14,0.68,0.57,1.06,0.01,0.41,1.19,2.8
2393,0.04,-0.17,-0.85,-1.55,0.8,0.14,-0.65,-0.62,1.9,0.29,-1.69,-1.17,0.57,0.11,-0.87,0.54,-0.29,3.71,1.29,2.42
2394,-0.76,0.0,0.27,-1.32,-1.54,-0.2,1.64,1.06,0.26,-1.31,-1.05,-1.08,1.61,-0.43,-1.25,-0.52,0.51,0.69,1.39,3.91
2395,-1.13,0.78,1.05,2.07,3.78,-0.99,2.4,0.17,0.61,0.25,1.22,0.05,0.82,0.08,0.06,1.04,1.22,0.0,3.84,0.4
2396,0.57,1.23,-0.78,-0.37,1.01,0.23,0.81,-0.29,-0.34,0.97,0.16,1.05,0.76,0.66,-1.84,-0.29,-0.6,2.51,2.71,2.4
2397,1.73,-0.28,1.09,1.94,6.07,-0.64,-0.45,-0.2,-0.28,-2.63,-1.04,-0.88,0.94,1.24,-0.29,-0.64,-0.15,0.48,5.87,2.38
2398,-1.14,-0.14,0.86,-1.52,2.45,-0.81,1.66,0.23,0.09,-0.18,-0.09,1.82,-0.71,0.4,0.09,-2.39,0.2,0.81,5.27,2.73
2399,-0.89,0.98,-0.51,0.16,4.86,0.25,2.13,-0.97,-0.67,-2.13,0.52,1.03,1.85,-0.47,-1.76,0.27,0.55,-1.17,4.93,0.24
2400,0.01,0.95,0.25,-0.79,3.21,-0.68,2.23,-0.93,-0.19,0.29,-0.47,-0.21,-0.47,2.33,0.92,-1.4,0.59,-0.9,3.87,2.55
2401,-0.57,0.36,-1.84,0.16,3.41,2.22,1.28,0.58,2.3,-0.7,-0.42,0.67,2.85,-0.88,-0.41,0.04,-0.4,0.7,5.3,2.44
2402,-0.01,-0.07,0.11,0.8,-0.77,1.57,-1.33,-1.2,-0.26,-0.79,1.76,1.08,0.13,0.88,-1.17,-0.2,1.84,1.16,0.54,3.9
2403,0.74,0.24,0.11,-0.1,2.58,0.42,1.21,1.68,2.68,-1.35,0.35,-1.75,-0.91,-0.1,0.34,-0.1,-0.44,1.0,2.03,3.35
2404,2.37,-0.54,-1.01,-1.15,0.88,-1.09,-1.12,-2.17,-0.73,0.12,-0.17,-1.73,1.32,-0.92,0.22,0.27,-1.22,3.02,1.15,3.41
2405,1.58,-1.91,1.04,0.81,-0.35,0.46,1.15,-1.55,0.77,-1.15,0.98,-1.0,-1.05,0.06,0.23,0.27,-0.34,-1.17,1.52,3.8
2406,1.92,1.2,-0.2,-0.55,0.93,0.48,-0.43,-0.0,0.01,0.82,1.21,-0.93,0.37,-1.76,-1.0,1.15,1.07,1.91,-0.71,1.51
2407,0.36,-0.79,-0.32,0.01,3.18,-0.6,1.07,1.51,-0.45,-0.08,0.58,-0.87,0.74,-1.32,-1.13,0.58,-0.68,2.1,3.59,2.58
2408,0.64,0.52,0.4,-0.09,0.85,0.86,-0.16,0.2,1.68,-0.38,-0.13,-0.47,-0.8,-1.31,-0.16,1.97,-0.91,1.64,2.8,2.68
2409,-0.06,0.8,0.83,-0.4,-1.29,-0.68,-0.48,0.13,-0.05,-1.0,-0.08,-0.66,-1.82,-1.42,-0.65,-2.5,-0.73,-0.17,2.22,4.5
2410,1.71,0.35,-0.29,-0.51,-0.31,-0.08,-1.71,-1.84,1.15,-0.72,-1.35,0.64,-1.24,0.45,0.13,-1.56,0.59,2.64,-0.48,5.7
2411,-0.37,-1.52,1.68,-0.74,5.05,-0.42,0.06,-0.44,-0.46,0.07,0.16,1.13,1.39,-0.13,1.7,-1.98,-0.19,1.05,3.39,1.02
2412,-0.11,1.48,-0.78,-0.44,0.35,0.72,-2.2,0.74,-0.06,-0.14,0.02,-0.51,0.68,0.3,-1.57,0.12,-1.09,0.52,3.2,3.47
2413,0.01,-0.17,0.52,0.32,1.77,0.2,2.58,0.05,0.1,0.2,0.38,-0.42,-0.64,-1.13,-1.56,0.08,-1.08,0.49,4.36,2.7
2414,1.28,-0.09,0.58,-0.55,-0.86,-0.56,0.83,-0.76,-0.64,-0.45,3.4,1.0,-0.31,-1.08,0.81,-2.63,0.0,1.91,1.19,3.71
2415,-0.41,0.65,0.77,1.33,1.72,0.56,0.68,0.18,0.81,-0.36,-0.29,-1.24,0.38,1.05,-1.16,-0.33,-0.55,0.68,2.94,3.35
2416,1.62,1.03,-0.54,0.11,3.18,0.0,1.79,0.54,-0.24,1.93,-0.41,0.06,1.23,0.58,0.66,-2.04,0.4,0.21,3.09,1.8
2417,-0.44,0.41,0.59,0.69,4.3,0.05,1.15,0.04,-1.23,-0.43,-0.31,-0.96,-0.6,-1.65,-0.5,-0.41,0.7,0.27,5.75,1.11
2418,0.34,-0.26,-1.6,-0.18,1.51,-1.2,-1.86,0.84,-1.14,0.19,0.39,-0.7,0.66,1.73,1.75,-1.4,0.27,1.72,-0.22,1.39
2419,1.09,-1.59,0.51,0.04,2.73,-0.72,2.79,-0.46,-0.67,0.74,2.33,-0.24,0.96,0.58,-0.69,-1.36,0.69,1.55,4.88,1.2
2420,1.12,0.04,0.51,0.36,2.84,-0.09,2.68,0.59,-1.49,0.85,-0.58,1.94,0.95,-0.08,-0.31,-0.15,1.16,1.05,3.49,0.98
2421,0.76,0.62,-0.29,0.2,-0.47,1.24,-0.29,-0.51,-1.43,-1.32,-0.63,2.26,-0.34,-0.52,1.35,1.63,-0.78,4.28,-0.77,2.8
2422,0.6,-0.25,-0.34,0.28,-0.37,1.2,1.54,0.55,0.41,-0.86,0.45,-0.96,-0.44,0.64,0.64,-2.51,1.34,-0.29,1.12,4.8
2423,-1.68,-1.68,1.18,0.68,2.51,0.56,1.78,-0.1,1.54,-0.56,0.74,0.64,-0.92,0.15,0.05,1.06,-0.92,0.57,4.99,2.81
2424,0.37,0.97,0.15,1.13,0.56,-1.42,-0.37,-0.32,0.02,0.04,-0.68,-1.19,0.3,-2.04,-0.16,-0.85,-0.21,1.65,5.03,4.77
2425,1.96,0.68,0.1,0.38,0.15,-0.05,0.78,1.13,-1.78,-0.69,-0.0,0.01,0.45,-0.14,-0.33,-0.85,-1.13,-0.27,4.11,3.61
2426,0.77,-0.96,1.9,-0.13,3.29,0.0,1.71,-1.22,0.7,-1.09,-0.59,-0.46,-1.24,-0.88,-0.24,0.99,0.72,1.7,3.12,0.94
2427,1.8,2.08,1.13,-1.76,1.72,1.38,0.55,-1.47,0.89,-1.0,0.58,0.11,-0.68,2.08,0.66,0.51,-0.24,0.04,3.89,3.39
2428,1.22,1.41,-0.3,-0.8,1.05,0.61,0.28,-0.16,-0.04,-0.21,0.69,1.2,-1.04,0.34,2.24,-1.99,-0.39,1.93,-0.03,3.58
2429,0.54,-1.14,-0.27,-0.68,3.39,-1.7,-0.32,-0.21,-0.5,1.24,1.14,1.22,-0.96,-1.11,0.75,-0.58,0.15,0.44,4.2,2.51
2430,-0.32,1.62,0.08,-0.59,2.83,0.98,0.31,-0.27,-1.67,-1.55,-0.59,1.12,1.22,-1.21,0.91,2.23,2.04,0.24,4.23,2.95
2431,2.4,-0.69,0.09,0.03,3.6,0.21,-0.13,-0.07,0.13,-0.38,-0.19,0.61,-0.16,0.48,-0.49,1.89,0.64,-0.19,3.65,3.34
2432,0.07,-0.94,2.6,-0.37,2.66,0.76,0.47,1.31,-0.05,0.05,1.37,0.47,-1.01,0.39,0.51,2.4,-0.73,-1.91,5.84,1.75
2433,-0.32,-0.76,-0.03,-0.33,3.04,-0.5,-0.24,-0.33,1.44,1.1,0.73,0.79,0.46,-1.23,0.89,0.64,-1.6,1.68,1.89,1.55
2434,0.95,0.0,-1.6,-1.05,2.44,0.64,0.07,-1.0,1.11,-0.41,-1.39,-0.15,-0.43,-0.25,-0.14,-0.86,1.0,-1.16,3.4,3.25
2435,-0.52,0.44,-1.34,-1.92,4.66,-0.19,1.59,-0.85,0.12,0.12,-1.5,0.46,2.44,-0.11,-0.82,-0.28,1.74,1.23,4.33,0.02
2436,-0.38,0.7,0.19,0.55,1.77,0.11,2.1,2.17,0.52,0.17,-0.18,-0.33,-0.76,0.04,0.9,0.06,-1.42,-1.19,1.77,3.89
2437,1.18,0.27,0.55,0.62,2.16,1.79,0.27,-0.33,0.37,0.52,-1.0,-0.5,1.09,-0.79,0.73,-0.13,0.31,0.77,2.97,1.42
2438,0.91,1.47,1.21,0.96,-0.96,-2.23,0.12,-0.75,-0.6,-1.39,0.5,-1.04,1.57,-1.74,-0.42,0.14,-1.25,-0.91,3.89,5.24
2439,3.22,2.76,-1.29,-1.0,1.81,-1.16,1.72,2.8,1.39,-1.02,-0.21,-0.73,-3.11,-0.88,-2.75,-2.32,-0.5,1.5,-0.48,2.51
2440,2.95,1.55,0.38,-0.24,0.22,-0.43,-0.47,-1.22,-1.59,-2.15,0.23,-0.53,0.75,0.72,-0.82,-0.3,-0.32,1.81,1.09,4.56
2441,2.35,-0.15,-0.55,0.74,1.99,0.45,0.52,-0.6,1.52,0.43,0.3,-1.79,-0.71,-0.3,0.03,0.35,0.66,3.44,0.94,4.71
2442,1.92,-0.31,0.6,0.9,3.68,-0.14,1.73,0.35,-1.64,-1.29,0.51,0.15,-1.56,-1.19,-1.05,0.01,2.31,0.65,5.83,0.12
2443,0.86,0.21,-0.1,-0.83,3.03,-0.46,1.67,0.99,-0.02,-0.56,0.99,0.55,-0.27,1.08,1.15,-0.76,0.01,-0.7,5.37,0.67
2444,0.51,0.71,-1.46,-0.54,0.95,-0.24,-2.2,1.49,-0.88,-1.71,-0.54,-0.62,-1.47,-1.96,-0.51,0.46,-1.4,2.33,0.83,2.24
2445,1.15,0.38,0.88,0.35,0.22,-1.44,0.27,-0.98,2.59,0.65,-0.5,-2.06,-1.02,0.35,0.04,1.13,-0.34,1.16,0.65,5.31
2446,-0.01,-0.56,0.26,-0.49,-1.13,0.76,-0.2,0.38,0.5,1.44,-0.57,0.58,1.16,0.85,-1.23,0.9,-0.9,-0.77,2.96,3.52
2447,-0.72,-0.29,-0.18,-0.95,1.45,0.35,2.53,1.36,0.94,0.81,-0.53,1.23,1.6,0.11,0.22,0.73,0.59,-1.63,3.57,1.11
2448,1.71,-0.0,-1.55,1.56,3.88,2.38,2.65,-0.48,-0.12,0.11,-1.97,0.14,-0.75,-2.1,-1.02,1.06,0.3,0.48,2.6,2.58
2449,0.2,1.77,-0.9,-0.84,4.56,0.72,0.58,-0.43,0.62,0.32,2.29,0.76,0.87,-1.26,1.0,-1.53,1.34,-1.3,3.35,3.05
2450,0.26,-1.23,1.29,-0.7,-0.26,0.61,0.91,0.63,-0.22,0.91,-0.72,-1.11,-0.19,-0.33,-1.52,0.3,1.04,2.33,3.06,2.83
2451,1.87,-0.27,0.23,0.82,1.14,0.39,0.56,0.32,-0.89,-0.75,-0.39,-1.86,-0.6,-0.23,0.0,0.62,0.3,0.06,2.43,5.16
2452,0.16,-0.73,-0.98,0.33,1.29,-0.53,0.33,-0.39,1.44,-1.1,1.07,1.31,-0.84,0.15,-0.29,0.56,1.18,0.8,4.86,1.95
2453,0.91,-0.32,0.47,-1.59,2.07,-0.5,0.71,-0.51,0.76,0.64,-2.37,-0.54,-0.7,2.56,-1.06,-0.08,-0.66,3.34,3.11,2.36
2454,1.65,1.74,-0.4,-0.66,0.51,2.42,1.02,0.26,-1.05,0.67,1.46,0.79,0.21,-0.92,-0.15,-0.31,0.29,1.49,0.52,2.9
2455,0.13,-1.38,1.19,0.05,1.36,1.44,2.0,0.25,0.16,1.11,-1.09,1.04,1.02,0.57,0.17,0.1,-0.49,1.2,5.18,3.69
2456,1.69,-0.96,-0.58,-0.34,2.98,-0.02,2.57,-0.43,-0.26,-1.06,-0.09,0.08,0.79,0.16,-0.76,-0.28,-0.73,-0.57,3.92,0.2
2457,0.83,-1.97,1.3,0.02,1.98,-0.67,-0.43,0.87,-0.06,-0.77,-0.48,-1.94,-0.41,0.3,0.45,0.48,0.69,-0.02,5.27,3.34
2458,-0.26,0.15,-2.6,0.55,5.19,-0.78,0.38,-1.02,0.12,-0.22,-0.45,-1.16,-1.47,0.49,-0.64,1.31,0.18,0.18,4.31,2.02
2459,0.79,0.35,0.22,0.05,3.15,1.97,0.35,0.48,0.42,0.56,-0.24,0.1,1.82,0.91,-0.43,1.84,-0.28,0.38,4.95,2.42
2460,1.47,1.41,0.38,1.16,2.08,0.56,0.87,0.85,-0.29,0.32,-1.23,-1.17,0.33,-1.9,-0.02,-0.35,0.01,3.47,1.46,2.85
2461,1.61,1.14,0.85,0.23,-0.03,-1.31,0.8,0.84,1.26,1.42,-0.14,1.28,0.95,-0.31,-0.61,0.41,-0.71,1.65,1.36,2.07
2462,0.56,0.92,-0.56,0.51,1.23,-1.94,-1.17,0.08,2.3,-0.78,2.96,-1.54,-0.12,-0.13,-1.06,-0.38,-0.55,1.78,1.03,4.18
2463,-0.9,-0.81,-0.46,0.47,5.19,-0.54,3.01,1.55,1.38,-0.06,-0.02,0.71,0.78,-0.95,1.53,-1.16,1.36,0.13,4.32,0.11
2464,1.36,-0.18,1.03,0.25,4.13,-1.46,0.8,-0.03,-1.2,-0.38,0.4,0.92,-0.8,-1.6,0.26,-0.08,2.32,1.46,3.4,1.74
2465,-1.27,0.27,0.46,-1.69,1.44,-0.48,0.94,-0.12,0.94,-0.2,0.07,-0.5,-0.57,0.73,-0.31,0.46,2.49,2.24,0.32,2.0
2466,2.64,0.36,1.69,-2.36,-0.35,-2.16,-0.46,-1.39,0.15,-0.54,-1.31,2.25,-1.11,-1.28,-0.53,-0.79,0.85,2.73,-0.89,3.26
2467,0.86,0.27,-1.6,0.28,0.86,-0.41,0.52,0.38,-0.09,0.24,-0.46,0.35,-0.55,-0.5,-1.2,-0.08,-0.24,2.84,0.49,4.13
2468,1.48,1.17,0.9,0.52,-0.48,0.37,-0.71,-0.36,0.1,0.86,0.13,-0.68,1.11,0.97,0.16,1.11,-0.09,2.53,0.92,2.4
2469,0.15,0.48,-0.99,-0.41,2.8,-0.37,0.72,-1.01,0.74,-2.32,-0.53,-1.21,-1.19,-0.31,-2.0,-0.34,0.78,1.16,3.46,2.9
2470,-0.47,0.18,-1.28,-0.94,2.59,0.66,0.44,-0.31,-1.47,-0.02,-0.34,0.69,-0.34,-0.29,0.07,-0.42,0.28,0.55,4.46,2.03
2471,2.04,0.13,-1.29,0.33,2.44,0.11,0.41,-0.49,-0.95,-0.77,-0.2,0.72,-0.45,1.15,-0.86,0.87,1.07,0.64,2.08,4.6
2472,-2.26,-0.83,0.9,-1.65,-0.39,-0.06,-0.08,0.24,-0.44,-0.84,1.04,-0.01,0.73,0.38,2.01,-1.45,-0.99,1.13,1.91,6.0
2473,-0.41,-0.19,-0.71,0.41,2.09,0.34,2.13,0.06,1.64,0.53,-1.49,0.37,0.23,1.24,0.96,0.53,0.96,-0.07,4.13,2.13
2474,0.38,-0.25,-0.95,-0.19,-1.58,0.65,-2.57,-0.79,-1.67,-0.31,-0.99,0.48,-0.67,-1.09,-0.72,1.33,0.48,2.26,1.77,3.9
2475,0.05,0.09,-1.26,0.79,3.91,-0.53,2.87,0.38,0.31,-0.75,1.31,-0.8,0.18,0.24,-1.29,-0.56,0.65,0.89,3.78,0.47
2476,0.58,-0.31,-0.09,-0.66,-0.06,0.2,0.58,0.23,1.12,-0.1,-0.9,-1.16,1.48,1.17,-1.78,1.63,0.8,-0.86,4.71,6.2
2477,1.48,1.07,-0.72,1.31,-0.35,0.06,-0.6,-0.31,-0.5,-0.74,0.7,0.53,0.86,-1.35,-2.03,-2.49,1.0,3.27,-0.25,2.91
2478,0.24,0.23,1.66,0.6,4.12,0.03,2.54,0.23,0.64,-0.72,-0.23,0.18,0.59,-0.59,-0.23,-0.12,-0.08,-0.48,5.2,2.71
2479,1.7,0.78,-1.46,0.99,-1.81,1.98,-0.71,0.25,-1.2,-0.84,-0.03,0.03,0.14,-0.54,-0.41,-0.27,2.11,1.17,4.67,4.27
2480,1.82,-0.22,0.59,0.33,0.65,1.55,-0.48,1.87,-0.62,-0.74,0.82,-1.04,-0.78,2.76,0.08,0.5,0.04,2.42,-0.33,2.86
2481,1.09,0.02,0.92,0.53,-0.22,-0.3,-0.37,0.75,0.01,-1.72,1.12,0.14,0.55,0.98,-0.24,1.53,2.03,2.65,1.26,4.57
2482,1.49,2.09,0.19,0.66,-1.1,0.04,-0.5,0.65,-1.23,-1.45,0.37,0.46,0.16,0.95,0.34,1.0,1.12,1.1,-1.61,3.23
2483,1.54,-0.25,-0.41,-0.6,3.69,1.32,1.99,-0.48,0.45,-0.11,-0.08,0.42,0.37,1.25,-1.85,1.78,2.2,-1.0,4.51,0.08
2484,0.86,0.39,1.23,-0.81,-0.23,0.02,0.11,0.16,-0.4,1.16,0.01,-1.44,-0.43,0.17,1.01,1.01,2.53,1.84,1.7,3.6
2485,1.31,-1.43,-2.34,-0.29,-1.88,0.06,0.79,1.91,1.42,-0.5,0.02,1.56,-1.31,-1.29,-0.28,0.0,1.17,0.91,1.64,1.92
2486,2.4,1.03,0.03,1.21,0.39,-0.88,0.03,-1.23,1.01,0.28,2.61,0.6,-0.25,1.28,-1.34,-0.54,-0.63,0.38,0.89,5.36
2487,-0.6,2.05,0.25,-0.57,1.78,-0.26,0.77,-0.91,-1.8,-2.15,0.67,-1.06,-1.67,-0.25,1.14,-0.95,0.31,0.9,3.0,0.88
2488,1.28,-0.16,0.29,0.68,3.79,-0.82,2.69,-0.17,0.38,-0.05,0.62,1.08,0.94,-0.66,1.66,-0.53,-0.44,0.09,6.12,0.63
2489,0.57,0.09,-1.01,-2.08,0.44,-0.7,-1.36,-0.1,0.4,1.36,-0.34,-1.52,0.24,1.54,1.94,-1.66,0.37,1.38,3.12,3.89
2490,0.56,-1.36,0.21,-0.65,-0.66,1.6,1.54,-0.36,-0.4,-0.55,-0.93,1.4,0.55,0.53,0.13,-0.33,-0.0,-0.74,1.27,5.18
2491,1.97,-0.48,1.15,0.83,1.21,0.57,-2.11,0.78,0.41,0.33,0.92,1.23,0.94,1.41,-0.99,0.11,-0.76,0.97,3.02,6.45
2492,0.33,0.25,1.21,0.6,4.04,1.42,0.23,1.03,-0.15,1.0,0.01,1.55,-1.35,0.88,-0.19,-0.56,-1.24,-0.03,6.75,-0.77
2493,0.74,0.15,1.82,-0.31,2.47,0.79,0.97,1.58,0.07,-0.09,0.63,0.25,0.49,0.01,0.68,-0.61,1.04,2.79,1.82,2.77
2494,-0.03,1.57,1.65,0.51,0.08,-1.04,-1.23,-0.31,0.63,-0.59,-0.0,1.43,0.84,0.08,-0.29,1.96,1.23,2.12,-0.47,1.97
2495,1.58,-0.66,0.1,-0.14,0.0,-1.25,2.57,1.54,0.59,0.72,0.74,-0.49,1.16,0.4,0.8,1.54,0.26,2.94,1.25,1.73
2496,3.44,1.0,-1.77,-0.45,-0.02,0.04,-1.04,-0.51,0.53,-0.04,-0.2,-0.79,-0.37,-1.42,-0.2,-0.3,-0.33,2.37,0.92,1.79
2497,-2.31,1.06,-0.05,1.79,-0.62,-0.29,0.2,-0.41,-1.5,-0.55,-0.01,0.49,0.52,-1.73,1.34,-0.82,0.09,0.97,3.33,4.65
2498,-0.41,-0.62,-1.18,0.67,1.03,-1.04,-0.91,-0.64,1.06,-0.13,1.14,1.14,0.94,0.79,0.13,-0.37,-0.76,0.18,3.31,1.64
2499,-0.2,0.98,-0.49,0.21,2.49,0.76,0.71,0.46,-1.19,0.26,-0.6,-0.56,1.61,1.25,-0.72,0.18,-1.77,-0.66,5.42,1.37
2500,-0.67,-0.6,0.67,-0.09,0.68,0.88,0.76,0.03,-1.11,0.37,0.49,-1.62,0.55,-2.76,0.54,0.02,0.37,0.51,2.29,5.41
