,bknwy_cat,stlmt_cat,bkon8_cat,rkxwp_cat,skach_cat,skrxp_cat,rimmx_cat,wkpos_cat,reskd_cat,simpl_cat,thrsk_cat,qxmsq_cat,spcop_cat,wkovl_cat,wkcti_cat,skewr_cat,bkona_cat,hdchk_cat
725,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
726,f,f,f,t,f,f,t,t,f,f,f,f,f,t,f,f,f,f
727,f,f,f,t,f,f,t,t,f,f,f,f,f,t,f,f,f,f
728,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
729,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
730,f,f,f,t,f,f,t,t,f,t,f,f,f,t,f,f,f,f
731,f,f,f,t,f,f,t,t,f,t,f,f,f,t,f,f,f,f
732,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
733,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
734,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
735,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
736,f,f,f,t,f,f,t,t,f,f,f,f,f,t,f,f,f,f
737,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,f
738,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,f
739,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,f
740,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,f
741,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
742,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
743,f,f,f,t,f,f,t,t,f,f,f,f,f,t,f,f,f,f
744,f,f,f,t,f,f,t,t,f,f,f,f,f,t,f,f,f,f
745,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
746,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
747,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
748,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
749,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
750,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
751,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
752,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
753,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
754,f,f,f,t,f,f,t,t,f,f,f,f,f,t,f,f,f,f
755,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,f
756,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,f
757,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
758,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
759,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
760,f,f,f,f,f,f,t,t,f,t,t,f,f,t,f,t,f,f
761,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
762,f,f,f,f,f,f,t,t,f,t,t,f,f,t,f,t,f,f
763,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
764,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
765,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
766,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
767,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
768,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
769,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
770,f,f,f,f,f,f,t,t,f,t,t,f,f,t,f,f,f,f
771,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
772,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
773,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
774,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
775,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
776,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
777,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
778,f,f,f,t,f,f,t,t,f,f,f,f,f,t,f,t,f,f
779,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f
780,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
781,f,f,f,t,f,f,t,t,f,f,f,f,f,t,f,t,f,f
782,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f
783,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
784,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
785,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
786,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
787,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
788,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
789,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
790,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
791,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
792,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
793,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
794,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
795,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
796,f,f,f,t,f,f,t,t,f,f,f,f,f,t,f,t,f,f
797,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
798,f,f,f,t,f,f,t,t,f,t,f,f,f,t,f,t,f,f
799,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
800,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f
801,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f
802,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f
803,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f
804,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f
805,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
806,f,f,f,t,f,f,t,t,f,f,f,f,f,t,f,t,f,f
807,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
808,f,f,f,t,f,f,t,t,f,t,f,f,f,t,f,t,f,f
809,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
810,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f
811,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f
812,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f
813,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
814,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
815,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
816,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
817,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
818,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
819,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
820,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,f
821,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
822,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
823,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
824,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
825,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
826,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
827,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
828,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
829,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
830,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
831,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
832,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,t,f,f
833,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
834,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
835,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
836,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
837,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
838,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,t,f
839,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
840,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
841,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
842,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
843,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
844,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
845,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
846,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
847,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
848,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
849,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
850,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
851,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
852,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
853,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
854,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
855,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
856,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
857,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
858,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
859,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
860,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
861,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
862,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
863,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
864,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
865,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
866,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
867,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
868,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
869,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
870,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
871,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
872,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
873,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
874,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
875,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
876,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
877,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
878,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
879,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
880,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
881,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
882,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f
883,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
884,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
885,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
886,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
887,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
888,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
889,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
890,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
891,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
892,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f
893,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
894,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
895,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
896,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
897,f,f,f,f,f,f,t,t,f,t,f,f,f,t,f,f,f,f
898,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
899,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
900,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
901,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f
902,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
903,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,t,f,f
904,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
905,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
906,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
907,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
908,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
909,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
910,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
911,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
912,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
913,f,f,f,f,f,f,f,f,f,t,f,f,f,t,t,t,f,f
914,f,f,f,t,f,f,f,f,f,t,f,f,f,t,f,t,f,f
915,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
916,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,t,f
917,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
918,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
919,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
920,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
921,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
922,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,t,f,f
923,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
924,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
925,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
926,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
927,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
928,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
929,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
930,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
931,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
932,f,f,f,t,f,f,f,f,f,f,f,f,f,t,t,t,f,f
933,f,f,f,t,f,f,f,f,f,f,f,f,f,t,t,t,f,f
934,f,f,f,f,f,f,f,f,f,t,f,f,f,t,t,t,f,f
935,f,f,f,f,f,f,f,f,f,t,f,f,f,t,t,t,f,f
936,f,f,f,f,f,f,f,f,f,t,f,f,f,t,t,t,f,f
937,f,f,f,t,f,f,f,f,f,t,f,f,f,t,f,t,f,f
938,f,f,f,t,f,f,f,f,f,t,f,f,f,t,f,t,f,f
939,f,f,f,t,f,f,f,f,f,t,f,f,f,t,f,t,f,f
940,f,f,f,t,f,f,f,f,f,t,f,f,f,t,t,t,f,f
941,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
942,f,f,f,f,f,f,f,t,f,f,f,f,f,t,t,t,f,f
943,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
944,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
945,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
946,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
947,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
948,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,t,f
949,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
950,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
951,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
952,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
953,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
954,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
955,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
956,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
957,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
958,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
959,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
960,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
961,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
962,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
963,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
964,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f
965,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f
966,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f
967,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,t,f,f
968,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f
969,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f
970,f,f,f,f,f,f,f,f,f,f,f,t,f,t,t,t,f,f
971,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
972,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
973,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
974,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
975,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
976,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
977,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
978,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
979,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
980,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f
981,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
982,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
983,f,f,f,f,f,f,f,t,f,f,f,f,f,t,t,t,f,f
984,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
985,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
986,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
987,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
988,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
989,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
990,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
991,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
992,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
993,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
994,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
995,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
996,f,f,f,f,f,f,f,f,f,t,f,f,f,t,t,t,f,f
997,f,f,f,f,f,f,f,f,f,t,f,f,f,t,t,t,f,f
998,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
999,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1000,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,f
1001,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1002,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,t,f
1003,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1004,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1005,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f
1006,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f
1007,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f
1008,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1009,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f
1010,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1011,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1012,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1013,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1014,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1015,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1016,f,f,f,f,f,f,f,t,f,t,t,f,f,t,f,f,f,f
1017,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1018,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1019,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1020,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1021,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1022,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1023,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1024,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1025,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f
1026,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1027,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,t,f
1028,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1029,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1030,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1031,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1032,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1033,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1034,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1035,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1036,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1037,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1038,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1039,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1040,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1041,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
1042,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1043,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1044,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
1045,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,f
1046,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f
1047,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1048,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1049,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1050,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1051,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1052,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1053,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1054,f,f,f,f,f,f,f,t,f,t,t,f,f,t,f,t,f,f
1055,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1056,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1057,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1058,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f
1059,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1060,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1061,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1062,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1063,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1064,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,t,f
1065,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1066,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1067,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1068,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1069,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1070,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1071,f,f,f,f,f,f,f,f,f,t,t,f,f,t,f,t,f,f
1072,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1073,f,f,f,t,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1074,f,f,f,t,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1075,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1076,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1077,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1078,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1079,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
1080,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1081,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1082,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1083,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f
1084,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f
1085,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f
1086,f,f,f,f,f,f,f,t,f,t,f,f,f,t,f,t,f,f
