,leaves_cat,leafspots-halo_cat,fruit-pods_cat,seed_cat,external-decay_cat,seed-tmt_cat,sclerotia_cat,class_cat,mycelium_cat,leafspots-marg_cat,date_cat,leaf-shread_cat,seed-discolor_cat,seed-size_cat,stem_cat,int-discolor_cat,germination_cat,temp_cat
402,abnorm,absent,norm,norm,absent,none,absent,brown-stem-rot,absent,dna,july,absent,absent,norm,abnorm,brown,80-89,norm
403,abnorm,absent,norm,norm,absent,none,absent,brown-stem-rot,absent,dna,september,absent,absent,norm,abnorm,brown,lt-80,gt-norm
404,abnorm,absent,norm,norm,absent,fungicide,absent,brown-stem-rot,absent,dna,july,absent,absent,norm,abnorm,brown,80-89,norm
405,abnorm,absent,norm,norm,absent,none,absent,brown-stem-rot,absent,dna,august,absent,absent,norm,abnorm,brown,90-100,norm
406,abnorm,absent,norm,norm,absent,fungicide,absent,brown-stem-rot,absent,dna,september,absent,absent,norm,abnorm,brown,90-100,gt-norm
407,abnorm,absent,norm,norm,absent,none,absent,brown-stem-rot,absent,dna,august,absent,absent,norm,abnorm,brown,90-100,norm
408,abnorm,absent,norm,norm,absent,fungicide,absent,brown-stem-rot,absent,dna,september,absent,absent,norm,abnorm,brown,80-89,gt-norm
409,abnorm,absent,norm,norm,absent,none,absent,powdery-mildew,absent,dna,may,absent,absent,norm,norm,none,90-100,lt-norm
410,abnorm,absent,norm,norm,absent,fungicide,absent,powdery-mildew,absent,dna,june,absent,absent,norm,norm,none,80-89,norm
411,abnorm,absent,norm,norm,absent,none,absent,powdery-mildew,absent,dna,july,absent,absent,norm,norm,none,lt-80,lt-norm
412,abnorm,absent,norm,norm,absent,none,absent,powdery-mildew,absent,dna,august,absent,absent,norm,norm,none,90-100,norm
413,abnorm,absent,norm,norm,absent,none,absent,powdery-mildew,absent,dna,september,absent,absent,norm,norm,none,80-89,lt-norm
414,abnorm,absent,norm,norm,absent,fungicide,absent,powdery-mildew,absent,dna,august,absent,absent,norm,norm,none,90-100,lt-norm
415,abnorm,absent,norm,norm,absent,fungicide,absent,powdery-mildew,absent,dna,july,absent,absent,norm,norm,none,lt-80,norm
416,abnorm,absent,norm,norm,absent,other,absent,powdery-mildew,absent,dna,august,absent,absent,norm,norm,none,90-100,lt-norm
417,abnorm,absent,norm,norm,absent,none,absent,powdery-mildew,absent,dna,june,absent,absent,norm,norm,none,80-89,lt-norm
418,abnorm,absent,norm,norm,absent,none,absent,powdery-mildew,absent,dna,september,absent,absent,norm,norm,none,80-89,norm
419,abnorm,yellow-halos,norm,abnorm,absent,none,absent,downy-mildew,absent,w-s-marg,july,absent,absent,norm,norm,none,80-89,lt-norm
420,abnorm,no-yellow-halos,norm,abnorm,absent,fungicide,absent,downy-mildew,absent,w-s-marg,august,absent,absent,norm,norm,none,lt-80,norm
421,abnorm,yellow-halos,norm,abnorm,absent,none,absent,downy-mildew,absent,w-s-marg,september,absent,absent,norm,norm,none,80-89,norm
422,abnorm,no-yellow-halos,norm,abnorm,absent,fungicide,absent,downy-mildew,absent,w-s-marg,june,absent,absent,norm,norm,none,lt-80,lt-norm
423,abnorm,no-yellow-halos,norm,abnorm,absent,none,absent,downy-mildew,absent,w-s-marg,july,absent,absent,norm,norm,none,80-89,norm
424,abnorm,no-yellow-halos,norm,abnorm,absent,fungicide,absent,downy-mildew,absent,w-s-marg,october,absent,absent,norm,norm,none,lt-80,lt-norm
425,abnorm,yellow-halos,norm,abnorm,absent,fungicide,absent,downy-mildew,absent,w-s-marg,july,absent,absent,norm,norm,none,lt-80,gt-norm
426,abnorm,yellow-halos,norm,abnorm,absent,fungicide,absent,downy-mildew,absent,w-s-marg,september,absent,absent,norm,norm,none,lt-80,norm
427,abnorm,no-yellow-halos,norm,abnorm,absent,fungicide,absent,downy-mildew,absent,w-s-marg,july,absent,absent,norm,norm,none,lt-80,norm
428,abnorm,no-yellow-halos,norm,abnorm,absent,fungicide,absent,downy-mildew,absent,w-s-marg,september,absent,absent,norm,norm,none,lt-80,lt-norm
429,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,may,absent,absent,norm,abnorm,none,lt-80,norm
430,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,june,present,absent,norm,norm,none,90-100,norm
431,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,july,absent,absent,norm,norm,none,80-89,norm
432,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,june,present,absent,norm,norm,none,lt-80,norm
433,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,june,present,absent,norm,abnorm,none,80-89,norm
434,abnorm,no-yellow-halos,norm,norm,firm-and-dry,fungicide,absent,brown-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,80-89,norm
435,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,brown-spot,absent,w-s-marg,june,present,absent,norm,norm,none,80-89,norm
436,abnorm,no-yellow-halos,norm,norm,absent,other,absent,brown-spot,absent,w-s-marg,may,present,absent,norm,norm,none,80-89,norm
437,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,brown-spot,absent,w-s-marg,june,absent,absent,norm,norm,none,lt-80,norm
438,abnorm,no-yellow-halos,diseased,norm,absent,other,absent,brown-spot,absent,w-s-marg,july,absent,absent,norm,abnorm,none,80-89,gt-norm
439,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,april,absent,absent,norm,norm,none,90-100,norm
440,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,brown-spot,absent,w-s-marg,may,absent,absent,norm,norm,none,80-89,gt-norm
441,abnorm,no-yellow-halos,norm,norm,absent,other,absent,brown-spot,absent,w-s-marg,june,absent,absent,norm,norm,none,lt-80,norm
442,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,july,absent,absent,norm,abnorm,none,80-89,gt-norm
443,abnorm,no-yellow-halos,diseased,norm,absent,fungicide,absent,brown-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,lt-80,norm
444,abnorm,no-yellow-halos,norm,norm,absent,other,absent,brown-spot,absent,w-s-marg,april,absent,absent,norm,norm,none,80-89,gt-norm
445,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,may,absent,absent,norm,norm,none,lt-80,norm
446,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,brown-spot,absent,w-s-marg,june,absent,absent,norm,norm,none,80-89,gt-norm
447,abnorm,no-yellow-halos,norm,norm,absent,other,absent,brown-spot,absent,w-s-marg,april,absent,absent,norm,norm,none,lt-80,norm
448,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,may,absent,absent,norm,norm,none,80-89,gt-norm
449,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,may,absent,absent,norm,norm,none,90-100,norm
450,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,june,present,absent,norm,norm,none,80-89,norm
451,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,july,absent,absent,norm,abnorm,none,lt-80,norm
452,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,august,present,absent,norm,abnorm,none,90-100,norm
453,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,80-89,norm
454,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,may,present,absent,norm,norm,none,lt-80,norm
455,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,june,present,absent,norm,norm,none,90-100,norm
456,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,july,absent,absent,norm,abnorm,none,80-89,norm
457,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,may,present,absent,norm,norm,none,lt-80,norm
458,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,june,present,absent,norm,norm,none,90-100,norm
459,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,july,absent,absent,norm,abnorm,none,80-89,norm
460,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,may,present,absent,norm,norm,none,lt-80,norm
461,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,june,present,absent,norm,norm,none,90-100,norm
462,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,july,present,absent,norm,abnorm,none,80-89,norm
463,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,may,present,absent,norm,norm,none,lt-80,norm
464,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,june,present,absent,norm,norm,none,90-100,norm
465,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,july,absent,absent,norm,abnorm,none,80-89,norm
466,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,lt-80,norm
467,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,90-100,norm
468,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,may,present,absent,norm,norm,none,80-89,norm
469,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,june,present,absent,norm,norm,none,lt-80,norm
470,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,july,absent,absent,norm,abnorm,none,90-100,norm
471,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,august,absent,absent,norm,abnorm,none,80-89,norm
472,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,september,absent,absent,norm,abnorm,none,lt-80,norm
473,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,may,absent,absent,norm,norm,none,90-100,norm
474,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,june,absent,absent,norm,norm,none,80-89,norm
475,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,july,present,absent,norm,abnorm,none,lt-80,norm
476,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,may,present,absent,norm,abnorm,none,90-100,norm
477,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,june,present,absent,norm,abnorm,none,80-89,norm
478,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,july,present,absent,norm,abnorm,none,lt-80,norm
479,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,may,present,absent,norm,abnorm,none,90-100,norm
480,abnorm,no-yellow-halos,norm,norm,absent,none,absent,brown-spot,absent,w-s-marg,june,present,absent,norm,abnorm,none,80-89,norm
481,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,bacterial-blight,absent,w-s-marg,july,present,absent,norm,norm,none,80-89,norm
482,abnorm,yellow-halos,norm,norm,absent,none,absent,bacterial-blight,absent,w-s-marg,august,present,absent,norm,norm,none,lt-80,norm
483,abnorm,yellow-halos,norm,norm,absent,none,absent,bacterial-blight,absent,w-s-marg,june,absent,absent,norm,norm,none,lt-80,norm
484,abnorm,yellow-halos,norm,norm,absent,none,absent,bacterial-blight,absent,w-s-marg,august,present,absent,norm,norm,none,80-89,gt-norm
485,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,bacterial-blight,absent,w-s-marg,september,present,absent,norm,norm,none,lt-80,norm
486,abnorm,yellow-halos,norm,norm,absent,none,absent,bacterial-blight,absent,w-s-marg,july,present,absent,norm,norm,none,90-100,norm
487,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,bacterial-blight,absent,w-s-marg,august,absent,absent,norm,norm,none,80-89,norm
488,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,bacterial-blight,absent,w-s-marg,july,present,absent,norm,norm,none,80-89,norm
489,abnorm,yellow-halos,norm,norm,absent,none,absent,bacterial-blight,absent,w-s-marg,august,present,absent,norm,norm,none,lt-80,norm
490,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,bacterial-blight,absent,w-s-marg,september,present,absent,norm,norm,none,80-89,norm
491,abnorm,yellow-halos,norm,abnorm,absent,none,absent,bacterial-pustule,absent,no-w-s-marg,july,absent,present,norm,norm,none,80-89,lt-norm
492,abnorm,yellow-halos,norm,norm,absent,fungicide,absent,bacterial-pustule,absent,no-w-s-marg,may,present,absent,lt-norm,norm,none,lt-80,norm
493,abnorm,no-yellow-halos,norm,abnorm,absent,none,absent,bacterial-pustule,absent,no-w-s-marg,june,present,present,norm,norm,none,80-89,gt-norm
494,abnorm,no-yellow-halos,norm,norm,absent,none,absent,bacterial-pustule,absent,w-s-marg,july,absent,absent,norm,norm,none,lt-80,norm
495,abnorm,yellow-halos,norm,abnorm,absent,fungicide,absent,bacterial-pustule,absent,no-w-s-marg,june,present,present,norm,norm,none,80-89,norm
496,abnorm,yellow-halos,norm,abnorm,absent,none,absent,bacterial-pustule,absent,no-w-s-marg,june,present,present,norm,norm,none,80-89,norm
497,abnorm,yellow-halos,norm,abnorm,absent,fungicide,absent,bacterial-pustule,absent,w-s-marg,may,present,present,lt-norm,norm,none,80-89,norm
498,abnorm,yellow-halos,norm,norm,absent,fungicide,absent,bacterial-pustule,absent,no-w-s-marg,june,present,absent,norm,norm,none,lt-80,gt-norm
499,abnorm,yellow-halos,norm,abnorm,absent,none,absent,bacterial-pustule,absent,no-w-s-marg,september,absent,present,norm,norm,none,80-89,gt-norm
500,abnorm,yellow-halos,norm,norm,absent,none,absent,bacterial-pustule,absent,no-w-s-marg,june,present,absent,norm,norm,none,lt-80,lt-norm
501,abnorm,no-yellow-halos,diseased,abnorm,absent,none,absent,purple-seed-stain,absent,w-s-marg,september,absent,present,norm,norm,none,80-89,gt-norm
502,abnorm,no-yellow-halos,diseased,abnorm,absent,fungicide,absent,purple-seed-stain,absent,w-s-marg,october,absent,present,norm,abnorm,none,lt-80,lt-norm
503,abnorm,no-yellow-halos,diseased,abnorm,absent,fungicide,absent,purple-seed-stain,absent,w-s-marg,september,absent,present,norm,norm,none,lt-80,gt-norm
504,abnorm,no-yellow-halos,diseased,abnorm,absent,none,absent,purple-seed-stain,absent,w-s-marg,august,absent,present,norm,norm,none,lt-80,gt-norm
505,abnorm,no-yellow-halos,diseased,abnorm,absent,none,absent,purple-seed-stain,absent,w-s-marg,september,absent,present,norm,abnorm,none,80-89,lt-norm
506,norm,absent,diseased,abnorm,absent,none,absent,purple-seed-stain,absent,dna,october,absent,present,norm,abnorm,none,lt-80,norm
507,norm,absent,norm,abnorm,absent,none,absent,purple-seed-stain,absent,dna,july,absent,present,norm,norm,none,80-89,gt-norm
508,norm,absent,norm,abnorm,absent,none,absent,purple-seed-stain,absent,dna,july,absent,present,norm,norm,none,lt-80,lt-norm
509,norm,absent,norm,abnorm,absent,fungicide,absent,purple-seed-stain,absent,dna,september,absent,present,norm,norm,none,lt-80,gt-norm
510,abnorm,no-yellow-halos,diseased,abnorm,absent,fungicide,absent,purple-seed-stain,absent,w-s-marg,october,absent,present,norm,abnorm,none,lt-80,norm
511,abnorm,absent,norm,abnorm,firm-and-dry,none,absent,anthracnose,absent,dna,april,absent,present,lt-norm,abnorm,none,90-100,norm
512,abnorm,absent,norm,abnorm,firm-and-dry,other,absent,anthracnose,absent,dna,june,absent,present,lt-norm,abnorm,none,lt-80,norm
513,abnorm,absent,diseased,abnorm,firm-and-dry,fungicide,absent,anthracnose,absent,dna,august,absent,absent,lt-norm,abnorm,none,80-89,norm
514,abnorm,absent,norm,abnorm,firm-and-dry,other,absent,anthracnose,absent,dna,may,absent,present,norm,abnorm,none,80-89,norm
515,abnorm,absent,diseased,abnorm,firm-and-dry,none,absent,anthracnose,absent,dna,august,absent,absent,lt-norm,abnorm,none,90-100,gt-norm
516,norm,absent,diseased,abnorm,absent,none,absent,anthracnose,absent,dna,october,absent,absent,lt-norm,abnorm,none,80-89,norm
517,norm,absent,diseased,abnorm,absent,fungicide,absent,anthracnose,absent,dna,october,absent,absent,lt-norm,abnorm,none,90-100,norm
518,norm,absent,diseased,abnorm,absent,none,absent,anthracnose,absent,dna,october,absent,absent,lt-norm,abnorm,none,90-100,norm
519,norm,absent,diseased,abnorm,absent,none,absent,anthracnose,absent,dna,september,absent,absent,lt-norm,abnorm,none,lt-80,norm
520,norm,absent,diseased,abnorm,absent,fungicide,absent,anthracnose,absent,dna,september,absent,absent,lt-norm,abnorm,none,90-100,norm
521,norm,absent,diseased,norm,absent,fungicide,absent,anthracnose,absent,dna,august,absent,absent,norm,abnorm,none,lt-80,norm
522,abnorm,absent,diseased,norm,firm-and-dry,fungicide,absent,anthracnose,absent,dna,july,absent,absent,norm,abnorm,none,lt-80,gt-norm
523,abnorm,absent,diseased,norm,firm-and-dry,fungicide,absent,anthracnose,absent,dna,august,absent,absent,norm,abnorm,none,90-100,gt-norm
524,abnorm,absent,diseased,norm,firm-and-dry,none,absent,anthracnose,absent,dna,september,absent,absent,norm,abnorm,none,80-89,gt-norm
525,abnorm,absent,diseased,norm,firm-and-dry,fungicide,absent,anthracnose,absent,dna,october,absent,absent,norm,abnorm,none,lt-80,gt-norm
526,norm,absent,diseased,norm,absent,none,absent,anthracnose,absent,dna,august,absent,absent,norm,abnorm,none,90-100,norm
527,norm,absent,diseased,abnorm,absent,fungicide,absent,anthracnose,absent,dna,september,absent,absent,lt-norm,abnorm,none,80-89,norm
528,norm,absent,diseased,abnorm,absent,none,absent,anthracnose,absent,dna,october,absent,absent,lt-norm,abnorm,none,90-100,norm
529,norm,absent,diseased,norm,absent,fungicide,absent,anthracnose,absent,dna,august,absent,absent,norm,abnorm,none,80-89,norm
530,norm,absent,diseased,abnorm,absent,none,absent,anthracnose,absent,dna,september,absent,absent,lt-norm,abnorm,none,90-100,norm
531,norm,absent,diseased,abnorm,absent,fungicide,absent,anthracnose,absent,dna,october,absent,absent,lt-norm,abnorm,none,80-89,norm
532,norm,absent,diseased,norm,absent,none,absent,anthracnose,absent,dna,september,absent,absent,norm,abnorm,none,90-100,norm
533,norm,absent,diseased,norm,absent,fungicide,absent,anthracnose,absent,dna,september,absent,absent,norm,abnorm,none,80-89,norm
534,norm,absent,diseased,norm,absent,none,absent,anthracnose,absent,dna,september,absent,absent,norm,abnorm,none,80-89,norm
535,abnorm,no-yellow-halos,norm,norm,absent,none,absent,phyllosticta-leaf-spot,absent,w-s-marg,may,absent,absent,norm,norm,none,90-100,norm
536,abnorm,no-yellow-halos,norm,norm,absent,none,absent,phyllosticta-leaf-spot,absent,w-s-marg,july,absent,absent,norm,norm,none,lt-80,norm
537,abnorm,no-yellow-halos,norm,norm,absent,none,absent,phyllosticta-leaf-spot,absent,w-s-marg,may,absent,absent,norm,norm,none,lt-80,norm
538,abnorm,no-yellow-halos,norm,norm,absent,none,absent,phyllosticta-leaf-spot,absent,w-s-marg,june,absent,absent,norm,norm,none,lt-80,norm
539,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,phyllosticta-leaf-spot,absent,w-s-marg,june,present,absent,norm,norm,none,80-89,gt-norm
540,abnorm,no-yellow-halos,norm,norm,absent,none,absent,phyllosticta-leaf-spot,absent,w-s-marg,june,present,absent,norm,norm,none,lt-80,gt-norm
541,abnorm,no-yellow-halos,norm,norm,absent,none,absent,phyllosticta-leaf-spot,absent,w-s-marg,july,present,absent,norm,norm,none,90-100,gt-norm
542,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,phyllosticta-leaf-spot,absent,w-s-marg,august,present,absent,norm,norm,none,80-89,gt-norm
543,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,phyllosticta-leaf-spot,absent,w-s-marg,june,present,absent,norm,norm,none,80-89,gt-norm
544,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,phyllosticta-leaf-spot,absent,w-s-marg,august,present,absent,norm,norm,none,80-89,gt-norm
545,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,90-100,gt-norm
546,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,90-100,gt-norm
547,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,lt-80,gt-norm
548,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,lt-80,norm
549,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,90-100,norm
550,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,present,absent,norm,norm,none,90-100,norm
551,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,present,absent,norm,norm,none,80-89,norm
552,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,present,absent,norm,norm,none,80-89,norm
553,abnorm,no-yellow-halos,norm,abnorm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,present,norm,norm,none,80-89,norm
554,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,80-89,norm
555,abnorm,no-yellow-halos,norm,abnorm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,august,absent,present,norm,norm,none,90-100,norm
556,abnorm,no-yellow-halos,norm,norm,absent,other,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,lt-80,gt-norm
557,abnorm,no-yellow-halos,norm,abnorm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,90-100,norm
558,abnorm,no-yellow-halos,norm,abnorm,absent,other,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,present,norm,norm,none,lt-80,norm
559,abnorm,no-yellow-halos,norm,abnorm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,present,norm,norm,none,80-89,norm
560,abnorm,no-yellow-halos,norm,norm,absent,other,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,present,norm,norm,none,90-100,gt-norm
561,abnorm,no-yellow-halos,norm,abnorm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,august,absent,present,norm,norm,none,lt-80,gt-norm
562,abnorm,no-yellow-halos,norm,abnorm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,present,norm,norm,none,lt-80,gt-norm
563,abnorm,no-yellow-halos,norm,norm,absent,other,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,90-100,norm
564,abnorm,no-yellow-halos,norm,abnorm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,present,norm,norm,none,90-100,gt-norm
565,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,90-100,norm
566,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,80-89,gt-norm
567,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,lt-80,gt-norm
568,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,90-100,gt-norm
569,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,80-89,gt-norm
570,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,lt-80,gt-norm
571,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,80-89,gt-norm
572,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,lt-80,gt-norm
573,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,90-100,gt-norm
574,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,80-89,norm
575,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,lt-80,gt-norm
576,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,90-100,gt-norm
577,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,july,absent,absent,norm,norm,none,80-89,norm
578,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,lt-80,norm
579,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,90-100,gt-norm
580,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,80-89,gt-norm
581,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,lt-80,norm
582,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,august,absent,absent,norm,norm,none,90-100,norm
583,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,80-89,gt-norm
584,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,lt-80,gt-norm
585,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,90-100,gt-norm
586,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,80-89,gt-norm
587,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,lt-80,gt-norm
588,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,90-100,gt-norm
589,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,80-89,gt-norm
590,abnorm,no-yellow-halos,norm,norm,absent,none,absent,alternarialeaf-spot,absent,w-s-marg,september,absent,absent,norm,norm,none,lt-80,gt-norm
591,abnorm,no-yellow-halos,norm,norm,absent,fungicide,absent,alternarialeaf-spot,absent,w-s-marg,october,absent,absent,norm,norm,none,90-100,gt-norm
