,attribute_36_num,Class_cat,attribute_47_num,attribute_56_num,attribute_23_num,attribute_46_num,attribute_35_num,attribute_28_num,attribute_50_num,attribute_32_num,attribute_1_num,attribute_30_num,attribute_44_num,attribute_27_num,attribute_9_num,attribute_10_num,attribute_13_num,attribute_57_num,attribute_29_num,attribute_51_num,attribute_17_num,attribute_59_num,attribute_42_num,attribute_54_num,attribute_12_num,attribute_14_num,attribute_55_num,attribute_16_num,attribute_2_num,attribute_25_num
183,0.3356,Mine,0.1401,0.0012,0.6665,0.2216,0.03,0.9941,0.0134,0.6408,0.0096,0.6482,0.4921,1.0,0.2546,0.2952,0.4901,0.0109,0.8793,0.031,0.3068,0.0043,0.4697,0.0144,0.5148,0.4127,0.017,0.3447,0.0404,0.7748
184,0.3156,Mine,0.1227,0.0045,0.7109,0.092,0.1675,0.982,0.03,0.2775,0.0269,0.4848,0.4777,0.8917,0.3595,0.5915,0.5175,0.0043,0.8179,0.0346,0.2937,0.0055,0.3651,0.0145,0.5679,0.3334,0.0081,0.2856,0.0383,0.7201
185,0.2249,Mine,0.094,0.0042,0.7107,0.1901,0.0774,0.9816,0.0144,0.5371,0.034,0.6048,0.4322,1.0,0.2647,0.4117,0.5554,0.0057,0.8984,0.0329,0.3021,0.0033,0.437,0.0067,0.5341,0.3915,0.0099,0.3075,0.0625,0.7287
186,0.1147,Mine,0.4069,0.0031,0.4379,0.5904,0.1406,0.7689,0.051,0.7009,0.0209,0.8577,0.5027,0.6624,0.3048,0.3914,0.3943,0.0062,0.7981,0.0054,0.2324,0.007,0.5077,0.0104,0.3669,0.3311,0.0039,0.3002,0.0191,0.6207
187,0.1519,Mine,0.184,0.0092,0.4217,0.2187,0.194,0.9458,0.0224,0.4795,0.0368,0.8425,0.203,0.8334,0.2164,0.2544,0.2657,0.0009,1.0,0.0151,0.198,0.011,0.4449,0.0018,0.2935,0.3187,0.0057,0.2534,0.0279,0.4808
188,0.1149,Mine,0.1485,0.0044,0.3914,0.1092,0.1848,1.0,0.0176,0.502,0.0089,0.6969,0.1269,0.8754,0.1569,0.2119,0.2743,0.0021,0.9806,0.0199,0.1457,0.006,0.4512,0.0093,0.3094,0.2547,0.0025,0.1452,0.0274,0.6409
189,0.1394,Mine,0.1554,0.0079,0.4585,0.1234,0.1944,1.0,0.0097,0.4192,0.0158,0.7187,0.1335,0.8706,0.1697,0.1923,0.3049,0.0034,0.9815,0.0223,0.2459,0.0022,0.2777,0.0057,0.2719,0.2986,0.0028,0.1745,0.0239,0.7221
190,0.1245,Mine,0.1954,0.0038,0.4896,0.1883,0.2183,0.9915,0.0155,0.5069,0.0156,0.6981,0.1157,0.883,0.1038,0.1567,0.2896,0.0056,0.9223,0.0189,0.173,0.0048,0.2715,0.0082,0.2783,0.2956,0.0091,0.1892,0.021,0.7519
191,0.0922,Mine,0.1878,0.0007,0.5232,0.1833,0.1866,1.0,0.0143,0.4355,0.0315,0.6456,0.0675,0.9199,0.1241,0.1533,0.2686,0.0054,0.899,0.0138,0.216,0.0001,0.3184,0.0044,0.2536,0.2803,0.0072,0.1485,0.0252,0.7868
192,0.0801,Mine,0.1807,0.0084,0.5114,0.1665,0.1488,1.0,0.0044,0.4463,0.0056,0.6511,0.0685,0.9021,0.1673,0.1859,0.2934,0.0037,0.8888,0.0185,0.2028,0.0034,0.2778,0.0074,0.2712,0.2637,0.0068,0.1405,0.0267,0.749
193,0.0985,Mine,0.1937,0.0042,0.4809,0.194,0.1565,0.9769,0.0177,0.5069,0.0203,0.7022,0.0991,0.918,0.1136,0.1747,0.2105,0.0028,0.8937,0.0209,0.1318,0.0013,0.3154,0.0047,0.2721,0.1727,0.0045,0.1786,0.0121,0.7812
194,0.044,Mine,0.0912,0.0042,0.7078,0.0723,0.1331,0.9812,0.0101,0.3397,0.0392,0.8542,0.1631,0.988,0.2105,0.2471,0.2863,0.0071,0.9464,0.0089,0.2062,0.0022,0.211,0.0026,0.3049,0.2294,0.0079,0.2127,0.0108,0.8878
195,0.0317,Mine,0.1818,0.0027,0.7432,0.2283,0.1019,0.9595,0.0219,0.328,0.0129,0.6862,0.2788,1.0,0.1777,0.2245,0.3206,0.0054,0.8722,0.0204,0.2143,0.0024,0.1475,0.0072,0.3134,0.2917,0.0019,0.2347,0.0141,0.9308
196,0.114,Mine,0.1766,0.0062,0.8366,0.2265,0.1769,1.0,0.0142,0.2908,0.005,0.6409,0.2229,0.9974,0.1977,0.2282,0.3309,0.0024,0.9036,0.0281,0.2298,0.0017,0.1068,0.001,0.3484,0.2614,0.0027,0.2055,0.0017,0.951
197,0.0561,Mine,0.157,0.0016,0.794,0.1985,0.1588,0.9471,0.0194,0.3209,0.0366,0.6252,0.2468,1.0,0.1419,0.1847,0.2508,0.0025,0.8237,0.0166,0.2387,0.0027,0.1329,0.0022,0.2648,0.2291,0.0059,0.1863,0.0421,0.9498
198,0.0271,Mine,0.1716,0.0026,0.7793,0.2047,0.1206,0.9739,0.017,0.3165,0.0238,0.6151,0.2054,1.0,0.1594,0.2048,0.2381,0.0028,0.8446,0.0186,0.1781,0.0035,0.1197,0.0084,0.31,0.1918,0.0038,0.1735,0.0318,0.8813
199,0.126,Mine,0.1181,0.0026,0.8067,0.1651,0.2321,0.9818,0.0056,0.3242,0.0116,0.6381,0.1742,1.0,0.1708,0.2271,0.2657,0.0037,0.8684,0.0202,0.2298,0.0057,0.0469,0.01,0.2882,0.2307,0.0034,0.1791,0.0744,0.9327
200,0.1327,Mine,0.1964,0.0071,0.8793,0.2335,0.2223,0.9315,0.0183,0.2822,0.0131,0.6213,0.1916,0.9474,0.261,0.3193,0.3055,0.004,0.8326,0.0137,0.2758,0.0015,0.1055,0.0032,0.3738,0.1926,0.0037,0.2122,0.0387,0.9865
201,0.008,Mine,0.1688,0.0046,0.8203,0.2012,0.0956,0.9955,0.0136,0.2464,0.0335,0.6069,0.2256,0.9301,0.1865,0.266,0.3116,0.0045,0.8576,0.013,0.287,0.0005,0.102,0.0053,0.3553,0.1965,0.0062,0.2794,0.0258,0.881
202,0.0434,Mine,0.0641,0.0098,0.8015,0.0581,0.099,1.0,0.0275,0.6505,0.0272,0.5371,0.1391,0.9168,0.3113,0.3997,0.2926,0.0054,0.7896,0.0146,0.2088,0.0065,0.0585,0.0043,0.3309,0.176,0.0043,0.2043,0.0378,0.844
203,0.0608,Mine,0.1521,0.0101,0.812,0.1085,0.0849,1.0,0.029,0.5547,0.0187,0.6199,0.1339,0.9987,0.2328,0.2684,0.2275,0.0065,0.8104,0.0203,0.2732,0.0193,0.1036,0.0199,0.2933,0.0994,0.0033,0.22,0.0346,0.8919
204,0.1297,Mine,0.079,0.0063,0.8302,0.008,0.0928,1.0,0.0179,0.7117,0.0323,0.7412,0.1694,0.9448,0.103,0.2154,0.299,0.0034,0.9092,0.0051,0.1901,0.0062,0.0824,0.0135,0.3425,0.1402,0.0063,0.1534,0.0101,0.9888
205,0.1446,Mine,0.1059,0.0089,0.7631,0.0757,0.1098,1.0,0.0235,0.7305,0.0522,0.6979,0.1309,0.9699,0.1258,0.2529,0.1878,0.014,0.863,0.0155,0.1723,0.0077,0.0328,0.0051,0.2374,0.0983,0.0062,0.1503,0.0437,0.9424
206,0.0364,Mine,0.1258,0.0035,0.7246,0.0985,0.0776,0.8297,0.0241,0.4961,0.0303,0.7141,0.1548,0.9979,0.1945,0.2354,0.1578,0.0034,0.7032,0.0042,0.207,0.0036,0.1367,0.0126,0.2812,0.0273,0.0036,0.1444,0.0353,0.9242
207,0.1869,Mine,0.0991,0.0061,0.8062,0.147,0.1641,0.7603,0.0116,0.4567,0.026,0.8358,0.1862,0.9375,0.1843,0.2354,0.1665,0.004,0.7123,0.0181,0.2177,0.0061,0.2076,0.0047,0.2442,0.0336,0.0039,0.1708,0.0363,0.9432
