,seed_cat,shriveling_cat,fruit-pods_cat,precip_cat,stem_cat,leaf-malf_cat,stem-cankers_cat,fruiting-bodies_cat,fruit-spots_cat,int-discolor_cat,sclerotia_cat,seed-size_cat,external-decay_cat,mycelium_cat,temp_cat,plant-stand_cat,leafspots-marg_cat,germination_cat
428,abnorm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,lt-norm,lt-normal,w-s-marg,lt-80
429,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
430,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
431,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
432,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
433,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
434,norm,absent,norm,gt-norm,abnorm,absent,absent,present,absent,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,80-89
435,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
436,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
437,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
438,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,brown-w/blk-specks,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,80-89
439,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
440,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
441,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,lt-80
442,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
443,norm,absent,diseased,norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,norm,absent,absent,norm,normal,w-s-marg,lt-80
444,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
445,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,lt-80
446,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
447,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,lt-80
448,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,80-89
449,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
450,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
451,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
452,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
453,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
454,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
455,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
456,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
457,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
458,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
459,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
460,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
461,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
462,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
463,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
464,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
465,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
466,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
467,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
468,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
469,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
470,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
471,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
472,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
473,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
474,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
475,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
476,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
477,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
478,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
479,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
480,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,present,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
481,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
482,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
483,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
484,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
485,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
486,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
487,norm,absent,norm,gt-norm,norm,present,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
488,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
489,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
490,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
491,abnorm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,lt-norm,normal,no-w-s-marg,80-89
492,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,lt-norm,absent,absent,norm,lt-normal,no-w-s-marg,lt-80
493,abnorm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,no-w-s-marg,80-89
494,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
495,abnorm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,no-w-s-marg,80-89
496,abnorm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,no-w-s-marg,80-89
497,abnorm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,lt-norm,absent,absent,norm,normal,w-s-marg,80-89
498,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,no-w-s-marg,lt-80
499,abnorm,absent,norm,norm,norm,present,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,no-w-s-marg,80-89
500,norm,absent,norm,gt-norm,norm,present,absent,absent,absent,none,absent,norm,absent,absent,lt-norm,lt-normal,no-w-s-marg,lt-80
501,abnorm,absent,diseased,gt-norm,norm,absent,absent,absent,colored,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
502,abnorm,absent,diseased,gt-norm,abnorm,absent,absent,absent,colored,none,absent,norm,absent,absent,lt-norm,normal,w-s-marg,lt-80
503,abnorm,absent,diseased,gt-norm,norm,absent,absent,absent,colored,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,lt-80
504,abnorm,absent,diseased,gt-norm,norm,absent,absent,absent,colored,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,lt-80
505,abnorm,absent,diseased,gt-norm,abnorm,absent,absent,absent,colored,none,absent,norm,absent,absent,lt-norm,normal,w-s-marg,80-89
506,abnorm,absent,diseased,gt-norm,abnorm,absent,absent,absent,colored,none,absent,norm,absent,absent,norm,normal,dna,lt-80
507,abnorm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,dna,80-89
508,abnorm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,lt-norm,normal,dna,lt-80
509,abnorm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,dna,lt-80
510,abnorm,absent,diseased,gt-norm,abnorm,absent,absent,absent,colored,none,absent,norm,absent,absent,norm,normal,w-s-marg,lt-80
511,abnorm,present,norm,gt-norm,abnorm,absent,above-soil,absent,absent,none,absent,lt-norm,firm-and-dry,absent,norm,normal,dna,90-100
512,abnorm,present,norm,gt-norm,abnorm,absent,above-sec-nde,absent,absent,none,absent,lt-norm,firm-and-dry,absent,norm,normal,dna,lt-80
513,abnorm,present,diseased,gt-norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,lt-norm,firm-and-dry,absent,norm,normal,dna,80-89
514,abnorm,present,norm,gt-norm,abnorm,absent,above-soil,absent,absent,none,absent,norm,firm-and-dry,absent,norm,normal,dna,80-89
515,abnorm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,lt-norm,firm-and-dry,absent,gt-norm,lt-normal,dna,90-100
516,abnorm,present,diseased,gt-norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,norm,normal,dna,80-89
517,abnorm,present,diseased,gt-norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,norm,lt-normal,dna,90-100
518,abnorm,present,diseased,gt-norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,norm,lt-normal,dna,90-100
519,abnorm,present,diseased,gt-norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,norm,lt-normal,dna,lt-80
520,abnorm,present,diseased,gt-norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,norm,normal,dna,90-100
521,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,brown-w/blk-specks,none,absent,norm,absent,absent,norm,normal,dna,lt-80
522,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,norm,firm-and-dry,absent,gt-norm,lt-normal,dna,lt-80
523,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,norm,firm-and-dry,absent,gt-norm,lt-normal,dna,90-100
524,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,norm,firm-and-dry,absent,gt-norm,lt-normal,dna,80-89
525,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,norm,firm-and-dry,absent,gt-norm,lt-normal,dna,lt-80
526,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,brown-w/blk-specks,none,absent,norm,absent,absent,norm,normal,dna,90-100
527,abnorm,present,diseased,gt-norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,norm,lt-normal,dna,80-89
528,abnorm,present,diseased,gt-norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,norm,normal,dna,90-100
529,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,brown-w/blk-specks,none,absent,norm,absent,absent,norm,lt-normal,dna,80-89
530,abnorm,present,diseased,gt-norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,norm,normal,dna,90-100
531,abnorm,present,diseased,gt-norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,lt-norm,absent,absent,norm,lt-normal,dna,80-89
532,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,norm,absent,absent,norm,normal,dna,90-100
533,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,brown-w/blk-specks,none,absent,norm,absent,absent,norm,lt-normal,dna,80-89
534,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,present,brown-w/blk-specks,none,absent,norm,absent,absent,norm,normal,dna,80-89
535,norm,absent,norm,lt-norm,norm,present,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
536,norm,absent,norm,lt-norm,norm,present,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,lt-80
537,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
538,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
539,norm,absent,norm,lt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
540,norm,absent,norm,lt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,lt-80
541,norm,absent,norm,norm,norm,present,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,90-100
542,norm,absent,norm,norm,norm,present,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,80-89
543,norm,absent,norm,norm,norm,present,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,80-89
544,norm,absent,norm,norm,norm,present,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,80-89
545,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
546,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
547,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
548,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
549,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
550,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
551,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
552,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
553,abnorm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,80-89
554,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,80-89
555,abnorm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
556,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
557,abnorm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,90-100
558,abnorm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,lt-80
559,abnorm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
560,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
561,abnorm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
562,abnorm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
563,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
564,abnorm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,90-100
565,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
566,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
567,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
568,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
569,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
570,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
571,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
572,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
573,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
574,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
575,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
576,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
577,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
578,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
579,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
580,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
581,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
582,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
583,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
584,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
585,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
586,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
587,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
588,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
589,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
590,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
591,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
592,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
593,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
594,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
595,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
596,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,lt-normal,w-s-marg,lt-80
597,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,80-89
598,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
599,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
600,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
601,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,lt-normal,w-s-marg,lt-80
602,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,lt-normal,w-s-marg,lt-80
603,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
604,norm,absent,norm,norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
605,norm,absent,diseased,norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,90-100
606,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,80-89
607,norm,absent,norm,gt-norm,abnorm,absent,above-sec-nde,absent,absent,none,absent,norm,absent,absent,norm,normal,w-s-marg,90-100
608,norm,absent,diseased,gt-norm,norm,absent,above-soil,absent,colored,none,absent,norm,firm-and-dry,absent,norm,lt-normal,w-s-marg,lt-80
609,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,90-100
610,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
611,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,90-100
612,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,lt-normal,w-s-marg,lt-80
613,norm,absent,norm,gt-norm,norm,absent,above-sec-nde,absent,absent,none,absent,norm,firm-and-dry,absent,gt-norm,lt-normal,w-s-marg,lt-80
614,norm,absent,norm,gt-norm,norm,absent,absent,absent,absent,none,absent,norm,absent,absent,gt-norm,normal,w-s-marg,80-89
615,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,90-100
616,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,80-89
617,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,lt-normal,w-s-marg,lt-80
618,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,90-100
619,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,80-89
620,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,lt-normal,w-s-marg,lt-80
621,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,90-100
622,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,80-89
623,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,lt-normal,w-s-marg,lt-80
624,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,normal,w-s-marg,90-100
625,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,80-89
626,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,gt-norm,lt-normal,w-s-marg,lt-80
627,norm,absent,diseased,gt-norm,abnorm,absent,above-sec-nde,absent,colored,none,absent,norm,firm-and-dry,absent,norm,normal,w-s-marg,90-100
