,binaryClass_cat,company1_num,company2_num,company3_num,company4_num,company5_num,company6_num,company7_num,company8_num,company9_num
695,P,43.25,22.25,15.0,37.75,47.875,16.625,66.875,25.0,37.75
696,P,42.625,22.625,15.125,37.25,47.625,16.5,67.25,25.25,37.375
697,P,43.0,23.375,15.125,38.25,47.5,16.875,66.875,25.375,37.375
698,P,43.5,25.5,15.125,38.125,48.625,16.625,66.75,25.375,38.25
699,P,43.875,25.0,15.375,39.375,50.375,16.875,66.5,25.625,38.375
700,P,44.375,24.625,15.125,39.25,51.0,16.375,65.75,25.125,36.75
701,P,43.875,23.375,14.75,40.25,50.875,16.0,66.25,24.5,35.875
702,P,43.0,22.75,14.375,39.5,49.5,15.875,64.375,23.75,34.875
703,P,44.5,22.875,14.625,39.25,48.875,15.875,64.75,23.625,36.0
704,P,46.0,22.375,14.375,39.0,49.625,15.375,64.875,23.5,35.25
705,P,45.375,21.0,14.25,38.125,48.375,15.0,64.375,22.75,33.25
706,P,46.0,20.0,14.125,38.125,48.875,15.125,64.25,22.375,31.5
707,N,48.25,19.25,14.375,38.5,48.875,15.75,65.625,22.75,32.25
708,N,48.5,20.75,14.625,39.25,50.25,16.25,67.375,25.0,31.875
709,N,48.5,20.625,15.0,39.875,52.625,16.125,67.375,25.375,32.25
710,N,47.375,20.125,15.0,39.375,51.75,15.875,66.25,25.0,32.375
711,N,47.125,20.0,15.25,38.625,51.25,15.625,66.375,25.125,34.25
712,N,47.875,22.125,15.125,38.5,51.625,15.5,66.75,24.75,33.5
713,P,46.125,22.375,15.125,38.875,50.625,15.375,66.0,24.5,33.375
714,P,46.125,22.125,15.25,38.0,50.0,15.125,65.375,24.25,33.125
715,P,44.5,22.25,15.5,38.25,49.375,15.125,67.375,24.625,32.75
716,P,44.75,23.875,15.875,37.75,48.75,14.875,68.5,24.875,32.625
717,P,44.25,23.375,17.0,38.25,47.25,15.125,69.0,25.375,32.75
718,P,46.0,23.5,17.5,38.125,48.625,15.0,68.75,25.25,33.375
719,P,46.125,23.0,16.625,38.125,49.625,14.625,69.75,24.5,33.0
720,P,45.375,23.125,16.625,38.625,51.375,14.75,70.0,25.125,31.75
721,P,44.5,23.625,17.0,39.25,51.0,14.875,70.75,24.375,32.875
722,P,44.25,23.75,16.75,39.875,50.125,14.875,69.5,24.375,32.25
723,P,44.875,23.875,16.75,40.75,49.5,15.125,69.0,25.5,33.875
724,P,45.75,24.25,16.625,40.5,50.75,15.5,69.75,25.125,35.375
725,P,46.375,24.0,17.0,40.5,51.375,15.625,69.375,24.875,35.0
726,P,46.875,23.375,17.0,40.875,51.375,16.125,69.75,24.875,34.875
727,P,46.5,22.625,17.0,41.875,50.875,16.0,70.5,24.875,34.875
728,P,46.375,22.625,17.25,41.0,51.75,16.125,70.125,26.375,35.125
729,P,47.25,23.25,17.875,41.625,51.5,16.625,69.5,27.125,35.375
730,P,42.625,23.0,17.625,41.875,49.875,16.5,67.0,26.25,35.0
731,P,44.25,23.125,17.375,42.0,49.375,16.75,67.0,26.125,34.625
732,P,44.625,23.0,17.375,42.5,49.375,17.125,67.75,26.125,34.375
733,P,43.625,23.125,17.625,42.0,48.875,17.125,68.0,26.625,34.5
734,P,43.875,23.25,17.875,42.125,48.125,16.75,68.0,26.5,34.25
735,P,42.875,23.375,18.0,41.75,46.625,16.75,68.625,26.75,34.375
736,P,43.0,22.625,17.875,42.0,43.75,17.125,67.875,26.25,34.25
737,P,44.25,23.375,17.875,42.875,43.375,17.0,69.5,26.875,34.125
738,P,45.0,23.375,17.75,42.25,42.25,17.25,68.375,26.875,33.125
739,N,45.5,23.125,17.875,43.375,42.5,18.0,67.875,27.25,33.875
740,N,46.25,23.625,18.25,43.375,44.375,18.5,68.75,27.125,33.5
741,N,46.125,23.75,19.125,43.75,44.75,17.75,68.0,26.625,34.0
742,N,45.5,24.625,19.875,45.125,45.0,18.0,66.5,26.875,34.125
743,N,44.875,24.5,20.375,44.625,43.625,18.75,67.0,27.0,34.0
744,P,45.125,24.125,20.5,44.75,43.75,18.5,66.75,26.25,35.0
745,N,45.75,24.375,19.875,45.875,43.75,18.875,67.25,25.875,35.125
746,N,45.125,24.625,19.75,46.25,43.625,18.625,67.5,25.375,36.125
747,N,44.875,25.375,19.25,46.0,43.75,18.875,68.0,26.625,36.5
748,N,44.5,25.75,19.375,46.5,43.875,19.0,68.0,26.875,35.5
749,N,44.875,26.125,19.625,47.875,43.25,18.5,68.0,27.25,35.0
750,N,45.25,25.75,19.625,47.0,42.5,18.5,68.0,27.375,35.75
751,N,45.875,25.25,19.125,46.125,42.5,18.75,68.625,27.375,36.625
752,N,46.5,26.0,19.875,45.625,42.5,18.875,68.875,27.625,37.75
753,N,46.125,25.375,19.5,45.0,42.25,19.25,68.75,27.625,37.5
754,P,46.25,25.125,20.25,44.5,40.875,19.25,69.75,27.625,38.5
755,N,45.875,25.0,19.5,43.75,40.25,19.0,70.0,27.75,37.25
756,N,45.875,25.0,19.625,44.0,40.0,19.25,69.625,27.75,37.5
757,N,45.375,25.25,19.625,44.0,38.875,17.375,70.125,27.75,37.875
758,N,44.875,25.375,18.625,43.875,37.625,18.0,69.0,27.25,36.25
759,N,44.75,25.0,18.375,43.375,38.0,17.375,67.875,26.625,35.5
760,N,46.375,25.375,18.625,43.75,39.75,17.5,66.5,26.625,35.5
761,P,44.625,25.0,18.375,43.25,38.75,17.625,66.625,25.5,35.5
762,P,44.0,22.5,19.375,43.25,31.25,17.75,67.375,24.75,36.125
763,P,43.75,21.25,19.375,42.75,28.0,17.125,67.0,23.25,35.875
764,P,45.0,21.25,19.5,42.75,27.75,16.625,67.25,23.375,35.0
765,P,45.125,20.875,20.25,44.125,29.0,17.0,67.75,24.125,36.0
766,P,44.375,20.625,20.25,44.75,29.375,17.375,68.75,23.75,35.5
767,P,44.25,21.375,19.875,45.375,28.75,18.125,69.75,24.25,36.0
768,P,45.375,21.125,19.875,45.5,29.125,18.375,69.75,24.5,35.875
769,N,48.25,23.375,20.0,45.625,30.125,19.0,68.5,26.375,37.0
770,N,49.25,25.25,19.75,46.375,31.875,19.375,70.125,26.5,40.0
771,P,48.5,29.25,20.5,50.0,36.25,20.625,74.625,27.0,38.625
772,P,47.125,30.625,20.75,50.25,37.0,19.875,76.375,27.625,38.375
773,P,47.125,30.125,21.125,49.5,36.5,20.375,75.875,27.75,38.125
774,P,48.75,29.0,20.125,50.75,35.125,20.125,76.375,28.0,38.5
775,P,49.125,27.5,19.875,51.875,36.0,20.125,76.25,27.875,38.625
776,P,46.875,28.125,19.375,52.75,37.25,19.875,74.5,28.0,39.25
777,P,47.25,28.875,19.5,52.75,37.125,21.0,75.0,27.5,38.75
778,N,47.875,29.875,19.75,51.75,37.375,21.0,75.25,28.125,38.875
779,N,49.375,28.75,19.375,50.75,37.75,21.375,75.0,28.375,39.75
780,N,49.75,28.5,18.375,50.625,38.75,21.125,73.875,28.5,39.25
781,N,51.625,26.0,16.875,51.375,40.75,24.125,75.0,28.75,38.75
782,N,51.125,26.5,16.625,50.375,40.125,25.125,76.0,29.25,38.375
783,N,52.0,28.0,17.25,52.625,45.5,23.75,77.75,29.0,40.875
784,N,51.0,27.0,17.5,52.0,43.875,23.125,76.0,27.5,41.5
785,N,52.25,27.5,17.375,52.75,43.375,22.875,75.0,27.875,40.625
786,N,51.375,26.5,18.0,52.625,47.0,24.5,76.875,28.0,41.875
787,N,48.25,25.375,18.125,52.375,49.75,26.25,75.875,27.75,41.25
788,N,47.125,27.0,18.25,51.5,48.875,25.25,76.5,27.875,41.75
789,P,48.0,26.375,18.875,50.625,47.125,24.875,77.0,27.625,41.25
790,N,49.0,25.5,18.0,51.0,46.125,25.25,77.25,27.75,42.0
791,N,49.375,25.375,17.75,50.0,45.125,25.0,76.625,27.625,42.5
792,N,48.0,25.125,17.75,49.625,44.875,25.0,75.125,27.375,42.375
793,N,47.5,25.5,17.0,49.75,43.5,25.0,75.75,26.5,42.375
794,N,47.875,26.25,16.0,48.5,41.5,25.0,75.0,26.25,40.375
795,N,46.875,26.25,16.125,49.125,42.75,25.0,74.25,27.125,40.375
796,N,46.125,24.75,15.75,48.125,41.625,24.125,74.125,26.5,40.375
797,N,47.25,25.0,14.875,47.5,40.625,25.0,75.0,27.375,40.25
798,N,48.25,25.0,14.5,46.375,40.375,25.75,75.5,27.125,40.5
799,N,49.25,24.5,14.5,46.5,41.0,25.75,75.25,27.5,40.75
800,N,49.5,24.375,14.875,46.875,40.875,26.0,75.5,27.625,41.125
801,N,50.25,24.5,15.25,49.375,40.75,26.75,76.375,27.875,42.125
802,N,50.25,24.5,15.25,48.875,40.875,27.25,77.0,28.25,42.0
803,N,50.25,24.25,15.75,49.125,41.0,26.75,76.5,28.25,41.25
804,N,49.5,23.625,15.375,49.125,40.5,26.125,77.75,28.5,41.25
805,N,48.375,23.875,15.625,49.375,40.5,26.125,77.875,28.875,40.875
806,N,47.75,23.75,15.625,49.375,40.125,26.125,79.375,28.125,39.25
807,N,48.375,28.5,15.625,50.25,39.75,26.125,79.25,27.875,39.75
808,N,48.375,29.125,15.5,50.125,39.25,26.375,78.75,28.0,39.625
809,N,48.0,28.875,15.75,51.0,39.375,26.25,79.5,27.875,39.75
810,N,48.0,29.5,15.875,52.25,39.0,26.5,79.75,27.875,40.25
811,N,47.125,29.375,15.5,52.125,38.375,26.25,79.25,27.0,39.625
812,N,47.25,29.125,15.375,52.875,37.25,27.0,79.75,27.0,39.25
813,N,47.125,29.25,15.375,53.375,36.25,27.5,80.625,26.875,38.625
814,N,47.75,29.5,15.625,54.25,37.125,28.75,81.0,27.0,39.125
815,N,47.625,31.5,15.875,56.75,36.875,28.375,82.75,27.5,39.625
816,N,48.125,32.125,15.875,58.25,38.5,29.625,83.375,28.0,40.375
817,N,47.625,32.75,16.0,57.875,38.625,29.25,83.375,27.875,40.875
818,N,47.0,33.5,16.0,56.25,37.5,28.875,81.875,27.75,40.625
819,N,46.875,34.375,16.25,56.5,37.75,28.125,80.5,27.125,39.5
820,N,47.25,34.375,16.25,54.875,40.5,28.25,81.75,28.0,39.25
821,N,47.625,34.375,16.25,57.25,41.0,28.0,82.5,27.625,37.75
822,N,49.125,33.375,16.25,56.75,41.375,27.75,82.25,27.875,38.0
823,N,48.875,32.0,15.75,55.0,41.125,27.625,80.75,26.875,37.375
824,N,48.875,32.5,15.5,55.75,40.625,28.5,80.75,26.875,38.875
825,N,47.75,31.125,15.25,54.125,40.75,28.0,81.0,26.25,39.625
826,N,47.375,32.625,15.25,53.5,41.5,27.875,81.125,26.875,39.5
827,N,47.0,33.5,15.375,55.0,42.75,27.75,80.5,27.5,39.75
828,N,46.875,33.5,15.75,55.5,43.125,28.25,80.875,27.625,39.875
829,N,46.625,33.25,15.875,55.125,42.75,27.625,82.0,27.75,40.75
830,P,46.5,33.375,15.875,55.625,43.375,28.0,82.0,27.75,40.5
831,P,47.0,35.0,16.25,55.625,44.125,28.875,81.25,27.625,39.625
832,P,47.25,35.25,16.125,56.75,47.25,28.25,80.75,27.75,39.375
833,P,46.75,35.25,15.75,57.5,49.0,27.375,80.125,27.25,39.75
834,P,46.625,35.0,16.0,55.0,50.125,27.25,78.25,27.625,39.5
835,P,47.5,36.875,15.75,55.25,50.375,27.0,79.125,27.875,39.625
836,P,47.75,37.5,15.75,56.875,46.75,23.75,80.25,27.875,39.625
837,P,47.625,37.0,15.125,55.0,47.25,23.0,79.0,27.375,39.125
838,P,46.125,36.5,15.625,55.125,48.75,23.625,79.25,27.625,39.125
839,P,45.875,37.25,15.875,54.5,47.75,24.0,80.0,27.5,39.25
840,P,45.75,37.625,16.125,54.0,48.75,24.5,79.25,27.25,39.625
841,P,45.5,39.0,17.5,54.5,48.25,24.375,80.75,27.625,40.0
842,P,45.875,38.375,17.5,54.875,47.25,24.0,81.25,27.125,40.75
843,P,46.625,39.0,17.75,54.25,48.25,23.375,81.375,26.75,40.625
844,P,47.0,39.5,16.875,55.375,48.75,23.5,81.25,26.625,40.0
845,P,47.0,40.0,16.5,56.375,48.75,22.75,80.875,26.375,40.0
846,P,47.125,40.0,17.375,56.5,49.125,22.875,81.125,25.875,39.875
847,P,48.125,39.625,16.625,57.25,49.75,22.5,82.125,27.125,40.0
848,P,47.0,38.5,16.125,55.875,51.375,22.5,80.25,26.25,39.75
849,P,47.0,39.0,16.25,56.0,50.125,22.75,81.625,26.75,39.625
850,P,46.75,39.125,15.75,56.0,49.375,22.125,81.625,26.25,40.0
851,P,46.125,38.875,15.75,56.375,49.25,22.25,80.875,26.375,39.5
852,P,46.625,38.875,15.75,57.5,49.5,22.75,81.0,26.75,39.375
853,P,46.0,39.0,15.625,57.75,50.75,22.75,81.875,27.625,39.875
854,P,46.0,39.25,16.125,59.25,51.0,23.0,81.5,27.375,39.75
855,P,46.25,39.625,15.875,57.375,50.75,22.625,82.0,27.375,40.125
856,P,46.75,39.625,16.0,56.875,49.625,22.75,82.375,27.125,40.0
857,P,46.0,38.875,16.375,57.0,50.0,22.5,81.625,26.125,39.875
858,P,46.375,39.0,16.5,57.625,49.875,22.625,81.625,26.875,40.125
859,P,46.75,39.25,16.75,59.25,51.375,22.75,82.125,27.0,39.875
860,P,46.875,38.75,16.75,59.75,51.25,23.0,82.375,27.25,40.0
861,P,48.375,38.125,17.375,60.125,51.375,23.625,83.25,27.75,41.125
862,P,48.875,38.375,17.75,59.5,52.875,24.625,84.75,28.0,42.0
863,P,48.375,39.75,17.625,59.125,54.375,25.125,85.125,27.75,43.25
864,N,48.25,39.875,17.625,58.375,56.375,25.25,85.0,27.75,43.25
865,N,48.125,39.875,17.125,57.75,55.125,25.125,85.25,27.625,42.5
866,P,47.75,39.0,17.5,57.875,53.5,25.875,84.0,27.5,42.75
867,P,48.0,39.25,17.375,56.375,52.5,26.5,81.75,26.75,41.5
868,P,47.75,38.875,17.75,56.25,53.0,26.25,81.125,26.375,41.625
869,P,48.125,38.875,17.875,56.375,53.875,27.0,80.875,26.375,41.75
870,P,47.875,38.5,17.25,56.5,53.75,27.0,80.875,26.375,41.375
871,P,48.375,38.25,17.625,56.0,54.5,26.375,82.0,26.5,41.375
872,P,49.375,38.75,17.75,56.75,54.25,26.25,82.625,26.875,41.25
873,P,49.0,39.0,17.75,57.0,54.625,25.875,83.0,26.375,41.875
874,P,49.5,40.0,17.75,56.5,53.75,25.75,82.125,26.875,41.0
875,P,48.5,40.0,17.625,56.5,53.0,25.5,81.0,27.125,41.0
876,P,48.75,41.25,17.625,56.5,51.375,25.25,80.25,27.125,41.5
877,P,46.875,41.625,17.5,56.875,51.0,25.75,80.5,27.125,42.5
878,P,45.625,41.625,17.5,55.625,50.0,25.0,79.625,26.875,41.375
879,P,45.75,40.25,17.5,55.25,50.25,25.25,80.0,27.125,42.25
880,P,45.375,40.875,18.125,55.625,52.625,25.875,80.25,27.125,41.5
881,P,45.5,40.75,17.75,55.875,52.0,25.5,80.0,27.75,42.375
882,P,45.75,41.875,17.875,55.875,50.375,25.375,80.0,27.875,42.125
883,P,46.0,42.75,18.0,56.375,52.625,25.5,79.75,27.625,42.375
884,P,45.75,42.5,17.875,56.625,53.375,25.375,80.0,27.75,42.0
885,P,45.0,42.125,17.5,56.5,53.75,24.75,79.375,27.5,41.75
886,P,44.625,42.25,17.625,56.5,54.0,24.75,80.125,27.75,42.25
887,P,44.25,42.875,18.375,56.5,54.5,25.0,79.5,27.5,42.125
888,P,44.375,41.75,18.25,56.125,54.5,25.375,79.75,26.875,42.5
889,P,45.125,42.0,17.75,56.375,55.625,26.125,80.0,26.875,42.125
890,P,45.5,42.25,17.875,56.625,57.0,27.125,81.75,26.75,42.25
891,P,45.625,43.75,18.0,57.0,58.5,27.125,84.0,26.875,44.0
892,P,45.625,44.125,17.875,56.875,59.5,27.25,82.875,26.75,43.5
893,P,45.625,43.75,18.0,57.25,58.625,27.625,84.25,27.25,43.25
894,P,45.25,44.0,18.375,57.25,59.0,28.625,83.5,27.125,44.25
895,N,44.875,44.0,18.5,58.75,59.0,29.875,84.0,27.25,44.625
896,N,43.75,44.375,18.75,59.875,57.25,29.75,84.25,27.375,44.375
897,N,43.25,44.5,19.25,59.375,55.625,29.0,84.375,27.0,44.0
898,N,43.75,44.125,19.0,59.0,53.0,28.375,84.25,26.875,44.5
899,N,43.875,44.5,19.125,57.5,50.875,29.375,83.5,26.625,44.5
900,N,44.0,44.5,19.125,58.5,51.5,29.75,84.25,26.75,45.125
901,N,43.625,43.375,19.125,57.375,54.0,29.75,83.5,26.125,45.125
902,N,44.375,43.0,19.375,57.0,55.0,29.875,82.875,26.25,45.5
903,N,46.5,44.625,19.75,57.25,57.0,30.0,85.0,26.625,45.25
904,P,46.375,45.0,19.75,57.625,57.125,29.75,84.75,27.125,45.625
905,N,45.25,44.0,19.5,56.75,56.375,29.0,84.75,27.0,44.75
906,P,45.5,44.0,19.5,56.75,54.25,29.125,84.875,27.125,44.875
907,P,45.5,43.625,19.5,55.625,54.0,29.0,84.375,27.5,44.375
908,P,46.25,43.5,19.375,57.625,53.625,29.5,84.125,27.5,44.25
909,P,46.5,43.75,19.5,56.625,53.75,29.375,83.0,27.0,44.5
910,P,46.75,44.0,19.625,56.625,53.25,29.25,82.875,26.25,44.875
911,P,46.375,44.125,19.75,56.75,52.75,29.25,84.0,26.25,45.0
912,P,46.0,44.125,19.75,57.0,53.375,29.0,84.625,26.875,45.0
913,P,46.25,44.25,20.0,56.875,52.0,29.0,84.375,26.875,44.125
914,P,46.75,44.25,19.625,57.375,50.5,29.0,85.5,26.375,43.375
915,P,47.5,44.625,19.625,57.5,50.625,29.375,85.75,26.25,43.25
916,P,46.25,44.25,19.0,57.875,48.75,29.0,86.5,26.125,43.25
917,P,45.375,44.25,18.125,57.125,51.25,30.125,87.0,25.625,42.5
918,P,45.875,46.75,19.0,58.625,55.5,30.5,87.25,25.5,42.75
919,N,48.25,44.125,19.375,57.5,54.0,30.375,85.875,26.0,42.75
920,N,48.625,42.375,19.125,57.75,51.125,29.875,85.375,26.625,43.875
921,N,48.625,42.375,19.0,58.0,53.25,30.125,84.625,26.75,44.125
922,N,48.75,41.75,19.0,55.75,51.125,29.25,83.5,26.5,43.625
923,N,49.0,40.125,18.875,54.5,51.0,28.0,83.375,26.375,42.875
924,N,50.125,41.5,18.875,53.625,54.5,27.75,83.625,26.25,43.375
925,N,50.0,41.0,18.375,53.25,55.25,27.875,82.125,26.5,43.5
926,N,49.75,42.5,18.375,52.75,55.625,28.0,82.0,26.375,43.375
927,N,49.625,42.5,18.5,52.875,56.0,27.5,80.25,26.375,43.0
928,N,50.5,42.375,18.625,52.375,56.125,27.625,80.125,26.375,43.5
929,N,52.125,42.125,19.125,53.125,57.75,27.375,81.25,26.375,43.25
930,P,52.375,42.25,19.0,54.0,59.75,27.0,81.25,26.625,43.625
931,P,51.75,42.25,19.125,53.625,57.875,26.375,81.375,26.875,43.25
932,P,51.125,41.875,18.875,52.625,56.125,26.375,80.875,26.375,42.375
933,P,50.0,41.125,19.125,51.75,54.125,26.875,81.0,26.75,42.125
934,P,49.875,41.125,19.0,52.0,54.75,24.375,80.375,27.125,42.375
935,P,48.625,40.75,19.0,51.5,55.5,22.875,80.75,26.625,42.375
936,P,49.0,39.625,19.375,52.25,55.125,22.0,81.5,26.875,42.875
937,N,49.375,40.5,19.5,51.875,55.875,21.75,81.5,26.75,42.375
938,N,49.0,41.125,19.75,53.0,57.625,21.625,81.875,26.875,42.375
939,P,50.0,40.75,19.75,53.125,58.625,22.5,80.0,26.0,42.25
940,P,49.75,40.875,19.875,52.75,57.625,23.0,77.75,26.625,42.375
941,P,49.75,41.75,20.125,52.75,57.125,23.125,78.375,26.5,41.75
942,P,50.25,45.625,19.75,52.5,59.125,24.0,79.0,26.75,42.25
943,P,50.875,49.5,19.75,52.5,59.5,24.75,80.0,26.625,42.0
944,P,50.625,48.75,20.0,53.25,62.0,24.5,79.5,26.5,42.375
945,P,50.375,46.25,19.375,52.25,61.875,23.5,78.625,26.625,41.875
946,P,50.75,46.375,19.625,50.875,64.625,23.25,77.625,26.5,40.75
947,P,50.625,46.625,19.625,50.875,64.625,23.25,75.0,26.25,41.25
948,P,50.125,47.0,19.875,50.75,62.75,22.875,74.5,25.25,40.625
949,P,49.0,47.0,19.5,49.5,60.875,22.75,75.625,25.5,40.5
