,Number_of_faculty-all_ranks_num,State_cat,Type_cat,Average_salary-full_professors_num,Average_salary-associate_professors_num,Average_salary-assistant_professors_num,Average_salary-all_ranks_num,Average_compensation-full_professors_num,Average_compensation-associate_professors_num,Average_compensation-assistant_professors_num,Average_compensation-all_ranks_num,Number_of_full_professors_num,Number_of_associate_professors_num,Number_of_assistant_professors_num,Number_of_instructors_num
594,1268,NC,I,701.0,512.0,410.0,565,837.0,620.0,498.0,678,572,329,212,18
595,643,NC,IIA,568.0,448.0,385.0,441,686.0,546.0,470.0,536,173,189,197,0
596,572,NC,I,610.0,443.0,377.0,435,735.0,540.0,461.0,529,140,178,135,8
597,323,NC,IIA,685.0,526.0,433.0,557,837.0,641.0,508.0,674,135,86,74,18
598,42,NC,IIB,,,,283,,,,352,0,0,0,0
599,319,NC,IIA,515.0,439.0,364.0,414,627.0,537.0,448.0,506,71,106,93,1
600,346,NC,IIA,533.0,419.0,366.0,421,648.0,511.0,449.0,514,94,105,108,1
601,79,NC,IIB,380.0,308.0,301.0,320,469.0,385.0,366.0,394,23,25,24,7
602,149,NC,IIB,480.0,421.0,365.0,407,587.0,516.0,451.0,500,39,48,30,6
603,71,ND,IIB,402.0,342.0,302.0,316,506.0,432.0,376.0,397,9,14,33,13
604,37,ND,IIB,415.0,,313.0,340,519.0,,399.0,429,9,4,21,3
605,188,ND,IIA,457.0,383.0,331.0,347,563.0,477.0,416.0,436,34,41,68,16
606,472,ND,I,460.0,391.0,345.0,379,572.0,489.0,431.0,473,130,124,163,27
607,54,ND,IIB,403.0,368.0,313.0,340,501.0,462.0,383.0,425,12,14,16,6
608,423,ND,IIA,473.0,391.0,353.0,398,545.0,458.0,420.0,467,130,125,149,6
609,91,NE,IIA,491.0,404.0,329.0,390,593.0,500.0,406.0,476,33,20,19,19
610,43,NE,IIB,,321.0,293.0,300,,395.0,347.0,362,5,13,19,6
611,54,NE,IIB,352.0,316.0,282.0,320,423.0,390.0,357.0,393,22,16,15,1
612,342,NE,IIA,649.0,462.0,351.0,437,793.0,562.0,418.0,529,66,119,127,22
613,36,NE,IIB,338.0,300.0,276.0,300,404.0,368.0,336.0,364,11,11,11,3
614,57,NE,IIB,436.0,392.0,326.0,360,521.0,465.0,391.0,431,17,7,28,5
615,66,NE,IIB,426.0,359.0,305.0,353,516.0,434.0,369.0,426,19,19,24,4
616,309,NE,IIA,509.0,433.0,365.0,409,618.0,533.0,448.0,502,81,89,92,9
617,52,NE,IIB,372.0,,278.0,301,449.0,,346.0,371,14,4,25,9
618,403,NE,IIA,528.0,446.0,417.0,452,635.0,540.0,507.0,547,149,115,97,36
619,87,NE,IIB,454.0,381.0,327.0,396,548.0,468.0,400.0,481,37,23,25,2
620,50,NE,IIB,483.0,402.0,308.0,367,584.0,493.0,385.0,452,14,8,19,9
621,40,NE,IIB,290.0,293.0,272.0,288,358.0,359.0,334.0,354,18,14,7,1
622,1127,NE,I,661.0,477.0,410.0,523,792.0,584.0,505.0,635,436,344,316,31
623,125,NE,IIA,481.0,411.0,324.0,394,585.0,501.0,399.0,482,46,25,41,13
624,41,NE,IIB,379.0,340.0,289.0,317,449.0,404.0,346.0,378,6,12,23,0
625,26,NE,IIB,,407.0,377.0,368,,469.0,434.0,425,1,6,8,11
626,38,NH,IIB,397.0,380.0,277.0,329,488.0,468.0,349.0,410,9,9,19,1
627,371,NH,I,785.0,536.0,429.0,610,1002.0,686.0,532.0,774,163,89,114,5
628,76,NH,IIB,470.0,382.0,323.0,399,605.0,487.0,412.0,510,28,29,17,2
629,65,NH,IIB,423.0,329.0,251.0,327,551.0,437.0,313.0,423,20,20,23,2
630,83,NH,IIA,567.0,425.0,356.0,459,728.0,558.0,464.0,597,31,32,15,5
631,34,NH,IIB,335.0,299.0,261.0,286,393.0,383.0,312.0,349,6,11,13,4
632,66,NH,IIA,449.0,363.0,331.0,365,541.0,419.0,392.0,429,12,29,18,7
633,109,NH,IIB,512.0,403.0,338.0,381,633.0,508.0,435.0,483,16,35,51,7
634,576,NH,I,587.0,454.0,375.0,482,729.0,575.0,483.0,607,196,253,127,0
635,149,NH,IIB,494.0,417.0,337.0,426,622.0,532.0,439.0,542,61,46,40,2
636,158,NH,IIB,518.0,405.0,354.0,431,650.0,518.0,458.0,548,59,55,38,6
637,46,NJ,IIB,476.0,434.0,354.0,406,602.0,547.0,443.0,510,12,13,17,4
638,36,NJ,IIB,,305.0,252.0,266,,371.0,310.0,326,1,10,16,9
639,47,NJ,IIB,426.0,388.0,322.0,365,490.0,437.0,384.0,420,9,19,16,3
640,108,NJ,IIA,603.0,463.0,386.0,529,762.0,580.0,479.0,664,61,28,15,4
641,71,NJ,IIB,490.0,425.0,373.0,403,592.0,509.0,450.0,487,19,13,30,8
642,44,NJ,IIB,,351.0,311.0,320,,422.0,375.0,385,1,14,24,5
643,237,NJ,IIB,649.0,525.0,405.0,520,840.0,697.0,558.0,692,80,66,90,1
644,126,NJ,IIA,616.0,509.0,408.0,519,783.0,668.0,523.0,669,41,55,29,1
645,419,NJ,IIA,647.0,521.0,417.0,532,802.0,661.0,541.0,672,155,130,125,9
646,303,NJ,IIA,771.0,606.0,501.0,615,976.0,790.0,670.0,799,104,98,71,0
647,340,NJ,IIA,640.0,516.0,423.0,525,833.0,691.0,582.0,700,115,107,115,3
648,312,NJ,IIB,653.0,519.0,409.0,535,859.0,687.0,541.0,707,120,97,88,7
649,702,NJ,I,963.0,564.0,437.0,749,1154.0,686.0,534.0,901,402,66,179,16
650,208,NJ,IIA,636.0,552.0,511.0,564,764.0,668.0,604.0,677,59,103,41,1
651,374,NJ,IIA,893.0,640.0,526.0,693,1097.0,812.0,682.0,871,141,125,73,16
652,332,NJ,IIA,736.0,557.0,414.0,553,894.0,683.0,507.0,675,98,110,101,13
653,117,NJ,IIB,477.0,391.0,317.0,404,600.0,498.0,412.0,514,46,42,21,5
654,137,NJ,IIA,647.0,494.0,415.0,544,807.0,634.0,525.0,685,66,37,30,4
655,313,NJ,IIB,644.0,524.0,422.0,525,845.0,691.0,557.0,690,108,81,123,1
656,206,NJ,IIA,860.0,633.0,510.0,648,1060.0,805.0,664.0,820,61,73,61,6
657,1374,NJ,I,846.0,611.0,478.0,665,1045.0,780.0,624.0,838,601,393,258,90
658,303,NJ,IIA,530.0,440.0,404.0,459,692.0,579.0,517.0,597,147,63,54,8
659,131,NJ,IIB,645.0,527.0,407.0,532,835.0,701.0,563.0,706,49,40,41,1
660,178,NJ,IIB,656.0,496.0,393.0,492,790.0,607.0,490.0,603,47,58,65,8
661,53,NM,IIB,,,,442,,,,587,0,0,0,0
662,144,NM,IIA,497.0,377.0,321.0,360,605.0,466.0,399.0,446,21,42,63,11
663,117,NM,IIA,435.0,362.0,305.0,349,541.0,454.0,386.0,439,26,32,59,0
664,108,NM,I,538.0,421.0,405.0,448,648.0,512.0,494.0,544,39,32,29,5
665,582,NM,I,524.0,433.0,360.0,434,641.0,531.0,444.0,533,202,167,196,17
666,837,NM,I,579.0,431.0,379.0,466,693.0,521.0,459.0,561,314,268,195,0
667,403,NV,I,647.0,480.0,390.0,508,741.0,558.0,458.0,589,145,133,95,5
668,642,NV,IIA,596.0,476.0,392.0,452,699.0,564.0,468.0,537,152,192,214,0
669,93,NY,IIB,661.0,596.0,484.0,563,891.0,822.0,679.0,776,25,29,36,3
670,113,NY,IIA,520.0,427.0,367.0,439,641.0,538.0,467.0,548,46,25,36,6
671,84,NY,IIB,657.0,460.0,365.0,521,860.0,605.0,481.0,683,40,15,29,0
672,181,NY,IIA,542.0,480.0,370.0,468,679.0,599.0,450.0,582,57,73,51,0
673,45,NY,IIB,443.0,354.0,295.0,337,549.0,445.0,374.0,423,8,13,21,3
674,161,NY,I,703.0,515.0,475.0,563,875.0,658.0,593.0,707,55,58,43,5
675,198,NY,IIB,669.0,505.0,406.0,539,848.0,637.0,497.0,677,78,61,56,3
676,56,NY,IIB,,388.0,336.0,366,,476.0,410.0,450,5,24,20,7
677,67,NY,IIA,539.0,449.0,391.0,447,693.0,579.0,499.0,574,11,38,17,1
678,129,NY,IIA,456.0,408.0,329.0,374,534.0,503.0,403.0,455,19,50,46,14
679,923,NY,I,882.0,554.0,452.0,687,1136.0,767.0,646.0,915,477,185,199,11
680,154,NY,IIB,733.0,516.0,395.0,508,943.0,652.0,509.0,654,49,19,56,6
681,32,NY,IIB,352.0,289.0,275.0,303,436.0,366.0,363.0,387,11,6,14,1
682,59,NY,IIB,684.0,514.0,433.0,607,872.0,673.0,600.0,784,35,18,6,0
683,914,NY,I,787.0,562.0,482.0,627,1047.0,748.0,640.0,834,447,189,148,3
684,707,NY,I,651.0,511.0,431.0,549,847.0,691.0,598.0,732,318,231,105,41
685,76,NY,IIB,404.0,385.0,327.0,359,485.0,456.0,390.0,427,15,22,32,7
686,42,NY,IIB,,400.0,354.0,365,,508.0,438.0,454,4,10,19,9
687,63,NY,IIB,497.0,342.0,306.0,359,666.0,449.0,395.0,472,13,24,26,0
688,498,NY,I,744.0,573.0,444.0,590,945.0,729.0,557.0,748,166,183,140,9
689,149,NY,IIB,631.0,478.0,377.0,478,801.0,608.0,475.0,604,46,37,54,12
690,123,NY,IIB,505.0,423.0,340.0,419,628.0,517.0,409.0,513,50,23,36,0
691,137,NY,IIB,605.0,462.0,352.0,495,749.0,579.0,431.0,614,61,39,34,3
692,406,NY,I,757.0,550.0,470.0,584,956.0,692.0,579.0,731,127,131,141,7
693,77,NY,IIB,370.0,323.0,265.0,327,487.0,424.0,343.0,428,30,29,17,1
694,28,NY,IIB,318.0,,261.0,278,376.0,,315.0,336,6,3,12,7
695,192,NY,IIA,594.0,462.0,393.0,461,756.0,594.0,496.0,587,42,81,59,10
696,428,NY,IIB,606.0,484.0,366.0,443,761.0,605.0,461.0,557,70,153,184,21
697,42,NY,IIB,403.0,346.0,283.0,338,473.0,412.0,335.0,399,15,8,19,0
698,119,NY,IIB,542.0,455.0,365.0,445,684.0,576.0,465.0,564,30,50,36,3
699,172,NY,IIA,595.0,500.0,388.0,488,767.0,627.0,495.0,621,45,74,50,3
700,151,NY,IIB,580.0,485.0,373.0,417,741.0,643.0,481.0,542,16,34,91,0
701,56,NY,IIB,426.0,349.0,297.0,357,546.0,442.0,383.0,455,17,24,13,2
702,49,NY,IIB,,407.0,332.0,382,,495.0,407.0,464,4,26,19,0
703,149,NY,IIB,524.0,399.0,341.0,416,640.0,493.0,423.0,511,53,38,48,6
704,116,NY,IIB,541.0,435.0,353.0,381,697.0,551.0,463.0,494,16,20,58,22
705,43,NY,IIB,435.0,371.0,276.0,349,525.0,446.0,322.0,418,11,16,13,2
706,51,NY,IIB,514.0,407.0,349.0,395,633.0,505.0,424.0,482,14,8,23,6
707,105,NY,IIB,513.0,428.0,343.0,430,634.0,533.0,425.0,532,37,33,35,0
708,1231,NY,I,887.0,591.0,507.0,683,1172.0,785.0,674.0,905,532,337,252,42
709,108,NY,IIA,503.0,430.0,376.0,443,612.0,524.0,448.0,537,39,43,24,2
710,397,NY,IIA,685.0,513.0,436.0,576,851.0,643.0,556.0,720,187,124,77,3
711,369,NY,I,750.0,548.0,475.0,640,922.0,703.0,601.0,799,190,118,61,0
712,665,NY,IIA,568.0,476.0,417.0,466,710.0,603.0,527.0,587,182,215,179,13
713,118,NY,IIA,487.0,409.0,351.0,397,609.0,506.0,435.0,493,19,56,37,6
714,69,NY,IIB,623.0,478.0,398.0,541,779.0,610.0,495.0,677,39,14,13,0
715,164,NY,IIB,642.0,492.0,397.0,498,831.0,639.0,516.0,646,42,69,48,5
716,155,NY,IIB,515.0,429.0,357.0,434,667.0,567.0,474.0,570,52,53,49,1
717,154,NY,IIA,492.0,398.0,377.0,425,642.0,535.0,495.0,562,56,51,43,4
718,57,NY,IIB,543.0,466.0,350.0,446,689.0,607.0,457.0,573,22,14,14,7
719,106,NY,IIB,513.0,427.0,376.0,432,635.0,512.0,451.0,524,29,40,36,1
720,81,NY,IIB,495.0,398.0,349.0,372,584.0,478.0,419.0,446,12,15,46,8
721,153,NY,IIB,627.0,473.0,366.0,488,799.0,613.0,472.0,627,50,56,40,7
722,63,NY,IIB,510.0,408.0,374.0,419,617.0,526.0,454.0,515,18,16,26,3
723,638,NY,I,732.0,526.0,407.0,576,934.0,679.0,524.0,739,260,217,125,0
724,460,NY,I,705.0,511.0,407.0,555,902.0,665.0,528.0,716,172,175,82,0
725,801,NY,I,755.0,534.0,414.0,589,961.0,688.0,526.0,751,346,216,183,24
726,296,NY,IIA,603.0,501.0,397.0,492,778.0,651.0,509.0,636,87,107,88,0
727,424,NY,IIA,536.0,433.0,359.0,444,693.0,560.0,464.0,573,144,157,88,3
728,234,NY,IIA,530.0,411.0,341.0,432,691.0,537.0,439.0,563,85,76,66,0
729,235,NY,IIA,562.0,438.0,350.0,450,731.0,569.0,451.0,585,93,65,54,15
730,243,NY,IIA,541.0,411.0,348.0,405,704.0,536.0,448.0,525,48,78,79,23
731,283,NY,IIA,584.0,458.0,373.0,462,758.0,594.0,480.0,598,90,96,73,0
732,267,NY,IIA,539.0,428.0,362.0,440,705.0,557.0,467.0,571,93,78,81,1
733,302,NY,IIA,537.0,427.0,339.0,441,702.0,556.0,435.0,574,111,105,78,4
734,266,NY,IIA,538.0,435.0,343.0,445,701.0,566.0,441.0,578,107,76,71,1
735,219,NY,IIA,531.0,413.0,337.0,424,691.0,539.0,436.0,552,78,63,52,9
736,891,NY,I,648.0,475.0,394.0,526,851.0,645.0,528.0,701,371,301,205,10
737,105,NY,IIB,487.0,394.0,339.0,401,642.0,520.0,439.0,527,27,46,32,0
738,173,NY,IIA,638.0,508.0,399.0,512,841.0,677.0,501.0,667,60,50,54,9
739,508,NY,I,747.0,520.0,434.0,611,895.0,626.0,520.0,733,252,130,110,7
740,212,NY,IIB,674.0,517.0,408.0,523,879.0,669.0,512.0,674,70,60,66,9
741,72,NY,IIB,457.0,366.0,326.0,368,587.0,477.0,438.0,483,20,17,31,4
742,46,NY,IIB,464.0,373.0,318.0,396,568.0,454.0,389.0,484,21,10,14,0
743,561,NY,IIA,631.0,513.0,408.0,531,825.0,672.0,520.0,690,233,175,124,22
744,228,NY,IIA,569.0,492.0,410.0,491,726.0,642.0,546.0,639,68,106,43,11
745,114,NY,IIB,534.0,432.0,362.0,437,696.0,565.0,468.0,570,29,52,28,0
746,85,NY,IIA,536.0,457.0,414.0,444,701.0,591.0,529.0,573,8,48,19,8
747,127,NY,IIB,592.0,480.0,374.0,466,758.0,616.0,485.0,599,36,42,40,8
748,982,NY,I,762.0,548.0,423.0,601,970.0,704.0,534.0,767,400,338,218,9
749,132,NY,IIB,543.0,437.0,361.0,430,706.0,562.0,468.0,554,33,47,35,3
750,17,OH,IIB,,286.0,,304,,354.0,,371,5,6,5,1
751,179,OH,IIB,484.0,418.0,329.0,398,624.0,530.0,437.0,515,52,58,58,4
752,148,OH,IIB,530.0,431.0,360.0,464,662.0,552.0,464.0,587,74,39,35,0
753,49,OH,IIB,368.0,309.0,272.0,312,466.0,389.0,347.0,399,16,13,19,1
754,690,OH,I,620.0,481.0,394.0,483,817.0,644.0,530.0,643,226,212,180,65
755,158,OH,IIA,563.0,405.0,334.0,424,704.0,540.0,429.0,543,54,36,57,11
756,530,OH,I,754.0,518.0,470.0,585,948.0,663.0,600.0,744,213,133,126,58
757,132,OH,IIB,419.0,364.0,300.0,346,527.0,459.0,379.0,436,32,37,60,3
758,531,OH,IIA,611.0,459.0,390.0,486,750.0,575.0,495.0,606,166,223,128,14
759,100,OH,IIB,477.0,412.0,339.0,360,575.0,482.0,401.0,423,10,21,52,17
760,83,OH,IIB,445.0,362.0,300.0,349,580.0,440.0,405.0,449,15,32,34,2
761,122,OH,IIB,561.0,411.0,346.0,449,735.0,518.0,429.0,575,52,24,44,2
762,70,OH,IIB,476.0,394.0,325.0,399,609.0,508.0,412.0,509,25,21,17,7
763,46,OH,IIB,373.0,333.0,277.0,326,438.0,388.0,330.0,382,14,18,11,0
764,146,OH,IIB,558.0,414.0,346.0,445,757.0,528.0,439.0,584,58,32,55,0
765,115,OH,IIB,417.0,370.0,301.0,330,526.0,470.0,369.0,413,18,29,51,7
766,39,OH,IIB,,,,345,,,,438,0,0,0,0
767,67,OH,IIB,399.0,334.0,298.0,331,491.0,407.0,349.0,397,17,18,24,8
768,81,OH,IIB,468.0,367.0,302.0,373,602.0,469.0,379.0,474,28,22,20,11
769,203,OH,IIA,587.0,473.0,389.0,465,717.0,586.0,490.0,576,59,56,74,14
770,682,OH,I,654.0,473.0,389.0,502,810.0,602.0,505.0,636,221,244,203,14
771,131,OH,IIB,608.0,439.0,381.0,480,777.0,552.0,475.0,608,49,36,38,8
772,47,OH,IIB,,330.0,283.0,280,,413.0,371.0,361,2,8,15,22
773,70,OH,IIB,410.0,352.0,306.0,343,515.0,441.0,383.0,432,20,18,26,4
774,69,OH,IIB,445.0,366.0,298.0,370,569.0,464.0,367.0,470,27,18,19,5
775,69,OH,IIB,446.0,365.0,290.0,353,574.0,461.0,378.0,453,19,19,28,3
776,29,OH,IIB,,294.0,269.0,290,,346.0,318.0,340,5,9,15,0
777,239,OH,IIB,588.0,454.0,385.0,507,789.0,605.0,491.0,673,121,69,43,6
778,155,OH,IIB,511.0,431.0,371.0,437,639.0,546.0,465.0,550,55,53,39,8
779,39,OH,IIB,,460.0,335.0,384,,567.0,424.0,480,3,14,19,3
780,41,OH,IIB,,396.0,350.0,375,,494.0,441.0,470,2,19,18,2
781,26,OH,IIB,508.0,424.0,337.0,410,622.0,526.0,426.0,510,6,10,9,1
782,36,OH,IIB,,417.0,353.0,392,,518.0,445.0,489,4,13,17,2
783,687,OH,I,632.0,486.0,393.0,512,786.0,618.0,512.0,648,248,241,192,4
784,136,OH,IIB,541.0,395.0,354.0,453,726.0,584.0,500.0,626,67,25,42,2
785,130,OH,IIB,459.0,372.0,329.0,363,600.0,467.0,399.0,457,22,42,56,10
786,27,OH,IIB,485.0,379.0,334.0,379,593.0,470.0,410.0,466,6,7,14,0
787,717,OH,I,577.0,448.0,387.0,479,718.0,567.0,497.0,603,278,253,147,39
788,1113,OH,I,666.0,483.0,393.0,535,856.0,622.0,506.0,688,447,410,244,12
789,419,OH,IIA,590.0,479.0,392.0,482,765.0,616.0,495.0,618,123,159,130,7
790,556,OH,I,608.0,457.0,379.0,486,750.0,572.0,481.0,607,217,152,167,20
791,36,OH,IIB,335.0,266.0,241.0,272,425.0,314.0,297.0,333,9,12,14,1
792,62,OH,IIB,413.0,350.0,297.0,306,476.0,410.0,361.0,363,8,10,20,24
793,49,OH,IIB,407.0,344.0,278.0,346,504.0,427.0,352.0,432,17,19,10,0
794,61,OH,IIB,407.0,357.0,303.0,335,481.0,430.0,364.0,401,10,18,32,1
795,142,OH,IIB,546.0,413.0,341.0,438,704.0,543.0,436.0,567,49,55,32,6
796,230,OH,IIA,571.0,473.0,378.0,449,712.0,586.0,467.0,557,58,75,78,19
797,459,OH,IIA,591.0,450.0,362.0,481,723.0,562.0,461.0,597,204,116,106,33
798,1910,OH,I,703.0,491.0,415.0,555,846.0,603.0,516.0,676,758,679,443,30
799,763,OH,I,616.0,474.0,376.0,478,797.0,614.0,487.0,619,258,225,219,60
800,162,OH,IIA,441.0,348.0,300.0,316,571.0,457.0,398.0,418,30,15,17,3
801,493,OH,IIA,642.0,468.0,385.0,465,781.0,580.0,485.0,576,126,176,132,45
802,119,OH,IIB,510.0,439.0,368.0,411,658.0,563.0,502.0,537,15,54,35,15
803,177,OK,IIB,426.0,360.0,329.0,345,531.0,452.0,415.0,434,44,35,63,34
804,26,OK,IIB,,,,264,,,,358,0,0,0,0
805,389,OK,IIA,503.0,442.0,384.0,416,606.0,536.0,469.0,505,108,57,166,58
806,158,OK,IIB,453.0,407.0,352.0,378,538.0,488.0,429.0,456,39,31,64,23
807,108,OK,IIB,459.0,375.0,313.0,342,545.0,454.0,383.0,415,12,31,34,29
808,257,OK,IIB,455.0,374.0,348.0,377,554.0,462.0,431.0,464,80,49,71,52
809,77,OK,IIB,435.0,397.0,321.0,336,522.0,479.0,390.0,407,12,11,30,24
810,102,OK,IIB,379.0,335.0,282.0,317,467.0,420.0,359.0,399,22,33,42,5
811,77,OK,IIB,432.0,372.0,317.0,385,527.0,454.0,371.0,466,39,18,15,5
812,52,OK,IIB,427.0,369.0,336.0,362,528.0,459.0,434.0,454,13,18,11,10
813,794,OK,I,532.0,409.0,373.0,449,655.0,509.0,460.0,555,342,247,181,11
814,54,OK,IIB,427.0,360.0,311.0,346,515.0,444.0,386.0,425,15,14,14,11
815,42,OK,IIB,365.0,315.0,273.0,317,438.0,381.0,327.0,381,16,10,15,1
816,148,OK,IIA,464.0,407.0,348.0,363,558.0,493.0,425.0,440,33,17,61,37
817,198,OK,IIA,464.0,429.0,382.0,393,567.0,528.0,474.0,485,56,33,65,44
818,778,OK,I,600.0,445.0,368.0,470,752.0,563.0,468.0,593,286,225,236,24
819,287,OK,IIA,686.0,500.0,404.0,513,835.0,608.0,493.0,625,84,108,73,20
820,22,OR,IIB,,308.0,252.0,285,,451.0,340.0,388,3,7,7,5
821,36,OR,IIB,401.0,329.0,307.0,349,496.0,414.0,389.0,436,13,15,7,1
822,65,OR,IIB,470.0,363.0,309.0,373,612.0,482.0,412.0,492,20,23,17,5
823,77,OR,IIB,418.0,373.0,302.0,355,531.0,468.0,371.0,444,20,27,27,3
824,171,OR,IIA,601.0,442.0,362.0,477,749.0,570.0,440.0,598,74,36,47,6
825,129,OR,IIB,481.0,377.0,319.0,397,650.0,522.0,448.0,546,47,47,31,4
826,11,OR,IIB,,,,292,,,,409,4,5,2,0
827,155,OR,IIA,439.0,354.0,315.0,361,575.0,470.0,417.0,472,60,40,33,2
828,622,OR,I,597.0,473.0,400.0,475,762.0,615.0,522.0,615,206,209,133,46
829,109,OR,IIB,500.0,441.0,391.0,438,648.0,574.0,512.0,572,38,32,32,7
830,108,OR,IIA,441.0,381.0,341.0,370,561.0,469.0,421.0,461,28,32,41,7
831,411,OR,I,544.0,437.0,382.0,474,693.0,564.0,498.0,609,205,113,77,16
832,98,OR,IIB,596.0,442.0,378.0,495,729.0,545.0,463.0,607,47,20,31,0
833,161,OR,IIA,460.0,371.0,315.0,393,598.0,491.0,417.0,517,72,49,25,12
834,671,OR,I,597.0,446.0,375.0,459,762.0,579.0,488.0,594,240,182,152,89
835,135,OR,IIA,587.0,437.0,387.0,436,716.0,542.0,470.0,536,26,57,42,2
836,26,OR,IIB,,279.0,216.0,269,,340.0,262.0,328,4,14,8,0
837,145,OR,IIB,596.0,390.0,345.0,478,758.0,524.0,466.0,621,69,43,28,4
838,79,PA,IIB,488.0,396.0,359.0,430,648.0,514.0,451.0,562,39,21,15,3
839,144,PA,IIB,576.0,414.0,332.0,415,744.0,537.0,418.0,532,36,46,54,8
840,60,PA,IIB,402.0,315.0,295.0,303,506.0,370.0,347.0,361,7,12,30,11
841,68,PA,IIA,496.0,405.0,353.0,381,652.0,532.0,462.0,500,12,20,32,2
842,129,PA,IIA,620.0,466.0,379.0,511,767.0,605.0,478.0,639,65,23,20,3
843,243,PA,IIA,658.0,497.0,415.0,528,840.0,637.0,542.0,678,84,85,73,1
844,41,PA,IIB,471.0,,354.0,398,597.0,,448.0,503,15,5,18,3
845,523,PA,I,829.0,566.0,499.0,678,994.0,691.0,617.0,820,256,138,125,4
846,60,PA,IIB,475.0,392.0,318.0,375,591.0,495.0,392.0,468,14,17,29,0
847,43,PA,IIB,492.0,397.0,323.0,394,628.0,503.0,407.0,500,13,12,16,2
848,37,PA,IIB,,322.0,277.0,311,,400.0,348.0,391,5,10,18,4
849,84,PA,IIB,493.0,425.0,346.0,377,578.0,508.0,420.0,455,9,22,48,5
850,73,PA,IIB,504.0,411.0,347.0,379,649.0,511.0,426.0,473,10,27,21,15
851,144,PA,IIB,622.0,468.0,380.0,466,797.0,601.0,478.0,593,35,47,51,7
852,341,PA,I,674.0,496.0,459.0,568,843.0,619.0,570.0,709,153,114,73,0
853,336,PA,IIA,602.0,469.0,393.0,475,753.0,597.0,497.0,601,98,97,113,28
854,57,PA,IIA,442.0,342.0,329.0,363,636.0,413.0,398.0,473,19,17,17,4
855,105,PA,IIB,552.0,456.0,371.0,448,718.0,581.0,465.0,571,30,39,26,6
856,152,PA,IIB,675.0,481.0,387.0,517,902.0,653.0,519.0,694,56,43,44,9
857,182,PA,IIA,453.0,377.0,341.0,365,586.0,489.0,434.0,469,35,54,76,17
858,50,PA,IIB,416.0,366.0,312.0,366,527.0,475.0,402.0,469,17,17,16,0
859,151,PA,IIB,627.0,475.0,400.0,485,820.0,630.0,516.0,637,38,65,28,20
860,98,PA,IIB,356.0,316.0,269.0,280,428.0,383.0,330.0,341,13,18,51,16
861,95,PA,IIB,653.0,498.0,392.0,521,876.0,702.0,551.0,716,40,19,33,3
862,75,PA,IIB,480.0,395.0,335.0,364,599.0,504.0,432.0,465,12,14,33,16
863,28,PA,IIB,451.0,406.0,310.0,385,572.0,521.0,399.0,492,10,8,8,2
864,658,PA,IIA,675.0,541.0,425.0,546,859.0,708.0,571.0,711,243,201,173,41
865,59,PA,IIA,,505.0,428.0,441,,678.0,558.0,578,5,9,24,18
866,74,PA,IIB,488.0,391.0,316.0,419,634.0,497.0,427.0,545,36,20,16,2
867,95,PA,IIB,498.0,427.0,354.0,409,641.0,548.0,444.0,520,22,28,45,0
868,179,PA,IIB,686.0,517.0,419.0,506,873.0,668.0,536.0,647,37,62,71,8
869,209,PA,IIA,585.0,482.0,426.0,470,733.0,616.0,543.0,597,30,80,95,4
870,67,PA,IIB,472.0,401.0,362.0,419,593.0,512.0,466.0,531,28,21,17,1
871,416,PA,I,757.0,543.0,448.0,635,955.0,700.0,568.0,805,216,118,77,4
872,87,PA,IIB,516.0,400.0,348.0,393,628.0,492.0,433.0,486,22,26,18,12
873,86,PA,IIB,502.0,436.0,352.0,395,656.0,575.0,442.0,507,16,26,33,11
874,121,PA,IIA,514.0,429.0,356.0,412,635.0,524.0,443.0,508,25,41,52,3
875,101,PA,IIB,444.0,390.0,312.0,339,592.0,497.0,390.0,429,15,25,46,15
876,131,PA,IIB,481.0,400.0,351.0,393,621.0,514.0,446.0,505,34,37,45,15
877,86,PA,IIB,490.0,406.0,343.0,423,624.0,516.0,430.0,537,35,29,19,3
878,53,PA,IIB,497.0,383.0,314.0,359,623.0,490.0,397.0,454,8,18,20,7
879,115,PA,IIB,589.0,432.0,359.0,449,809.0,568.0,463.0,600,36,31,37,2
880,309,PA,IIA,670.0,556.0,439.0,529,870.0,714.0,567.0,683,60,136,88,18
881,348,PA,IIA,669.0,538.0,428.0,528,856.0,710.0,580.0,696,98,109,131,10
882,309,PA,IIA,674.0,541.0,436.0,549,850.0,700.0,578.0,708,112,108,64,25
883,98,PA,IIA,692.0,554.0,379.0,550,884.0,732.0,530.0,725,35,35,21,7
884,272,PA,IIA,676.0,531.0,415.0,526,858.0,696.0,556.0,686,95,72,85,20
885,392,PA,IIA,676.0,545.0,424.0,516,870.0,714.0,570.0,679,111,86,169,26
886,383,PA,IIA,669.0,544.0,418.0,528,847.0,707.0,558.0,685,119,117,122,25
887,197,PA,IIB,676.0,544.0,417.0,508,820.0,675.0,527.0,631,46,64,61,26
888,179,PA,IIB,665.0,532.0,428.0,516,839.0,690.0,568.0,670,47,60,58,14
889,320,PA,IIA,660.0,552.0,429.0,549,842.0,723.0,576.0,716,117,97,100,6
890,301,PA,IIA,673.0,545.0,425.0,573,848.0,706.0,567.0,735,148,67,83,3
891,380,PA,IIA,675.0,532.0,431.0,537,836.0,670.0,552.0,676,127,104,138,11
892,483,PA,IIA,667.0,540.0,431.0,533,821.0,680.0,554.0,671,136,163,176,8
