,history_num,session_num,user_cat
4435,925,elm telnet <1> h telnet <1> telnet <1>,USER6
4436,926,alias workman & netscape & netscape &,USER6
4437,927,cd <1> ls -la ftp <1>,USER6
4438,928,telnet <1> telnet <1> telnet <1> ls -la cd <1> ls -la rm <1> ftp <1> ls -la rm <1> rm <1> ls -la cd <1> ls -la telnet <1> telnet <1> pwd,USER6
4439,929,cd <1> ls vi <1> netscape & cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> cd <1> ls more <1> ls ls more <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <2> ls cd <1> ls,USER6
4440,930,cd <1> ls matlab ls cd ls vi <1> ls cd <1> ls mv <2> cd mkdir <1> mv <2> cd <1> zcat <1> | tar -xvf - ls vi <1> ls vi <1> ls clisp composer pwd composer composer akcl franz lisp,USER6
4441,931,vi <1> cd <1> cd <1> ls cd <1> ls vi <1> vi <1> cd cd <1> ls more <1> cd mv <2> cd <1> ls cd <1> ls mv <2> mkdir <1> mv <2> ls cd <1> ls vi <1>,USER6
4442,932,cd <1> ls more <1>,USER6
4443,933,rlogin <1>,USER6
4444,935,cd <1> ls composer,USER6
4445,938,psa alias psa | grep <1> eject cd <1> ls ls -l rm <1> ls -l exit,USER6
4446,942,cd <1> cd <1> ls vi <1> cd cd <1> cd <1> ls cd <1> ls cd <1> ls cd <1> vi <1> ls cd <1> cd <1> ls vi <1> ls vi <1> cd,USER6
4447,943,cd <1> ls vi <1> cd,USER6
4448,944,cd <1> cd cd <1> cd <1> ls vi <1> cd <1> ls cd <1> ls vi <1> cd,USER6
4449,945,elm telnet <1> telnet <1> telnet <1> telnet <1>,USER6
4450,949,cd <1> ls cd <1> ls cd <1> ls vi <1> vi <1> pushd <1> ls vi <1>,USER6
4451,950,cd <1> vi <1>,USER6
4452,951,matlab ls cd <1> cd <1> ls vi <1> vi <1> ls vi <1> ls vi <1> ls vi <1> matlab vi <1> fg vi <1> ls fg,USER6
4453,952,elm,USER6
4454,953,ls cd <1> ls cd <1> ls vi <1> vi <1> rm <1> ls cp <2> vi <1> cp <2> vi <1> vi <1> ls vi <1> cp <2> vi <1> 1vi vi <1>,USER6
4455,954,cd <1> cd <1> ls vi <1> more <1> fg pushd <1> vi <1> ls cp <2> vi <1> matlab vi <1> fg matlab exit,USER6
4456,955,fk,USER6
4457,956,cd <1> ls cd <1> ls cd <1> ls vi <1> cd <1> ls vi <1> ls cd <1> ls cd <1> vi <1> ls vi <1> pushd <1> ls cd <1> ls ci <1> vi <1> ls vi <1> ls cd <1> ls popd ls jobs vi <1> cd <1> grep <2> ls vi <1> cd cd <1> cd <1> ls vi <1> vi <1> vi <1> exit,USER6
4458,957,xhost <1> rlogin <1> exit,USER6
4459,958,elm ls rm <1> ls quota -v ls cd <1> cd <1> ls vi <1> cd clear ls finger <1> elm elm elm grep <2> mail <1>,USER6
4460,959,cd <1> ls vi <1> vi <1> vi <1> vi <1> vi <1> vi <1> ls fg exit,USER6
4461,960,setenv <2> cd <1> cd <1> cd <1> ls composer exit,USER6
4462,961,workman & eject,USER6
4463,962,cd <1> ls vi <1> vi <1>,USER6
4464,964,cd <1> ls matlab,USER6
4465,965,elm,USER6
4466,967,cd <1> ls vi <1> ls vi <1> vi <1> vi <1> exit,USER6
4467,968,tail <1> mail <4> elm exit,USER6
4468,969,mail <1> ls elm,USER6
4469,970,elm mail <1> elm biff <1> elm elm cd <1> ls vi <1> ls vi <1> ls vi <1> ls matlab vi <1> fg vi <1> fg vi <1> fg vi <1> fg matlab vi <1> ls vi <1> vi <1> fg vi <1> vi <1> fg vi <1> ls vi <1> vi <1> fg vi <1> fg vi <1> fg vi <1> fg vi <1> vi <1> fg fg vi <1> fg vi <1> fg vi <1> vi <1> vi <1> vi <1> fg vi <1> vi <1> date fg cd tail <1> pushd <1> grep <2> mail <1> vi <1> ls vi <1> vi <1> ls vi <1> ls fg unrm <1> mail <2> grep <2> fg grep <2> fg ls elm ls fk telnet <1> telnet <1> telnet <1> exit,USER6
4470,971,cd <1> vi <1> cd cd <1> ls cd <1> ls cd <1> ls vi <1> uptime exit,USER6
4471,972,cd <1> matlab matlab matlab ls vi <1> ls sccs <2> ls ls -l ls matlab exit,USER6
4472,973,elm psa uptime psa | grep -v <1> psa | grep -v <1> | grep -v <1> uptime uptimne uptime uptime psa | grep <1> kill -9 <1> psa | grep <1> uptime uptime psa uptime psa,USER6
4473,974,uptime,USER6
4474,976,workman,USER6
4475,977,telnet <1> uptime,USER6
4476,978,telnet <1>,USER6
4477,979,uptime finger <1> finger <1> h uptime uptime uptime uptime uptime uptime,USER6
4478,983,ls cd <1> ls cd <1> ls cd <1> ls ls mkdir <1> mv <2> ls vi <1> cp <2> vi <1> spell <1> spell <1> vi <1> exit,USER6
4479,984,ls cd <1> ls mv <2> cd acroread <1> cd <1> ls matlab matlab pwd spell <1> spell <1> lpq -Pmsl20 lpr -Pmsl20 <1> lpq -Pmsl20 lpq -Pmsl20 exit,USER6
4480,985,cd <1> ls vi <1> sccs <2> vi <1> sccs <2> vi <1> exit,USER6
4481,986,elm elm clear exit,USER6
4482,987,elm ls mail <2> mail <1> elm clear elm elm exit,USER6
4483,988,acroread <1>,USER6
4484,989,ls elm <GENSYM:4>/stripmail <1> > <1> vi <1> mail <1> ls rm <1> rm <1> ls elm,USER6
4485,990,uptime who elm mail ` <1>,USER6
4486,991,elm ls vi <1> rm <1> ls ls elm elm logout,USER6
4487,992,man <1>,USER6
4488,995,elm elm elm vi <1> ls cd <1> ls vi <1> mv <2> ls cd ls elm grep <2> mail <2> elm mail <1> elm,USER6
4489,996,workman & look <1> look <1>,USER6
4490,997,xterm & xterm & look <1> man <1>,USER6
4491,998,telnet <1> telnet <1> exit,USER6
4492,999,telnet <1>,USER6
4493,1003,elm fk,USER6
4494,1006,cd <1> vi <1> ls,USER6
4495,1007,finger <1>,USER6
4496,1008,cd <1> vi <1> vi <1> sccs <2> vi <1>,USER6
4497,1009,cd <1> ls matlab,USER6
4498,1010,elm elm,USER6
4499,1012,cd <1> matlab,USER6
4500,1013,cd <1> vi <1> vi <1>,USER6
4501,1014,cd <1> vi <1> vi <1> vi <1> vi <1> vi <1> vi <1> vi <1>,USER6
4502,1015,look <1> look <1> elm look <1> cd vi <1> mail <1>,USER6
4503,1016,elm ls elm mail <1> elm elm exit,USER6
4504,1018,elm exit,USER6
4505,1019,elm exit,USER6
4506,1020,elm look <1> look <1> look <1> fg ls elm,USER6
4507,1021,finger <1>,USER6
4508,1025,elm elm,USER6
4509,1026,xterm & xterm & workman & man <1> man <1>,USER6
4510,1027,telnet <1> t exit,USER6
4511,1028,telnet <1> exit,USER6
4512,1029,elm,USER6
4513,1030,elm exit,USER6
4514,1031,elm fk date fg ls vi <1> mail <1> rm <1> ls vi <1> elm vi <1> ls elm mail <1> fk fg ls cd <1> ls cd <1> ls cd <1> ls ls -l <1>,USER6
4515,1032,elm,USER6
4516,1033,ls rm <1> rm <1> rm <1> rm <1> ls rm <1> ls vi <1> ls ls ls -a more <1> .EPAR- more <1> more <1> ls ls mv <2> vi <1> ls -l ls -a more <1> more <1> ls ls vi <1> cp <2> elm fk,USER6
4517,1034,ls alias,USER6
4518,1036,vi <1> ls cdl ls cd <1> ls ls -l cp <2> ls -l <1> cd which <1> xv <1> bg xv <1> cd xv <1> & xv <1> &,USER6
4519,1037,cd <1> ls cd cd <1> ls cd <1> ls cd <1> ls head <1> ls ls -l cd <1> ls xv <1> ls cd <1> ls mv <2> ls cd <1> ls xv <1> cd <1> ls mkdir <1> ls <1> mv <2> rm <1> rmdir <1> ls <1> cd <1> ls cd <1> ls mv <2> rmdir <1> ls ls <1> ls cd <1> ls cd <1> ls mv <2> ls cd <1> ls cd <1> ls ls <1> ls ls <1> ls <1> ls cd <1> xv <1> bg diff <2> xv <1> & ls xv <1> & ls netscape & ls ls -l chmod <2> ls ls -l cd <1> cd <1> ls cd <1> ls ls -l chmod <2> ls -l cd <1> ls rm <1> rm <1> ls,USER6
4520,1038,elm elm ls mail <1> ls rm <1> rm <1> rm <1> ls elm elm,USER6
4521,1039,workman & xterm & xterm & ls cd <1> ls vi <1> ftp <1> vi <1> fg fg bg ls cd <1> ls mkdir <1> cd <1> ftp <1> ls,USER6
4522,1040,telnet <1>,USER6
4523,1041,telnet <1>,USER6
4524,1042,elm biff <1> ls cd <1> ls sccs <2> date >> <1> vi <1> biff <1> fg ls cd elm mail <1> ls finger <1> finger <1> biff biff <1> date elm matlab elm ls date finger <1> mail <1> look <1> fg biff <1> elm ls finger <1> mail <1> elm date elm mail <1> exit,USER6
4525,1043,cd <1> ls ls -l cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ls -l ls -ld elm exit,USER6
4526,1047,elm,USER6
4527,1050,elm mail <1> vi <1> look <1> look <1> vi <1> ph <1> elm ls elm logout,USER6
4528,1051,ls cd <1> ls cd <1> ls cd <1> ls cd ls elm cd <1> ls vi <1> elm elm grep <2> mail <1> elm look <1> fg finger <1> grep <2> cd,USER6
4529,1052,elm elm ls vi <1> elm vi <1> rm <1> vi <1> ls vi <2> vi <1> grep <2> mail <1> look <1> fg cd ls rm <1> more <1> rm <1> ls elm -f <1> <GENSYM:4>/stripmail <1> > <1> vi <1> mail <1> rm <1> rm <1> ls cd <1> vi <1> date >> <1> vi <1> sccs <2> ls biff <1> elm elm biff telnet <1> elm logout,USER6
4530,1053,cd <1> vi <1> vi <1> vi <1> ls vi <1> ls vi <1> ls grep <2> cp <2> vi <1> vi <1> sccs <2> vi <1> ls rm <1> vi <1> ls vi <1> vi <1> vi <1> vi <1> vi <1> vi <1> grep <2> vi <1> vi <1> ls -l sccs <5> ls ls -l rm <1> ls vi <1> vi <1> grep <2> grep <2> vi <1> sccs <2> vi <1> vi <1> sccs <2> vi <1> vi <1> vi <1> vi <1> vi <1> vi <1> vi <1> vi <1> vi <1> vi <1> vi <1> vi <1> vi <1>,USER6
4531,1054,cd <1> vi <1> chmod <2> fg sccs <2> sccs <2> grep <2> cp <2> vi <1> chmod <2> vi <1> sccs <2> vi <1> vi <1> sccs <2> vi <1> sccs <2> vi <1> vi <1> ls mv <2> vi <1> vi <1> ls -l sccs <2> sccs <2> ls pushd <1> ls cd <1> grep <2> vi <1> cd <1> vi <1> vi <1> vi <1> vi <1>,USER6
4532,1056,mail <1> cd <1> ls cd <1> ls cd <1> cd <1> ls rm <1> cd <1> rmdir <1> ls ls -l rm <1> sccs <4> ls ls -l vi <1> matlab,USER6
4533,1057,elm ls elm mail <1> fk finger <1> finger <1> date elm finger <1> finger <1> finger <1> finger <1> mail <1> biff <1> finger <1> elm,USER6
4534,1058,workman & which <1> cd <1> ls cd <1> cd <1> l ls vi <1> vi <1> vi <1>,USER6
4535,1059,elm exit,USER6
4536,1060,telnet <1>,USER6
4537,1061,uptime,USER6
4538,1063,telnet <1>,USER6
4539,1066,workman & netscape &,USER6
4540,1067,cd <1> ls] ls ls -l ls -l | grep <1> sccs <3> ls -l | grep <1> sccs <2> sccs <2> ls -l | grep <1> ls sccs <2> vi <1> sccs <2> vi <1> sccs <2> vi <1> ls *.m vi <1> ls more <1> cp <2> vi <1> vi <1> vi <1> ghostview <1>,USER6
4541,1068,cd <1> pushd <1> cd <1> ls vi <1> eject psa | grep <1> ls popd ls vi <1> matlab ls matlab matlab,USER6
4542,1069,cd <1> vi <1> matlab cp <2> chmod <2> vi <1> ls rm <1> ls ls -l | grep <1> sccs <2> sccs <2> ls ls ls -l | grep <1> sccs <2> vi <1> vi <1>,USER6
4543,1070,elm,USER6
4544,1072,elm telnet <1> cd <1> ls sccs <2> date >> <1> vi <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls biff <1> elm mail <1> mail <1> fk elm rk fk mail <1> fk biff,USER6
4545,1073,elm vi <1> vi <1> vi <1> vi <1> vi <1> mail <1> vi <1> ls rm <1> date biff <1> elm ls,USER6
4546,1074,mail wlaf logout,USER6
4547,1076,elm fk elm mail <1> elm mail <1>,USER6
4548,1077,cd <1> ls vi <1>,USER6
4549,1078,cd <1> cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ls pwd cd <1> ls cd <1> cd <1> ls cd <2> cd <1> cd <1> ls cd <1> ls cd <1> ls ls -l cd <1> cd <1> ls cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ls cd <1> ls cd ls which <1> pushd <1> cd <1> ls ls <1> cpopd popd cd ls pgp -kg ls cd <1> cd. <1> cd <1> cd <1> ls -a mkdir <1> chmod <2> ls -ld <1> ls find -name -print <2> pgp -kg cd <1> ls -la more <1> file <1> cd <1> ls pgp -kvv pgp -ks <1> pgp -kxa <1> more <1> more <1> mail <2> < <1>,USER6
4550,1079,cd <1> ls cd <1> cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls vi <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ls cd <1> cd <1> ls cd <1> ls ls <1> cd <1> ls cd <1> ls find -name -print <2> cd <1> cd <1> ls vi <1> finger <1> grep <2>,USER6
4551,1082,elm ls pgp -ka <1> pgp -ka <1> pgp -kvv rm <1> rm <1>,USER6
4552,1087,fk telnet <1> telnet <1> telnet <1> pine telnet <1> exit,USER6
4553,1088,cd <1> pushd <1> vi <1> popd ls cp <2> ls popd pushd <1> latex <1> quit latex <1> dvips <1> ghostview <1>,USER6
4554,1089,elm ls rm <1> man <1> biff <1> biff <1> elm ls mv <2> vi <1> mv <2> cd <1> ls ls -la cp <2> vi <1> vi <1> chmod <2> vi <1> ls cd cd elm elm elm ls -la rm <1> vi <1> source <1> pine elm,USER6
4555,1090,cd <1> vi <1> ls mv <2> cp <2> mv <2> vi <1> vi <1> ls sccs <2> sccs <2>,USER6
4556,1091,pgp -k pgp -kc pgp -k pgp -ka <1> pgp -ka <1> pgp -ka <1> pgp -k pgp -kvv pgp -ks <1> pgp -k pgp -kx <1> ls rm <1> rm <1> ls pgp -kx <1> pgp -kx <1> mv <2> ls vi <1> vi <1> mail <1> < <1> mail <1> < <1> rm <1> ls pgp -ke pgp -kx <1> ls more <1> mail <2> < <1> ls mail <2> < <1> workman &,USER6
4557,1092,cd <1> pushd <1> ls vi <1> vi <1> cp <2> vi <1> mkdir <1> mv <2> cd <1> latex <1> quit ls vi <1> popd ls vi <1>,USER6
4558,1094,telnet <1> telnet <1> telnet <1>,USER6
4559,1095,rlogin -l <2> psa psa | grep <1> kill -9 <1> psa | grep <1> psa | grep <1> exit,USER6
4560,1096,pine,USER6
4561,1097,elm ls rm <1> biff <1> fk elm finger <1> finger <1> finger <1> mail <1> finger <1> finger <1> finger <1>,USER6
4562,1098,biff <1> elm elm elm exit,USER6
4563,1099,elm biff <1> elm,USER6
4564,1100,ls cd <1> ls vi <1> cd <1> ls vi <1> elm eject,USER6
4565,1101,workman & fg eject jobs exit,USER6
4566,1102,cd <1> pushd <1> vi <1> popd ls vi <1> ls man <1> ls vi <1> sccs <2> sccs <2> vi <1> sccs <2> fg vi <1> ls -l ls ls -l mv <2> sccs <2> sccs <2> vi <1> mv <2> sccs <2> sccs <2> vi <1> sccs <2> vi <1> grep <2> vi <1> sccs <2> sccs <2> vi <1> vi <1> matlab ls ls -l ls -l <1> sccs <2> sccs <2> ls -l <1> sccs <3> ls -l mv <2> ls mkdir <1> mv <2> rm <1> mv <2> mv <2> ls mv <2> ls cp <2> cd <1> mkdir <1> cd <1> cd <1> ls cd <1> ls mv <2> ls cd <1> ls cd <1> ls sccs <2> ls sccs <2> sccs <2> ls <1> sccs <2> sccs <2> sccs <2> cd <1> ls rm <1> cd <1> ls sccs <2> ls <1> rm <1> ls cd <1> rm <1> ls cd <1> ls ghostview <1> ghostview <1> ghostview <1> ghostview <1> ghostview <1> ghostview <1> mkdir <1> mv <2> mv <2> ls mv <2> ls ghostview <1> eject volcheck eject,USER6
4567,1103,cd <1> latex <1> dvips <1> ghostview <1> latex <1> dvips <1> ghostview <1> latex <1> latex <1> latex <1> dvips <1> ghostview <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1>,USER6
4568,1104,elm cd <1> cd <1> cd <1> ls cd <1> cd <1> cd <1> cd <1> cd <1> ls cd <1> ls ls -l cd <1> ls cd <1> ls cd <1> ls grep <2> vi <1> grep <2> grep <2> grep <2> vi <1> vi <1> elm pwd mail <1> cd finger <1> finger <1> cdl ls cd <1> ls cd <1> ls vi <2> elm finger <1> fk elm elm rlogin <1> psa psa | grep <1> exit,USER6
4569,1105,exit,USER6
4570,1106,telnet <1>,USER6
4571,1108,telnet <1>,USER6
4572,1112,telnet <1>,USER6
4573,1113,telnet <1>,USER6
4574,1114,telnet <1> rlogin <1>,USER6
4575,1118,cd <1> vi <1>,USER6
4576,1119,cd <1> ls mv <2> rm <1> ls rm <1> ls ls rm <1> look <1> look <1> sccs <2> lpq -Pmsl20 lpq -Pmsl22 ls cd <1> ls lpr -Pmsl20 <1> lpq -Pmsl20,USER6
4577,1120,cd <1> IslandWrite ls latex <1> latex <1> latex <1> dvips <1> ghostview <1> latex <1> latex <1> latex <1> dvips <1> ghostview <1> latex <1> dvips <1> ghostview <1> latex <1> dvips <1> ghostview <1> latex <1> dvips <1> ghostview <1> latex <1> latex <1> dvips <1> ghostview <1> latex <1> dvips <1> latex <1> dvips <1> ghostview <1> latex <1> dvips <1> ghostview <1> latex <1> dvips <1> ghostview <1> latex <1> latex <1> dvips <1> ghostview <1> latex <1> dvips <1> ghostview <1> latex <1> dvips <1> ghostview <1> <GENSYM:10> latex <1> dvips <1> ghostview <1> latex <1> dvips <1> ghostview <1> latex <1> dvips <1> ghostview <1> latex <1> latex <1> dvips <1> ghostview <1>,USER6
4578,1122,elm,USER6
4579,1124,fk fk telnet <1>,USER6
4580,1125,cd <1> look <1> look <1> look <1> look <1> look <1> look <1> look <1> ls sccs <2> eject look <1> spell <1> look <1> look <1> spell <1> spell <1> lpq -Pmsl20 lpq -Pmsl20 lpq -Pmsl20,USER6
4581,1126,cd <1> vi <1> vi <1> sccs <2>,USER6
4582,1127,cd <1> latex <1> dvips <1> ghostview <1> latex <1> dvips <1> ghostview <1> latex <1> dvips <1> latex <1> dvips <1> ghostview <1> latex <1> dvips <1> ghostview <1> latex <1> dvips <1> ghostview <1> look <1> latex <1> dvips <1> ghostview <1> latex <1> latex <1> latex <1> dvips <1> ghostview <1> latex <1> dvips <1> ghostview <1> lpq -Pmsl20 lpr -Pmsl20 <1>,USER6
4583,1128,elm ls elm,USER6
4584,1129,workman volcheck workman eject netscape &,USER6
4585,1131,psa | grep <1> kill -9 <1> telnet <1> pwd,USER6
4586,1132,netscape &,USER6
4587,1133,elm ls cd <1> ls lpq -Pea23 lpr -Pea23 <1> lpq -Pea23 biff <1> elm elm biff ls cd <1> ls cd <1> rm -rf <1> ls cd <1> ls rm <1> ls ls -la cd <1> ls -l sccs <2> sccs <2> cd ls cd <1> ls cd mkdir <1> ls <1> rm -rf <1> ls mv <2> ls rm -rf <1> cd <1> ls cd mail <1> elm cd <1> ls date >> <1> vi <1> sccs <2> cd ls rm <1> wlaf uptime who volcheck finger <1>,USER6
4588,1138,volcheck cd <1> ls file <1> ls -l cd eject cd <1> ls cd <1> ls cd <1> eject workman eject,USER6
4589,1140,elm uptime psa | grep <1> kill -9 <1> psa | more exit,USER6
4590,1141,elm vi <1> biff <1> elm fg mail <1> rm <1> elm ls man <1> man -k <1> cd <1> find -name -print <2> find -name -print <2> cd <1> head <1> troff -a -man <1> | more cd <1> cd <1> more <1> cd <1> more <1> which <1> volchedk volcheck cd <1> ls cd format cd clear ph <1> ph <2> ph <4> mail <1> fg finger <1> finger <1> elm elm elm uptime eject who mail <2>,USER6
4591,1143,lpq -Pmsl20 lpq -Pmsl22 lpq -Pmsl20 lpq -Pmsl20,USER6
4592,1145,elm elm,USER6
4593,1147,lwinfo lwinfo <1> lwinfo <1> lwinfo <1>,USER6
4594,1148,h telnet <1> fk,USER6
4595,1149,telnet <1> telnet <1> telnet <1>,USER6
4596,1150,h,USER6
4597,1151,telnet <1> telnet <1> elm cd <1> cd <1> ls cd <1> ls rm -rf <1> cd ls cd <1> ls ls -l cd <1> vi <1> rn exit,USER6
4598,1152,telnet <1>,USER6
4599,1154,elm ls mail <1> biff biff <1> elm,USER6
4600,1155,elm elm elm exit,USER6
4601,1156,netscape &,USER6
4602,1157,volched volcheck eject exit,USER6
4603,1163,elm vi <1> fg biff <1> el ; m elm,USER6
4604,1164,elm finger <1> elm elm,USER6
4605,1165,elm fk elm exit,USER6
4606,1171,elm ls cd <1> ls vi <1> rm <1> ls vi <1> ls cp <2> vi <1> cp <2> rm <1> cp <2> chmod <2> vi <1> look <1> fg ls -la cp <2> chmod <2> vi <1> look <1> fg mail <1> vi <1> mail <1> ls ls -l chmod <2> ls -l cd <1> ls cd <1> ls fk elm ls exit,USER6
4607,1172,telnet <1> exit,USER6
4608,1173,elm mail <1> ls elm ls biff <1> elm finger <1> ls cd <1> ls cd <1> ls vi <1> elm biff fg elm fg elm exit,USER6
4609,1174,elm finger <1>,USER6
4610,1175,telnet <1> exit,USER6
4611,1176,elm cd <1> ls cd <1> ls vi <1> vi <1>,USER6
4612,1178,finger <1>,USER6
4613,1179,cd <1> vi <1> cd biff biff <1>,USER6
4614,1182,uptime who psa | more psa | more ls,USER6
4615,1183,elm cd <1> cd <1> ls vi <1> mail <1> sl ls cd mail <1> mail <1> mail <1> mail <1> look <1> finger <1> finger <1> finger <1> mail <1> j vi <1> elm vi <1> mail <1> mail <1> rm <1> ls vi <1>,USER6
4616,1184,grep <2> elm ps psa psa | grep <1> kill -9 <1> kill -9 <1> psa | grep <1> look <1> finger <1> elm elm vi <1> ruptime vi <1> look <1> vi <1> ls elm <GENSYM:4>/stripmail <1> > <1> vi <1> mail <1> vi <1> mail <1> ls rm <1> rm <1> ls vi <1>,USER6
4617,1185,ruptimne ruptime ping <1> telnet <1> telnet <1>,USER6
4618,1186,rlogin <1> rlogin <1> telnet <1>,USER6
4619,1188,elm elm ls elm ls cd <1> ls cd <1> ls ls vi <1> ls vi <1> ls cd <1> ls cd <1> cd <1> ls vi <1> ls cd <1> ls cdl ls cd <1> ls cd <1> ls cd <1> ls ls <1> vi <1> ls more <1> ls <1> vi <1> ls ls -l <1> vi <1> ls ls <1> more <1> vi <1> rlogin <1> cd <1> cd <1> finger <1> finger <1> cd <1> ls cd <1> ls lpq -Pmsl22 lpr -Pmsl22 <1> ls -l cd <1> cd <1> ls ghostview <1> cd <1> ls cd <1> ls ghostview <1> ghostview <1> cd <1> cd <1> ls lpr -Pmsl22 <1> lpq -Pmsl22 cd <1> ls ls -l ls pwd cd <1> ls cd <1> ls cd <1> ls more <1> ls <1> cd <1> ghostview <1> cd <1> ls ghostview <1> cd <1> ls cd <1> ls ls <1> cd <1> ghostview <1> ghostview <1> cd <1> cd <1> ghostview <1> bg cd <1> ls ghostview <1>,USER6
4620,1189,vi <1> cd <1> ls cd <1> ls cdl cd <1> cd <1> ls matlab lwinfo <1> lwinfo <1> lwinfo <1> lwinfo <1> lwinfo <1> lpq -Pmsl22 lwinfo <1> lpq -Pmsl22 lpq -Pmsl22 lwinfo <1> lwinfo <1> lpq -Pmsl22 lwinfo <1> lwinfo <1> lwinfo <1>,USER6
4621,1190,ls xv <1> ls -l xv <1> xv <1> cd ls <1> mv <2> cd <1> ls cp <2> vi <1> ls -l xv <1> cd ls,USER6
4622,1192,elm elm elm,USER6
4623,1194,alias cd <1> ls cd <1> ls cd <1> ls which <1> alias <1> pushd <1> cd <1> ls more <1> ls popd ls mpage -2 -Pmsl22 <1> pushd <1> cd <1> more <1> popd mpage -2 -P > <1> quota -v ls pushd <1> ls fg ls -l fg which <1> pushd ls mpage -2 -P <1> > <1> cd ls lwinfo <1> lwinfo <1> lpr -Pmsl20 <1> lpq -Pmsl20 lwinfo <1> lwinfo <1> lpq -Pmsl20 lpq -Pmsl22 lwinfo <1> elm ls lpq -Pmsl20 lpq -Pmsl22 lwinfo <1> lwinfo <1> ls pushd popd rm <1> ls elm ls exit,USER6
4624,1195,elm ls telnet <1> logout,USER6
4625,1196,ls elm ls exit,USER6
4626,1197,elm logout,USER6
4627,1198,elm logout,USER6
4628,1199,elm ls rm <1> cp <2> cp <2> mv <2> ls vi <1> vi <1> head <1> uudecode <1> ls file <1> uudecode <1> ls ls <1> ls -l chmod <2> ls -l <1> exit,USER6
4629,1200,elm mail <1> elm logout,USER6
4630,1201,elm stty <1> elm grep <2> fg look <1> fg date fk finger <1> exit,USER6
4631,1202,elm finger <1> telnet <1> exit,USER6
4632,1203,elm finger <1> date exit,USER6
4633,1204,elm elm ls rm <1> rm <1> ls rm <1> rm <1> rm <1> ls fk elm telnet <1> exit,USER6
4634,1205,elm trouble trouble finger <1> finger <1> | more date elm biff <1> finger <1> finger <1> finger <1> finger <1> finger <1> mail <1> finger <1> elm biff date mail <1>,USER6
4635,1206,lwinfo lwinfo <1> lwinfo <1> lwinfo <1> cd <1> cd <1> cd <1> cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls vi <1> ls pwd,USER6
4636,1209,grep <2> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> finger <1> mail <1>,USER6
4637,1210,elm elm elm grep <2> grep <2> mail <1>,USER6
4638,1212,ph <1> ph <1> ph <2> ph <5> ph <4> ph <4> man <1> ph <2> ph <2> ph <4> finger <1>,USER6
4639,1213,elm ls vi <1> elm finger <1> mail <1>,USER6
4640,1217,rlogin <1> rlogin <1>,USER6
4641,1218,netscape &,USER6
4642,1220,telnet <1> fk,USER6
4643,1221,telnet <1> telnet <1>,USER6
4644,1222,elm clear,USER6
4645,1224,elm clear biff <1> exit,USER6
4646,1225,ls vi <1> vi <1> ls ls -a vi <1> ls ls -la rm <1> vi <1> ls -al cd <1> ls -la vi <1> ls vi <1> cd ls,USER6
4647,1228,elm clear,USER6
4648,1231,mail <1> cd <1> cd <1> ls mv <2> mv <2> cd elm ls cd <1> ls -l compress <1> compress <1> mv <2> cd cd <1> ls mkdir <1> cd <1> ls more <1> ls cd <1> ls more <1> ls more <1> ls mkdir <1> mv <2> mv <2> ls mkdir <1> mv <2> ls mv <2> ls mv <2> ls ls -l chmod <2> chmod <3> ls -l cd <1> ls ls -l,USER6
4649,1232,rlogin <1> elm elm,USER6
4650,1238,elm finger <1> finger <1> finger <1> ls elm,USER6
4651,1239,rlogin <1> exit,USER6
4652,1240,ls ls <1> ls rmdir <1> ls,USER6
4653,1243,elm mail <1> telnet <1> netscape &,USER6
4654,1244,cd <1> ls -la ls <1> ls ls -la vi <1> ls mkdir <1> mv <2> ls cd <1> ls mv <2> mv <2> mv <2> mv <2> ls ls -ls cd <1> ls rm -rf <1> ls more <1> ls ls -la rm <1> ls -la ls -l exit,USER6
4655,1245,telnet <1> finger <1> finger <1> telnet <1> telnet <1> pwd,USER6
4656,1246,netscape & finger <1> which <1> false echo <1> echo <1> true echo <1>,USER6
4657,1247,elm clear,USER6
4658,1249,netscape &,USER6
4659,1253,rlogin <1>,USER6
4660,1254,elm finger <1> nslookup <1> elm,USER6
4661,1256,elm exit,USER6
4662,1257,elm exit,USER6
4663,1259,telnet <1>,USER6
4664,1260,ls -la pwd clear,USER6
4665,1264,elm clear telnet <1> telnet <1> telnet <1> clear,USER6
4666,1265,elm telnet <1> clear biff <1> biff mail <1> elm wlaf elm mail <1> elm elm elm exit,USER6
4667,1266,elm fk exit,USER6
