,climbRate_num,Altitude_num,RollRate_num,curRoll_num,diffClb_num,diffDiffClb_num,Se_num
4627,-5.6,-20.0,-0.0007,-0.001,0.0,0.0,-0.003
4628,2.0,-20.0,-0.0097,0.0,0.0,0.0,0.001
4629,-0.8,-20.0,0.0052,-0.026,-0.1,0.0,0.001
4630,-2.8,-20.0,0.0061,-0.013,-0.1,0.0,-0.001
4631,-4.2,-30.0,0.0042,-0.005,0.0,-0.01,-0.001
4632,-4.3,-40.0,0.0006,0.001,0.0,0.0,0.001
4633,-6.1,-50.0,0.0006,0.001,-0.2,0.01,-0.006
4634,-1.9,-70.0,0.0056,0.01,0.2,0.0,0.001
4635,4.7,-60.0,-0.0057,0.014,0.1,0.0,0.001
4636,5.8,-40.0,-0.0078,-0.003,0.0,0.0,0.001
4637,-5.0,-20.0,0.0069,-0.005,-0.2,0.0,-0.003
4638,-5.7,-40.0,0.0048,0.009,0.0,0.0,0.001
4639,-6.6,-50.0,0.0001,0.014,-0.1,0.01,-0.002
4640,-6.5,-60.0,-0.0047,0.011,0.1,0.0,-0.001
4641,3.5,-70.0,0.002,-0.027,0.2,0.0,0.001
4642,-0.9,-30.0,-0.0037,0.026,-0.1,0.0,-0.001
4643,-2.3,-40.0,-0.0026,0.01,0.0,0.0,-0.001
4644,0.4,-40.0,0.0052,0.012,0.1,0.0,0.001
4645,4.3,-30.0,-0.0075,0.004,0.1,0.0,-0.001
4646,5.0,-10.0,-0.0039,-0.015,0.0,0.0,0.001
4647,1.7,10.0,0.008,-0.004,-0.1,0.0,0.001
4648,-1.8,10.0,0.005,0.011,-0.2,0.0,-0.003
4649,1.3,-10.0,-0.0029,0.015,0.2,0.0,0.002
4650,3.3,10.0,0.0001,-0.008,0.1,0.0,0.001
4651,-3.8,10.0,0.0003,0.008,-0.1,0.0,-0.001
4652,-6.9,-20.0,-0.0019,-0.001,0.0,0.0,-0.002
4653,-4.8,-30.0,-0.0009,-0.004,0.1,-0.01,0.001
4654,-0.4,-40.0,0.0061,0.01,0.1,0.0,0.001
4655,-1.2,-50.0,-0.0107,0.004,0.1,0.0,0.001
4656,-1.7,-50.0,-0.0083,-0.017,0.0,0.0,-0.002
4657,2.5,-50.0,0.0057,-0.025,0.1,0.0,0.001
4658,3.3,-40.0,0.0064,-0.007,0.0,0.0,0.002
4659,-1.5,-40.0,-0.0021,0.002,-0.2,0.0,-0.001
4660,-3.9,-40.0,-0.0039,-0.005,-0.1,0.0,-0.002
4661,-3.3,-50.0,-0.0024,-0.011,0.1,-0.02,0.001
4662,-1.0,-60.0,0.0089,-0.001,0.1,0.0,0.001
4663,-0.8,-60.0,0.0101,0.012,0.0,0.0,-0.001
4664,0.8,-60.0,-0.0082,0.017,0.0,0.0,0.001
4665,0.1,-60.0,-0.0064,-0.003,0.0,0.0,-0.002
4666,4.4,-50.0,0.0079,-0.003,0.1,0.0,0.001
4667,5.0,-40.0,0.0066,0.013,0.0,0.0,0.003
4668,1.4,-30.0,-0.0111,0.005,-0.1,0.0,-0.001
4669,-10.2,-10.0,-0.0054,-0.007,-0.2,-0.01,-0.007
4670,-10.1,-30.0,-0.0006,-0.014,0.3,-0.02,-0.001
4671,-5.1,-50.0,0.0069,-0.008,0.3,0.0,0.004
4672,-2.7,-40.0,-0.0071,-0.028,0.0,0.0,-0.001
4673,4.3,-10.0,-0.0118,0.004,-0.2,0.01,-0.001
4674,-0.3,-10.0,0.0126,-0.007,0.0,0.0,0.001
4675,-1.4,-10.0,0.0108,0.023,-0.1,0.0,-0.004
4676,2.1,-10.0,-0.0062,0.038,0.1,0.0,0.002
4677,-0.8,0.0,-0.0092,-0.001,-0.1,0.0,-0.001
4678,-1.9,-10.0,-0.0063,-0.013,-0.1,0.0,-0.002
4679,1.1,-10.0,0.0072,-0.012,0.1,0.0,0.002
4680,-0.3,0.0,0.0069,0.016,-0.1,0.0,0.001
4681,-3.6,-10.0,-0.0005,0.024,-0.2,0.0,-0.001
4682,-5.5,-10.0,-0.0058,0.019,-0.1,0.0,-0.002
4683,-6.1,-20.0,-0.0099,0.006,0.0,0.0,-0.001
4684,0.1,-30.0,0.0064,0.017,-0.1,0.0,0.001
4685,-1.7,-30.0,0.0033,0.024,-0.2,0.0,-0.004
4686,0.4,-30.0,-0.0138,-0.005,0.1,0.0,-0.001
4687,6.2,-30.0,0.0033,-0.026,0.2,0.0,0.005
4688,4.5,0.0,0.0116,0.004,-0.2,-0.01,0.002
4689,-2.6,0.0,0.0066,0.025,-0.4,0.0,-0.006
4690,10.4,-10.0,0.0004,0.021,0.5,0.0,0.012
4691,0.3,40.0,0.0012,0.035,-0.5,0.0,-0.002
4692,-7.7,30.0,-0.0025,0.033,-0.3,-0.01,-0.004
4693,-9.1,20.0,-0.0032,0.028,0.1,0.0,-0.001
4694,-1.2,-10.0,-0.007,0.003,0.2,0.0,-0.002
4695,-3.4,-10.0,0.0052,-0.009,-0.3,0.0,-0.004
4696,-4.9,-10.0,0.0087,0.001,0.1,0.0,0.001
4697,-5.0,-20.0,0.008,0.013,0.0,0.02,-0.002
4698,2.0,-30.0,-0.0066,0.017,0.1,0.0,0.002
4699,-5.4,-10.0,0.0004,-0.035,-0.3,0.01,-0.007
4700,-1.5,-30.0,0.0109,-0.02,0.2,0.0,0.001
4701,2.4,-30.0,0.0135,0.011,0.1,0.0,0.003
4702,1.6,-20.0,0.008,0.029,-0.2,0.02,0.001
4703,-1.5,-20.0,-0.0029,0.034,-0.2,0.0,-0.007
4704,1.2,-20.0,-0.0099,0.017,0.3,-0.01,0.001
4705,7.2,-20.0,-0.0064,0.001,0.3,0.01,0.003
4706,9.3,10.0,-0.0025,-0.009,0.0,0.0,0.003
4707,-0.6,30.0,0.0072,-0.002,-0.3,0.0,0.001
4708,-7.5,10.0,0.0012,0.018,0.0,0.01,-0.002
4709,-7.0,0.0,-0.0045,0.015,0.0,0.0,-0.003
4710,2.2,-20.0,0.0006,-0.005,0.3,0.0,0.001
4711,6.0,-10.0,0.0042,0.0,0.2,0.0,0.003
4712,5.6,10.0,0.0069,0.014,-0.1,-0.01,0.005
4713,3.4,0.0,-0.0029,0.02,0.3,0.0,0.002
4714,5.7,30.0,-0.0067,-0.003,0.0,0.0,0.002
4715,3.6,40.0,-0.0069,-0.016,-0.2,0.02,-0.001
4716,-1.1,50.0,0.0095,-0.011,-0.1,0.0,-0.001
4717,-1.7,50.0,0.0118,0.004,0.1,0.02,0.001
4718,-2.2,40.0,0.005,0.024,-0.1,0.0,-0.003
4719,-1.6,40.0,-0.001,0.027,0.1,-0.02,0.001
4720,-3.3,30.0,-0.0103,0.01,-0.2,0.02,-0.003
4721,-3.4,30.0,-0.0094,-0.011,0.1,0.02,-0.001
4722,1.7,20.0,-0.0008,-0.023,0.2,0.0,0.002
4723,3.8,30.0,0.0063,-0.016,0.0,-0.01,0.001
4724,-7.9,20.0,0.002,0.035,-0.2,-0.01,-0.002
4725,4.6,-10.0,-0.0017,-0.022,0.2,0.0,0.001
4726,6.9,0.0,0.005,-0.019,0.1,0.01,0.003
4727,-4.3,10.0,0.003,0.014,-0.2,0.0,0.001
4728,-7.8,0.0,-0.0063,0.012,-0.1,-0.02,-0.001
4729,-8.9,-20.0,-0.0166,-0.012,0.0,0.0,-0.004
4730,-0.9,-40.0,0.0068,-0.033,-0.1,-0.01,0.002
4731,-5.9,-40.0,-0.0001,-0.025,-0.3,0.0,-0.003
4732,-4.3,-70.0,0.0035,-0.037,0.2,0.0,-0.003
4733,6.4,-70.0,0.0118,-0.002,0.1,0.01,0.001
4734,7.2,-60.0,0.0079,0.014,0.0,0.01,0.001
4735,1.9,-40.0,-0.0052,0.018,-0.3,0.0,-0.004
4736,0.4,-40.0,-0.0074,-0.013,0.1,0.0,0.001
4737,-1.3,-40.0,0.0045,-0.018,-0.1,0.0,-0.002
4738,-1.8,-40.0,0.0015,0.012,-0.1,0.0,-0.002
4739,0.0,-50.0,-0.0085,0.002,0.1,0.01,-0.001
4740,4.3,-40.0,0.0058,-0.005,0.1,0.0,0.003
4741,-2.9,-30.0,-0.0072,0.005,-0.2,0.0,0.002
4742,-3.1,-50.0,0.0003,-0.02,0.2,-0.01,-0.002
4743,2.5,-50.0,0.007,-0.013,0.3,-0.01,0.002
4744,6.8,-40.0,0.0085,0.001,0.2,0.01,0.002
4745,0.5,-20.0,-0.0024,0.023,-0.3,0.0,-0.002
4746,-3.0,-30.0,-0.0075,0.002,0.0,0.0,-0.001
4747,-0.1,-30.0,0.0052,-0.014,0.1,0.0,0.002
4748,-4.0,-40.0,0.0062,0.011,-0.1,0.0,0.001
4749,1.2,-60.0,-0.0052,0.014,0.4,-0.01,0.001
4750,9.9,-40.0,-0.0024,0.003,0.4,0.0,0.003
4751,-0.5,20.0,-0.0011,0.011,-0.3,0.0,-0.001
4752,-5.2,10.0,-0.0044,0.005,-0.2,0.0,-0.002
4753,-6.2,0.0,-0.0016,-0.002,0.0,-0.01,-0.001
4754,-2.7,-20.0,0.0083,0.01,0.1,0.0,0.001
4755,-2.9,-30.0,-0.0093,0.023,-0.1,0.0,-0.001
4756,2.4,-30.0,-0.0024,-0.007,0.3,0.01,0.002
4757,2.2,-10.0,0.007,0.012,-0.1,0.0,0.002
4758,-3.5,-20.0,0.0018,0.028,-0.1,-0.01,0.001
4759,-5.4,-20.0,-0.0048,0.026,-0.2,0.0,-0.002
4760,-5.9,-30.0,-0.0113,0.014,0.1,-0.01,-0.002
4761,-3.2,-40.0,-0.0085,-0.006,0.2,-0.01,-0.001
4762,5.7,-40.0,0.0065,-0.01,0.4,0.0,0.007
4763,3.8,-20.0,0.0065,0.012,-0.3,-0.01,0.001
4764,-2.3,-20.0,-0.0054,0.015,-0.4,0.01,-0.005
4765,1.1,-30.0,-0.0039,-0.018,0.3,0.0,0.002
4766,3.4,-20.0,0.0043,-0.018,0.0,0.01,0.001
4767,-2.2,-20.0,0.006,0.013,-0.2,0.0,-0.002
4768,1.2,-30.0,-0.0025,-0.002,0.2,0.0,0.001
4769,3.5,-30.0,0.0024,-0.002,0.1,0.01,0.002
4770,-2.8,-20.0,-0.0032,-0.025,0.0,0.0,-0.002
4771,1.4,-20.0,0.0054,-0.024,0.2,0.0,0.002
4772,-1.2,0.0,-0.0064,-0.012,0.0,0.0,-0.002
4773,1.1,0.0,0.0061,-0.015,0.0,0.01,0.002
4774,-4.3,-10.0,0.0044,0.008,-0.2,0.0,-0.001
4775,-7.7,-20.0,-0.0035,0.013,-0.2,0.01,-0.002
4776,-5.6,-40.0,-0.0068,-0.007,0.4,-0.01,-0.001
4777,6.0,-40.0,0.0048,-0.01,0.4,0.0,0.004
4778,6.8,-20.0,0.007,0.015,-0.2,0.01,0.001
4779,-0.4,-10.0,-0.0003,0.023,-0.3,0.0,-0.002
4780,-3.6,-20.0,0.002,0.022,0.1,-0.02,0.001
4781,9.0,-10.0,-0.0068,0.001,0.2,0.0,0.004
4782,3.7,-60.0,0.0073,-0.008,0.0,0.0,0.001
4783,2.3,-50.0,0.0055,0.01,-0.1,0.0,-0.003
4784,4.3,-40.0,-0.0028,0.016,0.1,0.0,0.001
4785,2.6,-30.0,-0.0046,0.0,-0.3,0.02,-0.002
4786,-0.1,-30.0,-0.0012,-0.005,-0.1,-0.01,-0.001
4787,-0.4,-40.0,0.0042,0.018,0.0,-0.01,-0.001
4788,1.4,-30.0,-0.0098,0.002,0.0,0.0,0.001
4789,1.6,-20.0,0.0096,-0.006,0.0,0.0,0.001
4790,0.0,-20.0,0.0082,0.011,-0.1,0.0,0.001
4791,-2.3,-20.0,-0.0046,0.017,0.0,-0.01,-0.001
4792,-1.6,-30.0,-0.0115,0.002,0.1,-0.01,-0.001
4793,2.3,-30.0,-0.0034,-0.025,0.2,-0.01,0.001
4794,6.6,-10.0,0.0142,-0.002,0.0,-0.01,-0.001
4795,-4.9,10.0,-0.0078,0.045,-0.4,0.0,-0.003
4796,-10.2,-20.0,-0.0119,0.002,0.0,0.0,-0.003
4797,-8.8,-30.0,-0.0047,-0.01,0.3,0.01,-0.001
4798,-1.4,-40.0,0.0102,-0.002,0.3,0.0,0.006
4799,-1.8,-40.0,0.0057,0.027,-0.2,0.0,-0.002
4800,-3.7,-50.0,-0.01,0.022,0.0,-0.01,0.001
4801,-3.3,-60.0,-0.0119,0.002,0.1,0.01,-0.001
4802,5.8,-50.0,0.0086,-0.006,0.2,0.0,0.001
4803,9.4,-30.0,0.0045,0.017,0.1,0.01,0.003
4804,8.9,-10.0,-0.0055,0.016,-0.1,0.02,0.003
4805,5.2,0.0,-0.0127,0.001,-0.4,0.02,-0.001
4806,-0.3,0.0,0.0113,-0.017,0.0,0.0,0.002
4807,-2.8,-10.0,0.0047,0.029,0.0,-0.01,-0.001
4808,0.2,-10.0,-0.0085,0.019,0.1,0.0,-0.001
4809,5.0,0.0,0.0031,0.005,0.1,0.0,0.001
4810,5.5,10.0,0.0067,0.012,0.0,0.0,0.001
4811,1.9,30.0,-0.0071,0.022,-0.2,0.01,-0.001
4812,-6.2,10.0,0.0044,-0.012,-0.1,0.0,-0.003
4813,-5.4,-10.0,0.0073,0.001,0.0,-0.01,-0.003
4814,-2.7,-10.0,0.0063,0.013,0.2,-0.01,-0.002
4815,6.9,-10.0,0.0021,0.026,0.4,0.0,0.009
4816,4.6,10.0,-0.0036,0.025,-0.2,0.0,-0.001
4817,-4.0,10.0,-0.0102,0.003,-0.3,-0.01,-0.005
4818,-0.4,-10.0,0.001,-0.028,0.3,0.0,-0.001
4819,-1.8,10.0,0.0025,0.005,-0.4,-0.01,-0.005
4820,-4.1,0.0,-0.0115,-0.001,-0.1,0.0,0.002
4821,-8.1,-20.0,-0.0078,-0.025,-0.2,0.0,-0.006
4822,-9.6,-30.0,-0.0041,-0.035,0.1,0.01,-0.001
4823,-8.7,-50.0,0.0011,-0.038,0.0,0.0,0.001
4824,-5.1,-70.0,0.0092,-0.023,0.1,-0.01,0.001
4825,-3.4,-70.0,0.0101,-0.01,0.1,-0.01,-0.002
4826,-1.8,-80.0,0.0089,0.003,0.2,0.0,0.001
4827,4.2,-70.0,-0.002,0.017,0.2,0.0,0.003
4828,5.7,-60.0,-0.009,0.003,0.0,0.0,0.001
4829,5.4,-50.0,-0.0088,-0.012,-0.1,0.0,0.001
4830,1.5,-30.0,0.0052,-0.025,0.0,0.0,-0.003
4831,3.9,-10.0,0.0058,-0.007,0.1,0.0,0.003
4832,-7.4,-10.0,-0.007,0.005,-0.2,0.0,-0.003
4833,-10.1,-40.0,-0.0023,-0.016,-0.1,0.0,-0.003
4834,-8.3,-70.0,0.0042,-0.014,0.1,0.0,-0.004
4835,-2.2,-80.0,0.0094,0.001,0.3,-0.01,-0.001
4836,8.0,-70.0,0.0021,0.028,0.2,0.0,0.002
4837,10.1,-50.0,-0.0053,0.026,0.1,0.01,0.001
4838,4.6,-10.0,-0.0074,-0.014,-0.2,0.0,-0.003
4839,3.6,0.0,-0.0034,-0.025,0.1,-0.01,0.001
4840,1.2,10.0,0.004,-0.025,-0.2,-0.01,0.001
4841,-8.6,0.0,0.0025,-0.01,-0.3,0.0,-0.003
4842,-11.6,-20.0,0.0015,-0.007,0.0,0.0,-0.001
4843,-11.5,-40.0,-0.0018,-0.007,0.1,-0.01,-0.002
4844,-9.6,-60.0,-0.0053,-0.013,0.3,0.0,-0.003
4845,3.4,-70.0,0.0077,-0.014,0.4,0.0,0.003
4846,2.5,-10.0,-0.0087,0.028,-0.2,0.0,-0.003
4847,1.5,-10.0,-0.0084,-0.003,0.0,0.0,-0.001
4848,1.4,0.0,0.0075,-0.007,0.0,0.0,0.001
4849,-4.7,-10.0,-0.0045,0.029,-0.1,0.0,-0.001
4850,-5.9,-20.0,-0.0049,0.015,-0.1,-0.01,0.001
4851,-6.4,-40.0,-0.0044,0.006,0.0,0.0,-0.001
4852,-5.7,-50.0,0.0014,0.001,0.0,0.0,-0.004
4853,0.2,-60.0,0.0065,0.013,0.2,0.0,0.001
4854,7.1,-50.0,-0.0001,0.026,0.2,0.0,0.004
4855,6.4,-30.0,-0.003,0.021,-0.1,-0.01,-0.001
4856,-3.6,-10.0,-0.0001,0.014,-0.2,0.0,0.001
4857,-3.1,-40.0,0.0056,0.008,-0.1,0.0,-0.004
4858,-1.7,-40.0,0.0072,0.019,0.3,-0.02,0.001
4859,-0.2,-40.0,0.0053,0.03,0.0,0.01,0.001
4860,-1.8,-50.0,-0.0064,0.029,-0.1,0.01,-0.001
4861,-4.3,-50.0,-0.01,0.01,-0.3,-0.01,-0.003
4862,-2.6,-70.0,0.0016,-0.01,0.1,0.0,-0.002
4863,3.3,-60.0,-0.0063,0.002,0.0,0.0,-0.001
4864,4.3,-60.0,-0.0073,-0.011,0.1,0.01,0.001
4865,7.1,-30.0,0.0067,-0.013,0.0,0.0,0.003
4866,5.3,-20.0,0.0106,0.003,-0.2,0.02,-0.001
4867,-2.9,-10.0,-0.0006,0.022,-0.3,0.0,-0.004
4868,-6.2,-30.0,-0.0105,0.002,0.0,0.01,-0.001
4869,-5.1,-40.0,-0.0062,-0.014,0.1,0.0,-0.001
4870,-1.7,-50.0,0.0017,-0.018,0.2,-0.01,-0.002
4871,3.0,-40.0,0.0086,0.012,0.0,0.0,0.001
4872,6.2,-20.0,-0.0082,0.017,0.1,0.0,0.002
4873,6.6,0.0,-0.0073,-0.002,0.0,0.0,0.002
4874,-5.6,10.0,-0.0011,-0.023,-0.2,0.0,-0.003
4875,-4.7,-10.0,0.0057,-0.016,0.1,0.0,-0.002
4876,-0.3,-20.0,0.0103,0.001,0.2,0.0,0.002
4877,-0.4,-10.0,-0.006,0.021,-0.1,0.0,0.002
4878,-7.1,-20.0,-0.0135,-0.012,-0.2,0.01,-0.001
4879,-10.7,-50.0,-0.0044,-0.036,-0.1,0.01,-0.003
4880,-9.7,-60.0,0.0048,-0.036,0.2,-0.02,-0.002
4881,-3.2,-80.0,0.0146,0.003,0.1,0.0,-0.001
4882,-1.1,-90.0,-0.0099,0.037,-0.1,0.0,-0.001
4883,-1.4,-90.0,-0.0082,0.002,0.0,0.0,-0.003
4884,2.3,-90.0,0.0005,-0.006,0.3,-0.01,0.003
4885,0.6,-70.0,0.0016,0.024,-0.1,0.0,-0.002
4886,4.8,-60.0,-0.0066,0.004,0.1,0.0,-0.001
4887,6.5,-40.0,-0.002,-0.011,0.0,0.0,0.001
4888,0.5,-10.0,-0.0043,-0.002,-0.2,0.0,-0.002
4889,1.4,-10.0,0.0071,-0.03,0.0,0.0,0.001
4890,-0.5,-10.0,0.0064,0.013,-0.1,0.0,0.001
4891,-3.1,-10.0,-0.0077,0.014,-0.1,0.0,-0.001
4892,-1.1,-10.0,-0.0002,0.003,-0.2,0.0,-0.004
4893,-1.0,-10.0,-0.0004,0.002,0.1,-0.02,0.001
4894,2.0,-10.0,0.0064,0.014,0.1,0.0,0.001
4895,-0.2,0.0,-0.0077,0.002,0.0,0.0,-0.001
4896,-1.3,0.0,-0.0062,-0.012,-0.1,0.01,-0.001
4897,0.7,0.0,0.0012,-0.02,0.2,0.0,0.002
4898,-0.9,10.0,0.007,0.013,-0.1,0.0,0.002
4899,-5.6,0.0,-0.0011,0.023,-0.2,0.0,-0.002
4900,-6.7,-20.0,-0.0081,0.014,0.0,-0.01,-0.002
4901,-4.6,-30.0,-0.012,-0.003,0.3,0.0,0.001
4902,2.1,-30.0,-0.0028,-0.027,0.2,0.01,0.001
4903,4.9,-20.0,0.0069,-0.023,0.1,0.0,0.003
4904,2.5,-10.0,0.0082,-0.006,-0.2,0.0,0.001
4905,-1.7,-10.0,0.0036,0.004,-0.3,0.0,-0.003
4906,2.0,-20.0,0.0035,0.011,0.1,0.0,0.002
4907,4.7,-10.0,-0.005,0.001,0.2,0.0,0.002
4908,5.7,10.0,-0.0022,-0.011,0.0,0.0,0.003
4909,1.0,20.0,0.0038,-0.011,-0.3,-0.01,-0.002
4910,-1.1,20.0,0.0062,-0.003,0.0,-0.02,0.001
4911,-3.2,20.0,0.0043,0.004,-0.1,0.0,-0.003
4912,2.9,0.0,-0.002,-0.007,0.2,0.0,0.001
4913,4.4,10.0,-0.0031,-0.011,0.1,0.01,0.002
4914,1.9,20.0,0.0076,-0.002,-0.2,0.01,-0.001
4915,-4.5,0.0,-0.0068,-0.02,0.0,0.0,-0.002
4916,0.3,-10.0,0.0019,-0.026,0.3,0.01,0.003
4917,1.5,0.0,0.0075,-0.017,0.0,0.02,0.001
4918,-0.1,0.0,0.0107,-0.004,-0.2,0.01,0.001
4919,-3.9,0.0,0.0099,0.01,-0.4,0.01,-0.003
4920,-6.7,-10.0,0.008,0.025,0.0,-0.02,0.001
4921,-7.6,-20.0,0.0038,0.033,-0.1,0.01,-0.001
4922,-6.6,-40.0,-0.0049,0.032,0.1,0.0,-0.001
4923,-4.7,-40.0,-0.0104,0.021,0.2,0.0,0.001
4924,4.0,-50.0,0.0012,-0.002,0.3,0.0,0.001
4925,9.2,-30.0,0.0087,0.016,0.1,0.0,0.002
4926,8.0,-10.0,0.0067,0.033,-0.1,0.01,0.001
4927,-5.4,0.0,-0.0046,0.028,-0.2,0.0,-0.001
4928,-8.6,-10.0,-0.0046,0.019,-0.1,0.0,-0.003
4929,-6.4,-30.0,-0.0027,0.01,0.2,0.0,-0.001
4930,3.0,-40.0,-0.0013,0.003,0.3,0.0,0.002
4931,8.0,-10.0,0.0014,0.003,0.1,0.0,0.001
4932,7.3,20.0,0.0007,0.008,0.0,0.0,0.001
4933,4.7,40.0,0.0034,0.013,-0.1,0.0,0.001
4934,-2.6,40.0,-0.0072,0.007,-0.2,0.0,-0.003
4935,-6.0,20.0,0.0009,-0.024,-0.2,0.01,-0.002
4936,-6.0,0.0,0.0095,-0.009,0.0,0.0,-0.002
4937,-3.9,-10.0,0.0107,0.01,0.2,-0.01,0.002
4938,-5.6,-30.0,-0.01,0.001,-0.2,0.0,-0.003
4939,1.1,-40.0,0.0055,-0.017,0.2,0.0,0.001
4940,4.9,-40.0,0.0092,-0.001,0.2,0.0,0.002
4941,6.4,-10.0,0.0,0.019,0.0,0.0,0.001
4942,5.6,0.0,-0.0031,0.015,0.0,0.0,0.001
4943,1.7,10.0,-0.0053,0.003,-0.2,0.0,0.001
4944,-4.1,0.0,-0.0049,-0.011,-0.2,0.0,-0.001
4945,-6.7,-10.0,0.0036,-0.015,0.0,0.0,-0.002
4946,-5.4,-20.0,0.0092,-0.005,0.2,-0.02,0.003
4947,-5.3,-30.0,0.0065,0.014,-0.1,0.01,-0.002
4948,3.9,-40.0,-0.0026,0.008,0.3,0.0,0.002
4949,10.3,10.0,0.0015,0.006,0.1,0.0,0.001
4950,10.4,20.0,0.0019,0.008,-0.1,0.01,0.003
4951,-3.6,50.0,-0.0033,0.011,-0.5,0.01,-0.002
4952,-9.7,30.0,-0.0053,0.003,-0.2,-0.01,-0.004
4953,-6.9,0.0,0.0014,-0.004,0.2,0.0,-0.001
4954,1.5,0.0,0.0062,0.009,0.3,0.0,0.002
4955,4.0,0.0,0.007,0.021,0.1,0.01,0.002
4956,0.9,10.0,-0.0056,0.016,0.1,0.0,0.002
4957,-3.5,10.0,-0.0051,0.001,-0.3,0.01,-0.003
4958,2.4,-10.0,0.0067,0.012,0.1,0.0,0.002
4959,-2.9,-10.0,-0.0084,0.005,-0.1,0.0,-0.001
4960,-2.8,-30.0,0.0058,-0.017,0.0,0.0,-0.001
4961,-1.2,-30.0,0.0099,-0.004,0.1,-0.01,0.002
4962,-2.6,-40.0,0.0033,0.02,-0.1,0.0,-0.002
4963,-1.1,-40.0,-0.0056,0.015,0.1,0.0,0.001
4964,3.0,-30.0,0.0042,-0.007,0.0,0.0,0.002
4965,-3.5,-20.0,-0.0041,-0.002,-0.2,0.0,-0.002
4966,-4.8,-30.0,-0.0069,-0.013,0.1,0.0,0.001
4967,-4.4,-40.0,-0.0036,-0.022,0.0,0.01,-0.001
4968,1.5,-50.0,-0.0043,-0.012,0.0,0.0,-0.001
4969,5.6,-30.0,0.0054,-0.014,0.1,0.0,0.002
4970,-3.9,-20.0,-0.0002,0.011,-0.3,-0.01,-0.002
4971,-7.5,-30.0,-0.0079,0.004,0.0,0.01,-0.001
4972,-6.6,-50.0,-0.0072,-0.015,0.1,0.0,-0.002
4973,-2.5,-60.0,-0.0051,-0.028,0.1,-0.01,-0.001
4974,5.7,-50.0,0.0101,-0.002,0.1,0.0,0.002
4975,4.8,-40.0,0.0061,0.013,-0.1,0.01,0.001
4976,8.0,0.0,0.0079,0.001,0.1,0.0,0.001
4977,6.5,30.0,0.006,0.029,-0.1,0.0,0.001
4978,0.1,50.0,-0.0072,0.024,-0.1,0.0,-0.003
4979,-7.4,40.0,0.0003,-0.008,-0.2,0.0,-0.001
4980,-6.6,-20.0,-0.0016,-0.006,0.0,0.0,-0.001
4981,0.9,-40.0,0.0049,-0.009,0.1,0.0,0.001
4982,1.0,-30.0,0.0052,-0.002,-0.1,0.01,0.001
4983,-1.3,-30.0,0.0013,0.008,-0.1,0.0,-0.001
4984,-2.3,-40.0,0.0008,0.009,0.0,0.0,0.002
4985,-4.8,-40.0,-0.004,0.008,-0.1,0.01,-0.001
4986,-6.7,-60.0,-0.0082,-0.013,0.0,0.0,-0.002
4987,7.5,-60.0,0.0069,0.002,0.1,0.0,0.001
4988,8.4,-40.0,0.0032,0.015,0.0,0.0,0.003
4989,3.6,-20.0,-0.0055,0.012,-0.2,0.0,-0.001
4990,0.7,-20.0,0.0085,0.012,0.1,0.0,0.001
4991,0.9,-20.0,0.0051,0.034,0.0,0.0,0.002
4992,-2.9,-20.0,-0.0063,0.033,-0.1,0.0,-0.003
4993,1.2,30.0,0.0055,-0.002,0.1,0.0,0.002
4994,-4.9,10.0,-0.0027,0.03,-0.1,0.0,-0.001
4995,-4.8,0.0,-0.005,0.022,0.0,0.0,-0.001
4996,-3.2,-10.0,-0.0034,0.006,0.0,0.0,-0.001
4997,4.2,-10.0,0.0043,0.008,0.1,0.0,0.001
4998,-0.3,20.0,-0.0049,0.022,-0.1,0.0,-0.001
4999,-6.9,-10.0,-0.0007,-0.007,-0.1,0.0,-0.002
5000,-1.0,-40.0,0.0041,0.012,0.1,0.0,0.001
5001,7.9,-30.0,-0.0041,0.009,0.2,0.0,0.002
5002,9.5,0.0,-0.0033,-0.005,0.0,0.0,0.001
5003,-12.0,10.0,-0.0017,0.003,-0.2,0.0,-0.001
5004,-14.4,-30.0,-0.0016,-0.003,-0.1,0.0,-0.003
5005,11.4,-60.0,0.0019,0.006,0.2,0.0,0.002
5006,12.4,-30.0,0.0012,0.01,0.0,0.0,0.001
5007,10.4,0.0,-0.0027,0.009,-0.1,0.0,0.001
5008,7.7,20.0,-0.0054,0.001,-0.2,0.01,-0.001
5009,5.8,30.0,-0.0032,-0.011,0.0,0.0,0.001
5010,-4.2,40.0,0.0041,-0.006,-0.2,0.0,-0.001
5011,-7.3,20.0,0.0026,0.003,-0.1,0.0,-0.002
5012,-6.3,0.0,0.002,0.009,0.0,0.01,0.001
5013,-6.3,-10.0,0.0013,0.012,0.0,0.01,-0.001
5014,5.7,-10.0,0.0018,0.008,0.1,0.0,0.003
5015,-1.2,10.0,-0.006,0.005,0.0,0.0,-0.002
5016,4.3,20.0,0.0007,-0.011,0.1,0.0,0.001
5017,4.5,30.0,0.0033,-0.008,0.0,0.01,0.002
5018,-7.8,10.0,-0.0048,0.002,-0.1,0.0,-0.003
5019,-6.9,-10.0,-0.0028,-0.006,0.2,-0.01,-0.001
5020,2.5,-20.0,0.0033,-0.005,0.2,0.0,0.002
5021,5.4,0.0,0.0061,0.012,0.0,0.0,0.001
5022,1.7,60.0,-0.0023,-0.011,0.0,0.0,0.001
5023,1.0,60.0,0.006,-0.003,0.0,0.0,0.001
