,vertical_ocean_shear_num
3385,-0.474599
3386,-0.479567
3387,-0.481252
3388,-0.429228
3389,-0.345832
3390,-0.299555
3391,-0.276534
3392,-0.206184
3393,-0.219619
3394,-0.158533
3395,-0.0870675
3396,-0.0938833
3397,0.0752196
3398,0.0915304
3399,0.110371
3400,0.151174
3401,0.154576
3402,0.332879
3403,0.290725
3404,0.304839
3405,0.35024
3406,0.437242
3407,0.569461
3408,0.502422
3409,0.548267
3410,0.578329
3411,0.658508
3412,0.62889
3413,0.642487
3414,0.672188
3415,0.707024
3416,0.793338
3417,0.752261
3418,0.776631
3419,0.762065
3420,0.743319
3421,0.754917
3422,0.742263
3423,0.783594
3424,0.783485
3425,0.80924
3426,0.799802
3427,0.82297
3428,0.860131
3429,0.827587
3430,0.855297
3431,0.885192
3432,0.852051
3433,0.858599
3434,0.870961
3435,0.847323
3436,0.839256
3437,0.887236
3438,0.881632
3439,0.860159
3440,0.849886
3441,0.848319
3442,0.842109
3443,0.812486
3444,0.783749
3445,0.8091
3446,0.775003
3447,0.769289
3448,0.713684
3449,0.676531
3450,0.648738
3451,0.623968
3452,0.621094
3453,0.61031
3454,0.609751
3455,0.576454
3456,0.573453
3457,0.562929
3458,0.562789
3459,0.572975
3460,0.507842
3461,0.457777
3462,0.417729
3463,0.419401
3464,0.398621
3465,0.377794
3466,0.334039
3467,0.33751
3468,0.318477
3469,0.312407
3470,0.326674
3471,0.336258
3472,0.333264
3473,0.302622
3474,0.328353
3475,0.33548
3476,0.322224
3477,0.28801
3478,0.257367
3479,0.253978
3480,0.219387
3481,0.229304
3482,0.217147
3483,0.20189
3484,0.190161
3485,0.190848
3486,0.208725
3487,0.184515
3488,0.156188
3489,0.115176
3490,0.0834405
3491,0.0965074
3492,0.0737593
3493,0.0879958
3494,0.138482
3495,0.0856921
3496,0.0888631
3497,0.0889495
3498,0.0377283
3499,-0.0198111
3500,-0.0376672
3501,-0.0437394
3502,-0.0294596
3503,-0.0030458
3504,-0.00039041
3505,-0.046593
3506,-0.0908762
3507,-0.147077
3508,-0.195068
3509,-0.146839
3510,-0.180827
3511,-0.188781
3512,-0.17717
3513,-0.188856
3514,-0.1647
3515,-0.168112
3516,-0.173171
3517,-0.211051
3518,-0.235896
3519,-0.239706
3520,-0.265433
3521,-0.298387
3522,-0.301258
3523,-0.329202
3524,-0.346714
3525,-0.358915
3526,-0.380461
3527,-0.448935
3528,-0.509317
3529,-0.517885
3530,-0.597227
3531,-0.66178
3532,-0.675569
3533,-0.679427
3534,-0.777704
3535,-0.871137
3536,-0.934221
3537,-1.02513
3538,-1.02756
3539,-0.98124
3540,-0.94808
3541,-0.968763
3542,-1.03175
3543,-1.06141
3544,-1.06385
3545,-1.05975
3546,-1.04737
3547,-1.07872
3548,-1.10017
3549,-1.14316
3550,-1.18567
3551,-1.22057
3552,-1.2622
3553,-1.34245
3554,-1.36534
3555,-1.37968
3556,-1.41626
3557,-1.43749
3558,-1.4026
3559,-1.41302
3560,-1.3563
3561,-1.33136
3562,-1.34471
3563,-1.3612
3564,-1.33463
3565,-1.30117
3566,-1.26887
3567,-1.26114
3568,-1.24469
3569,-1.25525
3570,-1.29805
3571,-1.32211
3572,-1.28973
3573,-1.29944
3574,-1.32336
3575,-1.31893
3576,-1.32459
3577,-1.34342
3578,-1.33485
3579,-1.3576
3580,-1.34004
3581,-1.36355
3582,-1.37626
3583,-1.37217
3584,-1.42156
3585,-1.4515
3586,-1.48126
3587,-1.50276
3588,-1.54797
3589,-1.61361
3590,-1.66929
3591,-1.74436
3592,-1.78866
3593,-1.82706
3594,-1.92811
3595,-1.96936
3596,-2.04234
3597,-2.10708
3598,-2.12707
3599,-2.14956
3600,-2.17674
3601,-2.21408
3602,-2.27175
3603,-2.34807
3604,-2.40313
3605,-2.43821
3606,-2.44718
3607,-2.46289
3608,-2.48634
3609,-2.56
3610,-2.58368
3611,-2.6102
3612,-2.6479
3613,-2.66765
3614,-2.72033
3615,-2.74675
3616,-2.77993
3617,-2.74873
3618,-2.76594
3619,-2.7578
3620,-2.73263
3621,-2.69461
3622,-2.694
3623,-2.65383
3624,-2.65069
3625,-2.63848
3626,-2.59706
3627,-2.54913
3628,-2.50421
3629,-2.44307
3630,-2.36148
3631,-2.30271
3632,-2.26552
3633,-2.22551
3634,-2.13131
3635,-2.05057
3636,-1.96333
3637,-1.87981
3638,-1.83793
3639,-1.88267
3640,-1.91063
3641,-1.86487
3642,-1.7865
3643,-1.78186
3644,-1.79509
3645,-1.81637
3646,-1.77515
3647,-1.71395
3648,-1.67562
3649,-1.61057
3650,-1.55576
3651,-1.52483
3652,-1.47884
3653,-1.38866
3654,-1.3189
3655,-1.2265
3656,-1.1624
3657,-1.13886
3658,-1.23657
3659,-1.18295
3660,-1.0115
3661,-0.968736
3662,-0.983666
3663,-0.978509
3664,-0.974848
3665,-0.999564
3666,-0.974637
3667,-0.950912
3668,-0.917885
3669,-0.894795
3670,-0.864429
3671,-0.832215
3672,-0.796452
3673,-0.745593
3674,-0.743255
3675,-0.738829
3676,-0.700967
3677,-0.641416
3678,-0.604699
3679,-0.582654
3680,-0.553151
3681,-0.50299
3682,-0.461054
3683,-0.39443
3684,-0.278919
3685,-0.212071
3686,-0.246646
3687,-0.237048
3688,-0.105945
3689,-0.0520565
3690,0.0493929
3691,0.128932
3692,0.198753
3693,0.232445
3694,0.274323
3695,0.373082
3696,0.459168
3697,0.547703
3698,0.58077
3699,0.648593
3700,0.655517
3701,0.695118
3702,0.733162
3703,0.770954
3704,0.810336
3705,0.863964
3706,0.923145
3707,1.00465
3708,1.02809
3709,1.05529
3710,1.05417
3711,1.12308
3712,1.19413
3713,1.20497
3714,1.25457
3715,1.29128
3716,1.32589
3717,1.2967
3718,1.35247
3719,1.39015
3720,1.41438
3721,1.48034
3722,1.50612
3723,1.49967
3724,1.54159
3725,1.57631
3726,1.58961
3727,1.62044
3728,1.65184
3729,1.65054
3730,1.59864
3731,1.61188
3732,1.62305
3733,1.61088
3734,1.5923
3735,1.61853
3736,1.58486
3737,1.55081
3738,1.53282
3739,1.50575
3740,1.45785
3741,1.40174
3742,1.39212
3743,1.38551
3744,1.29642
3745,1.24792
3746,1.21163
3747,1.23326
3748,1.19663
3749,1.13884
3750,1.12891
3751,1.06532
3752,0.982019
3753,0.951364
3754,0.862435
3755,0.84148
3756,0.812927
3757,0.805175
3758,0.873499
3759,0.789702
3760,0.580934
3761,0.530489
3762,0.600319
3763,0.639741
3764,0.623447
3765,0.585867
3766,0.554887
3767,0.501436
3768,0.484183
3769,0.475333
3770,0.481116
3771,0.471079
3772,0.417826
3773,0.404095
3774,0.403922
3775,0.412047
3776,0.364203
3777,0.290564
3778,0.225467
3779,0.202233
3780,0.14612
3781,0.0989355
3782,0.0491805
3783,-0.0339143
3784,-0.122543
3785,-0.167959
3786,-0.132421
3787,-0.135251
3788,-0.25297
3789,-0.292913
3790,-0.445731
3791,-0.530614
3792,-0.565343
3793,-0.572846
3794,-0.613451
3795,-0.685091
3796,-0.746997
3797,-0.821634
3798,-0.848941
3799,-0.923746
3800,-0.934574
3801,-0.971762
3802,-1.01861
3803,-1.07426
3804,-1.11562
3805,-1.15319
3806,-1.22961
3807,-1.2967
3808,-1.32079
3809,-1.34177
3810,-1.36701
3811,-1.45084
3812,-1.5706
3813,-1.56796
3814,-1.61109
3815,-1.67911
3816,-1.70803
3817,-1.71021
3818,-1.75788
3819,-1.78809
3820,-1.84688
3821,-1.9144
3822,-1.95565
3823,-1.9673
3824,-2.04295
3825,-2.08841
3826,-2.11871
3827,-2.13579
3828,-2.16873
3829,-2.19605
3830,-2.2056
3831,-2.24191
3832,-2.22024
3833,-2.2504
3834,-2.25334
3835,-2.27902
3836,-2.29399
3837,-2.30478
3838,-2.33624
3839,-2.34729
3840,-2.35251
3841,-2.33038
3842,-2.32863
3843,-2.32727
3844,-2.28288
3845,-2.31614
3846,-2.39009
3847,-2.47443
3848,-2.47087
3849,-2.48859
3850,-2.50981
3851,-2.47627
3852,-2.45244
3853,-2.48073
3854,-2.45544
3855,-2.51017
3856,-2.54988
3857,-2.60598
3858,-2.61556
3859,-2.56451
3860,-2.53795
3861,-2.50526
3862,-2.56349
3863,-2.59964
3864,-2.6307
3865,-2.58221
3866,-2.60677
3867,-2.61213
3868,-2.58614
3869,-2.60824
3870,-2.68501
3871,-2.71615
3872,-2.6581
3873,-2.66826
3874,-2.66514
3875,-2.6684
3876,-2.65866
3877,-2.64862
3878,-2.65797
3879,-2.65814
3880,-2.6677
3881,-2.66029
3882,-2.59138
3883,-2.5271
3884,-2.53432
3885,-2.56643
3886,-2.52647
3887,-2.47946
3888,-2.46553
3889,-2.44321
3890,-2.3702
3891,-2.31904
3892,-2.34659
3893,-2.40197
3894,-2.41211
3895,-2.40045
3896,-2.39512
3897,-2.39137
3898,-2.35593
3899,-2.29849
3900,-2.27962
3901,-2.21733
3902,-2.15623
3903,-2.10181
3904,-2.05345
3905,-1.99955
3906,-1.90337
3907,-1.83796
3908,-1.79598
3909,-1.73578
3910,-1.68112
3911,-1.61835
3912,-1.48387
3913,-1.41071
3914,-1.36734
3915,-1.28221
3916,-1.17408
3917,-1.10173
3918,-1.02008
3919,-0.963494
3920,-0.906428
3921,-0.878873
3922,-0.796718
3923,-0.75886
3924,-0.677965
3925,-0.614342
3926,-0.541756
3927,-0.51987
3928,-0.47792
3929,-0.422473
3930,-0.395439
3931,-0.339548
3932,-0.356956
3933,-0.338218
3934,-0.271711
3935,-0.218668
3936,-0.173089
3937,-0.131918
3938,-0.105876
3939,-0.0682078
3940,0.00867769
3941,0.0412233
3942,0.0597857
3943,0.102085
3944,0.208272
3945,0.287829
3946,0.3583
3947,0.413693
3948,0.479085
3949,0.570165
3950,0.60589
3951,0.634864
3952,0.699326
3953,0.782692
3954,0.848448
3955,0.917881
3956,1.01714
3957,1.0915
3958,1.08374
3959,0.998279
3960,1.0042
3961,0.962338
3962,1.00153
3963,1.04582
3964,1.10353
3965,1.08402
3966,1.13203
3967,1.14105
3968,1.09969
3969,1.11993
3970,1.18315
3971,1.20961
3972,1.18543
3973,1.17125
3974,1.19157
3975,1.19234
3976,1.17365
3977,1.10496
3978,1.16044
3979,1.19466
3980,1.22216
3981,1.2368
3982,1.17437
3983,1.16877
3984,1.22758
3985,1.25666
3986,1.21708
3987,1.2134
3988,1.21858
3989,1.26848
3990,1.3041
3991,1.24624
3992,1.23455
3993,1.30464
3994,1.30638
3995,1.2967
3996,1.2958
3997,1.30046
3998,1.24325
3999,1.23029
4000,1.18342
4001,1.12878
4002,1.09476
4003,1.09169
4004,1.06765
4005,1.03798
4006,0.969998
4007,0.944981
4008,0.920956
4009,0.831434
4010,0.816522
4011,0.772823
4012,0.699583
4013,0.591357
4014,0.548325
4015,0.51854
4016,0.429051
4017,0.398133
4018,0.321519
4019,0.259441
4020,0.213962
4021,0.203299
4022,0.137528
4023,0.0905342
4024,0.0833578
4025,-0.00231862
4026,-0.0771046
4027,-0.088688
4028,-0.154447
4029,-0.227908
4030,-0.222827
4031,-0.25367
4032,-0.270619
4033,-0.30151
4034,-0.401559
4035,-0.423875
4036,-0.456484
4037,-0.534572
4038,-0.546776
4039,-0.56518
4040,-0.629833
4041,-0.670423
4042,-0.699346
4043,-0.724973
4044,-0.769673
4045,-0.798866
4046,-0.813233
4047,-0.82083
4048,-0.869758
4049,-0.903274
4050,-0.939005
4051,-0.968318
4052,-0.99452
4053,-1.06546
4054,-1.10278
4055,-1.17392
4056,-1.25892
4057,-1.27158
4058,-1.23586
4059,-1.13194
4060,-1.11063
4061,-1.06843
4062,-1.10699
4063,-1.18003
4064,-1.13919
4065,-1.04938
4066,-1.02325
4067,-1.0509
4068,-1.06618
4069,-1.06185
4070,-1.04114
4071,-1.00551
4072,-1.00299
4073,-0.939366
4074,-0.929148
4075,-0.861853
4076,-0.80853
4077,-0.754429
4078,-0.803257
4079,-0.742348
4080,-0.698613
4081,-0.766726
4082,-0.752343
4083,-0.74174
4084,-0.683381
4085,-0.66033
4086,-0.710956
4087,-0.697467
4088,-0.623408
4089,-0.549623
4090,-0.575423
4091,-0.496544
4092,-0.4481
4093,-0.478426
4094,-0.391325
4095,-0.333735
4096,-0.279324
4097,-0.248324
4098,-0.174876
4099,-0.16797
4100,-0.10589
4101,-0.082349
4102,-0.0764601
4103,-0.0919379
4104,-0.115421
4105,-0.138221
4106,-0.13031
4107,-0.182803
4108,-0.164237
4109,-0.136334
4110,-0.143265
4111,-0.124153
4112,-0.0990599
4113,-0.0404671
4114,0.0293992
4115,0.0365317
4116,0.0476912
4117,0.0421047
4118,0.0405096
4119,0.0561513
4120,0.0848301
4121,0.0983149
4122,0.133806
4123,0.143233
4124,0.129808
4125,0.176301
4126,0.19348
4127,0.167671
4128,0.228807
4129,0.30883
4130,0.37043
4131,0.406642
4132,0.44466
4133,0.481453
4134,0.56994
4135,0.591978
4136,0.667705
4137,0.741871
4138,0.773073
4139,0.839849
4140,0.904962
4141,0.936164
4142,0.962644
4143,1.01069
4144,1.02588
4145,1.08963
4146,1.11503
4147,1.12766
4148,1.15672
4149,1.17499
4150,1.19334
4151,1.19829
4152,1.19365
4153,1.18459
4154,1.16955
4155,1.16984
4156,1.15197
4157,1.11452
4158,1.06741
4159,0.986326
4160,0.949583
4161,0.936071
4162,0.923356
4163,0.929973
4164,0.805879
4165,0.711568
4166,0.642137
4167,0.710918
4168,0.678763
4169,0.613055
4170,0.61282
4171,0.525686
4172,0.411816
4173,0.250985
4174,0.161965
4175,0.0329018
4176,0.00211596
4177,0.0207484
4178,0.0470862
4179,-0.107009
4180,-0.178343
4181,-0.158913
4182,-0.178402
4183,-0.244253
4184,-0.303
4185,-0.34931
4186,-0.320043
4187,-0.371256
4188,-0.466783
4189,-0.577267
4190,-0.5808
4191,-0.607783
4192,-0.650959
4193,-0.673807
4194,-0.70582
4195,-0.74183
4196,-0.820063
4197,-0.86165
4198,-0.876316
4199,-0.8976
4200,-0.934338
4201,-0.96971
4202,-0.98756
4203,-0.991645
4204,-0.984148
4205,-0.958473
4206,-0.966071
4207,-0.910832
4208,-0.943716
4209,-0.966557
4210,-0.98655
4211,-1.00527
4212,-1.0463
4213,-1.10783
4214,-1.18879
4215,-1.21439
4216,-1.25906
4217,-1.28605
4218,-1.29078
4219,-1.35277
4220,-1.42789
4221,-1.48476
4222,-1.51634
4223,-1.54592
4224,-1.55403
4225,-1.58474
4226,-1.60008
4227,-1.58623
4228,-1.64515
4229,-1.70667
4230,-1.74647
4231,-1.78989
4232,-1.81017
4233,-1.8488
4234,-1.8751
4235,-1.9221
4236,-1.99289
4237,-2.01159
4238,-2.04101
4239,-2.09049
4240,-2.08978
4241,-2.08903
4242,-2.07485
4243,-2.11354
4244,-2.12848
4245,-2.12486
4246,-2.12358
4247,-2.10935
4248,-2.10213
4249,-2.11187
4250,-2.12597
4251,-2.11883
4252,-2.07977
4253,-2.07359
4254,-2.0555
4255,-2.01772
4256,-1.96247
4257,-1.90894
4258,-1.85495
4259,-1.80703
4260,-1.71149
4261,-1.70765
4262,-1.66462
4263,-1.62858
4264,-1.57606
4265,-1.55153
4266,-1.4956
4267,-1.52192
4268,-1.48243
4269,-1.43072
4270,-1.46343
4271,-1.40797
4272,-1.31675
4273,-1.24326
4274,-1.22202
4275,-1.20745
4276,-1.21969
4277,-1.2061
4278,-1.21829
4279,-1.1696
4280,-1.16758
4281,-1.14977
4282,-1.15667
4283,-1.14997
4284,-1.16014
4285,-1.14763
4286,-1.13256
4287,-1.16788
4288,-1.13976
4289,-1.08054
4290,-1.06991
4291,-1.06426
4292,-1.04069
4293,-1.01954
4294,-1.05226
4295,-1.11382
4296,-1.05741
4297,-1.04964
4298,-1.10817
4299,-1.13382
4300,-1.13658
4301,-1.1125
4302,-1.10805
4303,-1.13061
4304,-1.13006
4305,-1.12188
4306,-1.10004
4307,-1.14713
4308,-1.1438
4309,-1.15089
4310,-1.15603
4311,-1.17778
4312,-1.25064
4313,-1.25573
4314,-1.25224
4315,-1.29591
4316,-1.33698
4317,-1.39352
4318,-1.42348
4319,-1.39172
4320,-1.36544
4321,-1.37987
4322,-1.41779
4323,-1.4345
4324,-1.46509
4325,-1.46166
4326,-1.4702
4327,-1.48758
4328,-1.49875
4329,-1.50784
4330,-1.53446
4331,-1.53813
4332,-1.57648
4333,-1.58354
4334,-1.61588
4335,-1.60637
4336,-1.58438
4337,-1.60536
4338,-1.56718
4339,-1.59733
4340,-1.64497
4341,-1.64015
4342,-1.66368
4343,-1.6348
4344,-1.60542
4345,-1.63855
4346,-1.66211
4347,-1.68305
4348,-1.69061
4349,-1.69542
4350,-1.6928
4351,-1.71781
4352,-1.7406
4353,-1.74465
4354,-1.71386
4355,-1.70769
4356,-1.68483
4357,-1.66741
4358,-1.65735
4359,-1.63776
4360,-1.65964
4361,-1.6064
4362,-1.55164
4363,-1.53614
4364,-1.50067
4365,-1.45445
4366,-1.42697
4367,-1.38142
4368,-1.31387
4369,-1.26489
4370,-1.19386
4371,-1.11544
4372,-1.0761
4373,-1.01052
4374,-0.942218
4375,-0.888003
4376,-0.875614
4377,-0.81171
4378,-0.7034
4379,-0.643333
4380,-0.508359
4381,-0.386647
4382,-0.296173
4383,-0.227149
4384,-0.192454
4385,-0.127575
4386,-0.0710197
4387,0.0280514
4388,0.0553846
4389,0.0531383
4390,0.102546
4391,0.135727
4392,0.167383
4393,0.207949
4394,0.270163
4395,0.359279
4396,0.362575
4397,0.444718
4398,0.564256
4399,0.647545
4400,0.700939
4401,0.752615
4402,0.803459
4403,0.876244
4404,0.913642
4405,0.913194
4406,0.901517
4407,0.926769
4408,0.953535
4409,1.02064
4410,1.07742
4411,1.12198
4412,1.20668
4413,1.25634
4414,1.29257
4415,1.37585
4416,1.45448
4417,1.52876
4418,1.59817
4419,1.60105
4420,1.63031
4421,1.68912
4422,1.72724
4423,1.75435
4424,1.83342
4425,1.93202
4426,2.02187
4427,2.04758
4428,2.11111
4429,2.22364
4430,2.30774
4431,2.33052
4432,2.33569
4433,2.39344
4434,2.39091
4435,2.37243
4436,2.31766
4437,2.22331
4438,2.13254
4439,2.12288
4440,2.12314
4441,2.09939
4442,2.05096
4443,1.96121
4444,1.90281
4445,1.91715
4446,1.9247
4447,1.90458
4448,1.91563
4449,1.9376
4450,1.90215
4451,1.94498
4452,1.92375
4453,1.96633
4454,1.95416
4455,1.96003
4456,1.94232
4457,1.9496
4458,1.90216
4459,1.87751
4460,1.82798
4461,1.80599
4462,1.71674
4463,1.67119
4464,1.64798
4465,1.59734
4466,1.5339
4467,1.4966
4468,1.4777
4469,1.44856
4470,1.39373
4471,1.32296
4472,1.29648
4473,1.31137
4474,1.29473
4475,1.27469
4476,1.29745
4477,1.25581
4478,1.18242
4479,1.13137
4480,1.02909
4481,0.913367
4482,0.840726
4483,0.741661
4484,0.646434
4485,0.565924
4486,0.511485
4487,0.48309
4488,0.430667
4489,0.368309
4490,0.321469
4491,0.306432
4492,0.327651
4493,0.322481
4494,0.284375
4495,0.267835
4496,0.228545
4497,0.103556
4498,0.0143632
4499,0.00193492
4500,-0.0595033
4501,-0.106885
4502,-0.158437
4503,-0.18367
4504,-0.174623
4505,-0.163256
4506,-0.13653
4507,-0.124816
4508,-0.153099
4509,-0.208051
4510,-0.237858
4511,-0.249548
4512,-0.279123
4513,-0.315849
4514,-0.326788
4515,-0.341674
4516,-0.353304
4517,-0.35404
4518,-0.403598
4519,-0.456629
4520,-0.481755
4521,-0.531313
4522,-0.547677
4523,-0.560116
4524,-0.65345
4525,-0.76265
4526,-0.844317
4527,-0.855699
4528,-0.869623
4529,-0.956401
4530,-1.04957
4531,-1.01314
4532,-0.93511
4533,-1.00672
4534,-1.07582
4535,-1.06806
4536,-1.06156
4537,-0.959777
4538,-0.823098
4539,-0.781623
4540,-0.788236
4541,-0.779219
4542,-0.762181
4543,-0.792053
4544,-0.747058
4545,-0.805303
4546,-0.838824
4547,-0.852254
4548,-0.861333
4549,-0.851949
4550,-0.815494
4551,-0.846336
4552,-0.797956
4553,-0.838333
4554,-0.838959
4555,-0.83768
4556,-0.867707
4557,-0.932156
4558,-0.989931
4559,-1.04408
4560,-1.03489
4561,-0.995829
4562,-0.964215
4563,-1.06727
4564,-1.12015
4565,-1.10845
4566,-1.11848
4567,-1.13645
4568,-1.19566
4569,-1.31371
4570,-1.26254
4571,-1.14303
4572,-1.16216
4573,-1.25063
4574,-1.31489
4575,-1.34615
4576,-1.37865
4577,-1.34206
4578,-1.33967
4579,-1.29924
4580,-1.35621
4581,-1.41374
4582,-1.4184
4583,-1.36087
4584,-1.32292
4585,-1.26763
4586,-1.21622
4587,-1.3137
4588,-1.38835
4589,-1.36534
4590,-1.32918
4591,-1.35771
4592,-1.42574
4593,-1.45427
4594,-1.49522
4595,-1.53634
4596,-1.5263
4597,-1.51833
4598,-1.52513
4599,-1.59164
4600,-1.55789
4601,-1.57031
4602,-1.57839
4603,-1.66952
4604,-1.71941
4605,-1.77468
4606,-1.85667
4607,-1.95214
4608,-1.94337
4609,-1.82692
4610,-1.88324
4611,-1.94768
4612,-1.92517
4613,-1.94084
4614,-1.998
4615,-2.01706
4616,-1.98619
4617,-2.02276
4618,-2.01142
4619,-1.97743
4620,-2.00943
4621,-2.03454
4622,-2.0995
4623,-2.15417
4624,-2.14735
4625,-2.12088
4626,-2.12133
4627,-2.13407
4628,-2.23823
4629,-2.30456
4630,-2.24282
4631,-2.32122
4632,-2.43582
4633,-2.38741
4634,-2.31456
4635,-2.32429
4636,-2.28494
4637,-2.35908
4638,-2.46287
4639,-2.52177
4640,-2.53109
4641,-2.48765
4642,-2.47283
4643,-2.3812
4644,-2.40743
4645,-2.38525
4646,-2.36578
4647,-2.3441
4648,-2.3664
4649,-2.39053
4650,-2.42768
4651,-2.43492
4652,-2.47343
4653,-2.44727
4654,-2.47951
4655,-2.47671
4656,-2.45328
4657,-2.41176
4658,-2.33513
4659,-2.31514
4660,-2.35043
4661,-2.40004
4662,-2.35538
4663,-2.22476
4664,-2.20248
4665,-2.25365
4666,-2.2457
4667,-2.27228
4668,-2.24299
4669,-2.14797
4670,-2.22118
4671,-2.34034
4672,-2.28586
4673,-2.2568
4674,-2.25616
4675,-2.23711
4676,-2.22967
4677,-2.30245
4678,-2.40318
4679,-2.51029
4680,-2.46111
4681,-2.39142
4682,-2.33462
4683,-2.33765
4684,-2.37481
4685,-2.45103
4686,-2.5231
4687,-2.45559
4688,-2.40712
4689,-2.42868
4690,-2.49108
4691,-2.50274
4692,-2.4957
4693,-2.49551
4694,-2.46634
4695,-2.4546
4696,-2.48044
4697,-2.44244
4698,-2.43821
4699,-2.41369
4700,-2.47057
4701,-2.51443
4702,-2.52826
4703,-2.48962
4704,-2.49253
4705,-2.46963
4706,-2.41731
4707,-2.35534
4708,-2.4014
4709,-2.52463
4710,-2.46103
4711,-2.41406
4712,-2.41489
4713,-2.33226
4714,-2.26181
4715,-2.21571
4716,-2.2171
4717,-2.15307
4718,-2.10748
4719,-2.0451
4720,-1.95153
4721,-1.80856
4722,-1.68215
4723,-1.555
4724,-1.51614
4725,-1.44959
4726,-1.38586
4727,-1.37016
4728,-1.26502
4729,-1.20764
4730,-1.23863
4731,-1.21245
4732,-1.13928
4733,-1.13261
4734,-1.10669
4735,-1.07854
4736,-1.06864
4737,-1.00602
4738,-0.995528
4739,-0.935038
4740,-0.877326
4741,-0.928815
4742,-0.957234
4743,-0.932495
4744,-0.912062
4745,-0.924093
4746,-0.857929
4747,-0.845359
4748,-0.832283
4749,-0.841507
4750,-0.828351
4751,-0.80348
4752,-0.788504
4753,-0.788644
4754,-0.769806
4755,-0.758233
4756,-0.676233
4757,-0.698778
4758,-0.740268
4759,-0.710317
4760,-0.65965
4761,-0.659264
4762,-0.709802
4763,-0.691513
4764,-0.614839
4765,-0.526666
4766,-0.464242
4767,-0.457123
4768,-0.496075
4769,-0.446174
4770,-0.415882
4771,-0.445928
4772,-0.509726
4773,-0.469863
4774,-0.404782
4775,-0.383581
4776,-0.382432
4777,-0.355541
4778,-0.30222
4779,-0.213107
4780,-0.204019
4781,-0.198377
4782,-0.237074
4783,-0.24267
4784,-0.21017
4785,-0.120782
4786,-0.067487
4787,-0.0617217
4788,-0.00553802
4789,0.0823077
4790,0.114109
4791,0.166823
4792,0.204962
4793,0.182761
4794,0.213333
4795,0.245553
4796,0.310896
4797,0.316639
4798,0.32787
4799,0.29557
4800,0.351662
4801,0.430785
4802,0.501396
4803,0.55561
4804,0.579434
4805,0.605296
4806,0.633184
4807,0.685158
4808,0.723236
4809,0.736295
4810,0.731167
4811,0.737684
4812,0.738228
4813,0.65104
4814,0.635626
4815,0.59106
4816,0.561151
4817,0.474913
4818,0.426928
4819,0.37428
4820,0.294327
4821,0.185652
4822,0.13135
4823,0.0611797
4824,0.0516504
4825,-0.0212293
4826,-0.0723585
4827,-0.104548
4828,-0.13423
4829,-0.0979472
4830,-0.101519
4831,-0.103796
4832,-0.0970073
4833,-0.0934437
4834,-0.0772018
4835,-0.0625912
4836,-0.0660926
4837,-0.0251405
4838,0.0285108
4839,0.0345144
4840,0.0450961
4841,0.108657
4842,0.15475
4843,0.152293
4844,0.140693
4845,0.19858
4846,0.169572
4847,0.223489
4848,0.242734
4849,0.279894
4850,0.344362
4851,0.391502
4852,0.359195
4853,0.414366
4854,0.419597
4855,0.388285
4856,0.305713
4857,0.351244
4858,0.418541
4859,0.47521
4860,0.450614
4861,0.454927
4862,0.437409
4863,0.398327
4864,0.39559
4865,0.373901
4866,0.369959
4867,0.43814
4868,0.539479
4869,0.519265
4870,0.514904
4871,0.516066
4872,0.507912
4873,0.46973
4874,0.445105
4875,0.481075
4876,0.53558
4877,0.582358
4878,0.634662
4879,0.707461
4880,0.727256
4881,0.736403
4882,0.758193
4883,0.811269
4884,0.844672
4885,0.833698
4886,0.791933
4887,0.766217
4888,0.740243
4889,0.678333
4890,0.693868
4891,0.690257
4892,0.711666
4893,0.723286
4894,0.7225
4895,0.691978
4896,0.696296
4897,0.740458
4898,0.792848
4899,0.885992
4900,0.898128
4901,0.877393
4902,0.849812
4903,0.84779
4904,0.878641
4905,0.925569
4906,0.96266
4907,0.970623
4908,1.01474
4909,1.03608
4910,1.05367
4911,1.06971
4912,1.09854
4913,1.14699
4914,1.14933
4915,1.14129
4916,1.15047
4917,1.18581
4918,1.24439
4919,1.26256
4920,1.33731
4921,1.39107
4922,1.43362
4923,1.48483
4924,1.50635
4925,1.56398
4926,1.62137
4927,1.66665
4928,1.70693
4929,1.70595
4930,1.71936
4931,1.81117
4932,1.78706
4933,1.85313
4934,1.91653
4935,1.92128
4936,1.925
4937,1.9995
4938,1.99022
4939,2.01859
4940,2.04155
4941,2.03493
4942,2.05179
4943,2.07951
4944,2.15886
4945,2.19581
4946,2.25624
4947,2.27564
4948,2.29134
4949,2.26722
4950,2.24823
4951,2.24422
4952,2.31386
4953,2.29538
4954,2.32189
4955,2.35373
4956,2.35325
4957,2.359
4958,2.36438
4959,2.33154
4960,2.3659
4961,2.37877
4962,2.41975
4963,2.43405
4964,2.43946
4965,2.4311
4966,2.41355
4967,2.40489
4968,2.39262
4969,2.39569
4970,2.39546
4971,2.45347
4972,2.50323
4973,2.51253
4974,2.5509
4975,2.48888
4976,2.44345
4977,2.39005
4978,2.35613
4979,2.29421
4980,2.23897
4981,2.22631
4982,2.20806
4983,2.15763
4984,2.14972
4985,2.14162
4986,2.14794
4987,2.16452
4988,2.1876
4989,2.16575
4990,2.1348
4991,2.08317
4992,2.04115
4993,1.99086
4994,1.90945
4995,1.89966
4996,1.82234
4997,1.72811
4998,1.65058
4999,1.53131
5000,1.4896
5001,1.43921
5002,1.44669
5003,1.44045
5004,1.40689
