,counts_for_sons_current_occupation_num,fathers_occupation_cat,sons_occupation_cat,family_structure_cat,race_cat,counts_for_sons_first_occupation_num
784,3.2,Operative-Manufacturing,Manager,intact,black,1.1
785,0.0,Operative-Manufacturing,Salesman-Nonretail,intact,black,2.6
786,0.0,Operative-Manufacturing,Proprietor,intact,black,0.0
787,13.9,Operative-Manufacturing,Clerk,intact,black,9.6
788,2.4,Operative-Manufacturing,Salesman-Retail,intact,black,3.3
789,8.1,Operative-Manufacturing,Craftsman-Manufacturing,intact,black,3.4
790,7.0,Operative-Manufacturing,Craftsmen-Other,intact,black,3.9
791,1.4,Operative-Manufacturing,Craftsman-Construction,intact,black,0.8
792,13.5,Operative-Manufacturing,Service_Worker,intact,black,15.4
793,11.9,Operative-Manufacturing,Operative-Nonmanufacturing,intact,black,11.9
794,24.1,Operative-Manufacturing,Operative-Manufacturing,intact,black,20.6
795,7.3,Operative-Manufacturing,Laborer-Manufacturing,intact,black,11.4
796,6.7,Operative-Manufacturing,Laborer-Nonmanufacturing,intact,black,12.3
797,0.0,Operative-Manufacturing,Farmer/Farm_Manager,intact,black,0.0
798,0.4,Operative-Manufacturing,Farm_Laborer,intact,black,1.5
799,0.0,Laborer-Manufacturing,Professional_Self-Employed,intact,black,0.0
800,6.1,Laborer-Manufacturing,Professional-Salaried,intact,black,6.3
801,2.7,Laborer-Manufacturing,Manager,intact,black,1.1
802,0.0,Laborer-Manufacturing,Salesman-Nonretail,intact,black,0.5
803,1.9,Laborer-Manufacturing,Proprietor,intact,black,0.0
804,7.0,Laborer-Manufacturing,Clerk,intact,black,7.8
805,1.1,Laborer-Manufacturing,Salesman-Retail,intact,black,0.8
806,4.0,Laborer-Manufacturing,Craftsman-Manufacturing,intact,black,1.0
807,5.1,Laborer-Manufacturing,Craftsmen-Other,intact,black,1.4
808,2.8,Laborer-Manufacturing,Craftsman-Construction,intact,black,1.0
809,12.2,Laborer-Manufacturing,Service_Worker,intact,black,12.9
810,13.8,Laborer-Manufacturing,Operative-Nonmanufacturing,intact,black,9.4
811,20.2,Laborer-Manufacturing,Operative-Manufacturing,intact,black,14.0
812,6.5,Laborer-Manufacturing,Laborer-Manufacturing,intact,black,15.2
813,12.2,Laborer-Manufacturing,Laborer-Nonmanufacturing,intact,black,11.3
814,0.0,Laborer-Manufacturing,Farmer/Farm_Manager,intact,black,0.5
815,1.6,Laborer-Manufacturing,Farm_Laborer,intact,black,6.0
816,0.4,Laborer-Nonmanufacturing,Professional_Self-Employed,intact,black,0.0
817,9.4,Laborer-Nonmanufacturing,Professional-Salaried,intact,black,7.1
818,3.7,Laborer-Nonmanufacturing,Manager,intact,black,0.0
819,1.0,Laborer-Nonmanufacturing,Salesman-Nonretail,intact,black,0.7
820,1.4,Laborer-Nonmanufacturing,Proprietor,intact,black,0.0
821,16.0,Laborer-Nonmanufacturing,Clerk,intact,black,11.4
822,0.9,Laborer-Nonmanufacturing,Salesman-Retail,intact,black,0.8
823,6.9,Laborer-Nonmanufacturing,Craftsman-Manufacturing,intact,black,3.8
824,7.4,Laborer-Nonmanufacturing,Craftsmen-Other,intact,black,4.7
825,2.3,Laborer-Nonmanufacturing,Craftsman-Construction,intact,black,2.6
826,11.6,Laborer-Nonmanufacturing,Service_Worker,intact,black,18.1
827,19.4,Laborer-Nonmanufacturing,Operative-Nonmanufacturing,intact,black,14.6
828,28.8,Laborer-Nonmanufacturing,Operative-Manufacturing,intact,black,18.4
829,6.8,Laborer-Nonmanufacturing,Laborer-Manufacturing,intact,black,11.2
830,21.5,Laborer-Nonmanufacturing,Laborer-Nonmanufacturing,intact,black,28.9
831,0.0,Laborer-Nonmanufacturing,Farmer/Farm_Manager,intact,black,0.7
832,2.0,Laborer-Nonmanufacturing,Farm_Laborer,intact,black,7.6
833,0.0,Farmer/Farm_Manager,Professional_Self-Employed,intact,black,0.0
834,10.6,Farmer/Farm_Manager,Professional-Salaried,intact,black,7.5
835,4.9,Farmer/Farm_Manager,Manager,intact,black,1.4
836,1.8,Farmer/Farm_Manager,Salesman-Nonretail,intact,black,0.0
837,3.2,Farmer/Farm_Manager,Proprietor,intact,black,0.4
838,16.9,Farmer/Farm_Manager,Clerk,intact,black,12.2
839,3.1,Farmer/Farm_Manager,Salesman-Retail,intact,black,2.6
840,16.9,Farmer/Farm_Manager,Craftsman-Manufacturing,intact,black,7.2
841,17.0,Farmer/Farm_Manager,Craftsmen-Other,intact,black,8.7
842,17.1,Farmer/Farm_Manager,Craftsman-Construction,intact,black,8.8
843,31.6,Farmer/Farm_Manager,Service_Worker,intact,black,20.9
844,39.2,Farmer/Farm_Manager,Operative-Nonmanufacturing,intact,black,28.1
845,71.1,Farmer/Farm_Manager,Operative-Manufacturing,intact,black,41.7
846,20.0,Farmer/Farm_Manager,Laborer-Manufacturing,intact,black,31.8
847,55.2,Farmer/Farm_Manager,Laborer-Nonmanufacturing,intact,black,42.1
848,13.0,Farmer/Farm_Manager,Farmer/Farm_Manager,intact,black,33.1
849,16.4,Farmer/Farm_Manager,Farm_Laborer,intact,black,98.4
850,0.5,Farm_Laborer,Professional_Self-Employed,intact,black,0.0
851,4.9,Farm_Laborer,Professional-Salaried,intact,black,2.9
852,2.7,Farm_Laborer,Manager,intact,black,0.9
853,0.5,Farm_Laborer,Salesman-Nonretail,intact,black,0.0
854,1.6,Farm_Laborer,Proprietor,intact,black,0.0
855,8.7,Farm_Laborer,Clerk,intact,black,2.4
856,0.0,Farm_Laborer,Salesman-Retail,intact,black,3.8
857,13.5,Farm_Laborer,Craftsman-Manufacturing,intact,black,3.1
858,8.3,Farm_Laborer,Craftsmen-Other,intact,black,2.8
859,9.0,Farm_Laborer,Craftsman-Construction,intact,black,3.0
860,15.9,Farm_Laborer,Service_Worker,intact,black,11.2
861,18.8,Farm_Laborer,Operative-Nonmanufacturing,intact,black,16.0
862,26.6,Farm_Laborer,Operative-Manufacturing,intact,black,14.2
863,4.1,Farm_Laborer,Laborer-Manufacturing,intact,black,12.3
864,19.0,Farm_Laborer,Laborer-Nonmanufacturing,intact,black,20.6
865,2.5,Farm_Laborer,Farmer/Farm_Manager,intact,black,3.3
866,9.0,Farm_Laborer,Farm_Laborer,intact,black,49.0
867,0.0,Professional_Self-Employed,Professional_Self-Employed,nonintact,black,0.0
868,0.4,Professional_Self-Employed,Professional-Salaried,nonintact,black,0.4
869,0.0,Professional_Self-Employed,Manager,nonintact,black,0.0
870,0.0,Professional_Self-Employed,Salesman-Nonretail,nonintact,black,0.0
871,0.0,Professional_Self-Employed,Proprietor,nonintact,black,0.0
872,0.0,Professional_Self-Employed,Clerk,nonintact,black,0.0
873,0.0,Professional_Self-Employed,Salesman-Retail,nonintact,black,0.0
874,0.0,Professional_Self-Employed,Craftsman-Manufacturing,nonintact,black,0.0
875,0.0,Professional_Self-Employed,Craftsmen-Other,nonintact,black,0.0
876,0.0,Professional_Self-Employed,Craftsman-Construction,nonintact,black,0.0
877,0.0,Professional_Self-Employed,Service_Worker,nonintact,black,0.0
878,0.0,Professional_Self-Employed,Operative-Nonmanufacturing,nonintact,black,0.0
879,0.4,Professional_Self-Employed,Operative-Manufacturing,nonintact,black,0.4
880,0.0,Professional_Self-Employed,Laborer-Manufacturing,nonintact,black,0.0
881,0.0,Professional_Self-Employed,Laborer-Nonmanufacturing,nonintact,black,0.0
882,0.0,Professional_Self-Employed,Farmer/Farm_Manager,nonintact,black,0.0
883,0.0,Professional_Self-Employed,Farm_Laborer,nonintact,black,0.0
884,0.0,Professional-Salaried,Professional_Self-Employed,nonintact,black,0.3
885,3.6,Professional-Salaried,Professional-Salaried,nonintact,black,3.1
886,1.1,Professional-Salaried,Manager,nonintact,black,0.6
887,0.8,Professional-Salaried,Salesman-Nonretail,nonintact,black,0.0
888,0.0,Professional-Salaried,Proprietor,nonintact,black,0.0
889,2.4,Professional-Salaried,Clerk,nonintact,black,2.7
890,0.0,Professional-Salaried,Salesman-Retail,nonintact,black,0.5
891,0.6,Professional-Salaried,Craftsman-Manufacturing,nonintact,black,1.0
892,0.9,Professional-Salaried,Craftsmen-Other,nonintact,black,0.0
893,0.0,Professional-Salaried,Craftsman-Construction,nonintact,black,0.0
894,1.9,Professional-Salaried,Service_Worker,nonintact,black,3.4
895,0.9,Professional-Salaried,Operative-Nonmanufacturing,nonintact,black,0.9
896,2.2,Professional-Salaried,Operative-Manufacturing,nonintact,black,0.6
897,0.5,Professional-Salaried,Laborer-Manufacturing,nonintact,black,1.0
898,1.1,Professional-Salaried,Laborer-Nonmanufacturing,nonintact,black,0.6
899,0.0,Professional-Salaried,Farmer/Farm_Manager,nonintact,black,0.0
900,0.0,Professional-Salaried,Farm_Laborer,nonintact,black,0.0
901,0.0,Manager,Professional_Self-Employed,nonintact,black,0.0
902,0.7,Manager,Professional-Salaried,nonintact,black,0.6
903,0.7,Manager,Manager,nonintact,black,0.7
904,0.0,Manager,Salesman-Nonretail,nonintact,black,0.0
905,0.0,Manager,Proprietor,nonintact,black,0.0
906,0.6,Manager,Clerk,nonintact,black,0.6
907,0.0,Manager,Salesman-Retail,nonintact,black,0.0
908,0.5,Manager,Craftsman-Manufacturing,nonintact,black,0.5
909,0.0,Manager,Craftsmen-Other,nonintact,black,0.0
910,0.0,Manager,Craftsman-Construction,nonintact,black,0.6
911,1.0,Manager,Service_Worker,nonintact,black,0.0
912,0.6,Manager,Operative-Nonmanufacturing,nonintact,black,2.0
913,0.0,Manager,Operative-Manufacturing,nonintact,black,0.9
914,0.0,Manager,Laborer-Manufacturing,nonintact,black,0.0
915,0.0,Manager,Laborer-Nonmanufacturing,nonintact,black,0.0
916,0.0,Manager,Farmer/Farm_Manager,nonintact,black,0.0
917,0.0,Manager,Farm_Laborer,nonintact,black,0.0
918,0.0,Salesman-Nonretail,Professional_Self-Employed,nonintact,black,0.0
919,0.0,Salesman-Nonretail,Professional-Salaried,nonintact,black,0.0
920,0.0,Salesman-Nonretail,Manager,nonintact,black,0.0
921,0.0,Salesman-Nonretail,Salesman-Nonretail,nonintact,black,0.0
922,0.0,Salesman-Nonretail,Proprietor,nonintact,black,0.0
923,0.0,Salesman-Nonretail,Clerk,nonintact,black,0.0
924,0.0,Salesman-Nonretail,Salesman-Retail,nonintact,black,0.0
925,0.4,Salesman-Nonretail,Craftsman-Manufacturing,nonintact,black,0.0
926,0.0,Salesman-Nonretail,Craftsmen-Other,nonintact,black,0.0
927,0.0,Salesman-Nonretail,Craftsman-Construction,nonintact,black,0.0
928,0.0,Salesman-Nonretail,Service_Worker,nonintact,black,0.0
929,0.0,Salesman-Nonretail,Operative-Nonmanufacturing,nonintact,black,0.0
930,0.0,Salesman-Nonretail,Operative-Manufacturing,nonintact,black,0.0
931,0.0,Salesman-Nonretail,Laborer-Manufacturing,nonintact,black,0.0
932,0.0,Salesman-Nonretail,Laborer-Nonmanufacturing,nonintact,black,0.4
933,0.0,Salesman-Nonretail,Farmer/Farm_Manager,nonintact,black,0.0
934,0.0,Salesman-Nonretail,Farm_Laborer,nonintact,black,0.0
935,0.0,Proprietor,Professional_Self-Employed,nonintact,black,0.0
936,1.2,Proprietor,Professional-Salaried,nonintact,black,1.6
937,0.4,Proprietor,Manager,nonintact,black,0.0
938,0.0,Proprietor,Salesman-Nonretail,nonintact,black,0.0
939,0.4,Proprietor,Proprietor,nonintact,black,0.0
940,0.6,Proprietor,Clerk,nonintact,black,0.0
941,1.1,Proprietor,Salesman-Retail,nonintact,black,1.0
942,1.3,Proprietor,Craftsman-Manufacturing,nonintact,black,0.0
943,0.0,Proprietor,Craftsmen-Other,nonintact,black,1.2
944,0.5,Proprietor,Craftsman-Construction,nonintact,black,0.5
945,0.0,Proprietor,Service_Worker,nonintact,black,2.2
946,1.1,Proprietor,Operative-Nonmanufacturing,nonintact,black,0.0
947,0.8,Proprietor,Operative-Manufacturing,nonintact,black,0.0
948,0.0,Proprietor,Laborer-Manufacturing,nonintact,black,0.8
949,0.4,Proprietor,Laborer-Nonmanufacturing,nonintact,black,0.0
950,0.0,Proprietor,Farmer/Farm_Manager,nonintact,black,0.0
951,0.0,Proprietor,Farm_Laborer,nonintact,black,0.0
952,0.0,Clerk,Professional_Self-Employed,nonintact,black,0.0
953,1.7,Clerk,Professional-Salaried,nonintact,black,0.4
954,0.5,Clerk,Manager,nonintact,black,0.0
955,0.0,Clerk,Salesman-Nonretail,nonintact,black,0.0
956,0.0,Clerk,Proprietor,nonintact,black,0.0
957,3.3,Clerk,Clerk,nonintact,black,1.9
958,0.0,Clerk,Salesman-Retail,nonintact,black,0.0
959,0.0,Clerk,Craftsman-Manufacturing,nonintact,black,0.0
960,0.0,Clerk,Craftsmen-Other,nonintact,black,0.0
961,0.0,Clerk,Craftsman-Construction,nonintact,black,0.0
962,1.2,Clerk,Service_Worker,nonintact,black,1.7
963,1.4,Clerk,Operative-Nonmanufacturing,nonintact,black,1.7
964,2.8,Clerk,Operative-Manufacturing,nonintact,black,0.5
965,1.2,Clerk,Laborer-Manufacturing,nonintact,black,0.5
966,0.6,Clerk,Laborer-Nonmanufacturing,nonintact,black,2.2
967,0.0,Clerk,Farmer/Farm_Manager,nonintact,black,0.0
968,0.0,Clerk,Farm_Laborer,nonintact,black,0.0
969,0.0,Salesman-Retail,Professional_Self-Employed,nonintact,black,0.4
970,0.4,Salesman-Retail,Professional-Salaried,nonintact,black,0.0
971,0.0,Salesman-Retail,Manager,nonintact,black,0.7
972,0.0,Salesman-Retail,Salesman-Nonretail,nonintact,black,0.0
973,0.0,Salesman-Retail,Proprietor,nonintact,black,0.0
974,0.9,Salesman-Retail,Clerk,nonintact,black,0.0
975,0.0,Salesman-Retail,Salesman-Retail,nonintact,black,0.0
976,0.0,Salesman-Retail,Craftsman-Manufacturing,nonintact,black,0.0
977,0.0,Salesman-Retail,Craftsmen-Other,nonintact,black,0.0
978,0.0,Salesman-Retail,Craftsman-Construction,nonintact,black,0.0
979,0.0,Salesman-Retail,Service_Worker,nonintact,black,0.7
980,0.0,Salesman-Retail,Operative-Nonmanufacturing,nonintact,black,0.0
981,0.0,Salesman-Retail,Operative-Manufacturing,nonintact,black,0.6
982,0.7,Salesman-Retail,Laborer-Manufacturing,nonintact,black,0.0
983,0.0,Salesman-Retail,Laborer-Nonmanufacturing,nonintact,black,0.0
984,0.0,Salesman-Retail,Farmer/Farm_Manager,nonintact,black,0.0
985,0.0,Salesman-Retail,Farm_Laborer,nonintact,black,0.0
986,0.0,Craftsman-Manufacturing,Professional_Self-Employed,nonintact,black,0.0
987,0.4,Craftsman-Manufacturing,Professional-Salaried,nonintact,black,0.0
988,0.0,Craftsman-Manufacturing,Manager,nonintact,black,0.0
989,0.0,Craftsman-Manufacturing,Salesman-Nonretail,nonintact,black,0.0
990,0.0,Craftsman-Manufacturing,Proprietor,nonintact,black,0.0
991,0.5,Craftsman-Manufacturing,Clerk,nonintact,black,0.5
992,0.0,Craftsman-Manufacturing,Salesman-Retail,nonintact,black,0.4
993,0.4,Craftsman-Manufacturing,Craftsman-Manufacturing,nonintact,black,0.0
994,0.6,Craftsman-Manufacturing,Craftsmen-Other,nonintact,black,0.0
995,0.9,Craftsman-Manufacturing,Craftsman-Construction,nonintact,black,0.0
996,0.5,Craftsman-Manufacturing,Service_Worker,nonintact,black,1.3
997,0.5,Craftsman-Manufacturing,Operative-Nonmanufacturing,nonintact,black,0.0
998,0.0,Craftsman-Manufacturing,Operative-Manufacturing,nonintact,black,1.0
999,0.0,Craftsman-Manufacturing,Laborer-Manufacturing,nonintact,black,0.5
1000,0.4,Craftsman-Manufacturing,Laborer-Nonmanufacturing,nonintact,black,0.6
1001,0.0,Craftsman-Manufacturing,Farmer/Farm_Manager,nonintact,black,0.0
1002,0.0,Craftsman-Manufacturing,Farm_Laborer,nonintact,black,0.0
1003,0.0,Craftsmen-Other,Professional_Self-Employed,nonintact,black,0.0
1004,1.0,Craftsmen-Other,Professional-Salaried,nonintact,black,0.0
1005,0.6,Craftsmen-Other,Manager,nonintact,black,0.6
1006,0.6,Craftsmen-Other,Salesman-Nonretail,nonintact,black,0.7
1007,0.4,Craftsmen-Other,Proprietor,nonintact,black,0.0
1008,1.0,Craftsmen-Other,Clerk,nonintact,black,1.2
1009,1.4,Craftsmen-Other,Salesman-Retail,nonintact,black,0.0
1010,0.0,Craftsmen-Other,Craftsman-Manufacturing,nonintact,black,0.5
1011,1.1,Craftsmen-Other,Craftsmen-Other,nonintact,black,0.8
1012,0.0,Craftsmen-Other,Craftsman-Construction,nonintact,black,1.2
1013,2.2,Craftsmen-Other,Service_Worker,nonintact,black,1.9
1014,1.6,Craftsmen-Other,Operative-Nonmanufacturing,nonintact,black,2.4
1015,1.1,Craftsmen-Other,Operative-Manufacturing,nonintact,black,1.5
1016,0.5,Craftsmen-Other,Laborer-Manufacturing,nonintact,black,0.0
1017,2.8,Craftsmen-Other,Laborer-Nonmanufacturing,nonintact,black,0.4
1018,0.0,Craftsmen-Other,Farmer/Farm_Manager,nonintact,black,0.0
1019,0.0,Craftsmen-Other,Farm_Laborer,nonintact,black,0.0
1020,0.0,Craftsman-Construction,Professional_Self-Employed,nonintact,black,0.0
1021,1.0,Craftsman-Construction,Professional-Salaried,nonintact,black,1.1
1022,1.4,Craftsman-Construction,Manager,nonintact,black,0.4
1023,0.0,Craftsman-Construction,Salesman-Nonretail,nonintact,black,0.0
1024,0.4,Craftsman-Construction,Proprietor,nonintact,black,0.0
1025,0.5,Craftsman-Construction,Clerk,nonintact,black,0.0
1026,0.0,Craftsman-Construction,Salesman-Retail,nonintact,black,0.0
1027,0.3,Craftsman-Construction,Craftsman-Manufacturing,nonintact,black,0.0
1028,0.7,Craftsman-Construction,Craftsmen-Other,nonintact,black,0.3
1029,0.0,Craftsman-Construction,Craftsman-Construction,nonintact,black,0.5
1030,2.2,Craftsman-Construction,Service_Worker,nonintact,black,1.6
1031,0.7,Craftsman-Construction,Operative-Nonmanufacturing,nonintact,black,1.9
1032,2.0,Craftsman-Construction,Operative-Manufacturing,nonintact,black,2.1
1033,0.0,Craftsman-Construction,Laborer-Manufacturing,nonintact,black,0.5
1034,1.1,Craftsman-Construction,Laborer-Nonmanufacturing,nonintact,black,1.6
1035,0.0,Craftsman-Construction,Farmer/Farm_Manager,nonintact,black,0.0
1036,0.0,Craftsman-Construction,Farm_Laborer,nonintact,black,0.0
1037,1.7,Service_Worker,Professional_Self-Employed,nonintact,black,0.0
1038,12.7,Service_Worker,Professional-Salaried,nonintact,black,6.3
1039,6.2,Service_Worker,Manager,nonintact,black,1.7
1040,0.0,Service_Worker,Salesman-Nonretail,nonintact,black,1.4
1041,2.0,Service_Worker,Proprietor,nonintact,black,0.0
1042,16.8,Service_Worker,Clerk,nonintact,black,17.8
1043,2.3,Service_Worker,Salesman-Retail,nonintact,black,3.2
1044,10.5,Service_Worker,Craftsman-Manufacturing,nonintact,black,7.5
1045,10.0,Service_Worker,Craftsmen-Other,nonintact,black,4.4
1046,8.4,Service_Worker,Craftsman-Construction,nonintact,black,4.9
1047,35.6,Service_Worker,Service_Worker,nonintact,black,44.8
1048,25.5,Service_Worker,Operative-Nonmanufacturing,nonintact,black,25.6
1049,35.9,Service_Worker,Operative-Manufacturing,nonintact,black,38.4
1050,6.3,Service_Worker,Laborer-Manufacturing,nonintact,black,12.9
1051,21.3,Service_Worker,Laborer-Nonmanufacturing,nonintact,black,25.3
1052,0.0,Service_Worker,Farmer/Farm_Manager,nonintact,black,0.7
1053,1.5,Service_Worker,Farm_Laborer,nonintact,black,7.6
1054,0.0,Operative-Nonmanufacturing,Professional_Self-Employed,nonintact,black,0.0
1055,3.5,Operative-Nonmanufacturing,Professional-Salaried,nonintact,black,2.4
1056,2.8,Operative-Nonmanufacturing,Manager,nonintact,black,1.8
1057,0.5,Operative-Nonmanufacturing,Salesman-Nonretail,nonintact,black,0.0
1058,0.0,Operative-Nonmanufacturing,Proprietor,nonintact,black,0.0
1059,2.9,Operative-Nonmanufacturing,Clerk,nonintact,black,3.2
1060,0.6,Operative-Nonmanufacturing,Salesman-Retail,nonintact,black,1.0
1061,1.6,Operative-Nonmanufacturing,Craftsman-Manufacturing,nonintact,black,0.6
1062,3.4,Operative-Nonmanufacturing,Craftsmen-Other,nonintact,black,0.7
1063,1.1,Operative-Nonmanufacturing,Craftsman-Construction,nonintact,black,0.9
1064,3.5,Operative-Nonmanufacturing,Service_Worker,nonintact,black,4.9
1065,5.1,Operative-Nonmanufacturing,Operative-Nonmanufacturing,nonintact,black,9.0
1066,11.3,Operative-Nonmanufacturing,Operative-Manufacturing,nonintact,black,5.3
1067,1.0,Operative-Nonmanufacturing,Laborer-Manufacturing,nonintact,black,0.9
1068,4.8,Operative-Nonmanufacturing,Laborer-Nonmanufacturing,nonintact,black,7.0
1069,0.0,Operative-Nonmanufacturing,Farmer/Farm_Manager,nonintact,black,1.0
1070,0.5,Operative-Nonmanufacturing,Farm_Laborer,nonintact,black,0.8
1071,0.9,Operative-Manufacturing,Professional_Self-Employed,nonintact,black,0.0
1072,2.4,Operative-Manufacturing,Professional-Salaried,nonintact,black,2.3
1073,1.6,Operative-Manufacturing,Manager,nonintact,black,0.6
1074,0.7,Operative-Manufacturing,Salesman-Nonretail,nonintact,black,0.0
1075,0.5,Operative-Manufacturing,Proprietor,nonintact,black,0.0
1076,3.5,Operative-Manufacturing,Clerk,nonintact,black,1.3
1077,0.0,Operative-Manufacturing,Salesman-Retail,nonintact,black,0.0
1078,1.6,Operative-Manufacturing,Craftsman-Manufacturing,nonintact,black,0.5
1079,1.3,Operative-Manufacturing,Craftsmen-Other,nonintact,black,0.0
1080,2.2,Operative-Manufacturing,Craftsman-Construction,nonintact,black,0.5
1081,2.4,Operative-Manufacturing,Service_Worker,nonintact,black,5.2
1082,4.3,Operative-Manufacturing,Operative-Nonmanufacturing,nonintact,black,3.3
1083,7.0,Operative-Manufacturing,Operative-Manufacturing,nonintact,black,7.0
1084,2.0,Operative-Manufacturing,Laborer-Manufacturing,nonintact,black,6.2
1085,3.2,Operative-Manufacturing,Laborer-Nonmanufacturing,nonintact,black,5.2
1086,0.0,Operative-Manufacturing,Farmer/Farm_Manager,nonintact,black,0.0
1087,0.0,Operative-Manufacturing,Farm_Laborer,nonintact,black,0.5
1088,0.0,Laborer-Manufacturing,Professional_Self-Employed,nonintact,black,0.0
1089,0.0,Laborer-Manufacturing,Professional-Salaried,nonintact,black,0.0
1090,0.0,Laborer-Manufacturing,Manager,nonintact,black,0.0
1091,0.0,Laborer-Manufacturing,Salesman-Nonretail,nonintact,black,0.5
1092,0.5,Laborer-Manufacturing,Proprietor,nonintact,black,0.0
1093,0.9,Laborer-Manufacturing,Clerk,nonintact,black,1.8
1094,0.0,Laborer-Manufacturing,Salesman-Retail,nonintact,black,0.0
1095,2.3,Laborer-Manufacturing,Craftsman-Manufacturing,nonintact,black,0.0
1096,0.4,Laborer-Manufacturing,Craftsmen-Other,nonintact,black,0.0
1097,0.0,Laborer-Manufacturing,Craftsman-Construction,nonintact,black,0.0
1098,0.8,Laborer-Manufacturing,Service_Worker,nonintact,black,1.0
1099,1.0,Laborer-Manufacturing,Operative-Nonmanufacturing,nonintact,black,1.8
1100,2.4,Laborer-Manufacturing,Operative-Manufacturing,nonintact,black,3.4
1101,1.0,Laborer-Manufacturing,Laborer-Manufacturing,nonintact,black,1.0
1102,1.2,Laborer-Manufacturing,Laborer-Nonmanufacturing,nonintact,black,0.9
1103,0.0,Laborer-Manufacturing,Farmer/Farm_Manager,nonintact,black,0.0
1104,0.0,Laborer-Manufacturing,Farm_Laborer,nonintact,black,0.5
1105,0.0,Laborer-Nonmanufacturing,Professional_Self-Employed,nonintact,black,0.0
1106,0.0,Laborer-Nonmanufacturing,Professional-Salaried,nonintact,black,0.8
1107,0.5,Laborer-Nonmanufacturing,Manager,nonintact,black,0.0
1108,0.6,Laborer-Nonmanufacturing,Salesman-Nonretail,nonintact,black,0.0
1109,0.5,Laborer-Nonmanufacturing,Proprietor,nonintact,black,0.0
1110,2.1,Laborer-Nonmanufacturing,Clerk,nonintact,black,3.1
1111,0.9,Laborer-Nonmanufacturing,Salesman-Retail,nonintact,black,0.6
1112,0.9,Laborer-Nonmanufacturing,Craftsman-Manufacturing,nonintact,black,0.0
1113,2.4,Laborer-Nonmanufacturing,Craftsmen-Other,nonintact,black,1.4
1114,1.8,Laborer-Nonmanufacturing,Craftsman-Construction,nonintact,black,0.5
1115,6.5,Laborer-Nonmanufacturing,Service_Worker,nonintact,black,7.0
1116,7.2,Laborer-Nonmanufacturing,Operative-Nonmanufacturing,nonintact,black,4.9
1117,7.1,Laborer-Nonmanufacturing,Operative-Manufacturing,nonintact,black,5.9
1118,0.5,Laborer-Nonmanufacturing,Laborer-Manufacturing,nonintact,black,1.9
1119,1.9,Laborer-Nonmanufacturing,Laborer-Nonmanufacturing,nonintact,black,6.2
1120,0.0,Laborer-Nonmanufacturing,Farmer/Farm_Manager,nonintact,black,0.0
1121,1.1,Laborer-Nonmanufacturing,Farm_Laborer,nonintact,black,1.3
1122,0.0,Farmer/Farm_Manager,Professional_Self-Employed,nonintact,black,0.3
1123,3.3,Farmer/Farm_Manager,Professional-Salaried,nonintact,black,3.7
1124,1.0,Farmer/Farm_Manager,Manager,nonintact,black,0.0
1125,0.0,Farmer/Farm_Manager,Salesman-Nonretail,nonintact,black,0.0
1126,1.5,Farmer/Farm_Manager,Proprietor,nonintact,black,0.0
1127,5.6,Farmer/Farm_Manager,Clerk,nonintact,black,0.8
1128,0.0,Farmer/Farm_Manager,Salesman-Retail,nonintact,black,1.4
1129,3.7,Farmer/Farm_Manager,Craftsman-Manufacturing,nonintact,black,2.2
1130,5.3,Farmer/Farm_Manager,Craftsmen-Other,nonintact,black,2.7
1131,3.9,Farmer/Farm_Manager,Craftsman-Construction,nonintact,black,1.2
1132,10.0,Farmer/Farm_Manager,Service_Worker,nonintact,black,7.3
1133,7.7,Farmer/Farm_Manager,Operative-Nonmanufacturing,nonintact,black,11.9
1134,25.7,Farmer/Farm_Manager,Operative-Manufacturing,nonintact,black,9.5
1135,5.8,Farmer/Farm_Manager,Laborer-Manufacturing,nonintact,black,9.5
1136,11.3,Farmer/Farm_Manager,Laborer-Nonmanufacturing,nonintact,black,13.9
1137,0.8,Farmer/Farm_Manager,Farmer/Farm_Manager,nonintact,black,7.2
1138,8.2,Farmer/Farm_Manager,Farm_Laborer,nonintact,black,28.8
1139,0.0,Farm_Laborer,Professional_Self-Employed,nonintact,black,0.0
1140,2.0,Farm_Laborer,Professional-Salaried,nonintact,black,1.9
1141,0.8,Farm_Laborer,Manager,nonintact,black,0.0
1142,0.0,Farm_Laborer,Salesman-Nonretail,nonintact,black,0.0
1143,0.4,Farm_Laborer,Proprietor,nonintact,black,1.4
1144,3.3,Farm_Laborer,Clerk,nonintact,black,2.9
1145,0.0,Farm_Laborer,Salesman-Retail,nonintact,black,0.0
1146,3.3,Farm_Laborer,Craftsman-Manufacturing,nonintact,black,1.0
1147,4.2,Farm_Laborer,Craftsmen-Other,nonintact,black,1.0
1148,4.3,Farm_Laborer,Craftsman-Construction,nonintact,black,0.0
1149,10.0,Farm_Laborer,Service_Worker,nonintact,black,4.6
1150,8.4,Farm_Laborer,Operative-Nonmanufacturing,nonintact,black,8.5
1151,11.6,Farm_Laborer,Operative-Manufacturing,nonintact,black,6.7
1152,2.9,Farm_Laborer,Laborer-Manufacturing,nonintact,black,4.0
1153,10.9,Farm_Laborer,Laborer-Nonmanufacturing,nonintact,black,8.5
1154,0.3,Farm_Laborer,Farmer/Farm_Manager,nonintact,black,1.7
1155,5.6,Farm_Laborer,Farm_Laborer,nonintact,black,30.4
