,binaryClass_cat,Actions_taken_num,Liberal_num,Unconstitutional_num,Precedent_alteration_num,Unanimous_num,Year_of_decision_num,Lower_court_disagreement_num
840,N,0.0,0.0,0.0,0.0,0.0,1963.0,0.0
841,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
842,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
843,N,0.0,1.0,1.0,0.0,0.0,1963.0,0.0
844,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
845,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
846,N,0.0,1.0,0.0,0.0,0.0,1963.0,1.0
847,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
848,N,0.0,0.0,0.0,0.0,1.0,1963.0,1.0
849,N,0.0,0.0,0.0,0.0,1.0,1963.0,0.0
850,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
851,N,0.0,1.0,1.0,0.0,1.0,1963.0,0.0
852,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
853,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
854,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
855,N,0.0,0.0,0.0,0.0,1.0,1963.0,0.0
856,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
857,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
858,N,0.0,0.0,0.0,0.0,0.0,1963.0,0.0
859,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
860,N,0.0,0.0,0.0,0.0,0.0,1963.0,0.0
861,N,0.0,0.0,0.0,0.0,1.0,1963.0,0.0
862,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
863,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
864,N,0.0,0.0,0.0,0.0,1.0,1963.0,0.0
865,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
866,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
867,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
868,N,1.0,1.0,0.0,0.0,0.0,1963.0,0.0
869,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
870,N,2.0,1.0,0.0,0.0,0.0,1963.0,1.0
871,N,0.0,0.0,0.0,0.0,1.0,1963.0,0.0
872,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
873,N,0.0,1.0,0.0,0.0,1.0,1963.0,1.0
874,N,0.0,1.0,1.0,1.0,1.0,1963.0,0.0
875,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
876,N,0.0,1.0,1.0,1.0,0.0,1963.0,0.0
877,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
878,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
879,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
880,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
881,N,0.0,1.0,1.0,0.0,0.0,1963.0,0.0
882,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
883,N,0.0,1.0,1.0,0.0,0.0,1963.0,1.0
884,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
885,N,0.0,1.0,0.0,0.0,1.0,1963.0,1.0
886,N,0.0,1.0,1.0,0.0,0.0,1963.0,0.0
887,N,0.0,1.0,1.0,0.0,0.0,1963.0,0.0
888,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
889,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
890,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
891,N,0.0,1.0,0.0,0.0,0.0,1963.0,1.0
892,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
893,N,0.0,0.0,0.0,0.0,0.0,1963.0,0.0
894,N,0.0,0.0,0.0,0.0,0.0,1963.0,0.0
895,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
896,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
897,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
898,N,0.0,0.0,0.0,0.0,0.0,1963.0,0.0
899,N,0.0,0.0,0.0,0.0,0.0,1963.0,1.0
900,N,0.0,1.0,0.0,0.0,0.0,1963.0,1.0
901,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
902,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
903,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
904,N,0.0,1.0,0.0,1.0,1.0,1963.0,0.0
905,N,0.0,0.0,0.0,0.0,1.0,1963.0,0.0
906,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
907,N,0.0,0.0,0.0,0.0,0.0,1963.0,1.0
908,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
909,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
910,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
911,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
912,N,0.0,0.0,0.0,0.0,0.0,1963.0,0.0
913,N,0.0,1.0,0.0,0.0,0.0,1963.0,1.0
914,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
915,N,2.0,1.0,0.0,1.0,0.0,1963.0,1.0
916,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
917,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
918,N,0.0,0.0,0.0,0.0,0.0,1963.0,0.0
919,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
920,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
921,N,0.0,1.0,0.0,0.0,1.0,1963.0,1.0
922,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
923,N,0.0,1.0,0.0,0.0,1.0,1963.0,1.0
924,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
925,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
926,N,0.0,1.0,0.0,0.0,0.0,1963.0,1.0
927,N,0.0,0.0,0.0,0.0,1.0,1963.0,0.0
928,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
929,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
930,N,0.0,1.0,1.0,0.0,1.0,1963.0,0.0
931,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
932,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
933,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
934,N,0.0,1.0,0.0,0.0,1.0,1963.0,0.0
935,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
936,N,0.0,1.0,0.0,0.0,0.0,1963.0,0.0
937,N,0.0,1.0,1.0,0.0,1.0,1964.0,0.0
938,N,0.0,1.0,1.0,0.0,0.0,1964.0,0.0
939,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
940,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
941,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
942,N,0.0,1.0,1.0,0.0,0.0,1964.0,0.0
943,N,0.0,1.0,1.0,0.0,0.0,1964.0,0.0
944,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
945,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
946,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
947,N,0.0,0.0,0.0,0.0,1.0,1964.0,0.0
948,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
949,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
950,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
951,N,0.0,1.0,1.0,0.0,0.0,1964.0,1.0
952,N,0.0,0.0,0.0,0.0,1.0,1964.0,0.0
953,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
954,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
955,N,0.0,1.0,0.0,0.0,0.0,1964.0,1.0
956,N,0.0,1.0,1.0,0.0,1.0,1964.0,1.0
957,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
958,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
959,N,0.0,1.0,0.0,1.0,0.0,1964.0,0.0
960,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
961,N,0.0,1.0,0.0,1.0,0.0,1964.0,0.0
962,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
963,N,0.0,1.0,1.0,0.0,0.0,1964.0,0.0
964,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
965,N,0.0,0.0,0.0,0.0,0.0,1964.0,0.0
966,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
967,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
968,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
969,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
970,N,0.0,1.0,1.0,0.0,0.0,1964.0,1.0
971,N,0.0,0.0,0.0,0.0,1.0,1964.0,1.0
972,N,0.0,1.0,1.0,1.0,0.0,1964.0,0.0
973,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
974,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
975,N,0.0,0.0,0.0,0.0,0.0,1964.0,1.0
976,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
977,N,0.0,1.0,0.0,0.0,0.0,1964.0,1.0
978,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
979,N,0.0,0.0,0.0,0.0,0.0,1964.0,0.0
980,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
981,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
982,N,0.0,1.0,1.0,0.0,1.0,1964.0,0.0
983,N,0.0,0.0,0.0,0.0,0.0,1964.0,0.0
984,N,0.0,0.0,0.0,0.0,0.0,1964.0,1.0
985,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
986,N,0.0,0.0,0.0,0.0,0.0,1964.0,1.0
987,N,0.0,1.0,1.0,0.0,0.0,1964.0,1.0
988,N,0.0,0.0,0.0,0.0,0.0,1964.0,0.0
989,N,0.0,1.0,1.0,0.0,0.0,1964.0,0.0
990,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
991,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
992,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
993,N,0.0,1.0,0.0,0.0,0.0,1964.0,1.0
994,N,0.0,0.0,0.0,0.0,0.0,1964.0,0.0
995,N,0.0,1.0,0.0,0.0,0.0,1964.0,1.0
996,N,0.0,0.0,0.0,0.0,1.0,1964.0,0.0
997,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
998,N,0.0,1.0,1.0,0.0,1.0,1964.0,0.0
999,N,0.0,0.0,0.0,0.0,0.0,1964.0,1.0
1000,N,0.0,0.0,0.0,0.0,0.0,1964.0,0.0
1001,N,0.0,1.0,0.0,0.0,0.0,1964.0,1.0
1002,N,0.0,1.0,0.0,0.0,0.0,1964.0,1.0
1003,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
1004,N,0.0,1.0,1.0,0.0,0.0,1964.0,0.0
1005,N,0.0,0.0,0.0,0.0,1.0,1964.0,0.0
1006,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
1007,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
1008,N,0.0,1.0,0.0,0.0,1.0,1964.0,1.0
1009,N,0.0,1.0,0.0,0.0,0.0,1964.0,1.0
1010,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
1011,N,2.0,1.0,0.0,0.0,0.0,1964.0,0.0
1012,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
1013,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
1014,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
1015,N,0.0,0.0,0.0,0.0,1.0,1964.0,0.0
1016,N,0.0,0.0,0.0,0.0,0.0,1964.0,0.0
1017,N,0.0,1.0,0.0,0.0,0.0,1964.0,1.0
1018,N,0.0,0.0,0.0,0.0,0.0,1964.0,0.0
1019,N,0.0,1.0,0.0,0.0,1.0,1964.0,1.0
1020,N,0.0,1.0,0.0,0.0,0.0,1964.0,1.0
1021,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
1022,N,0.0,1.0,0.0,0.0,0.0,1964.0,1.0
1023,N,0.0,0.0,0.0,0.0,0.0,1964.0,0.0
1024,N,0.0,0.0,0.0,0.0,0.0,1964.0,0.0
1025,N,0.0,0.0,0.0,0.0,1.0,1964.0,0.0
1026,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
1027,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
1028,N,0.0,1.0,1.0,0.0,1.0,1964.0,0.0
1029,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
1030,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
1031,N,0.0,0.0,0.0,0.0,0.0,1964.0,0.0
1032,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
1033,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
1034,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
1035,N,0.0,1.0,1.0,0.0,0.0,1964.0,0.0
1036,N,0.0,0.0,0.0,0.0,1.0,1964.0,0.0
1037,N,0.0,1.0,1.0,0.0,0.0,1964.0,0.0
1038,N,0.0,1.0,0.0,1.0,0.0,1964.0,0.0
1039,N,0.0,1.0,0.0,0.0,1.0,1964.0,1.0
1040,N,0.0,1.0,0.0,1.0,1.0,1964.0,0.0
1041,N,0.0,0.0,0.0,0.0,0.0,1964.0,0.0
1042,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
1043,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
1044,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
1045,N,0.0,1.0,0.0,0.0,0.0,1964.0,0.0
1046,N,0.0,1.0,0.0,0.0,1.0,1964.0,1.0
1047,N,0.0,1.0,0.0,0.0,1.0,1964.0,0.0
1048,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1049,N,0.0,1.0,0.0,0.0,0.0,1965.0,1.0
1050,N,0.0,0.0,0.0,0.0,0.0,1965.0,1.0
1051,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1052,N,0.0,1.0,0.0,0.0,0.0,1965.0,0.0
1053,N,0.0,0.0,0.0,0.0,0.0,1965.0,1.0
1054,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1055,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1056,N,0.0,1.0,0.0,0.0,0.0,1965.0,0.0
1057,N,0.0,1.0,1.0,0.0,0.0,1965.0,0.0
1058,N,0.0,0.0,0.0,0.0,1.0,1965.0,0.0
1059,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1060,N,0.0,1.0,1.0,0.0,1.0,1965.0,1.0
1061,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1062,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1063,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1064,N,0.0,1.0,1.0,0.0,1.0,1965.0,0.0
1065,N,0.0,0.0,0.0,0.0,0.0,1965.0,1.0
1066,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1067,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1068,N,0.0,1.0,0.0,1.0,1.0,1965.0,0.0
1069,N,0.0,1.0,0.0,0.0,0.0,1965.0,0.0
1070,N,0.0,0.0,0.0,0.0,0.0,1965.0,1.0
1071,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1072,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1073,N,0.0,0.0,0.0,0.0,1.0,1965.0,1.0
1074,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1075,N,0.0,0.0,0.0,0.0,1.0,1965.0,0.0
1076,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1077,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1078,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1079,N,0.0,1.0,1.0,0.0,1.0,1965.0,0.0
1080,N,0.0,0.0,0.0,0.0,0.0,1965.0,1.0
1081,N,0.0,0.0,0.0,1.0,0.0,1965.0,0.0
1082,N,0.0,1.0,0.0,0.0,0.0,1965.0,0.0
1083,N,0.0,1.0,0.0,1.0,0.0,1965.0,0.0
1084,N,0.0,1.0,0.0,0.0,0.0,1965.0,0.0
1085,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1086,N,0.0,1.0,0.0,0.0,1.0,1965.0,1.0
1087,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1088,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1089,N,0.0,1.0,0.0,0.0,0.0,1965.0,0.0
1090,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1091,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1092,N,0.0,1.0,0.0,0.0,1.0,1965.0,1.0
1093,N,3.0,0.0,0.0,0.0,1.0,1965.0,0.0
1094,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1095,N,0.0,1.0,1.0,0.0,1.0,1965.0,0.0
1096,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1097,N,0.0,1.0,0.0,0.0,0.0,1965.0,0.0
1098,N,0.0,1.0,1.0,0.0,1.0,1965.0,0.0
1099,N,0.0,1.0,0.0,0.0,0.0,1965.0,0.0
1100,N,0.0,1.0,0.0,0.0,0.0,1965.0,0.0
1101,N,0.0,0.0,0.0,0.0,1.0,1965.0,0.0
1102,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1103,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1104,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1105,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1106,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1107,N,0.0,0.0,0.0,0.0,1.0,1965.0,0.0
1108,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1109,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1110,N,0.0,0.0,0.0,0.0,1.0,1965.0,0.0
1111,N,0.0,1.0,0.0,0.0,0.0,1965.0,0.0
1112,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1113,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1114,N,0.0,1.0,0.0,0.0,0.0,1965.0,0.0
1115,N,0.0,1.0,1.0,0.0,1.0,1965.0,0.0
1116,N,0.0,1.0,0.0,0.0,0.0,1965.0,0.0
1117,N,2.0,1.0,0.0,0.0,1.0,1965.0,0.0
1118,N,0.0,0.0,0.0,0.0,1.0,1965.0,0.0
1119,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1120,N,0.0,0.0,0.0,0.0,0.0,1965.0,1.0
1121,N,0.0,0.0,0.0,0.0,1.0,1965.0,0.0
1122,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1123,N,0.0,0.0,0.0,0.0,0.0,1965.0,0.0
1124,N,0.0,1.0,0.0,0.0,1.0,1965.0,1.0
1125,N,0.0,1.0,1.0,0.0,1.0,1965.0,0.0
1126,N,0.0,1.0,1.0,0.0,0.0,1965.0,1.0
1127,N,0.0,1.0,0.0,0.0,0.0,1965.0,0.0
1128,P,3.0,0.0,0.0,0.0,0.0,1965.0,0.0
1129,N,0.0,1.0,0.0,0.0,1.0,1965.0,1.0
1130,N,0.0,1.0,0.0,0.0,1.0,1965.0,0.0
1131,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1132,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1133,N,0.0,0.0,0.0,0.0,0.0,1966.0,1.0
1134,N,0.0,0.0,0.0,0.0,1.0,1966.0,0.0
1135,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1136,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1137,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1138,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1139,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1140,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1141,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1142,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1143,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1144,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1145,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1146,N,0.0,0.0,0.0,0.0,1.0,1966.0,1.0
1147,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1148,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1149,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1150,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1151,N,0.0,0.0,0.0,0.0,0.0,1966.0,1.0
1152,N,0.0,1.0,0.0,1.0,0.0,1966.0,0.0
1153,N,0.0,1.0,0.0,0.0,0.0,1966.0,1.0
1154,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1155,N,2.0,1.0,0.0,0.0,1.0,1966.0,0.0
1156,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1157,N,0.0,1.0,1.0,0.0,1.0,1966.0,1.0
1158,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1159,P,6.0,1.0,0.0,0.0,1.0,1966.0,0.0
1160,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1161,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1162,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1163,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1164,P,3.0,1.0,0.0,0.0,0.0,1966.0,0.0
1165,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1166,N,0.0,1.0,0.0,1.0,0.0,1966.0,0.0
1167,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1168,N,0.0,0.0,0.0,0.0,1.0,1966.0,0.0
1169,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1170,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1171,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1172,N,0.0,1.0,0.0,0.0,0.0,1966.0,1.0
1173,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1174,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1175,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1176,N,0.0,1.0,1.0,1.0,0.0,1966.0,0.0
1177,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1178,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1179,N,0.0,1.0,0.0,0.0,0.0,1966.0,1.0
1180,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1181,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1182,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1183,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1184,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1185,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1186,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1187,N,0.0,0.0,0.0,0.0,0.0,1966.0,1.0
1188,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1189,N,0.0,1.0,1.0,0.0,0.0,1966.0,1.0
1190,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1191,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1192,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1193,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1194,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1195,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1196,N,0.0,1.0,0.0,0.0,0.0,1966.0,1.0
1197,N,0.0,1.0,0.0,0.0,0.0,1966.0,1.0
1198,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1199,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1200,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1201,N,0.0,0.0,0.0,0.0,1.0,1966.0,0.0
1202,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1203,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1204,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1205,N,0.0,0.0,0.0,0.0,1.0,1966.0,0.0
1206,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1207,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1208,N,0.0,1.0,0.0,0.0,0.0,1966.0,1.0
1209,N,0.0,1.0,1.0,0.0,1.0,1966.0,0.0
1210,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1211,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1212,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1213,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1214,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1215,N,0.0,0.0,0.0,0.0,0.0,1966.0,1.0
1216,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1217,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1218,N,0.0,0.0,0.0,0.0,0.0,1966.0,1.0
1219,N,0.0,1.0,0.0,1.0,0.0,1966.0,0.0
1220,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1221,N,0.0,1.0,0.0,0.0,0.0,1966.0,1.0
1222,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1223,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1224,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1225,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1226,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1227,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1228,N,0.0,0.0,0.0,0.0,1.0,1966.0,0.0
1229,P,3.0,1.0,0.0,0.0,0.0,1966.0,0.0
1230,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1231,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1232,N,0.0,0.0,0.0,0.0,1.0,1966.0,1.0
1233,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1234,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1235,N,0.0,0.0,0.0,0.0,1.0,1966.0,0.0
1236,N,0.0,1.0,0.0,1.0,0.0,1966.0,0.0
1237,N,0.0,0.0,0.0,0.0,0.0,1966.0,0.0
1238,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1239,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1240,N,0.0,1.0,1.0,1.0,0.0,1966.0,0.0
1241,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1242,N,0.0,1.0,0.0,0.0,1.0,1966.0,0.0
1243,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1244,N,0.0,1.0,0.0,0.0,1.0,1966.0,1.0
1245,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1246,N,0.0,1.0,0.0,0.0,1.0,1966.0,1.0
1247,N,0.0,1.0,0.0,0.0,0.0,1966.0,0.0
1248,N,2.0,1.0,0.0,0.0,0.0,1966.0,0.0
1249,N,0.0,0.0,0.0,0.0,0.0,1967.0,0.0
1250,N,0.0,1.0,1.0,0.0,1.0,1967.0,0.0
1251,N,0.0,1.0,1.0,1.0,0.0,1967.0,0.0
1252,N,0.0,0.0,0.0,0.0,0.0,1967.0,0.0
1253,N,0.0,0.0,0.0,0.0,1.0,1967.0,0.0
